Player,Season,WS/48,PER,PTS,TRB,AST,STL,BLK,Rookie,RookieNBA_pred_proba,Class
Mookie Blaylock,1989,-0.011,11.5,10.1,2.8,4.2,1.6,0.3,1,0.14,0
Šarūnas Marčiulionis,1989,0.107,15.5,12.1,2.9,1.6,1.3,0.1,1,0.14,0
Pervis Ellison,1989,0.021,10.3,8.0,5.8,1.9,0.5,1.7,1,0.14,0
Dana Barros,1989,0.053,12.8,9.7,1.6,2.5,0.7,0.0,1,0.12,0
Shawn Kemp,1989,0.092,15.9,6.5,4.3,0.3,0.6,0.9,1,0.08,0
Michael Ansley,1989,0.129,17.3,8.7,5.0,0.6,0.3,0.2,1,0.07,0
Todd Lichti,1989,0.066,12.3,8.0,1.9,1.5,0.7,0.2,1,0.05,0
Winston Bennett,1989,0.055,10.0,6.1,3.4,1.0,0.4,0.2,1,0.05,0
Dražen Petrović,1989,0.139,15.5,7.6,1.4,1.5,0.3,0.0,1,0.04,0
Tom Hammonds,1989,0.031,10.5,5.3,2.8,0.8,0.2,0.2,1,0.03,0
Byron Irvin,1989,0.12,15.6,5.2,1.5,0.9,0.6,0.0,1,0.01,0
Jeff Martin,1989,0.031,8.7,6.3,2.3,0.6,0.6,0.2,1,0.0,0
Chucky Brown,1989,0.078,11.9,7.3,3.1,0.7,0.4,0.3,1,0.0,0
B.J. Armstrong,1989,0.064,11.9,5.6,1.3,2.5,0.6,0.1,1,0.0,0
Delaney Rudd,1989,0.004,8.6,3.5,0.7,2.3,0.3,0.0,1,0.0,0
Derrick Coleman,1990,0.108,17.6,18.4,10.3,2.2,1.0,1.3,1,1.0,1
Lionel Simmons,1990,0.044,15.4,18.0,8.8,4.0,1.4,1.1,1,0.96,1
Travis Mays,1990,0.047,12.3,14.3,2.8,4.0,1.3,0.2,1,0.9,2
Dennis Scott,1990,0.054,13.0,15.7,2.9,1.6,0.8,0.3,1,0.89,1
Kendall Gill,1990,0.044,15.4,11.0,3.2,3.7,1.3,0.5,1,0.87,1
Felton Spencer,1990,0.128,13.8,7.1,7.9,0.3,0.6,1.5,1,0.86,2
Dee Brown,1990,0.087,13.2,8.7,2.2,4.2,1.0,0.2,1,0.82,1
Gary Payton,1990,0.073,13.2,7.2,3.0,6.4,2.0,0.2,1,0.8,2
Mahmoud Abdul-Rauf,1990,-0.031,12.2,14.1,1.8,3.1,0.8,0.1,1,0.77,2
Willie Burton,1990,0.052,11.5,12.0,3.4,1.4,0.9,0.3,1,0.76,2
Duane Causwell,1990,0.079,13.0,6.9,5.1,0.9,0.6,1.9,1,0.15,0
Mario Elie,1990,0.122,12.9,7.2,3.3,1.4,0.6,0.3,1,0.1,0
Cedric Ceballos,1990,0.085,17.8,8.2,2.4,0.6,0.3,0.1,1,0.04,0
Anthony Bonner,1990,0.044,12.2,7.4,4.7,1.4,1.1,0.1,1,0.04,0
Anthony Cook,1990,0.022,10.7,5.3,5.6,0.4,0.6,1.2,1,0.03,0
A.J. English,1990,0.008,10.6,8.8,2.1,2.5,0.4,0.2,1,0.03,0
Marcus Liberty,1990,-0.004,10.4,6.7,2.9,0.8,0.6,0.3,1,0.03,0
Henry James,1990,0.053,14.7,8.1,2.1,0.9,0.4,0.1,1,0.02,0
Alec Kessler,1990,-0.005,8.4,6.2,4.3,0.4,0.2,0.3,1,0.02,0
Gerald Glass,1990,0.036,15.9,6.9,2.0,0.8,0.5,0.2,1,0.01,0
Rumeal Robinson,1990,-0.004,11.7,5.6,1.5,2.8,0.7,0.2,1,0.01,0
Terry Mills,1990,0.078,13.6,5.7,4.2,0.6,0.6,0.5,1,0.01,0
Tyrone Hill,1990,0.084,10.5,5.3,5.2,0.3,0.4,0.4,1,0.01,0
Danny Ferry,1990,0.028,10.9,8.6,3.5,1.8,0.5,0.3,1,0.01,0
Bimbo Coles,1990,0.038,10.4,4.9,1.9,2.8,0.8,0.1,1,0.01,0
Alaa Abdelnaby,1990,0.079,13.1,3.1,2.1,0.3,0.1,0.3,1,0.01,0
Brian Oliver,1990,0.01,9.9,3.8,1.1,1.2,0.5,0.1,1,0.0,0
Jud Buechler,1990,0.065,10.0,3.1,1.9,0.7,0.4,0.2,1,0.0,0
Jerrod Mustaf,1990,0.022,8.3,4.3,2.7,0.6,0.2,0.2,1,0.0,0
Loy Vaught,1990,0.091,12.1,5.5,4.8,0.5,0.3,0.3,1,0.0,0
Larry Johnson,1991,0.14,18.9,19.2,11.0,3.6,1.0,0.6,1,0.99,1
Dikembe Mutombo,1991,0.086,16.5,16.6,12.3,2.2,0.6,3.0,1,0.99,1
Stanley Roberts,1991,0.092,16.3,10.4,6.1,0.7,0.4,1.5,1,0.96,2
Billy Owens,1991,0.107,15.6,14.3,8.0,2.4,1.1,0.8,1,0.95,1
Stacey Augmon,1991,0.071,14.4,13.3,5.1,2.5,1.5,0.3,1,0.9,1
Steve Smith,1991,0.04,12.5,12.0,3.1,4.6,1.0,0.3,1,0.85,1
Larry Stewart,1991,0.101,12.9,10.4,5.9,1.6,0.7,0.6,1,0.78,2
Rick Fox,1991,0.073,12.2,8.0,2.7,1.6,1.0,0.4,1,0.72,2
Mark Macon,1991,-0.016,8.3,10.6,2.9,2.2,2.0,0.2,1,0.69,2
Terrell Brandon,1991,0.028,12.8,7.4,2.0,3.9,1.0,0.3,1,0.67,2
Doug Smith,1991,0.023,11.9,8.8,5.1,1.7,0.8,0.4,1,0.24,0
Mike Iuzzolino,1991,0.081,13.3,9.3,1.9,3.7,0.6,0.0,1,0.22,0
Paul Graham,1991,0.1,14.7,10.1,3.0,2.2,1.2,0.3,1,0.22,0
Bison Dele,1991,0.097,17.1,9.1,5.7,0.7,0.9,1.1,1,0.22,0
Donald Hodge,1991,0.069,13.8,8.4,5.4,0.8,0.5,0.5,1,0.15,0
Dale Davis,1991,0.126,13.3,6.2,6.4,0.5,0.4,1.2,1,0.14,0
Carl Thomas,1991,-0.027,6.4,12.0,0.0,1.0,1.0,0.0,1,0.08,0
Victor Alexander,1991,0.09,13.9,7.4,4.2,0.4,0.6,0.8,1,0.07,0
Tracy Moore,1991,0.039,11.6,8.5,2.0,1.1,0.8,0.1,1,0.05,0
Kenny Anderson,1991,0.022,12.8,7.0,2.0,3.2,1.0,0.1,1,0.05,0
Derek Strong,1991,-0.16,3.2,3.0,5.0,1.0,0.0,0.0,1,0.02,0
Chris Gatling,1991,0.156,18.2,5.7,3.4,0.3,0.6,0.7,1,0.01,0
Luc Longley,1991,0.009,10.1,4.3,3.9,0.8,0.5,1.0,1,0.01,0
Greg Anthony,1991,0.07,10.6,5.5,1.7,3.8,0.7,0.1,1,0.01,0
David Benoit,1991,0.085,12.1,5.6,3.8,0.4,0.2,0.6,1,0.0,0
Pete Chilcutt,1991,0.042,11.2,3.6,2.7,0.6,0.5,0.2,1,0.0,0
Chris Corchiani,1991,0.056,12.1,5.0,1.5,2.8,0.9,0.0,1,0.0,0
Kevin Lynch,1991,0.011,7.7,4.1,1.5,1.5,0.7,0.2,1,0.0,0
Robert Pack,1991,0.058,10.5,4.6,1.3,1.9,0.6,0.1,1,0.0,0
Greg Sutton,1991,-0.006,7.8,3.7,0.7,1.4,0.4,0.1,1,0.0,0
Shaquille O'Neal,1992,0.163,22.9,23.4,13.9,1.9,0.7,3.5,1,1.0,1
Christian Laettner,1992,0.085,17.3,18.2,8.7,2.8,1.3,1.0,1,1.0,1
Walt Williams,1992,0.047,15.0,17.0,4.5,3.0,1.1,0.5,1,0.98,2
LaPhonso Ellis,1992,0.139,16.6,14.7,9.1,1.8,0.9,1.4,1,0.96,1
Latrell Sprewell,1992,0.07,13.6,15.4,3.5,3.8,1.6,0.7,1,0.96,2
Tom Gugliotta,1992,0.028,14.6,14.7,9.6,3.8,1.7,0.4,1,0.95,1
Clarence Weatherspoon,1992,0.059,15.0,15.6,7.2,1.8,1.0,0.8,1,0.94,2
Alonzo Mourning,1992,0.148,20.8,21.0,10.3,1.0,0.3,3.5,1,0.92,1
Richard Dumas,1992,0.142,18.6,15.8,4.6,1.3,1.8,0.8,1,0.9,2
Robert Horry,1992,0.075,12.1,10.1,5.0,2.4,1.0,1.1,1,0.87,2
Todd Day,1992,0.065,14.5,13.8,4.1,1.6,1.1,0.7,1,0.26,0
Sean Rooks,1992,0.034,14.7,13.5,7.4,1.3,0.5,1.1,1,0.25,0
Lloyd Daniels,1992,0.056,12.9,9.1,2.8,1.9,0.5,0.4,1,0.22,0
Anthony Peeler,1992,0.078,13.9,10.4,2.3,2.2,0.8,0.2,1,0.21,0
Andre Spencer,1992,0.071,12.8,9.4,4.1,1.2,0.9,0.4,1,0.19,0
Anthony Avent,1992,0.005,10.2,9.8,6.2,1.1,0.7,0.9,1,0.16,0
Thomas Jordan,1992,-0.1,6.9,11.0,4.8,0.8,0.8,1.3,1,0.15,0
Bryant Stith,1992,0.09,11.7,8.9,3.2,1.3,0.6,0.1,1,0.15,0
Jim Jackson,1992,-0.081,11.0,16.3,4.4,4.7,1.4,0.4,1,0.12,0
Harold Miner,1992,0.069,14.3,10.3,2.0,1.0,0.5,0.1,1,0.1,0
Adam Keefe,1992,0.102,13.6,6.6,5.3,1.0,0.7,0.2,1,0.08,0
Byron Houston,1992,0.068,10.6,5.3,4.0,0.9,0.6,0.5,1,0.04,0
Doug Overton,1992,0.028,11.8,8.1,2.4,3.5,0.7,0.1,1,0.04,0
Keith Jennings,1992,0.205,18.5,8.6,1.4,2.9,0.5,0.0,1,0.04,0
Oliver Miller,1992,0.07,12.7,5.6,4.9,2.1,0.7,1.8,1,0.03,0
Lee Mayberry,1992,0.056,11.0,5.2,1.4,3.3,0.7,0.1,1,0.01,0
Doug Christie,1992,0.012,12.4,6.2,2.2,2.3,1.0,0.2,1,0.01,0
Walter Bond,1992,-0.024,9.0,8.0,2.6,1.6,1.0,0.2,1,0.01,0
Dexter Cambridge,1992,0.022,12.1,7.0,3.2,1.1,0.5,0.1,1,0.01,0
Don MacLean,1992,0.03,14.0,6.6,2.0,0.6,0.2,0.1,1,0.0,0
Anfernee Hardaway,1993,0.112,17.4,16.0,5.4,6.6,2.3,0.6,1,0.99,1
Nick Van Exel,1993,0.061,13.6,13.6,2.9,5.8,1.0,0.1,1,0.99,2
Chris Webber,1993,0.154,21.7,17.5,9.1,3.6,1.2,2.2,1,0.98,1
Jamal Mashburn,1993,0.014,13.2,19.2,4.5,3.4,1.1,0.2,1,0.97,1
Vin Baker,1993,0.082,16.1,13.5,7.6,2.0,0.7,1.4,1,0.95,1
Dino Radja,1993,0.124,18.2,15.1,7.2,1.4,0.9,0.8,1,0.95,2
Isaiah Rider,1993,0.034,14.2,16.6,4.0,2.6,0.7,0.4,1,0.94,1
Toni Kukoč,1993,0.086,15.4,10.9,4.0,3.4,1.1,0.4,1,0.92,2
Lindsey Hunter,1993,-0.017,12.0,10.3,2.3,4.8,1.5,0.1,1,0.79,2
Shawn Bradley,1993,-0.039,11.6,10.3,6.2,2.0,0.9,3.0,1,0.77,2
Chris Mills,1993,0.096,12.6,9.4,5.1,1.6,0.7,0.6,1,0.31,0
Antonio Davis,1993,0.139,15.2,7.7,6.2,0.7,0.6,1.0,1,0.28,0
Calbert Cheaney,1993,0.035,14.0,12.0,2.9,1.9,1.0,0.2,1,0.27,0
Bo Outlaw,1993,0.127,14.3,6.9,5.7,1.0,1.0,1.0,1,0.21,0
George Lynch,1993,0.107,16.1,9.6,5.8,1.4,1.4,0.4,1,0.2,0
Chris Jent,1993,0.1,11.0,10.3,5.0,2.3,0.0,0.0,1,0.14,0
Harold Ellis,1993,0.146,17.2,8.7,3.1,0.6,1.5,0.0,1,0.1,0
P.J. Brown,1993,0.105,12.2,5.7,6.2,1.2,0.9,1.2,1,0.08,0
Popeye Jones,1993,0.098,14.1,5.8,7.5,1.2,0.8,0.4,1,0.07,0
Sam Cassell,1993,0.093,13.1,6.7,2.0,2.9,0.9,0.1,1,0.05,0
Reggie Jordan,1993,0.142,20.1,5.4,2.9,1.1,0.6,0.2,1,0.04,0
Bryon Russell,1993,0.089,11.1,5.0,2.7,0.8,1.0,0.3,1,0.03,0
Rodney Rogers,1993,0.067,12.9,8.1,2.9,1.3,0.8,0.6,1,0.03,0
Bobby Hurley,1993,-0.044,8.4,7.1,1.8,6.1,0.7,0.1,1,0.02,0
Darren Morningstar,1993,0.048,8.9,4.2,3.5,0.7,0.6,0.1,1,0.01,0
Bill Edwards,1993,-0.282,-0.4,2.0,4.7,1.3,1.0,0.3,1,0.01,0
Mitchell Butler,1993,0.04,13.0,6.9,3.0,1.0,0.7,0.3,1,0.01,0
Josh Grant,1993,0.06,11.7,3.0,1.7,0.5,0.3,0.2,1,0.01,0
Matt Wenstrom,1993,0.098,15.6,1.6,1.1,0.0,0.0,0.2,1,0.01,0
Acie Earl,1993,0.008,9.2,5.5,3.3,0.2,0.3,0.7,1,0.0,0
Grant Hill,1994,0.097,19.0,19.9,6.4,5.0,1.8,0.9,1,0.99,1
Juwan Howard,1994,0.057,15.0,17.0,8.4,2.5,0.8,0.2,1,0.99,2
Jason Kidd,1994,0.066,15.1,11.7,5.4,7.7,1.9,0.3,1,0.96,1
Glenn Robinson,1994,0.053,16.6,21.9,6.4,2.5,1.4,0.3,1,0.96,1
Brian Grant,1994,0.112,16.5,13.2,7.5,1.2,0.6,1.5,1,0.95,1
Eddie Jones,1994,0.122,16.3,14.0,3.9,2.0,2.0,0.6,1,0.88,1
Eric Montross,1994,0.084,12.1,10.0,7.3,0.5,0.4,0.8,1,0.84,2
Jalen Rose,1994,0.103,15.1,8.2,2.7,4.8,0.8,0.3,1,0.79,2
Wesley Person,1994,0.101,14.2,10.4,2.6,1.3,0.6,0.3,1,0.71,2
Lamond Murray,1994,-0.006,11.6,14.1,4.4,1.6,0.9,0.7,1,0.28,0
Khalid Reeves,1994,0.115,16.9,9.2,2.8,4.3,1.1,0.1,1,0.25,0
Sharone Wright,1994,0.04,14.0,11.4,6.0,0.6,0.5,1.3,1,0.2,0
Carlos Rogers,1994,0.045,14.3,8.9,5.7,0.8,0.4,1.1,1,0.2,0
Donyell Marshall,1994,0.007,12.5,12.6,5.6,1.5,0.6,1.2,1,0.17,0
Clifford Rozier,1994,0.043,11.5,6.8,7.4,0.7,0.5,0.6,1,0.08,0
Michael Smith,1994,0.101,13.5,6.9,5.9,0.8,0.7,0.6,1,0.08,0
Aaron McKie,1994,0.115,13.3,6.5,2.9,2.0,0.8,0.4,1,0.06,0
Darrick Martin,1994,0.004,10.3,7.5,1.9,3.9,1.0,0.0,1,0.05,0
Chris Childs,1994,0.058,11.2,5.8,1.3,4.1,0.8,0.1,1,0.02,0
Ryan Lorthridge,1994,0.032,12.9,7.4,1.9,2.7,0.8,0.0,1,0.01,0
Jerome Harmon,1994,0.009,10.1,4.6,2.3,1.2,0.9,0.0,1,0.01,0
Anthony Tucker,1994,0.03,9.2,3.9,2.7,1.1,0.7,0.2,1,0.0,0
Eric Piatkowski,1994,0.079,13.9,7.0,1.6,1.0,0.5,0.2,1,0.0,0
Derrick Alston,1994,0.045,11.6,4.7,3.4,0.5,0.6,0.5,1,0.0,0
B.J. Tyler,1994,-0.039,8.5,3.5,1.1,3.2,0.7,0.0,1,0.0,0
Jamie Watson,1994,0.055,9.6,3.3,1.2,1.0,0.6,0.2,1,0.0,0
Tony Dumas,1994,0.0,8.8,4.6,1.1,1.0,0.2,0.1,1,0.0,0
Greg Minor,1994,0.106,14.7,6.0,2.2,1.0,0.5,0.3,1,0.0,0
Bill Curley,1994,0.042,9.0,2.7,2.3,0.5,0.4,0.4,1,0.0,0
Eric Mobley,1994,0.107,14.3,3.9,3.3,0.5,0.2,0.6,1,0.0,0
Damon Stoudamire,1995,0.072,16.7,19.0,4.0,9.3,1.4,0.3,1,1.0,1
Joe Smith,1995,0.116,17.2,15.3,8.7,1.0,1.0,1.6,1,0.97,1
Antonio McDyess,1995,0.075,15.6,13.4,7.5,1.0,0.7,1.5,1,0.96,1
Tyus Edney,1995,0.064,12.7,10.8,2.5,6.1,1.1,0.0,1,0.92,2
Kevin Garnett,1995,0.092,15.8,10.4,6.3,1.8,1.1,1.6,1,0.9,2
Jerry Stackhouse,1995,0.021,14.8,19.2,3.7,3.9,1.1,1.1,1,0.9,1
Rasheed Wallace,1995,0.063,11.8,10.1,4.7,1.3,0.6,0.8,1,0.89,2
Bryant Reeves,1995,0.045,13.4,13.3,7.4,1.4,0.6,0.7,1,0.85,2
Brent Barry,1995,0.124,15.9,10.1,2.1,2.9,1.2,0.3,1,0.82,2
Arvydas Sabonis,1995,0.233,24.7,14.5,8.1,1.8,0.9,1.1,1,0.32,0
Michael Finley,1995,0.095,14.0,15.0,4.6,3.5,1.0,0.4,1,0.31,0
Sasha Danilović,1995,0.129,14.4,13.4,2.4,2.5,0.8,0.2,1,0.29,0
Kurt Thomas,1995,0.11,13.5,9.0,5.9,0.6,0.6,0.5,1,0.28,0
Eric Williams,1995,0.052,13.3,10.7,3.4,1.1,0.9,0.2,1,0.13,0
Alan Henderson,1995,0.069,12.9,6.4,4.5,0.6,0.6,0.5,1,0.04,0
Theo Ratliff,1995,0.141,14.0,4.5,4.0,0.2,0.2,1.5,1,0.02,0
Bob Sura,1995,0.069,15.0,5.3,1.7,2.9,0.7,0.3,1,0.02,0
Gary Trent,1995,0.065,12.4,7.5,3.4,0.7,0.4,0.2,1,0.01,0
Don Reid,1995,0.141,12.1,3.8,2.9,0.2,0.7,0.6,1,0.01,0
Ashraf Amaya,1995,0.078,11.8,6.3,5.6,0.6,0.4,0.2,1,0.01,0
Loren Meyer,1995,0.041,9.4,5.0,4.4,0.8,0.3,0.4,1,0.01,0
Fred Hoiberg,1995,0.138,14.4,2.1,0.6,0.5,0.4,0.1,1,0.01,0
Cherokee Parks,1995,0.05,10.9,3.9,3.4,0.5,0.4,0.5,1,0.0,0
Jimmy King,1995,0.0,9.9,4.5,1.8,1.4,0.3,0.2,1,0.0,0
Shawn Respert,1995,0.027,10.8,4.9,1.2,1.1,0.5,0.1,1,0.0,0
Ed O'Bannon,1995,0.026,9.2,6.2,2.6,1.0,0.7,0.2,1,0.0,0
Greg Ostertag,1995,0.104,13.2,3.6,3.1,0.1,0.1,1.1,1,0.0,0
Anthony Goldwire,1995,0.021,10.4,5.5,1.0,2.7,0.4,0.0,1,0.0,0
Chris Carr,1995,0.021,10.5,4.0,1.7,0.7,0.2,0.1,1,0.0,0
Corliss Williamson,1995,-0.062,8.5,5.6,2.2,0.4,0.2,0.2,1,0.0,0
Allen Iverson,1996,0.065,18.0,23.5,4.1,7.5,2.1,0.3,1,1.0,1
Shareef Abdur-Rahim,1996,0.049,17.4,18.7,6.9,2.2,1.0,1.0,1,1.0,1
Antoine Walker,1996,0.027,15.5,17.5,9.0,3.2,1.3,0.6,1,0.97,1
Stephon Marbury,1996,0.077,16.1,15.8,2.7,7.8,1.0,0.3,1,0.97,1
Kerry Kittles,1996,0.11,16.0,16.4,3.9,3.0,1.9,0.4,1,0.95,2
Marcus Camby,1996,0.095,17.8,14.8,6.3,1.5,1.0,2.1,1,0.94,1
Ray Allen,1996,0.092,14.6,13.4,4.0,2.6,0.9,0.1,1,0.91,2
Matt Maloney,1996,0.107,12.3,9.4,2.0,3.7,1.0,0.0,1,0.79,2
Travis Knight,1996,0.137,14.1,4.8,4.5,0.5,0.4,0.8,1,0.76,2
Kobe Bryant,1996,0.079,14.4,7.6,1.9,1.3,0.7,0.3,1,0.68,2
Dean Garrett,1996,0.179,17.7,8.0,7.3,0.6,0.6,1.4,1,0.27,0
Lorenzen Wright,1996,0.079,12.5,7.3,6.1,0.6,0.6,0.8,1,0.11,0
Erick Strickland,1996,0.017,11.0,10.6,3.2,2.4,1.0,0.2,1,0.1,0
Shandon Anderson,1996,0.056,10.4,5.9,2.8,0.8,0.4,0.1,1,0.09,0
Roy Rogers,1996,0.037,12.6,6.6,4.7,0.6,0.3,2.0,1,0.08,0
Jamie Feick,1996,0.016,11.1,3.7,5.2,0.6,0.4,0.3,1,0.01,0
Erick Dampier,1996,0.04,11.8,5.1,4.1,0.6,0.3,1.0,1,0.01,0
Malik Rose,1996,0.1,13.7,3.0,3.0,0.6,0.5,0.3,1,0.01,0
Todd Fuller,1996,0.034,10.4,4.1,3.3,0.3,0.1,0.3,1,0.0,0
Vitaly Potapenko,1996,0.02,9.5,5.8,2.7,0.5,0.3,0.4,1,0.0,0
Randy Livingston,1996,0.012,8.3,3.9,1.5,2.4,0.6,0.2,1,0.0,0
Othella Harrington,1996,0.079,10.8,4.8,3.5,0.3,0.2,0.4,1,0.0,0
Tony Delk,1996,0.087,14.2,5.4,1.6,1.6,0.6,0.1,1,0.0,0
Derek Fisher,1996,0.056,11.0,3.9,1.2,1.5,0.5,0.1,1,0.0,0
Steve Nash,1996,0.047,10.8,3.3,1.0,2.1,0.3,0.0,1,0.0,0
Chris Robinson,1996,0.017,9.4,4.6,1.7,1.6,0.7,0.2,1,0.0,0
Brett Szabo,1996,0.031,8.8,2.2,2.4,0.2,0.2,0.5,1,0.0,0
Samaki Walker,1996,0.037,12.2,5.0,3.4,0.4,0.3,0.5,1,0.0,0
John Wallace,1996,0.095,13.0,4.8,2.3,0.5,0.3,0.4,1,0.0,0
Ray Owes,1996,0.036,11.1,3.1,2.9,0.3,0.3,0.4,1,0.0,0
Tim Duncan,1997,0.192,22.6,21.1,11.9,2.7,0.7,2.5,1,0.96,1
Zydrunas Ilgauskas,1997,0.189,19.7,13.9,8.8,0.9,0.6,1.6,1,0.93,1
Ron Mercer,1997,0.073,14.1,15.3,3.5,2.2,1.6,0.2,1,0.91,1
Keith Van Horn,1997,0.098,15.7,19.7,6.6,1.7,1.0,0.4,1,0.91,1
Cedric Henderson,1997,0.072,10.7,10.1,4.0,2.0,1.2,0.5,1,0.85,2
Bobby Jackson,1997,-0.014,13.6,11.6,4.4,4.7,1.5,0.2,1,0.85,2
Derek Anderson,1997,0.139,15.3,11.7,2.8,3.4,1.3,0.2,1,0.83,2
Brevin Knight,1997,0.163,17.1,9.0,3.2,8.2,2.5,0.2,1,0.82,1
Maurice Taylor,1997,0.057,16.1,11.5,4.2,0.7,0.5,0.6,1,0.78,2
Tim Thomas,1997,0.091,14.8,11.0,3.7,1.2,0.7,0.2,1,0.71,2
Chauncey Billups,1997,0.065,13.6,11.2,2.4,3.9,1.3,0.1,1,0.28,0
Tracy McGrady,1997,0.081,17.4,7.0,4.2,1.5,0.8,1.0,1,0.16,0
Danny Fortson,1997,0.051,14.3,10.2,5.6,1.0,0.6,0.4,1,0.13,0
Lawrence Funderburke,1997,0.092,16.2,9.5,4.5,1.2,0.4,0.3,1,0.13,0
Ed Gray,1997,0.083,13.0,7.6,1.5,1.1,0.5,0.4,1,0.1,0
Tony Battie,1997,0.015,13.3,8.4,5.4,0.9,0.8,1.1,1,0.09,0
Michael Stewart,1997,0.081,12.9,4.6,6.6,0.8,0.4,2.4,1,0.08,0
Antonio Daniels,1997,-0.032,9.9,7.8,1.9,4.5,0.7,0.1,1,0.02,0
Kelvin Cato,1997,0.129,13.3,3.8,3.4,0.3,0.4,1.3,1,0.02,0
Eric Washington,1997,-0.008,9.6,7.7,1.9,1.2,0.8,0.4,1,0.02,0
Anthony Johnson,1997,0.008,8.6,7.5,2.2,4.3,0.8,0.1,1,0.01,0
Rick Brunson,1997,0.048,9.6,4.3,1.5,2.6,0.7,0.1,1,0.01,0
