Player,Season,VORP,DWS,PER,FTA,TOV,PTS,Rookie,RookieNBA_pred_proba,Class
RJ Barrett,2019,-1.0,1.1,10.7,4.5,2.2,14.3,1,0.17555939114337754,0
De'Andre Hunter,2019,-1.4,0.5,8.6,2.3,1.6,12.3,1,0.12795616199085008,0
Cameron Johnson,2019,0.7,1.0,12.9,1.0,0.6,8.8,1,0.11371357522466838,0
Cam Reddish,2019,-0.9,0.8,9.0,2.2,1.7,10.5,1,0.09608577233339351,0
Kevin Porter Jr.,2019,-0.5,0.6,10.8,2.0,1.9,10.0,1,0.07312730952169855,0
Jaxson Hayes,2019,0.5,1.1,17.6,3.0,0.8,7.4,1,0.07092315683844873,0
Jordan Poole,2019,-1.5,0.4,7.2,2.1,1.3,8.8,1,0.06766430440134773,0
Mychal Mulder,2019,-0.2,0.0,7.8,1.7,0.7,11.0,1,0.059648746503770195,0
Naz Reid,2019,0.0,0.6,15.3,1.8,0.7,9.0,1,0.04509394043324657,0
Keldon Johnson,2019,0.3,0.2,19.1,2.6,0.8,9.1,1,0.04054483054023984,0
Darius Garland,2019,-1.7,0.0,8.5,1.2,2.6,12.3,1,0.039402201105331616,0
Matisse Thybulle,2019,0.8,2.0,10.0,0.6,0.8,4.7,1,0.021491118601155698,0
Jeremiah Martin,2019,0.1,0.1,21.8,1.6,0.4,7.1,1,0.02050926810741259,0
Luguentz Dort,2019,-0.4,0.8,7.6,1.5,0.6,6.8,1,0.019397274380137986,0
Jordan McLaughlin,2019,0.3,0.4,16.3,1.3,1.0,7.6,1,0.014139842737179647,0
Nicolò Melli,2019,0.2,0.9,11.4,1.2,0.8,6.6,1,0.013680734070884947,0
Ky Bowman,2019,-0.6,0.6,9.1,0.9,1.6,7.4,1,0.007673201475708392,0
Daniel Gafford,2019,0.1,0.8,16.2,1.4,0.7,5.1,1,0.007660639858594787,0
LaMelo Ball,2020,1.4,1.9,17.5,3.2,2.8,15.7,1,0.9733588785441553,1
Tyrese Haliburton,2020,1.5,0.7,16.2,1.0,1.6,13.0,1,0.9709029255427417,1
Anthony Edwards,2020,-0.1,1.4,13.9,3.8,2.2,19.3,1,0.9385371295631963,1
Jae'Sean Tate,2020,0.3,1.6,13.8,2.1,1.4,11.3,1,0.8349693707945602,1
Saddiq Bey,2020,0.7,1.7,12.6,2.1,0.9,12.2,1,0.8282230940330245,1
Isaac Okoro,2020,-1.7,1.0,7.9,2.3,1.3,9.6,1,0.8137596085348975,2
James Wiseman,2020,-0.6,1.2,13.1,2.2,1.5,11.5,1,0.7924899093204286,0
Immanuel Quickley,2020,0.9,1.4,15.8,2.7,0.9,11.4,1,0.7551156658704123,2
Patrick Williams,2020,-0.2,2.2,10.5,1.8,1.4,9.2,1,0.7216656084854041,2
Desmond Bane,2020,0.5,1.3,12.2,0.7,0.9,9.2,1,0.7075957558461721,2
Isaiah Stewart,2020,0.3,2.1,16.4,1.4,1.0,7.9,1,0.6510330168276733,2
Cole Anthony,2020,-0.4,0.9,12.1,2.8,2.3,12.9,1,0.43471300626181864,0
Théo Maledon,2020,-1.3,1.1,8.2,2.1,2.2,10.1,1,0.2186321869032314,0
KJ Martin,2020,0.0,0.9,14.6,1.9,0.8,9.3,1,0.20223534527899026,0
Naji Marshall,2020,0.1,0.7,11.4,2.3,1.2,7.7,1,0.05627063161701225,0
Tyrese Maxey,2020,0.1,1.1,14.5,1.1,0.7,8.0,1,0.051595839452194925,0
Xavier Tillman Sr.,2020,0.5,1.5,14.7,0.9,0.8,6.6,1,0.045440565346062785,0
Armoni Brooks,2020,-0.2,0.2,10.4,0.6,1.1,11.2,1,0.04498448790201637,0
Chuma Okeke,2020,0.1,1.0,11.8,0.9,0.8,7.8,1,0.03911439906898041,0
Payton Pritchard,2020,0.4,0.9,12.4,0.7,0.8,7.7,1,0.03911439906898041,0
Cameron Oliver,2020,0.0,0.1,17.2,1.0,0.8,10.8,1,0.03839404388025613,0
Aleksej Pokusevski,2020,-1.1,1.0,6.1,0.9,2.2,8.2,1,0.03588377489141126,0
Elijah Bryant,2020,0.0,0.0,10.6,3.0,4.0,16.0,1,0.03445744806050866,0
R.J. Hampton,2020,-0.4,0.7,11.1,1.6,1.0,6.9,1,0.030991281677658526,0
Facundo Campazzo,2020,0.5,1.5,11.6,1.4,1.1,6.1,1,0.02499683078156895,0
Killian Hayes,2020,-0.9,0.6,5.3,0.7,3.2,6.8,1,0.024797037018197868,0
Jay Scrubb,2020,-0.2,0.1,6.3,1.3,1.8,8.8,1,0.02181472673800246,0
Gabriel Deck,2020,0.1,0.1,16.1,2.2,0.6,8.4,1,0.021192507495136632,0
Malachi Flynn,2020,-0.1,0.8,10.9,1.2,0.9,7.5,1,0.019622764715814166,0
Jaden McDaniels,2020,-0.6,0.9,8.9,0.7,0.7,6.8,1,0.01492427483607406,0
Scottie Barnes,2021,1.9,2.9,16.3,2.9,1.8,15.3,1,0.9710955505952488,1
Evan Mobley,2021,1.5,3.7,16.1,3.7,1.9,15.0,1,0.9590941518853026,1
Cade Cunningham,2021,0.2,1.9,13.1,2.6,3.7,17.4,1,0.9538573632473307,1
Josh Giddey,2021,0.5,1.7,13.3,1.5,3.2,12.5,1,0.9529949923142669,2
Franz Wagner,2021,0.8,1.9,14.7,2.8,1.5,15.2,1,0.9130292221849681,1
Chris Duarte,2021,-0.1,0.7,12.3,2.0,1.6,13.1,1,0.8932527015447906,2
Jalen Green,2021,-0.5,0.2,12.5,3.5,2.0,17.3,1,0.8817464397178396,1
Bones Hyland,2021,0.5,1.3,14.4,1.8,1.2,10.1,1,0.7947789563770993,2
Herbert Jones,2021,0.9,2.5,12.3,2.1,1.3,9.5,1,0.7319591195787,2
Jonathan Kuminga,2021,0.1,1.8,15.2,2.7,1.1,9.3,1,0.7155551246113633,0
Alperen Şengün,2021,0.4,1.3,16.0,3.2,2.0,9.6,1,0.6439646253023649,0
Ayo Dosunmu,2021,0.0,1.3,11.2,1.0,1.4,8.8,1,0.5798716939742464,2
Jalen Suggs,2021,-1.2,1.3,8.6,3.4,3.0,11.8,1,0.2685326341973056,0
Tre Mann,2021,-0.8,1.0,10.2,1.4,1.2,10.4,1,0.21453026209937834,0
Josh Christopher,2021,-0.5,0.7,12.2,1.5,1.5,7.9,1,0.1101858340395024,0
Brandon Williams,2021,-0.6,0.2,11.0,4.0,2.4,12.9,1,0.07367931420573626,0
Aaron Wiggins,2021,-0.7,0.8,10.3,1.7,1.1,8.3,1,0.061738387227661916,0
Cam Thomas,2021,-0.4,0.8,11.7,1.6,0.8,8.5,1,0.06127786232400392,0
Isaiah Jackson,2021,0.0,0.7,20.5,2.4,1.1,8.3,1,0.056668939470584004,0
Terry Taylor,2021,0.2,0.2,19.0,1.5,0.7,9.6,1,0.05294953889339846,0
Davion Mitchell,2021,-0.9,0.6,10.8,1.1,1.5,11.5,1,0.04865534713407788,0
Brandon Boston Jr.,2021,-0.3,0.9,11.2,1.4,0.6,6.7,1,0.0422443345573415,0
Zavier Simpson,2021,-0.3,0.1,7.7,1.3,2.5,11.0,1,0.039890139292088615,0
Duane Washington Jr.,2021,-0.7,0.2,10.2,1.3,1.2,9.9,1,0.0349366918712426,0
Ziaire Williams,2021,-0.3,1.1,9.7,0.9,0.7,8.1,1,0.03391317038388369,0
Corey Kispert,2021,-0.1,0.7,10.9,0.8,0.6,8.2,1,0.02677626382312647,0
Trendon Watford,2021,0.1,0.5,15.8,2.0,0.9,7.6,1,0.025638026775110363,0
Austin Reaves,2021,0.0,0.8,11.5,1.9,0.7,7.3,1,0.023717786771112876,0
Jeremiah Robinson-Earl,2021,-0.1,1.0,11.7,1.1,0.8,7.5,1,0.022342702675415417,0
Omer Yurtseven,2021,0.2,1.4,17.4,1.1,0.7,5.3,1,0.013228941347239787,0
Jalen Williams,2022,1.3,2.6,15.6,2.5,1.6,14.1,1,0.9641632110749526,1
Bennedict Mathurin,2022,-1.0,0.8,13.1,5.8,1.9,16.7,1,0.9521793707830796,1
Paolo Banchero,2022,0.3,2.6,14.9,7.4,2.8,20.0,1,0.9519457794675722,1
Jaden Ivey,2022,-0.7,0.8,12.1,4.8,3.2,16.3,1,0.9307508464486627,2
Walker Kessler,2022,2.1,2.5,21.5,2.1,0.8,9.2,1,0.8946220217348311,1
Keegan Murray,2022,0.8,1.7,12.3,1.0,0.8,12.2,1,0.8375408717025083,1
Jalen Duren,2022,0.5,1.6,17.3,2.3,1.4,9.1,1,0.8189046535508898,2
Tari Eason,2022,0.1,1.7,15.2,1.8,1.2,9.3,1,0.6090180190479135,2
Jeremy Sochan,2022,-0.7,0.7,11.4,2.1,1.7,11.0,1,0.5315428910713236,2
Mark Williams,2022,0.4,1.3,19.8,2.3,0.9,9.0,1,0.5239240469830027,0
Jabari Smith Jr.,2022,-1.1,1.4,11.2,2.6,1.3,12.8,1,0.4133158767250621,0
Andrew Nembhard,2022,-0.6,0.8,10.0,0.8,1.7,9.5,1,0.3780936387202682,0
RaiQuan Gray,2022,0.0,0.0,15.5,2.0,4.0,16.0,1,0.13488849914273024,0
Shaedon Sharpe,2022,-0.6,0.6,11.5,1.3,1.0,9.9,1,0.09619810379233155,0
AJ Griffin,2022,0.4,0.9,12.6,0.7,0.6,8.9,1,0.07469598074008893,0
Jaden Hardy,2022,0.0,0.5,14.6,1.6,1.0,8.8,1,0.05547229943712233,0
David Roddy,2022,-0.6,1.4,8.8,0.9,0.8,6.7,1,0.04239634410185776,0
Jeenathan Williams,2022,0.0,0.0,15.5,0.6,0.8,10.6,1,0.037396874835050366,0
Malaki Branham,2022,-1.3,0.2,9.5,1.1,1.2,10.2,1,0.03646998729289676,0
Julian Champagnie,2022,-0.1,0.1,13.4,1.0,0.6,9.7,1,0.02490710982703977,0
Chance Comanche,2022,0.0,0.0,12.2,4.0,0.0,7.0,1,0.01238989501147916,0
Jaylin Williams,2022,0.1,1.2,11.2,1.1,0.8,5.9,1,0.010260084221037654,0
Ochai Agbaji,2022,-0.3,0.4,9.5,1.2,0.7,7.9,1,0.00981584588988076,0
Quenton Jackson,2022,-0.1,0.1,12.2,2.4,0.4,6.2,1,0.006972638590098027,0
Christian Braun,2022,-0.1,1.2,10.3,0.8,0.5,4.7,1,0.006623968149254029,0
Dyson Daniels,2022,0.0,1.4,8.8,0.7,1.0,3.8,1,0.006065708062105451,0
Christian Koloko,2022,-0.3,1.0,11.4,1.0,0.3,3.1,1,0.004453340533665083,0
Stanley Umude,2022,0.0,0.0,65.6,2.0,0.0,2.0,1,0.0038654235687638782,0
Scotty Pippen Jr.,2022,0.0,0.0,9.6,1.5,0.3,2.3,1,0.003549064906932476,0
Lester Quiñones,2022,0.0,0.0,8.6,1.5,1.3,2.5,1,0.003549064906932476,0
Victor Wembanyama,2023,3.8,4.4,23.1,5.2,3.7,21.4,1,0.9859951633028928,1
Chet Holmgren,2023,3.3,4.4,20.4,3.4,1.6,16.5,1,0.976632755282122,1
Brandon Miller,2023,-0.3,1.0,13.0,2.3,1.8,17.3,1,0.9559913289640103,1
Amen Thompson,2023,1.3,2.4,18.2,2.5,1.5,9.5,1,0.892773534891605,2
Jaime Jaquez Jr.,2023,0.1,2.7,12.9,2.3,1.5,11.9,1,0.8711281609376881,0
Dereck Lively II,2023,0.8,1.8,18.1,1.5,0.9,8.8,1,0.8240509381673597,0
GG Jackson II,2023,0.0,1.1,13.7,3.2,1.4,14.6,1,0.7865699988735357,0
Brandin Podziemski,2023,0.9,2.0,13.0,1.1,1.2,9.2,1,0.7851565515080142,1
Scoot Henderson,2023,-1.7,0.9,9.5,3.3,3.4,14.0,1,0.6795395941723146,0
Cam Whitmore,2023,0.5,1.1,16.6,2.4,1.0,12.3,1,0.6328485847424778,0
Ausar Thompson,2023,-0.1,1.7,12.8,1.9,1.3,8.8,1,0.5259966623780854,0
Trayce Jackson-Davis,2023,1.4,1.6,21.6,1.9,0.7,7.9,1,0.5234202175760198,0
Keyonte George,2023,-1.2,0.1,10.4,3.0,2.5,13.0,1,0.4355377836031501,2
Duop Reath,2023,0.3,1.0,15.1,1.4,0.8,9.1,1,0.22243530000087094,0
Toumani Camara,2023,-0.5,1.4,10.6,1.4,1.2,7.5,1,0.15856659091926587,0
Cason Wallace,2023,0.9,2.1,12.0,0.5,0.5,6.8,1,0.09360565745023133,2
Bilal Coulibaly,2023,-0.9,0.9,8.9,2.1,1.4,8.4,1,0.05850794242667339,0
Jordan Hawkins,2023,-0.3,1.0,10.2,1.2,0.6,7.8,1,0.0431044603511672,0
Tristan Vukcevic,2023,-0.1,0.1,13.9,2.2,1.0,8.5,1,0.0288283586797052,0
Javon Freeman-Liberty,2023,-0.3,0.2,10.7,1.6,1.1,7.0,1,0.014855450385576638,0
Marcus Sasser,2023,-0.2,0.6,11.8,0.9,1.3,8.3,1,0.014540694226680745,0
Mãozinha Pereira,2023,0.0,0.2,15.7,1.4,0.7,6.9,1,0.012256064170320718,0
Gradey Dick,2023,-1.1,0.4,8.9,0.9,0.8,8.5,1,0.012234528009948354,0
Trey Jemison,2023,-0.5,0.6,11.8,1.0,1.4,6.8,1,0.012181672119891455,0
Anthony Black,2023,-0.3,1.5,8.4,1.2,0.8,4.6,1,0.008359412658055579,0
Brice Sensabaugh,2023,-0.5,0.2,8.6,1.3,1.5,7.5,1,0.008329498011312731,0
Tosan Evbuomwan,2023,-0.1,0.2,9.9,1.5,0.5,5.9,1,0.007548817966725843,0
Kris Murray,2023,-0.6,1.0,9.0,0.9,0.9,6.1,1,0.006811736162453394,0
Vasilije Micić,2023,-0.8,0.4,10.7,1.3,1.7,7.0,1,0.006731601563399326,0
Taylor Hendricks,2023,0.1,0.6,11.8,0.7,0.7,7.3,1,0.006151047060623681,0
