Player,Season,VORP,DWS,PER,FTA,TOV,PTS,Rookie,RookieNBA_pred_proba,Class
Blake Griffin,2010,3.6,3.4,21.9,8.5,2.7,22.5,1,0.9719610038590587,1
John Wall,2010,0.8,1.9,15.8,5.7,3.8,16.4,1,0.9427351428600735,1
DeMarcus Cousins,2010,-0.4,2.9,14.6,5.0,3.3,14.1,1,0.9113825431764382,1
Greg Monroe,2010,1.4,1.9,18.0,2.9,1.0,9.4,1,0.908281863990883,2
Landry Fields,2010,1.4,1.8,13.5,1.8,1.3,9.7,1,0.8583512267341591,1
Gary Neal,2010,0.7,1.4,13.1,1.3,1.0,9.8,1,0.8368117114118286,1
Paul George,2010,0.6,1.9,13.0,1.7,1.1,7.8,1,0.6201411866925504,2
Eric Bledsoe,2010,-0.1,1.6,10.8,1.6,2.4,6.7,1,0.5643040654530999,2
Jordan Crawford,2010,-0.5,0.5,11.8,2.0,2.0,11.7,1,0.3993316308917194,0
Evan Turner,2010,-0.1,2.2,10.8,1.6,1.0,7.2,1,0.310043452791186,0
Wesley Johnson,2010,0.2,0.9,10.2,1.2,1.2,9.0,1,0.2998019883360349,2
Derrick Favors,2010,-0.5,1.4,13.9,2.2,1.0,6.8,1,0.24007733244919194,2
Ed Davis,2010,0.4,1.1,15.8,2.0,0.7,7.7,1,0.10444742771612474,0
Ömer Aşık,2010,0.1,2.2,11.8,1.8,0.8,2.8,1,0.07897523773440412,0
Larry Sanders,2010,-0.3,1.8,11.0,0.8,0.6,4.3,1,0.06732979094132827,0
Samardo Samuels,2010,-0.7,0.3,11.7,3.0,1.4,7.8,1,0.043962270326134645,0
Al-Farouq Aminu,2010,-0.3,1.4,9.6,1.5,1.3,5.6,1,0.013971973859425826,0
Tiago Splitter,2010,0.2,1.1,16.0,2.3,0.5,4.6,1,0.012638786929665899,0
Semih Erden,2010,-0.1,1.1,10.3,1.5,0.8,4.0,1,0.01107243766515654,0
Trevor Booker,2010,0.3,0.8,15.3,1.6,0.6,5.3,1,0.007660639858594787,0
Manny Harris,2010,-0.4,0.4,10.4,1.7,1.2,5.9,1,0.007548817966725843,0
Gary Forbes,2010,-0.2,0.7,11.7,1.4,0.7,5.2,1,0.006959921451523474,0
Patrick Patterson,2010,0.5,0.7,16.7,0.8,0.6,6.3,1,0.005474445933469663,0
Christian Eyenga,2010,-0.5,0.5,9.0,0.6,1.1,6.9,1,0.005307642376921024,0
Nikola Peković,2010,-0.8,0.5,11.2,1.8,1.4,5.5,1,0.005155769507238858,0
Chris Johnson,2010,-0.1,0.2,10.2,1.4,0.7,2.4,1,0.004185922623261717,0
Xavier Henry,2010,-0.4,0.3,7.0,1.4,0.3,4.3,1,0.003549064906932476,0
Luke Harangody,2010,-0.3,0.7,10.1,0.5,0.3,3.9,1,0.0035487774915966756,0
Quincy Pondexter,2010,-0.1,0.7,8.5,0.5,0.2,2.8,1,0.0030085639110923237,0
Greivis Vásquez,2010,-0.3,0.7,9.4,0.6,1.0,3.6,1,0.0030085639110923237,0
Kyrie Irving,2011,2.4,0.6,21.4,3.8,3.1,18.5,1,0.980114662281297,1
Chandler Parsons,2011,1.3,1.8,13.3,1.2,1.3,9.5,1,0.9048736921611289,2
Ricky Rubio,2011,1.1,1.5,14.6,3.8,3.2,10.6,1,0.8983399189076082,1
Kenneth Faried,2011,1.1,1.3,21.9,3.6,1.2,10.2,1,0.8727141824962591,1
Isaiah Thomas,2011,1.2,0.0,17.6,2.8,1.6,11.5,1,0.7631699615003983,2
Klay Thompson,2011,0.2,0.3,14.9,1.4,1.6,12.5,1,0.7592996544346365,1
Iman Shumpert,2011,0.2,2.5,10.8,1.8,1.9,9.5,1,0.69574613768148,0
MarShon Brooks,2011,-0.2,0.3,12.9,2.6,2.1,12.6,1,0.5748274480424602,2
Tristan Thompson,2011,-1.0,0.9,13.3,3.2,1.4,8.2,1,0.5548335977469963,2
Derrick Williams,2011,0.0,1.2,12.9,3.0,1.2,8.8,1,0.5490009634476791,2
Brandon Knight,2011,-0.3,1.0,11.7,2.1,2.6,12.8,1,0.5134797780853543,0
Kawhi Leonard,2011,2.1,2.4,16.6,1.4,0.7,7.9,1,0.3729047162180357,0
Kemba Walker,2011,0.6,0.5,14.9,3.2,1.8,12.1,1,0.22792051965719515,0
Markieff Morris,2011,0.0,1.4,12.1,1.7,1.1,7.4,1,0.15856659091926587,0
Norris Cole,2011,-1.4,1.4,7.9,1.3,1.6,6.8,1,0.08395709713043423,0
Ivan Johnson,2011,0.0,1.7,14.3,1.8,1.2,6.4,1,0.05464435513681168,0
Greg Stiemsma,2011,0.7,2.2,13.6,0.7,0.6,2.9,1,0.039920709499770064,0
Gustavo Ayón,2011,1.2,1.7,16.7,1.2,0.9,5.9,1,0.02336594419181425,0
Bismack Biyombo,2011,-1.0,1.1,10.6,2.3,1.1,5.2,1,0.017543967963745043,0
Nikola Vučević,2011,0.0,1.6,14.3,0.7,0.6,5.5,1,0.015471830529721925,0
Jerome Dyson,2011,-0.1,0.2,11.3,4.0,2.2,7.4,1,0.015345143005369842,0
Jimmer Fredette,2011,-0.4,-0.2,10.8,0.8,1.1,7.6,1,0.014540694226680745,0
Alec Burks,2011,0.0,0.4,14.0,2.4,0.9,7.2,1,0.013729291936137767,0
Enes Freedom,2011,-0.2,0.8,14.5,1.6,0.8,4.6,1,0.007660639858594787,0
Chris Singleton,2011,-0.1,1.5,8.3,0.7,0.6,4.6,1,0.007382629994052771,0
Lavoy Allen,2011,0.0,1.2,12.7,0.3,0.5,4.1,1,0.006588594221475606,0
Josh Harrellson,2011,0.3,1.0,13.7,0.7,0.5,4.4,1,0.005280463669833696,0
Jan Veselý,2011,-0.2,1.0,11.5,1.1,1.1,4.7,1,0.004453340533665083,0
Xavier Silas,2011,-0.1,0.0,0.1,1.5,1.5,5.5,1,0.004353469711536521,0
Daniel Orton,2011,0.0,0.3,12.7,1.6,0.4,2.8,1,0.004185922623261717,0
Damian Lillard,2012,1.8,0.7,16.4,3.9,3.0,19.0,1,0.966731700105091,1
Anthony Davis,2012,2.1,2.4,21.7,3.5,1.4,13.5,1,0.9584436454822703,1
Bradley Beal,2012,1.0,2.0,13.6,2.8,1.6,13.9,1,0.922316028380438,1
Andre Drummond,2012,1.4,2.3,21.6,2.7,1.0,7.9,1,0.8874269851480268,2
Jonas Valančiūnas,2012,0.3,1.5,15.6,3.0,1.5,8.9,1,0.7162889280078643,2
Dion Waiters,2012,-0.1,0.6,13.7,3.5,2.0,14.7,1,0.6140330557650744,1
Harrison Barnes,2012,0.1,1.9,11.0,2.3,1.2,9.2,1,0.6108193277913944,1
Kyle Singler,2012,-0.6,1.2,10.0,1.5,1.2,8.8,1,0.48824875370262233,2
Tyler Zeller,2012,-1.0,1.2,11.0,2.0,1.2,7.9,1,0.34138029913161877,2
Maurice Harkless,2012,0.4,1.7,12.5,1.7,0.9,8.2,1,0.2910759604423649,0
Michael Kidd-Gilchrist,2012,-0.3,1.0,14.0,2.4,1.3,9.0,1,0.284554543689509,2
Alexey Shved,2012,0.1,1.4,11.0,1.9,1.9,8.6,1,0.23693608087791987,0
Andrew Nicholson,2012,-0.2,0.8,15.1,1.3,1.1,7.8,1,0.03846607948198265,0
Chris Copeland,2012,0.3,0.6,16.8,1.5,0.9,8.7,1,0.036022165690196735,0
Jared Sullinger,2012,0.0,1.4,13.5,1.4,0.6,6.0,1,0.03277339108706817,0
John Henson,2012,0.1,1.2,18.2,1.7,0.7,6.0,1,0.03110687168657687,0
Austin Rivers,2012,-1.5,0.1,5.9,1.8,1.2,6.2,1,0.009426830196620896,0
Festus Ezeli,2012,-0.4,1.5,9.3,1.0,0.8,2.4,1,0.007382629994052771,0
Nando De Colo,2012,0.2,1.4,11.1,0.6,1.1,3.8,1,0.007150920976321475,0
Draymond Green,2012,-0.4,1.6,7.1,0.7,0.6,2.9,1,0.007102855131937289,0
Brian Roberts,2012,0.5,0.2,14.6,1.0,0.9,7.1,1,0.006810148257463069,0
Jae Crowder,2012,0.3,1.3,10.2,0.9,0.6,5.0,1,0.006623968149254029,0
Pablo Prigioni,2012,0.7,1.3,13.0,0.3,1.1,3.5,1,0.006416430161073661,0
Terrence Ross,2012,-0.1,0.8,10.4,0.6,0.7,6.4,1,0.0064030931706806305,0
Thomas Robinson,2012,-0.9,0.9,10.9,1.6,1.3,4.8,1,0.004534271195996406,0
Orlando Johnson,2012,0.3,1.0,11.4,0.6,0.6,4.0,1,0.004453340533665083,0
Patrick Beverley,2012,1.0,0.8,15.4,1.0,1.1,5.6,1,0.004386450821752381,0
Viacheslav Kravtsov,2012,0.0,0.1,14.4,1.5,0.6,3.1,1,0.004185922623261717,0
Mike Scott,2012,-0.1,0.4,16.3,1.4,0.5,4.6,1,0.004185922623261717,0
Jeff Taylor,2012,-0.6,0.0,10.3,1.3,0.6,6.1,1,0.004180853865085156,0
Michael Carter-Williams,2013,0.9,2.1,15.5,5.2,3.5,16.7,1,0.9595822999479444,1
Victor Oladipo,2013,0.3,2.8,13.6,4.0,3.2,13.8,1,0.8627771400023588,1
Trey Burke,2013,-0.4,0.0,12.6,1.6,1.9,12.8,1,0.7411871970575892,1
Kelly Olynyk,2013,0.3,1.4,15.2,1.7,1.5,8.7,1,0.6597027453404971,2
Mason Plumlee,2013,1.0,1.7,19.0,2.8,1.1,7.4,1,0.5417856688960895,1
Gorgui Dieng,2013,0.2,1.5,16.5,1.6,0.9,4.8,1,0.2761117606201641,2
Cody Zeller,2013,0.0,2.2,13.1,2.4,1.1,6.0,1,0.22860746903230325,2
Steven Adams,2013,-0.1,1.9,11.2,1.7,0.9,3.3,1,0.14355641304285113,2
Ben McLemore,2013,-1.1,0.9,7.7,1.7,1.2,8.8,1,0.14110144638982447,0
Tim Hardaway Jr.,2013,0.1,0.4,12.7,1.6,0.6,10.2,1,0.07039183971071672,0
Giannis Antetokounmpo,2013,-0.2,1.1,10.8,2.6,1.6,6.8,1,0.06753751685553981,2
Ryan Kelly,2013,0.2,0.7,12.6,2.3,0.8,8.0,1,0.046768505526532576,0
Pero Antić,2013,-0.1,0.9,11.7,1.3,1.1,7.0,1,0.025918665363251204,0
Nate Wolters,2013,0.1,0.2,12.7,1.6,1.0,7.2,1,0.01458617309818036,0
Nick Calathes,2013,0.3,1.6,12.3,1.0,1.4,4.9,1,0.012882934063032082,0
Troy Daniels,2013,0.0,0.0,16.0,0.0,0.6,8.4,1,0.011995712976263822,0
Tony Snell,2013,-0.2,1.7,8.0,0.5,0.6,4.5,1,0.007102855131937289,0
Kentavious Caldwell-Pope,2013,-0.2,0.8,9.4,0.8,0.4,5.9,1,0.00543074869877445,0
Phil Pressey,2013,-0.4,1.1,8.8,0.6,1.2,2.8,1,0.004245162183399798,0
Rudy Gobert,2013,-0.1,0.6,12.9,1.4,0.7,2.3,1,0.004185922623261717,0
Vander Blue,2013,0.0,0.0,0.5,1.7,0.7,1.7,1,0.003549064906932476,0
Vítor Luiz Faverani,2013,-0.1,0.7,11.0,1.0,1.1,4.4,1,0.0035487774915966756,0
Matthew Dellavedova,2013,0.1,0.7,10.7,0.7,0.8,4.7,1,0.0035487774915966756,0
Hollis Thompson,2013,-0.5,0.6,9.5,0.9,0.8,6.0,1,0.003264225086187593,0
Ray McCallum,2013,-0.3,0.4,9.7,1.0,0.9,6.2,1,0.003264225086187593,0
Anthony Bennett,2013,-0.9,0.7,6.9,1.3,0.9,4.2,1,0.0025653616511212216,0
Toure' Murry,2013,-0.2,0.3,11.1,0.8,0.7,2.7,1,0.002131431804309506,0
Dewayne Dedmon,2013,-0.3,0.5,10.7,1.0,0.6,3.1,1,0.002131431804309506,0
Archie Goodwin,2013,-0.2,0.5,10.3,1.1,0.8,3.7,1,0.002131431804309506,0
Dionte Christmas,2013,0.0,0.1,11.1,0.8,0.2,2.3,1,0.002131431804309506,0
Nikola Mirotić,2014,1.8,2.7,17.9,3.5,1.1,10.2,1,0.9550730140874654,1
Nerlens Noel,2014,1.0,4.2,15.0,3.1,1.9,9.9,1,0.9390205187588259,1
Elfrid Payton,2014,0.5,2.3,13.8,2.6,2.5,8.9,1,0.9257426003969036,1
Andrew Wiggins,2014,-0.3,0.0,13.9,5.7,2.2,16.9,1,0.8343892253943133,1
Jusuf Nurkić,2014,-0.2,1.8,14.8,2.1,1.4,6.9,1,0.7310517336083004,2
Jordan Clarkson,2014,0.8,0.4,16.9,2.7,1.6,11.9,1,0.7148896821526143,1
Jabari Parker,2014,0.3,1.0,14.5,2.6,1.9,12.3,1,0.6536482808763783,0
Zach LaVine,2014,-1.3,0.0,11.3,2.3,2.5,10.1,1,0.606392498392634,2
Langston Galloway,2014,-0.1,0.6,12.3,1.7,1.4,11.8,1,0.5526569508681674,2
Marcus Smart,2014,0.7,2.2,11.0,1.9,1.3,7.8,1,0.4535383345444134,2
K.J. McDaniels,2014,-0.3,1.5,10.6,2.1,1.7,7.9,1,0.25354791069404187,0
Bojan Bogdanović,2014,0.1,0.7,11.6,1.4,1.0,9.0,1,0.21154724084111462,2
Rodney Hood,2014,0.3,0.9,12.3,1.6,0.9,8.7,1,0.1150115654797339,0
Jerami Grant,2014,-0.5,1.4,8.7,3.0,1.3,6.3,1,0.03338123110958285,0
Jabari Brown,2014,-0.3,0.0,11.0,4.5,1.7,11.9,1,0.02019542976238285,0
Tarik Black,2014,0.0,0.9,14.7,1.9,0.8,6.0,1,0.019035006065471927,0
Elijah Millsap,2014,-0.3,1.4,7.9,1.8,1.4,5.3,1,0.01580477148045385,0
Tyler Johnson,2014,0.2,0.7,12.0,1.5,0.9,5.9,1,0.010765285427320562,0
Mitch McGary,2014,0.0,0.7,16.6,1.3,1.0,6.3,1,0.007651395874002635,0
Adreian Payne,2014,-0.9,0.2,7.7,1.4,1.4,6.7,1,0.007183746568744595,0
Joe Ingles,2014,0.3,1.6,9.6,0.5,1.2,5.0,1,0.007102855131937289,0
James Ennis III,2014,0.1,0.8,11.5,1.5,0.6,5.0,1,0.006959921451523474,0
Dante Exum,2014,-1.1,1.0,5.7,0.4,1.4,4.8,1,0.0048901818434809174,0
JaKarr Sampson,2014,-0.6,1.1,9.4,1.3,1.0,5.2,1,0.004609617124317161,0
Jarnell Stokes,2014,0.0,0.2,18.6,1.5,0.4,3.0,1,0.004185922623261717,0
James Michael McAdoo,2014,0.0,0.3,17.7,1.7,0.4,4.1,1,0.004185922623261717,0
David Stockton,2014,0.0,0.0,10.8,2.0,1.3,2.7,1,0.0038654235687638782,0
Clint Capela,2014,-0.1,0.2,12.1,1.9,0.4,2.7,1,0.0038654235687638782,0
Aaron Gordon,2014,-0.2,0.7,11.4,1.3,0.8,5.2,1,0.0038536779103699546,0
Kostas Papanikolaou,2014,0.0,0.9,7.8,0.4,1.3,4.2,1,0.003775951398035035,0
Karl-Anthony Towns,2015,2.7,2.8,22.5,3.4,2.2,18.3,1,0.9724146618402277,1
Jahlil Okafor,2015,-0.1,0.9,17.1,3.7,2.3,17.5,1,0.9290283588684229,1
Kristaps Porziņģis,2015,1.5,2.9,17.7,3.3,1.7,14.3,1,0.9152102994287583,1
D'Angelo Russell,2015,-0.1,0.7,13.2,2.4,2.5,13.2,1,0.8806191646869785,2
Nikola Jokić,2015,2.6,2.2,21.5,2.4,1.3,10.0,1,0.8118502614759144,1
Myles Turner,2015,0.1,2.3,15.4,2.0,1.1,10.3,1,0.7595395009099509,2
Justise Winslow,2015,-0.3,2.7,8.4,1.5,1.2,6.4,1,0.6746586864979074,2
Emmanuel Mudiay,2015,-1.2,1.2,9.9,3.1,3.2,12.8,1,0.6728633510090639,2
Devin Booker,2015,-0.5,0.7,11.9,3.4,2.1,13.8,1,0.649024773540273,1
Stanley Johnson,2015,-0.5,1.9,8.7,1.4,1.6,8.1,1,0.4002338390718253,0
Frank Kaminsky,2015,0.5,2.1,12.5,1.8,0.7,7.5,1,0.23928814950887117,0
Willie Cauley-Stein,2015,0.4,1.4,15.3,1.9,0.7,7.0,1,0.2032988189214549,2
Bobby Portis,2015,-0.4,1.3,13.8,1.1,0.9,7.0,1,0.08565828531809885,0
Jonathon Simmons,2015,-0.2,1.3,11.9,1.7,1.0,6.0,1,0.02617936029080742,0
Josh Richardson,2015,0.5,1.2,11.4,1.2,0.7,6.6,1,0.023028385395768618,0
T.J. McConnell,2015,0.3,1.4,14.5,0.5,1.7,6.1,1,0.020921503076388362,0
Boban Marjanović,2015,0.8,1.2,27.7,2.1,0.5,5.5,1,0.017948864672640695,0
Raul Neto,2015,0.0,1.6,10.2,0.9,1.3,5.9,1,0.013692549939974099,0
Trey Lyles,2015,0.1,1.7,11.6,1.0,0.8,6.1,1,0.01177228651024702,0
Jerian Grant,2015,-0.3,1.0,11.2,1.6,1.1,5.6,1,0.009856088550089449,0
Salah Mejri,2015,0.2,0.7,16.8,1.4,0.7,3.7,1,0.007660639858594787,0
Rondae Hollis-Jefferson,2015,0.4,0.7,14.2,1.8,0.9,5.8,1,0.0070759862945509126,0
Mario Hezonja,2015,-0.4,1.0,9.4,0.7,1.2,6.1,1,0.006811736162453394,0
Norman Powell,2015,0.3,0.9,13.3,1.1,0.7,5.6,1,0.0047964075696798805,0
Larry Nance Jr.,2015,0.2,0.9,13.4,0.7,0.7,5.5,1,0.0047964075696798805,0
Willie Reed,2015,0.2,0.3,19.2,1.4,0.4,4.7,1,0.004185922623261717,0
Richaun Holmes,2015,0.1,0.5,15.9,1.5,0.6,5.6,1,0.004185922623261717,0
Alex Stepheson,2015,0.0,0.1,14.8,1.5,0.0,2.8,1,0.004185922623261717,0
Alan Williams,2015,0.0,0.2,21.1,1.4,0.6,2.9,1,0.004185922623261717,0
Jarell Martin,2015,-0.2,0.2,14.0,2.3,0.7,5.7,1,0.0038654235687638782,0
Joel Embiid,2016,1.3,1.5,24.1,7.9,3.8,20.2,1,0.9811979121314893,1
Malcolm Brogdon,2016,0.8,1.5,14.9,1.7,1.5,10.2,1,0.8889095360140571,1
Dario Šarić,2016,-0.2,2.2,12.8,2.7,2.3,12.8,1,0.8395269150652547,1
Buddy Hield,2016,0.0,1.3,11.8,0.9,1.2,10.6,1,0.7434745013115048,1
Jamal Murray,2016,0.0,0.7,11.9,1.5,1.4,9.9,1,0.6209856613122948,2
Yogi Ferrell,2016,0.3,1.0,13.1,1.9,1.5,10.0,1,0.6012167002381907,2
Willy Hernangómez,2016,0.6,1.6,19.0,1.7,1.4,8.2,1,0.5781347805843436,1
Brandon Ingram,2016,-1.4,0.7,8.5,2.7,1.5,9.4,1,0.5257211305215413,2
Marquese Chriss,2016,-0.1,1.5,12.3,2.2,1.3,9.2,1,0.5182232628978766,2
Caris LeVert,2016,0.3,1.0,12.3,1.6,1.0,8.2,1,0.09916767641507568,0
Alex Poythress,2016,0.0,0.1,13.2,1.7,0.5,10.7,1,0.07972263648463616,0
Jaylen Brown,2016,-0.6,1.3,10.3,1.6,0.9,6.6,1,0.06577465088329046,2
Skal Labissière,2016,0.0,0.5,16.8,2.2,1.1,8.8,1,0.051427806328279285,0
Isaiah Whitehead,2016,-1.3,0.9,7.6,1.5,1.9,7.4,1,0.04565153047199439,0
Domantas Sabonis,2016,-1.0,1.8,6.9,0.8,1.0,5.9,1,0.037591747955357926,0
Shawn Long,2016,0.2,0.3,24.1,1.9,0.7,8.2,1,0.03588557994074936,0
Andrew Harrison,2016,-0.5,1.5,8.7,2.7,1.2,5.9,1,0.030651944941217462,0
Taurean Prince,2016,0.0,1.5,9.8,1.6,1.0,5.7,1,0.01843247634235447,0
Rodney McGruder,2016,0.0,1.7,9.1,0.9,0.7,6.4,1,0.011626214369673834,0
Timothé Luwawu-Cabarrot,2016,-0.8,0.8,8.5,1.8,1.1,6.4,1,0.010676550805503582,0
Tyler Ulis,2016,-0.1,0.4,13.0,1.2,1.3,7.3,1,0.00825468939047218,0
Ivica Zubac,2016,0.0,0.5,17.0,1.3,0.8,7.5,1,0.007705527095640503,0
Dorian Finney-Smith,2016,-0.3,1.5,7.7,0.8,0.6,4.3,1,0.007382629994052771,0
David Nwaba,2016,0.0,0.2,12.2,2.0,0.6,6.0,1,0.006972638590098027,0
Álex Abrines,2016,0.1,0.9,10.1,0.7,0.5,6.0,1,0.006897741187386907,0
Pascal Siakam,2016,-0.1,1.2,11.5,0.6,0.6,4.2,1,0.006623968149254029,0
Malcolm Delaney,2016,-1.1,1.3,7.5,1.3,1.3,5.4,1,0.00643999607734245,0
Jonathan Gibson,2016,-0.1,0.2,9.5,1.7,1.2,6.2,1,0.006403610271319586,0
Dāvis Bertāns,2016,0.7,1.2,12.9,0.5,0.5,4.5,1,0.005958183386094238,0
Kris Dunn,2016,-0.3,1.3,8.1,0.8,1.1,3.8,1,0.005618272269551382,0
Donovan Mitchell,2017,2.2,3.8,16.7,3.8,2.7,20.5,1,0.9855920211824266,1
Ben Simmons,2017,4.5,5.0,20.0,4.2,3.4,15.8,1,0.9839769409444312,1
Jayson Tatum,2017,2.0,4.0,15.2,3.2,1.4,13.9,1,0.9751277403084812,1
Kyle Kuzma,2017,0.8,2.3,14.2,2.7,1.8,16.1,1,0.9622983335213088,1
Lonzo Ball,2017,1.3,2.5,12.5,1.4,2.6,10.2,1,0.9518944936782804,2
John Collins,2017,0.8,2.0,18.3,2.5,1.4,10.5,1,0.9065617812376981,2
Josh Jackson,2017,-1.1,1.2,11.8,3.6,1.9,13.1,1,0.8952034588032669,2
Lauri Markkanen,2017,0.9,1.6,15.6,2.4,1.2,15.2,1,0.7691373991899377,1
Bogdan Bogdanović,2017,0.3,1.1,13.5,1.5,1.6,11.8,1,0.7188881108068677,2
Bam Adebayo,2017,0.6,1.9,15.7,2.6,1.0,6.9,1,0.5763779193420036,0
Dennis Smith Jr.,2017,-0.2,1.7,12.8,2.8,2.8,15.2,1,0.5655305932188351,0
Andre Ingram,2017,0.1,0.1,16.3,1.5,1.5,12.0,1,0.509847224643323,0
Dillon Brooks,2017,-1.2,1.1,9.8,2.0,1.5,11.0,1,0.4286677871371047,0
Jarrett Allen,2017,0.5,1.5,17.5,2.0,1.1,8.2,1,0.4274277830690708,0
De'Aaron Fox,2017,-1.1,1.0,11.2,2.7,2.4,11.6,1,0.3187069907631152,0
Josh Hart,2017,0.7,1.5,12.2,1.5,0.7,7.9,1,0.28509622455538736,0
Tyrone Wallace,2017,-0.3,0.5,10.1,2.6,1.5,9.7,1,0.15736572625818848,0
Damion Lee,2017,0.0,0.4,12.0,1.9,0.9,10.7,1,0.15696852138922113,0
Daniel Theis,2017,0.5,1.9,16.1,1.3,0.9,5.3,1,0.15605542271179584,0
Luke Kennard,2017,0.5,1.4,12.1,1.0,0.9,7.6,1,0.15578960916459078,0
Mike James,2017,0.1,0.3,13.9,2.3,1.4,9.3,1,0.11729788222341886,0
Miloš Teodosić,2017,0.1,0.5,11.6,1.0,2.2,9.5,1,0.06996877672727302,0
Royce O'Neale,2017,0.5,1.8,10.8,1.1,0.8,5.0,1,0.03567925940512236,0
Johnathan Motley,2017,-0.1,0.2,17.2,2.5,0.8,8.7,1,0.03074499930466003,0
Frank Mason III,2017,-0.1,0.6,13.0,2.2,1.3,7.9,1,0.026105928580042844,0
Antonio Blakeney,2017,-0.3,0.1,10.1,2.1,0.6,7.9,1,0.021581074206631426,0
Aaron Jackson,2017,-0.1,0.0,2.4,2.0,1.0,8.0,1,0.018324710653961664,0
Markelle Fultz,2017,0.0,0.4,12.4,1.5,1.2,7.1,1,0.014855450385576638,0
Jordan Bell,2017,1.0,1.4,18.0,0.8,0.9,4.6,1,0.013883751626150112,0
Shaquille Harrison,2017,0.1,0.4,15.6,1.7,1.0,6.6,1,0.012199500720138349,0
Luka Dončić,2018,3.4,2.8,19.6,6.7,3.4,21.2,1,0.9783213916842852,1
Deandre Ayton,2018,1.2,1.7,20.5,2.7,1.8,16.3,1,0.9583483000906938,1
Collin Sexton,2018,-1.8,-0.5,12.0,3.1,2.3,16.7,1,0.9541059924511873,2
Trae Young,2018,0.9,0.7,17.0,5.1,3.8,19.1,1,0.9446451167276735,1
Mitchell Robinson,2018,1.6,2.2,22.0,2.0,0.5,7.3,1,0.8900179395092603,2
Shai Gilgeous-Alexander,2018,0.8,1.9,13.4,2.4,1.7,10.8,1,0.8662486061403026,2
Jaren Jackson Jr.,2018,0.7,2.2,16.4,3.4,1.7,13.8,1,0.8113629092524252,0
Wendell Carter Jr.,2018,0.1,1.2,15.2,2.5,1.5,10.3,1,0.7947577284018295,0
Kevin Huerter,2018,-0.2,0.7,10.1,0.7,1.5,9.7,1,0.4883117719454642,2
Marvin Bagley III,2018,0.4,1.6,18.9,4.2,1.6,14.9,1,0.3256686856060514,0
Rodions Kurucs,2018,-0.2,1.5,11.0,1.5,1.2,8.5,1,0.2796770495287855,0
Jalen Brunson,2018,0.1,1.0,12.8,1.6,1.2,9.3,1,0.26274314555151396,0
Mikal Bridges,2018,0.3,1.2,10.8,1.4,0.9,8.3,1,0.24296944084588046,0
Allonzo Trier,2018,-0.4,0.5,12.2,3.5,1.8,10.9,1,0.22816966372757072,0
Landry Shamet,2018,0.2,0.9,11.0,1.2,0.6,9.1,1,0.22457479894920845,2
Josh Okogie,2018,-0.5,1.4,9.4,2.2,0.9,7.7,1,0.1626176967838911,0
Kevin Knox,2018,-2.0,0.9,8.7,3.0,1.5,12.8,1,0.1181465010726831,0
Miles Bridges,2018,0.5,1.5,13.1,1.0,0.6,7.5,1,0.09667474820650479,0
Harry Giles,2018,-0.2,1.0,14.4,1.6,1.3,7.0,1,0.06323873867882901,0
Mo Bamba,2018,0.1,1.4,14.9,1.3,0.9,6.2,1,0.023077373356179605,0
Frank Jackson,2018,-0.8,0.4,9.4,1.2,0.8,8.1,1,0.00981584588988076,0
Bruce Brown,2018,-0.5,1.6,6.9,0.8,0.6,4.3,1,0.007102855131937289,0
Johnathan Williams,2018,-0.1,0.3,15.1,2.0,0.7,6.5,1,0.006972638590098027,0
Kenrich Williams,2018,0.0,0.9,9.7,0.4,0.8,6.1,1,0.006811736162453394,0
Zhaire Smith,2018,-0.1,0.1,9.5,1.3,1.0,6.7,1,0.005762785288016426,0
Aaron Holiday,2018,0.1,0.8,11.9,1.0,0.8,5.9,1,0.005499413914439341,0
Jonah Bolden,2018,0.2,0.9,12.7,0.6,0.8,4.7,1,0.004453340533665083,0
De'Anthony Melton,2018,-0.2,0.8,9.9,0.6,1.5,5.0,1,0.004353117437353334,0
Mitch Creek,2018,0.1,0.0,20.2,1.4,0.2,4.2,1,0.004185922623261717,0
Hamidou Diallo,2018,-0.3,0.7,10.1,1.2,0.5,3.7,1,0.0038536779103699546,0
Ja Morant,2019,1.2,1.5,17.4,4.6,3.3,17.8,1,0.9833140293389397,1
Kendrick Nunn,2019,-0.1,1.6,12.9,1.5,1.7,15.3,1,0.9542591400782988,1
Zion Williamson,2019,0.7,0.4,24.1,7.4,2.5,22.5,1,0.9285815894808733,1
Brandon Clarke,2019,1.7,1.6,20.9,1.9,0.9,12.1,1,0.9075140714669453,1
Tyler Herro,2019,0.1,1.3,12.5,1.8,1.6,13.5,1,0.8670419799510408,2
Coby White,2019,-0.4,1.4,11.9,2.0,1.7,13.2,1,0.8649647895059562,2
P.J. Washington,2019,0.2,1.5,12.4,2.3,1.6,12.2,1,0.8419340588223477,2
Eric Paschall,2019,-0.3,0.5,14.5,3.5,1.6,14.0,1,0.655142135318979,1
Rui Hachimura,2019,-0.4,0.5,13.5,2.9,1.1,13.5,1,0.5860874667102022,2
Terence Davis,2019,0.8,1.9,13.8,0.8,1.1,7.5,1,0.47747694089890325,2
Michael Porter Jr.,2019,0.8,1.1,19.8,1.3,0.9,9.3,1,0.3216092115905619,0
Jarrett Culver,2019,-0.8,1.1,9.6,1.9,1.3,9.2,1,0.19568574518204662,0
