Player,Season,WS/48,PER,PTS,TRB,AST,STL,BLK,Rookie,RookieNBA_pred_proba,Class
Chet Holmgren,2023,0.178,20.4,16.5,7.9,2.4,0.6,2.3,1,0.6210549235983581,1
Victor Wembanyama,2023,0.085,23.1,21.4,10.6,3.9,1.2,3.6,1,0.6210549235983581,1
Amen Thompson,2023,0.149,18.2,9.5,6.6,2.6,1.3,0.6,1,0.589777436231009,2
Brandin Podziemski,2023,0.1,13.0,9.2,5.8,3.7,0.8,0.2,1,0.5679491808437366,1
Jaime Jaquez Jr.,2023,0.092,12.9,11.9,3.8,2.6,1.0,0.3,1,0.5679491808437366,0
Ausar Thompson,2023,0.053,12.8,8.8,6.4,1.9,1.1,0.9,1,0.5538073176300667,0
Dereck Lively II,2023,0.183,18.1,8.8,6.9,1.1,0.7,1.4,1,0.5538073176300667,0
Brandon Miller,2023,0.015,13.0,17.3,4.3,2.4,0.9,0.6,1,0.5322430087816745,1
GG Jackson II,2023,0.048,13.7,14.6,4.1,1.2,0.6,0.5,1,0.5315852055590531,0
Cam Whitmore,2023,0.082,16.6,12.3,3.8,0.7,0.6,0.4,1,0.5315852055590531,0
Duop Reath,2023,0.095,15.1,9.1,3.7,1.0,0.5,0.6,1,0.5315852055590531,0
Scoot Henderson,2023,-0.045,9.5,14.0,3.1,5.4,0.8,0.2,1,0.48821530195068663,0
Keyonte George,2023,-0.008,10.4,13.0,2.8,4.4,0.5,0.1,1,0.48527003017559506,2
Trey Jemison,2023,0.073,11.8,6.8,5.4,1.1,0.5,1.1,1,0.46348591356442737,0
Taylor Hendricks,2023,0.07,11.8,7.3,4.6,0.8,0.7,0.8,1,0.46348591356442737,0
Trayce Jackson-Davis,2023,0.205,21.6,7.9,5.0,1.2,0.4,1.1,1,0.46348591356442737,0
Toumani Camara,2023,0.055,10.6,7.5,4.9,1.2,0.9,0.5,1,0.46348591356442737,0
Mãozinha Pereira,2023,0.123,15.7,6.9,5.3,0.3,0.9,0.6,1,0.46348591356442737,0
Cason Wallace,2023,0.115,12.0,6.8,2.3,1.5,0.9,0.5,1,0.4163175883088677,2
Craig Porter Jr.,2023,0.108,15.4,5.6,2.1,2.3,0.4,0.3,1,0.4079625289653433,0
Bilal Coulibaly,2023,0.013,8.9,8.4,4.1,1.7,0.9,0.8,1,0.4051293653385669,0
Tosan Evbuomwan,2023,0.071,9.9,5.9,3.5,0.9,0.4,0.3,1,0.4007901970857144,0
Jordan Hawkins,2023,0.053,10.2,7.8,2.2,1.0,0.3,0.1,1,0.3873847469947293,0
Javon Freeman-Liberty,2023,0.029,10.7,7.0,3.2,1.8,0.5,0.2,1,0.3825491131690766,0
Tristan Vukcevic,2023,0.045,13.9,8.5,3.6,1.3,0.5,0.7,1,0.3825491131690766,0
Marcus Sasser,2023,0.033,11.8,8.3,1.8,3.3,0.6,0.2,1,0.3774315468939783,0
Sasha Vezenkov,2023,0.098,13.3,5.4,2.3,0.5,0.5,0.2,1,0.3729986145235952,0
Brice Sensabaugh,2023,-0.024,8.6,7.5,3.2,1.7,0.4,0.2,1,0.3713491356865423,0
Mouhamed Gueye,2023,0.127,15.0,4.0,3.7,0.7,0.8,0.7,1,0.36893458498231235,0
Gradey Dick,2023,0.01,8.9,8.5,2.2,1.1,0.6,0.0,1,0.3599158687527313,0
