Player,Season,VORP,DWS,PER,FTA,TOV,PTS,AllNBA_pred_proba,Class
Shaquille O'Neal,1999,9.0,7.0,30.6,10.4,2.8,29.7,0.99,1
Kevin Garnett,1999,6.8,5.6,23.6,5.0,3.3,22.9,0.98,1
Chris Webber,1999,5.6,5.0,23.4,5.5,2.9,24.5,0.97,3
Grant Hill,1999,5.2,2.6,24.5,8.2,3.2,25.8,0.96,2
Alonzo Mourning,1999,5.0,5.6,25.8,7.4,2.7,21.7,0.96,2
Gary Payton,1999,7.3,3.5,23.6,5.2,2.7,24.2,0.96,1
David Robinson,1999,5.0,6.4,24.6,6.4,2.1,17.8,0.95,3
Vince Carter,1999,5.9,2.7,23.4,6.7,2.2,25.7,0.92,3
Allen Iverson,1999,3.8,3.6,20.0,8.9,3.3,28.4,0.88,2
Kobe Bryant,1999,4.5,4.5,21.7,6.1,2.8,22.5,0.84,2
Jason Kidd,1999,4.2,4.8,18.4,3.7,3.4,14.3,0.82,1
Eddie Jones,1999,4.9,4.4,19.9,5.8,2.2,20.1,0.68,3
Stephon Marbury,1999,3.2,1.2,20.7,7.2,3.6,22.2,0.63,3
Terrell Brandon,1999,4.1,2.8,20.8,2.9,2.6,17.1,0.2,0
Paul Pierce,1999,3.9,3.0,19.8,6.2,2.4,19.5,0.13,0
Michael Finley,1999,3.6,1.9,19.2,3.9,2.4,22.6,0.11,0
Darrell Armstrong,1999,4.3,3.4,19.5,3.0,3.0,16.2,0.09,0
Derrick Coleman,1999,2.2,3.8,18.9,5.1,2.3,16.7,0.08,0
Rasheed Wallace,1999,3.0,4.7,18.1,4.1,1.9,16.4,0.07,0
John Stockton,1999,5.3,3.1,22.4,3.1,2.2,12.1,0.07,0
Reggie Miller,1999,3.6,2.0,17.3,5.0,1.6,18.1,0.06,0
Ray Allen,1999,4.3,1.0,20.6,4.9,2.2,22.1,0.06,0
Shareef Abdur-Rahim,1999,3.4,2.6,20.2,6.7,3.0,20.3,0.05,0
Antonio McDyess,1999,1.9,2.9,19.6,6.4,2.8,19.1,0.03,0
Shawn Kemp,1999,0.0,3.8,17.2,7.7,3.5,17.8,0.03,0
Dikembe Mutombo,1999,3.3,4.3,19.4,5.1,2.1,11.5,0.03,0
Eric Snow,1999,1.5,3.7,12.8,2.2,2.0,7.9,0.02,0
Clifford Robinson,1999,3.2,3.9,17.3,4.8,2.1,18.5,0.02,0
Karl Malone,2000,6.3,4.0,24.7,8.3,3.0,23.2,1.0,3
Shaquille O'Neal,2000,7.1,3.9,30.2,13.1,2.9,28.7,1.0,1
Allen Iverson,2000,6.1,4.5,24.0,10.1,3.3,31.1,1.0,1
David Robinson,2000,4.3,5.7,23.7,5.9,1.5,14.4,0.98,3
Chris Webber,2000,5.3,5.2,24.7,6.6,2.8,27.1,0.98,1
Tracy McGrady,2000,7.0,3.9,24.9,7.6,2.6,26.8,0.98,2
Kobe Bryant,2000,4.7,2.2,24.5,8.2,3.2,28.5,0.98,2
Tim Duncan,2000,5.4,7.1,23.8,8.1,3.0,22.2,0.97,1
Kevin Garnett,2000,6.4,4.8,23.9,5.8,2.8,22.0,0.96,2
Ray Allen,2000,5.9,2.2,22.9,4.8,2.5,22.0,0.9,3
Jason Kidd,2000,4.8,5.4,19.4,5.2,3.7,16.9,0.9,1
Dirk Nowitzki,2000,5.9,4.3,22.8,6.6,1.9,21.8,0.88,3
Vince Carter,2000,7.2,2.6,25.0,6.7,2.2,27.6,0.86,2
Gary Payton,2000,4.9,1.7,22.1,4.5,2.6,23.1,0.8,3
Dikembe Mutombo,2000,2.4,4.7,17.5,3.9,1.9,10.0,0.65,2
Paul Pierce,2000,5.0,3.5,22.3,9.0,3.2,25.3,0.34,0
Steve Francis,2000,5.7,3.0,21.6,5.5,3.3,19.9,0.28,0
Antoine Walker,2000,4.3,3.8,18.9,4.3,3.7,23.4,0.26,0
Jerry Stackhouse,2000,5.8,2.6,21.8,10.1,4.1,29.8,0.26,0
Shawn Marion,2000,4.4,6.4,21.0,3.7,1.6,17.3,0.23,0
Lamar Odom,2000,4.3,3.3,18.9,5.1,3.5,17.2,0.17,0
John Stockton,2000,5.3,2.6,22.3,3.4,2.5,11.5,0.14,0
Rasheed Wallace,2000,4.8,4.2,20.9,4.2,2.1,19.2,0.14,0
Michael Finley,2000,3.4,2.9,18.2,4.0,2.3,21.5,0.09,0
Marcus Camby,2000,3.5,5.5,20.9,3.6,1.0,12.0,0.09,0
Anthony Mason,2000,3.2,5.6,17.4,5.9,2.2,16.1,0.08,0
Antonio McDyess,2000,2.4,2.6,22.0,6.2,2.3,20.8,0.08,0
Stephon Marbury,2000,4.1,0.7,22.7,6.8,2.9,23.9,0.07,0
Glenn Robinson,2000,2.4,2.5,20.1,4.0,2.9,22.0,0.06,0
Danny Fortson,2000,0.2,0.2,24.4,9.0,1.7,16.7,0.04,0
Shaquille O'Neal,2001,6.1,4.0,29.7,10.7,2.6,27.2,1.0,1
Tim Duncan,2001,8.0,7.1,27.0,8.5,3.2,25.5,1.0,1
Tracy McGrady,2001,6.4,3.4,25.1,7.3,2.5,25.6,0.99,1
Chris Webber,2001,3.9,3.9,24.4,6.3,2.9,24.5,0.98,2
Kevin Garnett,2001,7.1,4.9,23.8,5.5,2.8,21.2,0.97,2
Ben Wallace,2001,4.8,7.2,18.6,2.9,0.9,7.6,0.96,3
Paul Pierce,2001,6.6,5.6,22.3,7.8,2.9,26.1,0.94,3
Allen Iverson,2001,4.5,4.3,21.9,9.8,4.0,31.4,0.92,2
Dirk Nowitzki,2001,5.5,3.1,24.1,6.8,1.9,23.4,0.91,2
Kobe Bryant,2001,5.2,3.8,23.2,7.4,2.8,25.2,0.9,1
Jason Kidd,2001,5.0,5.8,19.1,3.0,3.5,14.7,0.89,1
Gary Payton,2001,5.9,2.5,22.9,4.1,2.5,22.1,0.88,2
Steve Nash,2001,3.6,0.3,20.7,3.6,2.8,17.9,0.7,3
Dikembe Mutombo,2001,2.0,5.5,16.0,4.6,2.0,11.5,0.63,3
Jermaine O'Neal,2001,1.5,4.1,18.1,5.7,2.4,19.0,0.63,3
Antoine Walker,2001,3.6,5.2,17.1,4.0,3.1,22.1,0.29,0
Elton Brand,2001,4.8,3.7,23.6,6.6,2.2,18.2,0.25,0
Andre Miller,2001,4.5,1.5,21.8,5.5,3.0,16.5,0.23,0
Karl Malone,2001,4.4,4.3,21.1,8.0,3.3,22.4,0.22,0
Vince Carter,2001,3.9,2.4,20.5,5.1,2.6,24.7,0.16,0
Ray Allen,2001,4.4,1.3,21.6,3.6,2.3,21.8,0.12,0
David Robinson,2001,3.4,5.1,20.3,5.1,1.3,12.2,0.09,0
Michael Jordan,2001,2.7,2.1,20.7,5.6,2.7,22.9,0.09,0
John Stockton,2001,4.8,2.6,21.9,3.9,2.5,13.4,0.08,0
Rasheed Wallace,2001,3.7,4.1,19.3,3.5,1.7,19.3,0.08,0
Alonzo Mourning,2001,2.0,4.8,18.9,5.7,2.4,15.7,0.08,0
Baron Davis,2001,4.8,3.8,18.2,4.1,3.0,18.1,0.07,0
Shareef Abdur-Rahim,2001,2.8,3.1,19.8,6.8,3.2,21.2,0.06,0
Jerry Stackhouse,2001,2.4,2.6,19.0,7.6,3.5,21.4,0.04,0
Jason Terry,2001,3.9,2.1,19.2,4.4,2.3,19.3,0.03,0
Kobe Bryant,2002,7.7,4.0,26.2,8.7,3.5,30.0,1.0,1
Tim Duncan,2002,7.7,6.9,26.9,7.8,3.1,23.3,1.0,1
Shaquille O'Neal,2002,5.5,3.0,29.5,10.8,2.9,27.5,0.99,1
Dirk Nowitzki,2002,7.3,5.3,25.6,6.9,1.9,25.1,0.99,2
Tracy McGrady,2002,9.3,2.9,30.3,9.7,2.6,32.1,0.98,1
Kevin Garnett,2002,8.7,5.8,26.4,6.1,2.8,23.0,0.97,1
Ben Wallace,2002,4.3,7.9,17.2,2.6,1.2,6.9,0.97,2
Jason Kidd,2002,6.5,5.8,22.2,5.0,3.7,18.7,0.94,2
Paul Pierce,2002,5.4,4.8,22.7,9.5,3.6,25.9,0.93,3
Chris Webber,2002,3.6,5.3,20.9,5.3,3.2,23.0,0.91,2
Allen Iverson,2002,4.8,4.2,21.2,9.0,3.5,27.6,0.86,2
Steve Nash,2002,4.5,1.9,22.6,4.1,2.3,17.7,0.83,3
Stephon Marbury,2002,4.0,2.5,20.1,5.8,3.2,22.3,0.82,3
Jamal Mashburn,2002,3.5,3.6,18.0,4.5,2.8,21.6,0.77,3
Jermaine O'Neal,2002,3.5,5.2,21.4,6.6,2.3,20.8,0.76,3
Shawn Marion,2002,6.5,5.8,21.3,3.6,1.9,21.2,0.29,0
Steve Francis,2002,4.8,3.7,20.6,7.3,3.7,21.0,0.24,0
Karl Malone,2002,4.6,4.3,21.7,7.7,2.6,20.6,0.18,0
John Stockton,2002,4.0,2.5,21.0,3.5,2.2,10.8,0.15,0
Elton Brand,2002,3.1,2.7,21.7,5.7,2.6,18.5,0.09,0
Andrei Kirilenko,2002,4.4,3.8,21.1,4.6,1.7,12.0,0.09,0
Ray Allen,2002,4.1,1.5,21.3,4.5,2.6,22.5,0.08,0
Gary Payton,2002,4.1,2.1,21.1,4.4,2.3,20.4,0.05,0
Shareef Abdur-Rahim,2002,2.8,2.3,19.9,6.7,2.6,19.9,0.04,0
Vince Carter,2002,2.4,0.8,21.9,3.7,1.7,20.6,0.04,0
Michael Jordan,2002,2.8,3.4,19.3,4.0,2.1,20.0,0.04,0
Kenyon Martin,2002,2.0,5.3,16.9,5.1,2.5,16.7,0.04,0
Pau Gasol,2002,2.8,2.0,20.7,6.9,2.6,19.0,0.03,0
Michael Redd,2002,3.4,1.1,21.0,2.3,0.9,15.1,0.03,0
Allan Houston,2002,2.4,0.6,17.7,4.8,2.2,22.5,0.03,0
Tim Duncan,2003,6.7,7.2,27.1,8.5,2.7,22.3,0.99,1
Ben Wallace,2003,4.3,9.1,17.3,3.6,1.5,9.5,0.98,2
Kevin Garnett,2003,10.0,8.0,29.4,5.7,2.6,24.2,0.98,1
Shaquille O'Neal,2003,4.1,4.0,24.4,10.1,2.9,21.5,0.94,1
Tracy McGrady,2003,5.7,0.4,25.3,7.5,2.7,28.0,0.9,2
Kobe Bryant,2003,4.7,3.0,23.7,8.2,2.6,24.0,0.88,1
Baron Davis,2003,4.8,3.2,20.7,5.3,3.2,22.9,0.83,3
Yao Ming,2003,3.2,4.8,21.9,5.4,2.5,17.5,0.81,3
Sam Cassell,2003,4.6,3.3,22.8,4.1,2.7,19.8,0.81,2
Peja Stojaković,2003,4.9,2.1,21.8,5.2,1.9,24.2,0.8,2
Jason Kidd,2003,4.2,4.4,19.7,3.7,3.2,15.5,0.77,1
Metta World Peace,2003,3.8,5.2,18.2,6.0,2.8,18.3,0.76,3
Jermaine O'Neal,2003,3.1,6.3,21.1,5.9,2.3,20.1,0.75,2
Michael Redd,2003,3.5,1.3,19.9,5.4,1.4,21.7,0.71,3
Dirk Nowitzki,2003,4.3,2.5,22.5,5.5,1.8,21.8,0.68,3
Andrei Kirilenko,2003,7.2,5.0,22.6,6.4,2.8,16.5,0.26,0
Vince Carter,2003,3.9,3.4,20.0,5.7,3.1,22.5,0.22,0
Elton Brand,2003,4.0,1.8,23.2,7.7,2.8,20.0,0.2,0
Paul Pierce,2003,3.2,3.4,19.4,7.9,3.8,23.0,0.16,0
Stephon Marbury,2003,4.3,1.7,20.4,5.4,3.1,20.2,0.15,0
Lamar Odom,2003,3.8,4.8,18.5,5.7,3.0,17.1,0.12,0
Shawn Marion,2003,4.6,3.8,19.9,3.4,2.0,19.0,0.09,0
Pau Gasol,2003,3.0,2.8,21.7,6.6,2.4,17.7,0.07,0
Chauncey Billups,2003,3.9,4.2,18.6,5.9,2.4,16.9,0.06,0
Steve Francis,2003,2.7,4.7,15.8,5.5,3.7,16.6,0.05,0
Zach Randolph,2003,1.2,2.9,19.6,4.9,3.0,20.1,0.04,0
Richard Jefferson,2003,3.4,4.4,18.1,5.7,2.4,18.5,0.04,0
Kenyon Martin,2003,2.2,5.1,18.7,4.5,2.6,16.7,0.04,0
Ray Allen,2003,3.2,0.4,21.7,4.8,2.8,23.0,0.04,0
Donyell Marshall,2003,3.6,5.5,18.9,2.2,1.4,14.7,0.03,0
LeBron James,2004,9.1,4.6,25.7,8.0,3.3,27.2,1.0,2
Dirk Nowitzki,2004,7.1,5.2,26.1,9.1,2.3,26.1,1.0,1
Kevin Garnett,2004,9.1,6.0,28.2,6.7,2.7,22.2,0.95,2
Dwyane Wade,2004,4.9,4.3,23.1,9.9,4.2,24.1,0.94,2
Tracy McGrady,2004,6.9,5.4,22.9,7.1,2.6,25.7,0.94,3
Shaquille O'Neal,2004,4.6,4.6,27.0,10.5,2.8,22.9,0.93,1
Amar'e Stoudemire,2004,4.7,3.3,26.6,9.9,2.4,26.0,0.92,2
Tim Duncan,2004,5.4,5.7,27.0,6.9,1.9,20.3,0.91,1
Allen Iverson,2004,5.0,3.7,23.2,10.5,4.6,30.7,0.89,1
Kobe Bryant,2004,4.7,1.0,23.3,10.1,4.1,27.6,0.85,3
Steve Nash,2004,4.4,1.2,22.0,3.2,3.3,15.5,0.84,1
Gilbert Arenas,2004,5.2,2.3,21.3,8.0,3.0,25.5,0.83,3
Shawn Marion,2004,5.1,5.2,21.7,3.4,1.5,19.4,0.8,3
Ray Allen,2004,4.8,1.0,20.9,5.5,2.2,23.9,0.77,2
Ben Wallace,2004,3.2,6.7,17.4,4.1,1.1,9.7,0.63,3
Vince Carter,2004,5.7,3.5,22.9,6.0,2.2,24.5,0.38,0
Stephon Marbury,2004,5.1,1.3,21.9,6.7,2.8,21.7,0.24,0
Yao Ming,2004,2.8,4.7,23.2,6.2,2.5,18.3,0.22,0
Manu Ginóbili,2004,4.9,4.6,22.3,6.0,2.3,16.0,0.22,0
Paul Pierce,2004,4.9,3.6,21.8,8.1,2.8,21.6,0.18,0
Larry Hughes,2004,3.7,3.1,21.6,7.4,2.5,22.0,0.12,0
Andrei Kirilenko,2004,3.8,2.0,24.4,6.3,2.2,15.6,0.12,0
Tyson Chandler,2004,2.1,5.5,16.4,4.2,1.5,8.0,0.11,0
Pau Gasol,2004,2.7,2.8,22.5,6.6,2.4,17.8,0.11,0
Jermaine O'Neal,2004,1.5,2.5,22.9,8.9,3.0,24.3,0.1,0
Elton Brand,2004,4.2,3.7,22.4,6.0,2.3,20.0,0.09,0
Mike Bibby,2004,3.6,1.9,19.2,5.2,2.5,19.6,0.08,0
Corey Maggette,2004,2.7,2.2,19.9,10.0,3.0,22.2,0.05,0
Jason Richardson,2004,3.0,2.4,19.0,4.3,2.3,21.7,0.04,0
Steve Francis,2004,2.4,2.3,18.9,7.8,4.1,21.3,0.04,0
Kobe Bryant,2005,8.0,3.7,28.0,10.2,3.1,35.4,1.0,1
Dwyane Wade,2005,7.1,4.2,27.6,10.7,3.6,27.2,1.0,2
Dirk Nowitzki,2005,7.9,4.3,28.1,7.4,1.9,26.6,0.99,1
LeBron James,2005,9.4,4.3,28.1,10.3,3.3,31.4,0.99,1
Elton Brand,2005,6.8,5.5,26.5,7.2,2.2,24.7,0.98,2
Allen Iverson,2005,5.3,1.8,25.9,11.5,3.4,33.0,0.96,3
Gilbert Arenas,2005,6.3,2.6,23.8,10.0,3.7,29.3,0.92,3
Yao Ming,2005,3.2,3.5,25.6,6.9,2.6,22.3,0.92,3
Tim Duncan,2005,4.9,6.9,23.1,6.7,2.5,18.6,0.9,2
Ben Wallace,2005,4.0,6.9,17.5,3.6,1.1,7.3,0.89,2
Steve Nash,2005,4.9,2.1,23.3,3.5,3.5,18.8,0.88,1
Shawn Marion,2005,5.6,5.9,23.6,3.7,1.5,21.8,0.88,3
Chauncey Billups,2005,6.1,2.8,23.4,6.4,2.1,18.5,0.86,2
Carmelo Anthony,2005,3.5,2.6,22.0,8.9,2.7,26.5,0.8,3
Shaquille O'Neal,2005,2.1,2.9,24.4,8.0,2.8,20.0,0.68,1
Pau Gasol,2005,6.0,5.4,22.7,7.7,2.9,20.4,0.39,0
Paul Pierce,2005,5.3,3.2,23.6,10.3,3.5,26.8,0.32,0
Kevin Garnett,2005,7.4,5.9,26.8,6.4,2.4,21.8,0.32,0
Vince Carter,2005,5.2,4.4,21.6,7.6,2.7,24.2,0.24,0
Jason Richardson,2005,3.7,2.8,19.2,5.5,2.2,23.2,0.2,0
Manu Ginóbili,2005,4.1,3.7,22.4,5.5,1.9,15.1,0.19,0
Jason Kidd,2005,5.5,5.6,19.2,3.1,2.4,13.3,0.19,0
Ray Allen,2005,4.9,-0.3,22.2,4.6,2.4,25.1,0.18,0
Michael Redd,2005,4.6,2.0,21.2,7.1,2.1,25.4,0.12,0
Andrei Kirilenko,2005,5.6,4.3,20.7,7.2,2.9,15.3,0.11,0
Gerald Wallace,2005,3.2,3.4,21.3,5.6,1.8,15.2,0.09,0
Richard Jefferson,2005,3.9,4.1,18.9,7.4,2.2,19.5,0.08,0
Chris Bosh,2005,3.4,1.1,23.2,8.3,2.2,22.5,0.05,0
Dwight Howard,2005,2.3,4.4,19.3,7.3,2.6,15.8,0.05,0
Tony Parker,2005,3.3,4.1,20.8,4.5,3.1,18.9,0.05,0
Gilbert Arenas,2006,5.0,1.5,24.0,9.7,3.2,28.4,0.99,2
Kevin Garnett,2006,5.5,4.9,24.1,6.6,2.7,22.4,0.99,3
Dirk Nowitzki,2006,7.4,4.5,27.6,7.1,2.1,24.6,0.99,1
Tracy McGrady,2006,5.2,4.5,23.2,6.9,3.0,24.6,0.97,2
Kobe Bryant,2006,6.1,2.2,26.1,10.0,3.3,31.6,0.97,1
LeBron James,2006,8.1,5.7,24.5,9.0,3.2,27.3,0.97,2
Dwyane Wade,2006,4.9,2.9,28.9,10.5,4.2,27.4,0.96,3
Tim Duncan,2006,6.2,6.8,26.1,7.1,2.8,20.0,0.93,1
Chris Bosh,2006,3.1,3.5,22.6,8.6,2.6,22.6,0.92,2
Steve Nash,2006,5.3,1.7,23.8,3.3,3.8,18.6,0.9,1
Amar'e Stoudemire,2006,2.6,4.0,23.1,7.1,2.8,20.4,0.87,1
Dwight Howard,2006,3.7,5.8,21.1,8.1,3.9,17.6,0.81,3
Yao Ming,2006,2.8,3.4,26.5,8.6,3.5,25.0,0.81,2
Carmelo Anthony,2006,2.5,2.1,22.1,8.7,3.6,28.9,0.78,3
Chauncey Billups,2006,4.3,2.7,21.3,6.2,2.0,17.0,0.72,3
Manu Ginóbili,2006,5.1,4.3,24.1,5.0,2.1,16.5,0.29,0
Vince Carter,2006,4.6,3.1,21.8,7.0,2.6,25.2,0.23,0
Rashard Lewis,2006,3.6,1.3,20.7,5.3,2.0,22.4,0.21,0
Chris Paul,2006,4.2,2.6,22.0,5.6,2.5,17.3,0.2,0
Carlos Boozer,2006,4.3,3.4,24.1,5.0,2.6,20.9,0.19,0
Elton Brand,2006,4.8,4.3,23.1,5.8,2.5,20.5,0.17,0
Tony Parker,2006,3.2,3.9,21.4,4.5,2.5,18.6,0.15,0
Shawn Marion,2006,4.8,5.3,20.8,3.1,1.4,17.5,0.15,0
Ben Wallace,2006,3.7,6.6,14.6,3.5,1.3,6.4,0.14,0
Andre Iguodala,2006,3.4,3.6,18.1,7.3,3.4,18.2,0.13,0
Luol Deng,2006,3.9,5.6,18.7,4.4,1.9,18.8,0.11,0
Zach Randolph,2006,2.2,1.9,22.8,7.1,3.2,23.6,0.1,0
Kevin Martin,2006,3.4,1.9,20.1,7.1,1.7,20.2,0.09,0
Paul Pierce,2006,2.7,1.6,21.7,8.6,3.2,25.0,0.08,0
Ray Allen,2006,3.2,0.9,21.6,5.6,2.8,26.4,0.08,0
LeBron James,2007,9.8,4.6,29.1,10.3,3.4,30.0,1.0,1
Dirk Nowitzki,2007,6.0,4.0,24.6,7.1,2.1,23.6,0.99,2
Kobe Bryant,2007,6.3,4.3,24.2,9.0,3.1,28.3,0.99,1
Chris Paul,2007,9.3,4.6,28.3,4.9,2.5,21.1,0.95,1
Dwight Howard,2007,3.7,6.4,22.9,10.9,3.2,20.7,0.95,1
Amar'e Stoudemire,2007,4.6,3.8,27.6,8.7,2.2,25.2,0.93,2
Paul Pierce,2007,5.0,5.7,19.6,6.1,2.8,19.6,0.92,3
Manu Ginóbili,2007,6.0,4.5,24.3,6.0,2.7,19.5,0.92,3
Kevin Garnett,2007,6.0,6.2,25.3,4.7,1.9,18.8,0.92,1
Tim Duncan,2007,4.8,6.2,24.4,5.9,2.3,19.3,0.91,2
Steve Nash,2007,4.2,1.4,21.1,3.0,3.6,16.9,0.9,2
Yao Ming,2007,2.8,4.1,22.5,7.4,3.3,22.0,0.88,3
Deron Williams,2007,4.5,2.3,20.8,5.0,3.4,18.8,0.82,2
Carlos Boozer,2007,3.5,4.3,21.9,4.9,2.6,21.1,0.8,3
Tracy McGrady,2007,3.1,3.8,18.4,5.4,2.4,21.6,0.77,3
Chauncey Billups,2007,6.2,3.4,23.6,5.6,2.1,17.0,0.28,0
Chris Bosh,2007,3.9,3.1,23.8,8.3,2.3,22.3,0.24,0
Carmelo Anthony,2007,2.5,3.0,21.1,7.7,3.3,25.7,0.21,0
Allen Iverson,2007,4.0,2.8,20.9,9.7,3.0,26.4,0.19,0
Andre Iguodala,2007,4.9,4.4,19.0,6.2,2.6,19.9,0.15,0
Jason Richardson,2007,4.0,2.6,18.4,4.0,2.0,21.8,0.1,0
Marcus Camby,2007,3.8,5.9,17.2,2.6,1.5,9.1,0.09,0
Baron Davis,2007,4.5,2.8,19.8,5.2,2.8,21.8,0.09,0
Vince Carter,2007,3.3,2.2,18.8,5.6,2.4,21.3,0.07,0
Joe Johnson,2007,2.7,1.7,17.3,4.6,2.7,21.7,0.06,0
Pau Gasol,2007,3.2,2.1,21.6,5.5,1.9,18.9,0.04,0
Caron Butler,2007,3.5,2.4,20.7,4.5,2.6,20.3,0.04,0
Antawn Jamison,2007,2.9,3.2,20.3,5.5,1.4,21.4,0.04,0
Corey Maggette,2007,2.4,1.8,19.3,9.7,2.8,22.1,0.03,0
José Calderón,2007,4.1,2.2,20.5,1.5,1.5,11.2,0.03,0
LeBron James,2008,11.8,6.5,31.7,9.4,3.0,28.4,1.0,1
Dwyane Wade,2008,9.6,4.4,30.4,9.8,3.4,30.2,1.0,1
Chris Paul,2008,9.9,5.0,30.0,6.7,3.0,22.8,1.0,2
Kobe Bryant,2008,5.9,4.0,24.4,6.9,2.6,26.8,0.99,1
Brandon Roy,2008,6.0,2.6,24.0,6.5,1.9,22.6,0.96,2
Dwight Howard,2008,4.7,7.6,25.4,10.7,3.0,20.6,0.95,1
Tim Duncan,2008,4.7,5.0,24.4,6.4,2.2,19.3,0.87,2
Pau Gasol,2008,5.0,4.2,22.2,5.4,1.9,18.9,0.86,3
Tony Parker,2008,3.5,3.0,23.4,5.0,2.6,22.0,0.84,3
Dirk Nowitzki,2008,4.2,3.4,23.1,6.7,1.9,25.9,0.84,1
Yao Ming,2008,3.3,5.0,22.7,5.7,3.0,19.7,0.83,2
Paul Pierce,2008,3.9,4.8,17.7,6.8,2.8,20.5,0.77,2
Carmelo Anthony,2008,1.5,2.6,19.0,7.1,3.0,22.8,0.73,3
Chauncey Billups,2008,3.8,2.2,18.8,5.8,2.2,17.7,0.68,3
Shaquille O'Neal,2008,2.1,2.2,22.3,6.9,2.2,17.8,0.62,3
Danny Granger,2008,4.2,2.4,21.8,6.9,2.5,25.8,0.24,0
Andre Iguodala,2008,4.3,3.5,18.4,6.4,2.7,18.8,0.17,0
Kevin Durant,2008,3.8,2.7,20.8,7.1,3.0,25.3,0.16,0
Chris Bosh,2008,3.5,3.1,22.1,8.0,2.3,22.7,0.13,0
Deron Williams,2008,3.8,1.9,21.1,5.6,3.4,19.4,0.11,0
Antawn Jamison,2008,2.8,1.6,20.6,5.6,1.5,22.2,0.08,0
Devin Harris,2008,3.0,1.7,21.6,8.8,3.1,21.3,0.08,0
Gerald Wallace,2008,3.7,4.6,18.6,6.4,2.1,16.6,0.08,0
Rashard Lewis,2008,4.1,4.8,16.8,3.4,2.0,17.7,0.07,0
Kevin Garnett,2008,3.5,4.1,21.2,2.3,1.6,15.8,0.07,0
Jason Kidd,2008,4.0,3.9,16.9,1.3,2.3,9.0,0.06,0
David West,2008,2.0,3.5,18.9,5.5,2.1,21.0,0.05,0
Jameer Nelson,2008,2.3,2.1,20.6,2.3,2.0,16.7,0.04,0
Joe Johnson,2008,3.1,2.5,18.2,4.6,2.5,21.4,0.04,0
Gilbert Arenas,2008,0.0,0.0,18.9,8.0,0.5,13.0,0.04,0
Dwyane Wade,2009,7.9,4.6,28.0,9.1,3.3,26.6,1.0,1
Kevin Durant,2009,7.5,5.0,26.2,10.2,3.3,30.1,1.0,1
LeBron James,2009,10.3,5.2,31.1,10.2,3.4,29.7,1.0,1
Dwight Howard,2009,4.6,7.1,24.0,10.0,3.3,18.3,0.96,1
Carmelo Anthony,2009,2.9,2.4,22.2,8.9,3.0,28.2,0.92,2
Kobe Bryant,2009,4.4,4.0,21.9,7.4,3.2,27.0,0.91,1
Steve Nash,2009,4.2,0.8,21.6,2.8,3.6,16.5,0.9,2
Dirk Nowitzki,2009,4.7,3.9,22.9,7.2,1.8,25.0,0.89,2
Pau Gasol,2009,4.2,4.2,22.9,5.6,2.2,18.3,0.86,3
Tim Duncan,2009,5.0,4.5,24.7,4.8,1.8,17.9,0.86,3
Deron Williams,2009,4.1,3.0,20.6,5.5,3.3,18.7,0.72,2
Andrew Bogut,2009,2.8,4.8,20.7,3.4,1.9,15.9,0.71,3
Brandon Roy,2009,4.1,2.1,21.3,6.8,2.0,21.5,0.7,3
Amar'e Stoudemire,2009,2.2,2.5,22.6,7.7,2.6,23.1,0.65,2
Joe Johnson,2009,3.4,2.4,19.3,3.5,1.9,21.3,0.64,3
Manu Ginóbili,2009,4.7,3.2,22.5,4.7,2.1,16.5,0.17,0
Carlos Boozer,2009,3.7,4.6,21.3,4.9,2.7,19.5,0.17,0
Chris Paul,2009,3.5,1.5,23.7,4.2,2.5,18.7,0.14,0
Rajon Rondo,2009,4.2,4.7,19.1,3.5,3.0,13.7,0.13,0
Gerald Wallace,2009,3.7,6.2,18.3,7.2,2.3,18.2,0.12,0
Josh Smith,2009,5.1,5.1,21.0,5.2,2.4,15.7,0.11,0
David Lee,2009,3.5,2.9,22.2,4.1,2.3,20.2,0.1,0
Chris Bosh,2009,3.6,1.7,25.0,8.4,2.4,24.0,0.1,0
Danny Granger,2009,2.9,2.7,19.8,6.9,2.5,24.1,0.07,0
Jason Kidd,2009,4.5,4.0,17.2,1.2,2.4,10.3,0.06,0
Andre Iguodala,2009,3.5,2.8,17.8,5.2,2.7,17.1,0.06,0
Chauncey Billups,2009,3.6,1.7,20.2,7.0,2.4,19.5,0.05,0
Zach Randolph,2009,2.5,2.7,21.2,5.7,2.1,20.8,0.04,0
Russell Westbrook,2009,2.3,3.4,17.8,5.1,3.3,16.1,0.04,0
Joakim Noah,2009,1.7,3.5,17.9,3.4,1.8,10.7,0.02,0
Derrick Rose,2010,6.7,4.8,23.5,6.9,3.4,25.0,1.0,1
LeBron James,2010,7.8,5.3,27.3,8.4,3.6,26.7,1.0,1
Dwyane Wade,2010,6.1,4.7,25.6,8.6,3.1,25.5,1.0,2
Kobe Bryant,2010,5.0,3.5,23.9,7.1,3.0,25.3,0.96,1
Dwight Howard,2010,5.4,7.7,26.1,11.7,3.6,22.9,0.94,1
Pau Gasol,2010,5.2,4.7,23.3,5.2,1.7,18.8,0.94,2
LaMarcus Aldridge,2010,3.4,3.5,21.5,5.5,1.9,21.8,0.93,3
Russell Westbrook,2010,4.4,3.1,23.6,7.7,3.9,21.9,0.93,2
Kevin Durant,2010,5.3,3.3,23.6,8.7,2.8,27.7,0.92,1
