Player,Season,WS/48,PER,PTS,TRB,AST,STL,BLK,AllNBA_pred_proba,Class
Gerald Wallace,2005,0.163,21.3,15.2,7.5,1.7,2.5,2.1,0.031503417,0
Dwight Howard,2005,0.137,19.3,15.8,12.5,1.5,0.8,1.4,0.023837004,0
Tracy McGrady,2005,0.112,21.9,24.4,6.5,4.8,1.3,0.9,0.022938427,0
Andrei Kirilenko,2005,0.145,20.7,15.3,8.0,4.3,1.5,3.2,0.0141121,0
Vince Carter,2005,0.153,21.6,24.2,5.8,4.3,1.2,0.7,0.009390386,0
Gilbert Arenas,2006,0.177,24.0,28.4,4.6,6.0,1.9,0.2,0.9990109,2
Dwyane Wade,2006,0.219,28.9,27.4,4.7,7.5,2.1,1.2,0.9942504,3
Steve Nash,2006,0.225,23.8,18.6,3.5,11.6,0.8,0.1,0.99081504,1
Tim Duncan,2006,0.23,26.1,20.0,10.6,3.4,0.8,2.4,0.98910135,1
Kobe Bryant,2006,0.199,26.1,31.6,5.7,5.4,1.4,0.5,0.9884517,1
Dirk Nowitzki,2006,0.278,27.6,24.6,8.9,3.4,0.7,0.8,0.98672456,1
Yao Ming,2006,0.22,26.5,25.0,9.4,2.0,0.4,2.0,0.9831707,2
Carmelo Anthony,2006,0.14,22.1,28.9,6.0,3.8,1.2,0.4,0.9733819,3
Dwight Howard,2006,0.154,21.1,17.6,12.3,1.9,0.9,1.9,0.97036415,3
LeBron James,2006,0.206,24.5,27.3,6.7,6.0,1.6,0.7,0.9563512,2
Chauncey Billups,2006,0.216,21.3,17.0,3.4,7.2,1.2,0.2,0.8920093,3
Kevin Garnett,2006,0.171,24.1,22.4,12.8,4.1,1.2,1.7,0.8863946,3
Tracy McGrady,2006,0.163,23.2,24.6,5.3,6.5,1.3,0.5,0.85585344,2
Amar'e Stoudemire,2006,0.201,23.1,20.4,9.6,1.0,1.0,1.3,0.8160151,1
Chris Bosh,2006,0.174,22.6,22.6,10.7,2.5,0.6,1.3,0.80096835,2
Vince Carter,2006,0.161,21.8,25.2,6.0,4.8,1.0,0.4,0.14435007,0
Tony Parker,2006,0.185,21.4,18.6,3.2,5.5,1.1,0.1,0.12300218,0
Chris Paul,2006,0.179,22.0,17.3,4.4,8.9,1.8,0.0,0.11655643,0
Michael Redd,2006,0.145,22.3,26.7,3.7,2.3,1.2,0.2,0.09593999,0
Ben Gordon,2006,0.152,18.2,21.4,3.1,3.6,0.8,0.2,0.08687396,0
Elton Brand,2006,0.18,23.1,20.5,9.3,2.9,1.0,2.2,0.07254741,0
Rashard Lewis,2006,0.155,20.7,22.4,6.6,2.4,1.1,0.7,0.06722312,0
Emeka Okafor,2006,0.147,20.1,14.4,11.3,1.2,0.9,2.6,0.06657193,0
Ray Allen,2006,0.136,21.6,26.4,4.5,4.1,1.5,0.2,0.061339397,0
Baron Davis,2006,0.139,21.0,20.1,4.4,8.1,2.1,0.5,0.04439041,0
Carlos Boozer,2006,0.185,24.1,20.9,11.7,3.0,0.9,0.3,0.040132374,0
Tyson Chandler,2006,0.15,17.0,9.5,12.4,0.9,0.5,1.8,0.039891988,0
Jason Terry,2006,0.182,18.9,16.7,2.9,5.2,1.0,0.2,0.038561366,0
Zach Randolph,2006,0.112,22.8,23.6,10.1,2.2,0.8,0.2,0.029495101,0
Pau Gasol,2006,0.155,24.1,20.8,9.8,3.4,0.5,2.1,0.018607613,0
LeBron James,2007,0.242,29.1,30.0,7.9,7.2,1.8,1.1,0.99818903,1
Chris Paul,2007,0.284,28.3,21.1,4.0,11.6,2.7,0.1,0.997109,1
Kobe Bryant,2007,0.208,24.2,28.3,6.3,5.4,1.8,0.5,0.9957296,1
Dirk Nowitzki,2007,0.223,24.6,23.6,8.6,3.5,0.7,0.9,0.9925841,2
Amar'e Stoudemire,2007,0.262,27.6,25.2,9.1,1.5,0.8,2.1,0.9917366,2
Dwight Howard,2007,0.2,22.9,20.7,14.2,1.3,0.9,2.1,0.9849998,1
Deron Williams,2007,0.177,20.8,18.8,3.0,10.5,1.1,0.3,0.9742623,2
Tim Duncan,2007,0.201,24.4,19.3,11.3,2.8,0.7,1.9,0.97157794,2
Yao Ming,2007,0.196,22.5,22.0,10.8,2.3,0.5,2.0,0.9652812,3
Steve Nash,2007,0.181,21.1,16.9,3.5,11.1,0.7,0.1,0.95522517,2
Paul Pierce,2007,0.207,19.6,19.6,5.1,4.5,1.3,0.5,0.8976623,3
Kevin Garnett,2007,0.265,25.3,18.8,9.2,3.4,1.4,1.3,0.8634622,1
Manu Ginóbili,2007,0.232,24.3,19.5,4.8,4.5,1.5,0.4,0.86150736,3
Carlos Boozer,2007,0.173,21.9,21.1,10.4,2.9,1.2,0.5,0.7914965,3
Tracy McGrady,2007,0.115,18.4,21.6,5.1,5.9,1.0,0.5,0.6301749,3
Chris Bosh,2007,0.2,23.8,22.3,8.7,2.6,0.9,1.0,0.21396703,0
Baron Davis,2007,0.131,19.8,21.8,4.7,7.6,2.3,0.5,0.17506914,0
Andre Iguodala,2007,0.143,19.0,19.9,5.4,4.8,2.1,0.6,0.11641804,0
Corey Maggette,2007,0.133,19.3,22.1,5.6,2.7,1.0,0.1,0.11467708,0
Kevin Martin,2007,0.183,21.0,23.7,4.5,2.1,1.0,0.1,0.110224836,0
Allen Iverson,2007,0.163,20.9,26.4,3.0,7.1,2.0,0.1,0.09710755,0
Carmelo Anthony,2007,0.14,21.1,25.7,7.4,3.4,1.3,0.5,0.09637746,0
Monta Ellis,2007,0.14,19.0,20.2,5.0,3.9,1.5,0.3,0.09358893,0
Tony Parker,2007,0.146,20.0,18.8,3.2,6.0,0.8,0.1,0.07310714,0
Vince Carter,2007,0.126,18.8,21.3,6.0,5.1,1.2,0.4,0.056775954,0
Andrew Bynum,2007,0.23,22.6,13.1,10.2,1.7,0.3,2.1,0.054641258,0
José Calderón,2007,0.197,20.5,11.2,2.9,8.3,1.1,0.1,0.04909153,0
Antawn Jamison,2007,0.144,20.3,21.4,10.2,1.5,1.3,0.4,0.04532224,0
Lamar Odom,2007,0.159,16.9,14.2,10.6,3.5,1.0,0.9,0.039713766,0
Chauncey Billups,2007,0.257,23.6,17.0,2.7,6.8,1.3,0.2,0.03716523,0
LeBron James,2008,0.318,31.7,28.4,7.6,7.2,1.7,1.1,0.99899787,1
Dwyane Wade,2008,0.232,30.4,30.2,5.0,7.5,2.2,1.3,0.9926783,1
Pau Gasol,2008,0.223,22.2,18.9,9.6,3.5,0.6,1.0,0.98494935,3
Kobe Bryant,2008,0.206,24.4,26.8,5.2,4.9,1.5,0.5,0.984213,1
Dwight Howard,2008,0.234,25.4,20.6,13.8,1.4,1.0,2.9,0.97637707,1
Tim Duncan,2008,0.191,24.4,19.3,10.7,3.5,0.5,1.7,0.97242415,2
Chris Paul,2008,0.292,30.0,22.8,5.5,11.0,2.8,0.1,0.968825,2
Yao Ming,2008,0.196,22.7,19.7,9.9,1.8,0.4,1.9,0.95317584,2
Dirk Nowitzki,2008,0.171,23.1,25.9,8.4,2.4,0.8,0.8,0.91408956,1
Brandon Roy,2008,0.223,24.0,22.6,4.7,5.1,1.1,0.3,0.84710807,2
Chauncey Billups,2008,0.174,18.8,17.7,3.0,6.4,1.2,0.2,0.8360662,3
Shaquille O'Neal,2008,0.166,22.3,17.8,8.4,1.7,0.7,1.4,0.82518893,3
Carmelo Anthony,2008,0.105,19.0,22.8,6.8,3.4,1.1,0.4,0.79139984,3
Paul Pierce,2008,0.164,17.7,20.5,5.6,3.6,1.0,0.3,0.771179,2
Tony Parker,2008,0.168,23.4,22.0,3.1,6.9,0.9,0.1,0.69763994,3
Danny Granger,2008,0.158,21.8,25.8,5.1,2.7,1.0,1.4,0.10244521,0
Chris Bosh,2008,0.159,22.1,22.7,10.0,2.5,0.9,1.0,0.080695346,0
Al Jefferson,2008,0.128,23.1,23.1,11.0,1.6,0.8,1.7,0.07403019,0
Joe Johnson,2008,0.116,18.2,21.4,4.4,5.8,1.1,0.2,0.05138113,0
Amar'e Stoudemire,2008,0.149,20.3,21.4,8.1,2.0,0.9,1.1,0.04463949,0
Deron Williams,2008,0.16,21.1,19.4,2.9,10.7,1.1,0.3,0.042766996,0
Steve Nash,2008,0.14,19.5,15.7,3.0,9.7,0.7,0.1,0.0391935,0
Devin Harris,2008,0.145,21.6,21.3,3.3,6.9,1.7,0.2,0.0336993,0
Jameer Nelson,2008,0.22,20.6,16.7,3.5,5.4,1.2,0.1,0.030694239,0
Mo Williams,2008,0.165,17.2,17.8,3.4,4.1,0.9,0.1,0.017529517,0
Gerald Wallace,2008,0.172,18.6,16.6,7.8,2.7,1.7,0.9,0.013136222,0
Kevin Durant,2008,0.132,20.8,25.3,6.5,2.8,1.3,0.7,0.013069955,0
Andre Iguodala,2008,0.134,18.4,18.8,5.7,5.3,1.6,0.4,0.01211747,0
Jason Kidd,2008,0.141,16.9,9.0,6.2,8.7,2.0,0.5,0.01161837,0
Antawn Jamison,2008,0.126,20.6,22.2,8.9,1.9,1.2,0.3,0.008808323,0
LeBron James,2009,0.299,31.1,29.7,7.3,8.6,1.6,1.0,0.99941385,1
Kevin Durant,2009,0.238,26.2,30.1,7.6,2.8,1.4,1.0,0.99937457,1
Pau Gasol,2009,0.22,22.9,18.3,11.3,3.4,0.6,1.7,0.9952427,3
Dwyane Wade,2009,0.224,28.0,26.6,4.8,6.5,1.8,1.1,0.9882917,1
Steve Nash,2009,0.178,21.6,16.5,3.3,11.0,0.5,0.1,0.9852691,2
Dwight Howard,2009,0.223,24.0,18.3,13.2,1.8,0.9,2.8,0.98276585,1
Carmelo Anthony,2009,0.145,22.2,28.2,6.6,3.2,1.3,0.4,0.98065096,2
Deron Williams,2009,0.177,20.6,18.7,4.0,10.5,1.3,0.2,0.9478456,2
Kobe Bryant,2009,0.16,21.9,27.0,5.4,5.0,1.5,0.3,0.94234973,1
Amar'e Stoudemire,2009,0.181,22.6,23.1,8.9,1.0,0.6,1.0,0.8848313,2
Tim Duncan,2009,0.215,24.7,17.9,10.1,3.2,0.6,1.5,0.88268274,3
Andrew Bogut,2009,0.161,20.7,15.9,10.2,1.8,0.6,2.5,0.8743113,3
Joe Johnson,2009,0.14,19.3,21.3,4.6,4.9,1.1,0.1,0.75039935,3
Dirk Nowitzki,2009,0.194,22.9,25.0,7.7,2.7,0.9,1.0,0.7492387,2
Brandon Roy,2009,0.18,21.3,21.5,4.4,4.7,0.9,0.2,0.5339745,3
Chris Paul,2009,0.204,23.7,18.7,4.2,10.7,2.1,0.2,0.25407672,0
Chris Bosh,2009,0.182,25.0,24.0,10.8,2.4,0.6,1.0,0.2153089,0
Carlos Boozer,2009,0.178,21.3,19.5,11.2,3.2,1.1,0.5,0.14635865,0
Chauncey Billups,2009,0.182,20.2,19.5,3.1,5.6,1.1,0.1,0.04321529,0
Greg Oden,2009,0.214,23.1,11.1,8.5,0.9,0.4,2.3,0.012736815,0
Zach Randolph,2009,0.153,21.2,20.8,11.7,1.8,1.0,0.4,0.012693985,0
Rajon Rondo,2009,0.156,19.1,13.7,4.4,9.8,2.3,0.1,0.012505212,0
David Lee,2009,0.163,22.2,20.2,11.7,3.6,1.0,0.5,0.009752793,0
Manu Ginóbili,2009,0.216,22.5,16.5,3.8,4.9,1.4,0.3,0.009745188,0
Monta Ellis,2009,0.023,16.7,25.5,4.0,5.3,2.2,0.4,0.009471812,0
Danny Granger,2009,0.131,19.8,24.1,5.5,2.8,1.5,0.8,0.00905049,0
Josh Smith,2009,0.155,21.0,15.7,8.7,4.2,1.6,2.1,0.008981022,0
Jason Kidd,2009,0.148,17.2,10.3,5.6,9.1,1.8,0.4,0.008571551,0
Jamal Crawford,2009,0.143,18.4,18.0,2.5,3.0,0.8,0.2,0.006800681,0
LaMarcus Aldridge,2009,0.145,18.2,17.9,8.0,2.1,0.9,0.6,0.005885017,0
LeBron James,2010,0.244,27.3,26.7,7.5,7.0,1.6,0.6,0.9982027,1
Dwight Howard,2010,0.235,26.1,22.9,14.1,1.4,1.4,2.4,0.9972029,1
Pau Gasol,2010,0.232,23.3,18.8,10.2,3.3,0.6,1.6,0.9700861,2
Kevin Durant,2010,0.189,23.6,27.7,6.8,2.7,1.1,1.0,0.95345306,1
Derrick Rose,2010,0.208,23.5,25.0,4.1,7.7,1.0,0.6,0.9367708,1
Chris Paul,2010,0.232,23.7,15.9,4.1,9.8,2.4,0.1,0.9215198,3
Dwyane Wade,2010,0.218,25.6,25.5,6.4,4.6,1.5,1.1,0.9049554,2
Dirk Nowitzki,2010,0.213,23.4,23.0,7.0,2.6,0.5,0.6,0.9047579,2
LaMarcus Aldridge,2010,0.166,21.5,21.8,8.8,2.1,1.0,1.2,0.87044823,3
Kobe Bryant,2010,0.178,23.9,25.3,5.1,4.7,1.2,0.1,0.86650735,1
Russell Westbrook,2010,0.159,23.6,21.9,4.6,8.2,1.9,0.4,0.8640004,2
Zach Randolph,2010,0.185,22.6,20.1,12.2,2.2,0.8,0.3,0.8469801,3
Amar'e Stoudemire,2010,0.134,22.7,25.3,8.2,2.6,0.9,1.9,0.75756997,2
Manu Ginóbili,2010,0.195,21.7,17.4,3.7,4.9,1.5,0.4,0.7482318,3
Al Horford,2010,0.179,20.7,15.3,9.3,3.5,0.8,1.0,0.66738856,3
Kevin Martin,2010,0.175,21.4,23.5,3.2,2.5,1.0,0.2,0.12275794,0
Kevin Love,2010,0.21,24.3,20.2,15.2,2.5,0.6,0.4,0.122145444,0
Carmelo Anthony,2010,0.138,21.7,25.6,7.3,2.9,0.9,0.6,0.08292894,0
Chauncey Billups,2010,0.166,18.7,16.8,2.6,5.4,1.0,0.2,0.047008585,0
Rajon Rondo,2010,0.126,17.1,10.6,4.4,11.2,2.3,0.2,0.043880712,0
Steve Nash,2010,0.153,20.8,14.7,3.5,11.4,0.6,0.1,0.04356772,0
Paul Pierce,2010,0.201,19.7,18.9,5.4,3.3,1.0,0.6,0.032283563,0
Deron Williams,2010,0.142,21.1,20.1,4.0,10.3,1.2,0.2,0.028113868,0
Tony Parker,2010,0.156,20.4,17.5,3.1,6.6,1.2,0.0,0.024277583,0
Joakim Noah,2010,0.205,18.8,11.7,10.4,2.2,1.0,1.5,0.020100601,0
Andrew Bynum,2010,0.21,21.1,11.3,9.4,1.4,0.4,2.0,0.017059632,0
Tyson Chandler,2010,0.218,18.4,10.1,9.4,0.4,0.5,1.1,0.011518878,0
Nenê,2010,0.201,20.4,14.5,7.6,2.0,1.1,1.0,0.010448907,0
Eric Gordon,2010,0.12,18.5,22.3,2.9,4.4,1.3,0.3,0.009417117,0
Al Jefferson,2010,0.128,20.1,18.6,9.7,1.8,0.6,1.9,0.009109332,0
Kevin Durant,2011,0.23,26.2,28.0,8.0,3.5,1.3,1.2,0.99919015,1
Chris Paul,2011,0.278,27.0,19.8,3.6,9.1,2.5,0.1,0.9953042,1
LeBron James,2011,0.298,30.7,27.1,7.9,6.2,1.9,0.8,0.99519557,1
Dwyane Wade,2011,0.227,26.3,22.1,4.8,4.6,1.7,1.3,0.9775618,3
Kevin Love,2011,0.223,25.4,26.0,13.3,2.0,0.9,0.5,0.9748375,2
Kobe Bryant,2011,0.132,21.9,27.9,5.4,4.6,1.2,0.3,0.96517885,1
Dwight Howard,2011,0.179,24.2,20.6,14.5,1.9,1.5,2.1,0.9611625,1
Russell Westbrook,2011,0.163,22.9,23.6,4.6,5.5,1.7,0.3,0.9405068,2
Rajon Rondo,2011,0.121,17.5,11.9,4.8,11.7,1.8,0.1,0.9052861,3
Tony Parker,2011,0.177,22.0,18.3,2.9,7.7,1.0,0.1,0.9050169,2
Dirk Nowitzki,2011,0.175,21.7,21.6,6.7,2.2,0.7,0.5,0.829503,3
Carmelo Anthony,2011,0.16,21.1,22.6,6.3,3.6,1.1,0.4,0.8217136,3
Andrew Bynum,2011,0.183,22.9,18.7,11.8,1.4,0.5,1.9,0.8195641,2
Blake Griffin,2011,0.185,23.4,20.7,10.9,3.2,0.8,0.7,0.80735135,2
Tyson Chandler,2011,0.22,18.7,11.3,9.9,0.9,0.9,1.4,0.7338063,3
Pau Gasol,2011,0.165,20.4,17.4,10.4,3.6,0.6,1.4,0.17531824,0
Derrick Rose,2011,0.211,23.0,21.8,3.4,7.9,0.9,0.7,0.16721068,0
Al Jefferson,2011,0.173,22.8,19.2,9.6,2.2,0.8,1.7,0.084849566,0
LaMarcus Aldridge,2011,0.169,22.7,21.7,8.0,2.4,0.9,0.8,0.06074111,0
Joakim Noah,2011,0.223,19.6,10.2,9.8,2.5,0.6,1.4,0.058519144,0
Paul Pierce,2011,0.161,19.6,19.4,5.2,4.5,1.1,0.4,0.022559736,0
Chris Bosh,2011,0.165,18.9,18.0,7.9,1.8,0.9,0.8,0.021013066,0
James Harden,2011,0.23,21.1,16.8,4.1,3.7,1.0,0.2,0.009062657,0
Tim Duncan,2011,0.174,22.5,15.4,9.0,2.3,0.7,1.5,0.008361327,0
Steve Nash,2011,0.144,20.3,12.5,3.0,10.7,0.6,0.1,0.008335676,0
Joe Johnson,2011,0.145,18.4,18.8,3.7,3.9,0.8,0.2,0.007716745,0
Ryan Anderson,2011,0.219,21.2,16.1,7.7,0.9,0.8,0.4,0.005100999,0
Danny Granger,2011,0.155,18.6,18.7,5.0,1.8,1.0,0.6,0.0050909785,0
Josh Smith,2011,0.139,21.1,18.8,9.6,3.9,1.4,1.7,0.0043130433,0
Roy Hibbert,2011,0.154,19.3,12.8,8.8,1.7,0.5,2.0,0.004298002,0
Kevin Durant,2012,0.291,28.3,28.1,7.9,4.6,1.4,1.3,0.99918526,1
LeBron James,2012,0.322,31.6,26.8,8.0,7.3,1.7,0.9,0.9983651,1
Carmelo Anthony,2012,0.184,24.8,28.7,6.9,2.6,0.8,0.5,0.9923109,2
Russell Westbrook,2012,0.195,23.9,23.2,5.2,7.4,1.8,0.3,0.98227614,2
Tony Parker,2012,0.206,23.0,20.3,3.0,7.6,0.8,0.1,0.9816279,2
James Harden,2012,0.206,22.9,25.9,4.9,5.8,1.8,0.5,0.981244,3
Dwyane Wade,2012,0.192,24.0,21.2,5.0,5.1,1.9,0.8,0.97780627,3
Chris Paul,2012,0.287,26.4,16.9,3.7,9.7,2.4,0.1,0.9195109,1
Tim Duncan,2012,0.191,24.4,17.8,9.9,2.7,0.7,2.7,0.91761833,1
Dwight Howard,2012,0.134,19.4,17.1,12.4,1.4,1.1,2.4,0.9148087,3
Kobe Bryant,2012,0.174,23.0,27.3,5.6,6.0,1.4,0.3,0.87675107,1
Paul George,2012,0.145,16.8,17.4,7.6,4.1,1.8,0.6,0.85974354,3
Marc Gasol,2012,0.197,19.5,14.1,7.8,4.0,1.0,1.7,0.83709556,2
Blake Griffin,2012,0.196,22.4,18.0,8.3,3.7,1.2,0.6,0.82528573,2
David Lee,2012,0.15,19.2,18.5,11.2,3.5,0.8,0.3,0.76973903,3
Stephen Curry,2012,0.18,21.3,22.9,4.0,6.9,1.6,0.2,0.21406819,0
Deron Williams,2012,0.184,20.3,18.9,3.0,7.7,1.0,0.4,0.14673647,0
Rajon Rondo,2012,0.108,18.1,13.7,5.6,11.1,1.8,0.2,0.07813636,0
Kyrie Irving,2012,0.125,21.4,22.5,3.7,5.9,1.5,0.4,0.071384266,0
Joakim Noah,2012,0.145,18.1,11.9,11.1,4.0,1.2,2.1,0.012837115,0
Al Jefferson,2012,0.143,20.9,17.8,9.2,2.1,1.0,1.1,0.011509467,0
Paul Pierce,2012,0.135,19.1,18.6,6.3,4.8,1.1,0.4,0.010357447,0
Ty Lawson,2012,0.141,17.9,16.7,2.7,6.9,1.5,0.1,0.009871164,0
Chris Bosh,2012,0.175,20.0,16.6,6.8,1.7,0.9,1.4,0.007107844,0
David West,2012,0.179,20.1,17.1,7.7,2.9,1.0,0.9,0.005931016,0
Brook Lopez,2012,0.191,24.7,19.4,6.9,0.9,0.4,2.1,0.0057685813,0
José Calderón,2012,0.165,18.8,11.3,2.4,7.1,0.8,0.1,0.0053462447,0
LaMarcus Aldridge,2012,0.124,20.4,21.1,9.1,2.6,0.8,1.2,0.004931244,0
John Wall,2012,0.134,20.8,18.5,4.0,7.6,1.3,0.8,0.003318019,0
Kevin Love,2012,0.084,17.9,18.3,14.0,2.3,0.7,0.5,0.0033150746,0
Kevin Durant,2013,0.295,29.8,32.0,7.4,5.5,1.3,0.7,0.9987859,1
LeBron James,2013,0.264,29.3,27.1,6.9,6.3,1.6,0.3,0.9982255,1
Chris Paul,2013,0.27,25.9,19.1,4.3,10.7,2.5,0.1,0.9900641,1
Dwight Howard,2013,0.161,21.3,18.3,12.2,1.8,0.8,1.8,0.9894342,2
Stephen Curry,2013,0.225,24.1,24.0,4.3,8.5,1.6,0.2,0.9864182,2
James Harden,2013,0.221,23.5,25.4,4.7,6.1,1.6,0.4,0.9768405,1
Kevin Love,2013,0.245,26.9,26.1,12.5,4.4,0.8,0.5,0.9595248,2
Goran Dragić,2013,0.186,21.4,20.3,3.2,5.9,1.4,0.3,0.9481523,3
Paul George,2013,0.178,20.1,21.7,6.8,3.5,1.9,0.3,0.9299154,3
LaMarcus Aldridge,2013,0.144,21.8,23.2,11.1,2.6,0.9,1.0,0.92431176,3
Al Jefferson,2013,0.146,22.7,21.8,10.8,2.1,0.9,1.1,0.9111011,3
Joakim Noah,2013,0.19,20.0,12.6,11.3,5.4,1.2,1.5,0.89298785,1
Blake Griffin,2013,0.205,23.9,24.1,9.5,3.9,1.2,0.6,0.87124985,2
Damian Lillard,2013,0.157,18.6,20.7,3.5,5.6,0.8,0.3,0.8109221,3
Tony Parker,2013,0.141,18.9,16.7,2.3,5.7,0.5,0.1,0.76291615,2
Russell Westbrook,2013,0.178,24.7,21.8,5.7,6.9,1.9,0.2,0.20973806,0
Kyle Lowry,2013,0.197,20.1,17.9,4.7,7.4,1.5,0.2,0.19539793,0
DeMar DeRozan,2013,0.141,18.4,22.7,4.3,4.0,1.1,0.4,0.19046745,0
Carmelo Anthony,2013,0.172,24.4,27.4,8.1,3.1,1.2,0.7,0.15060356,0
Anthony Davis,2013,0.212,26.5,20.8,10.0,1.6,1.3,2.8,0.12093849,0
DeMarcus Cousins,2013,0.166,26.1,22.7,11.7,2.9,1.5,1.3,0.09646507,0
DeAndre Jordan,2013,0.186,18.2,10.4,13.6,0.9,1.0,2.5,0.08678011,0
Dirk Nowitzki,2013,0.199,23.6,21.7,6.2,2.7,0.9,0.6,0.04748704,0
Andrew Bogut,2013,0.176,17.0,7.3,10.0,1.7,0.7,1.8,0.028781295,0
Tim Duncan,2013,0.164,21.3,15.1,9.7,3.0,0.6,1.9,0.0205752,0
Serge Ibaka,2013,0.173,19.6,15.1,8.8,1.0,0.5,2.7,0.01881177,0
Mike Conley,2013,0.161,20.0,17.2,2.9,6.0,1.5,0.2,0.012891181,0
Eric Bledsoe,2013,0.14,19.6,17.7,4.7,5.5,1.6,0.3,0.0125087155,0
Brook Lopez,2013,0.211,25.4,20.7,6.0,0.9,0.5,1.8,0.012186737,0
Isaiah Thomas,2013,0.149,20.5,20.3,2.9,6.3,1.3,0.1,0.011678305,0
Russell Westbrook,2014,0.222,29.1,28.1,7.3,8.6,2.1,0.2,0.99975187,2
Stephen Curry,2014,0.288,28.0,23.8,4.3,7.7,2.0,0.2,0.9970692,1
James Harden,2014,0.265,26.7,27.4,5.7,7.0,1.9,0.7,0.99275523,1
Anthony Davis,2014,0.274,30.8,24.4,10.2,2.2,1.5,2.9,0.98355246,1
Chris Paul,2014,0.27,26.0,19.1,4.6,10.2,1.9,0.2,0.9632943,2
LaMarcus Aldridge,2014,0.165,22.8,23.4,10.2,1.7,0.7,1.0,0.95181227,2
LeBron James,2014,0.199,25.9,25.3,6.0,7.4,1.6,0.7,0.9408187,1
Pau Gasol,2014,0.187,22.7,18.5,11.8,2.7,0.3,1.9,0.9402376,2
DeAndre Jordan,2014,0.217,21.0,11.5,15.0,0.7,1.0,2.2,0.9395232,3
DeMarcus Cousins,2014,0.144,25.2,24.1,12.7,3.6,1.5,1.7,0.9208153,2
Blake Griffin,2014,0.183,22.8,21.9,7.6,5.3,0.9,0.5,0.90234715,3
Marc Gasol,2014,0.182,21.7,17.4,7.8,3.8,0.9,1.6,0.8831189,1
Klay Thompson,2014,0.172,20.8,21.7,3.2,2.9,1.1,0.8,0.8646225,3
Tim Duncan,2014,0.207,22.6,13.9,9.1,3.0,0.8,2.0,0.83906907,3
Kyrie Irving,2014,0.183,21.5,21.7,3.2,5.2,1.5,0.3,0.8157904,3
Damian Lillard,2014,0.174,20.7,21.0,4.6,6.2,1.2,0.3,0.38756397,0
Kevin Durant,2014,0.252,27.6,25.4,6.6,4.1,0.9,0.9,0.17283577,0
Jimmy Butler,2014,0.214,21.3,20.0,5.8,3.3,1.8,0.6,0.09253785,0
Hassan Whiteside,2014,0.221,26.2,11.8,10.0,0.1,0.6,2.6,0.06746397,0
John Wall,2014,0.132,19.9,17.6,4.6,10.0,1.7,0.6,0.059846237,0
Draymond Green,2014,0.163,16.4,11.7,8.2,3.7,1.6,1.3,0.021184243,0
Rudy Gobert,2014,0.206,21.6,8.4,9.5,1.3,0.8,2.3,0.020241097,0
Jeff Teague,2014,0.166,20.6,15.9,2.5,7.0,1.7,0.4,0.018623453,0
Rudy Gay,2014,0.122,19.7,21.1,5.9,3.7,1.0,0.6,0.01738731,0
Kyle Lowry,2014,0.141,19.3,17.8,4.7,6.8,1.6,0.2,0.017175307,0
Kawhi Leonard,2014,0.204,22.0,16.5,7.2,2.5,2.3,0.8,0.011291438,0
Isaiah Thomas,2014,0.169,20.6,16.4,2.3,4.2,0.9,0.1,0.010363495,0
Tyson Chandler,2014,0.216,20.1,10.3,11.5,1.1,0.6,1.2,0.009685837,0
Kobe Bryant,2014,0.006,17.6,22.3,5.7,5.6,1.3,0.2,0.0074004848,0
Andre Drummond,2014,0.147,21.4,13.8,13.5,0.7,0.9,1.9,0.0072551016,0
Russell Westbrook,2015,0.245,27.6,23.5,7.8,10.4,2.0,0.3,0.99978834,1
Stephen Curry,2015,0.318,31.5,30.1,5.4,6.7,2.1,0.2,0.9995782,1
Kevin Durant,2015,0.27,28.2,28.2,8.2,5.0,1.0,1.2,0.9976802,2
LeBron James,2015,0.242,27.5,25.3,7.4,6.8,1.4,0.6,0.992781,1
Kawhi Leonard,2015,0.277,26.0,21.2,6.8,2.6,1.8,1.0,0.9812888,1
Chris Paul,2015,0.253,26.2,19.5,4.2,10.0,2.1,0.2,0.977997,2
Draymond Green,2015,0.19,19.3,14.0,9.5,7.4,1.5,1.4,0.9778938,2
Kyle Lowry,2015,0.196,22.2,21.2,4.7,6.4,2.1,0.4,0.9513488,3
DeMarcus Cousins,2015,0.122,23.6,26.9,11.5,3.3,1.6,1.4,0.9112282,2
LaMarcus Aldridge,2015,0.215,22.4,18.0,8.5,1.5,0.5,1.1,0.90645987,3
DeAndre Jordan,2015,0.213,20.6,12.7,13.8,1.2,0.7,2.3,0.8967267,1
Andre Drummond,2015,0.133,21.2,16.2,14.8,0.8,1.5,1.4,0.87184995,3
Klay Thompson,2015,0.144,18.6,22.1,3.8,2.1,0.8,0.6,0.8438881,3
Damian Lillard,2015,0.165,22.2,25.1,4.0,6.8,0.9,0.4,0.83520347,2
Paul George,2015,0.157,20.9,23.1,7.0,4.1,1.9,0.4,0.8298496,3
James Harden,2015,0.204,25.3,29.0,6.1,7.5,1.7,0.6,0.3435216,0
Jimmy Butler,2015,0.177,21.3,20.9,5.3,4.8,1.6,0.6,0.1524812,0
DeMar DeRozan,2015,0.169,21.5,23.5,4.5,4.0,1.0,0.3,0.1091238,0
Kemba Walker,2015,0.164,20.8,20.9,4.4,5.2,1.6,0.5,0.10750954,0
Anthony Davis,2015,0.16,25.0,24.3,10.3,1.9,1.3,2.0,0.07699833,0
