Player,Season,VORP,DWS,PER,FTA,TOV,PTS,Rookie,RookieNBA_pred_proba,Class
Omer Yurtseven,2021,0.2,1.4,17.4,1.1,0.7,5.3,1,0.07651654599558753,0
Austin Reaves,2021,0.0,0.8,11.5,1.9,0.7,7.3,1,0.06240300368365227,0
Paolo Banchero,2022,0.3,2.6,14.9,7.4,2.8,20.0,1,0.9978427762151227,1
Jalen Williams,2022,1.3,2.6,15.6,2.5,1.6,14.1,1,0.9843218179098913,1
Jaden Ivey,2022,-0.7,0.8,12.1,4.8,3.2,16.3,1,0.8662300837586335,2
Keegan Murray,2022,0.8,1.7,12.3,1.0,0.8,12.2,1,0.8615998917620419,1
RaiQuan Gray,2022,0.0,0.0,15.5,2.0,4.0,16.0,1,0.839473533610411,0
Bennedict Mathurin,2022,-1.0,0.8,13.1,5.8,1.9,16.7,1,0.8394133157754898,1
Walker Kessler,2022,2.1,2.5,21.5,2.1,0.8,9.2,1,0.8297758754100322,1
Jabari Smith Jr.,2022,-1.1,1.4,11.2,2.6,1.3,12.8,1,0.72812213475769,0
Tari Eason,2022,0.1,1.7,15.2,1.8,1.2,9.3,1,0.499530277243088,2
Jalen Duren,2022,0.5,1.6,17.3,2.3,1.4,9.1,1,0.4466779656231377,2
Mark Williams,2022,0.4,1.3,19.8,2.3,0.9,9.0,1,0.33549188323613477,0
Jeremy Sochan,2022,-0.7,0.7,11.4,2.1,1.7,11.0,1,0.3108619067824541,2
Andrew Nembhard,2022,-0.6,0.8,10.0,0.8,1.7,9.5,1,0.23173760081552774,0
AJ Griffin,2022,0.4,0.9,12.6,0.7,0.6,8.9,1,0.2275836189696122,0
Shaedon Sharpe,2022,-0.6,0.6,11.5,1.3,1.0,9.9,1,0.1947086488289686,0
Jeenathan Williams,2022,0.0,0.0,15.5,0.6,0.8,10.6,1,0.18929882243524873,0
Malaki Branham,2022,-1.3,0.2,9.5,1.1,1.2,10.2,1,0.1239347144927056,0
Jaden Hardy,2022,0.0,0.5,14.6,1.6,1.0,8.8,1,0.11494706331096576,0
Julian Champagnie,2022,-0.1,0.1,13.4,1.0,0.6,9.7,1,0.11293704720952655,0
David Roddy,2022,-0.6,1.4,8.8,0.9,0.8,6.7,1,0.10732737704778682,0
Jaylin Williams,2022,0.1,1.2,11.2,1.1,0.8,5.9,1,0.06313957679068824,0
Ochai Agbaji,2022,-0.3,0.4,9.5,1.2,0.7,7.9,1,0.05249875741761615,0
Christian Braun,2022,-0.1,1.2,10.3,0.8,0.5,4.7,1,0.031906635383151805,0
Dyson Daniels,2022,0.0,1.4,8.8,0.7,1.0,3.8,1,0.026797141549869764,0
MarJon Beauchamp,2022,-0.5,0.8,8.2,0.7,0.9,5.1,1,0.020953079492427664,0
Simone Fontecchio,2022,-0.6,0.3,8.0,0.8,0.8,6.3,1,0.01892734608122382,0
Jamal Cain,2022,0.2,0.3,16.5,1.2,0.3,5.4,1,0.015643935290053475,0
Ousmane Dieng,2022,-0.2,0.6,9.3,0.6,0.7,4.9,1,0.015548064959665384,0
Kenneth Lofton Jr.,2022,0.1,0.2,20.2,1.1,0.5,5.0,1,0.01299788854067407,0
Johnny Davis,2022,-0.6,0.3,7.2,1.0,0.6,5.8,1,0.012797022838812337,0
Victor Wembanyama,2023,3.8,4.4,23.1,5.2,3.7,21.4,1,0.9999864668343239,1
Chet Holmgren,2023,3.3,4.4,20.4,3.4,1.6,16.5,1,0.9997823032253268,1
Brandon Miller,2023,-0.3,1.0,13.0,2.3,1.8,17.3,1,0.9657270132034196,1
Jaime Jaquez Jr.,2023,0.1,2.7,12.9,2.3,1.5,11.9,1,0.9395536182946236,0
GG Jackson II,2023,0.0,1.1,13.7,3.2,1.4,14.6,1,0.8492201560640544,0
Amen Thompson,2023,1.3,2.4,18.2,2.5,1.5,9.5,1,0.7878765315500529,2
Scoot Henderson,2023,-1.7,0.9,9.5,3.3,3.4,14.0,1,0.6989020208022998,0
Cam Whitmore,2023,0.5,1.1,16.6,2.4,1.0,12.3,1,0.6870703006065714,0
Brandin Podziemski,2023,0.9,2.0,13.0,1.1,1.2,9.2,1,0.6493870813861237,1
Dereck Lively II,2023,0.8,1.8,18.1,1.5,0.9,8.8,1,0.5359451257750402,0
Ausar Thompson,2023,-0.1,1.7,12.8,1.9,1.3,8.8,1,0.3925705593892638,0
Trayce Jackson-Davis,2023,1.4,1.6,21.6,1.9,0.7,7.9,1,0.367406464099374,0
Cason Wallace,2023,0.9,2.1,12.0,0.5,0.5,6.8,1,0.35942375809165605,2
Keyonte George,2023,-1.2,0.1,10.4,3.0,2.5,13.0,1,0.31108400920390056,2
Duop Reath,2023,0.3,1.0,15.1,1.4,0.8,9.1,1,0.2608325580808316,0
Toumani Camara,2023,-0.5,1.4,10.6,1.4,1.2,7.5,1,0.16054257178416062,0
Jordan Hawkins,2023,-0.3,1.0,10.2,1.2,0.6,7.8,1,0.11265177019033298,0
Marcus Sasser,2023,-0.2,0.6,11.8,0.9,1.3,8.3,1,0.10844207227486694,0
Bilal Coulibaly,2023,-0.9,0.9,8.9,2.1,1.4,8.4,1,0.10257182495395104,0
Gradey Dick,2023,-1.1,0.4,8.9,0.9,0.8,8.5,1,0.06766498029024338,0
Taylor Hendricks,2023,0.1,0.6,11.8,0.7,0.7,7.3,1,0.06622908064554656,0
Tristan Vukcevic,2023,-0.1,0.1,13.9,2.2,1.0,8.5,1,0.04737833256649122,0
Kris Murray,2023,-0.6,1.0,9.0,0.9,0.9,6.1,1,0.046486139867983896,0
Trey Jemison,2023,-0.5,0.6,11.8,1.0,1.4,6.8,1,0.04596683112962105,0
Craig Porter Jr.,2023,0.4,0.9,15.4,1.1,0.9,5.6,1,0.04454123866622685,0
Anthony Black,2023,-0.3,1.5,8.4,1.2,0.8,4.6,1,0.03846185315785609,0
Vasilije Micić,2023,-0.8,0.4,10.7,1.3,1.7,7.0,1,0.03388094182108531,0
Brice Sensabaugh,2023,-0.5,0.2,8.6,1.3,1.5,7.5,1,0.03191957464084611,0
Mãozinha Pereira,2023,0.0,0.2,15.7,1.4,0.7,6.9,1,0.029273599289174838,0
Javon Freeman-Liberty,2023,-0.3,0.2,10.7,1.6,1.1,7.0,1,0.023964015022296243,0
