Player,Season,VORP,DWS,PER,FTA,TOV,PTS,AllNBA_pred_proba,Class
Antonio McDyess,1997,2.5,4.6,20.3,4.1,1.8,15.1,0.0724722692726498,0
Clyde Drexler,1997,3.3,1.8,19.8,4.9,2.7,18.4,0.06451688595033617,0
Patrick Ewing,1997,1.3,2.0,23.3,7.2,3.0,20.8,0.06077672502831447,0
Karl Malone,1998,4.0,3.4,25.6,9.8,3.3,23.8,0.7961885148358847,1
Shaquille O'Neal,1998,3.9,1.9,30.6,10.2,2.5,26.3,0.7848911707603291,2
Allen Iverson,1998,3.9,2.9,22.2,9.9,3.5,26.8,0.7743247386556061,1
Tim Duncan,1998,3.2,4.7,23.2,7.2,2.9,21.7,0.5943665452868455,1
Grant Hill,1998,3.8,2.8,23.9,7.6,3.7,21.1,0.4894176684674154,2
Alonzo Mourning,1998,3.0,3.9,24.6,9.2,3.0,20.1,0.4822568582139723,1
David Robinson,1998,3.4,4.4,24.9,7.4,2.2,15.8,0.32033831992597994,0
Kevin Garnett,1998,3.3,3.0,22.4,4.4,2.9,20.8,0.23069011116314325,3
Gary Payton,1998,3.6,1.2,23.1,5.5,3.1,21.7,0.1702129549349396,2
Shawn Kemp,1998,2.3,2.1,23.6,9.3,3.0,20.5,0.15728963247085653,0
Jason Kidd,1998,3.9,2.3,22.5,4.8,3.0,16.9,0.1385404651251611,1
Hakeem Olajuwon,1998,2.3,3.3,23.1,5.4,2.8,18.9,0.12675694869699677,3
Shareef Abdur-Rahim,1998,2.1,0.9,20.7,8.8,3.7,23.0,0.09396032992200935,0
Darrell Armstrong,1998,3.3,2.7,22.2,3.6,3.2,13.8,0.05931164973769208,0
Chris Webber,1998,1.7,2.7,19.5,4.1,3.5,20.0,0.05134582600686232,2
Charles Barkley,1998,2.5,2.0,23.1,6.4,2.4,16.1,0.04442855203255509,0
Stephon Marbury,1998,2.2,0.8,20.8,5.7,3.3,21.3,0.04267903567573546,0
Keith Van Horn,1998,1.3,1.4,19.6,7.1,3.2,21.8,0.03561088444811277,0
Anfernee Hardaway,1998,2.3,3.4,16.7,4.2,3.0,15.8,0.03443768616960111,0
Antonio McDyess,1998,1.3,1.3,21.7,6.8,2.8,21.2,0.0328802212322455,3
Kobe Bryant,1998,1.9,1.5,18.9,5.8,3.1,19.9,0.030605644334190225,3
Dikembe Mutombo,1998,2.6,4.2,18.8,5.7,1.9,10.8,0.030380915326086732,0
Patrick Ewing,1998,1.3,3.1,19.4,6.1,2.6,17.3,0.029570075586953466,0
Eddie Jones,1998,3.0,2.2,18.5,5.4,1.9,15.6,0.028888654885055057,0
Toni Kukoč,1998,2.1,1.5,18.6,4.9,2.8,18.8,0.022581487052847234,0
Tim Hardaway,1998,2.4,1.9,18.8,3.1,2.7,17.4,0.02119950443742989,2
Steve Smith,1998,1.7,1.7,17.9,6.3,2.8,18.7,0.020793524764715146,0
Michael Finley,1998,2.1,0.9,19.2,4.5,2.1,20.2,0.017184108851897667,0
Rod Strickland,1998,2.1,1.3,20.2,5.4,3.2,15.7,0.01631056452832633,0
Mookie Blaylock,1998,2.7,3.2,16.7,1.9,2.4,13.3,0.01581231222247568,0
Shaquille O'Neal,1999,9.0,7.0,30.6,10.4,2.8,29.7,0.9998513038477109,1
Karl Malone,1999,7.1,4.5,27.1,9.0,2.8,25.5,0.989325514457303,2
Tim Duncan,1999,5.5,6.4,24.8,8.1,3.3,23.2,0.9779598185525284,1
Kevin Garnett,1999,6.8,5.6,23.6,5.0,3.3,22.9,0.9744939841382256,1
Gary Payton,1999,7.3,3.5,23.6,5.2,2.7,24.2,0.9460327641528429,1
Chris Webber,1999,5.6,5.0,23.4,5.5,2.9,24.5,0.933464690294033,3
Alonzo Mourning,1999,5.0,5.6,25.8,7.4,2.7,21.7,0.9249676978621885,2
David Robinson,1999,5.0,6.4,24.6,6.4,2.1,17.8,0.8559358398706639,3
Grant Hill,1999,5.2,2.6,24.5,8.2,3.2,25.8,0.8542053367693767,2
Vince Carter,1999,5.9,2.7,23.4,6.7,2.2,25.7,0.8437367417785976,3
Allen Iverson,1999,3.8,3.6,20.0,8.9,3.3,28.4,0.8052831757266096,2
Kobe Bryant,1999,4.5,4.5,21.7,6.1,2.8,22.5,0.7325870278986294,2
Eddie Jones,1999,4.9,4.4,19.9,5.8,2.2,20.1,0.5863937027809181,3
Jason Kidd,1999,4.2,4.8,18.4,3.7,3.4,14.3,0.24099658314308173,1
Paul Pierce,1999,3.9,3.0,19.8,6.2,2.4,19.5,0.22721504731309222,0
Shareef Abdur-Rahim,1999,3.4,2.6,20.2,6.7,3.0,20.3,0.20103131055243276,0
Darrell Armstrong,1999,4.3,3.4,19.5,3.0,3.0,16.2,0.16471696989823914,0
Jerry Stackhouse,1999,2.4,1.6,18.9,9.2,3.8,23.6,0.1613854602503644,0
Stephon Marbury,1999,3.2,1.2,20.7,7.2,3.6,22.2,0.15630059133266824,3
John Stockton,1999,5.3,3.1,22.4,3.1,2.2,12.1,0.15079567524088094,0
Ray Allen,1999,4.3,1.0,20.6,4.9,2.2,22.1,0.14658782878998103,0
Michael Finley,1999,3.6,1.9,19.2,3.9,2.4,22.6,0.13104877943935397,0
Terrell Brandon,1999,4.1,2.8,20.8,2.9,2.6,17.1,0.12672259879459472,0
Clifford Robinson,1999,3.2,3.9,17.3,4.8,2.1,18.5,0.12182531263518602,0
Rasheed Wallace,1999,3.0,4.7,18.1,4.1,1.9,16.4,0.10821475936812898,0
Anfernee Hardaway,1999,3.1,3.6,17.9,4.8,2.6,16.9,0.09015226468263315,0
Latrell Sprewell,1999,2.5,4.1,15.7,4.8,2.8,18.6,0.08833213924819286,0
Allan Houston,1999,2.9,3.1,16.5,4.1,2.3,19.7,0.07094673284006792,0
Scottie Pippen,1999,3.9,4.4,16.4,2.7,2.5,12.5,0.06973800570679582,0
Antoine Walker,1999,2.1,2.7,17.8,5.4,3.2,20.5,0.06654509253512042,0
Shaquille O'Neal,2000,7.1,3.9,30.2,13.1,2.9,28.7,0.9968270938958091,1
Allen Iverson,2000,6.1,4.5,24.0,10.1,3.3,31.1,0.9917998806524095,1
Tracy McGrady,2000,7.0,3.9,24.9,7.6,2.6,26.8,0.9788325090118314,2
Tim Duncan,2000,5.4,7.1,23.8,8.1,3.0,22.2,0.9766723572019442,1
Chris Webber,2000,5.3,5.2,24.7,6.6,2.8,27.1,0.9648937204832407,1
Jerry Stackhouse,2000,5.8,2.6,21.8,10.1,4.1,29.8,0.9599477175215777,0
Vince Carter,2000,7.2,2.6,25.0,6.7,2.2,27.6,0.9582301233037233,2
Karl Malone,2000,6.3,4.0,24.7,8.3,3.0,23.2,0.9470619197101061,3
Kevin Garnett,2000,6.4,4.8,23.9,5.8,2.8,22.0,0.9371835286072014,2
Paul Pierce,2000,5.0,3.5,22.3,9.0,3.2,25.3,0.8705928632970417,0
Dirk Nowitzki,2000,5.9,4.3,22.8,6.6,1.9,21.8,0.8474293573275383,3
Kobe Bryant,2000,4.7,2.2,24.5,8.2,3.2,28.5,0.8429809902913713,2
Jason Kidd,2000,4.8,5.4,19.4,5.2,3.7,16.9,0.6361650438083188,1
Steve Francis,2000,5.7,3.0,21.6,5.5,3.3,19.9,0.6353936182178499,0
Ray Allen,2000,5.9,2.2,22.9,4.8,2.5,22.0,0.6109141849523116,3
Antoine Walker,2000,4.3,3.8,18.9,4.3,3.7,23.4,0.5751032912627123,0
Shawn Marion,2000,4.4,6.4,21.0,3.7,1.6,17.3,0.5736675193127672,0
Rasheed Wallace,2000,4.8,4.2,20.9,4.2,2.1,19.2,0.46382502493087896,0
David Robinson,2000,4.3,5.7,23.7,5.9,1.5,14.4,0.4629859789889714,3
Gary Payton,2000,4.9,1.7,22.1,4.5,2.6,23.1,0.38358888924083767,3
Stephon Marbury,2000,4.1,0.7,22.7,6.8,2.9,23.9,0.26465536574435183,0
Lamar Odom,2000,4.3,3.3,18.9,5.1,3.5,17.2,0.244885553178189,0
Anthony Mason,2000,3.2,5.6,17.4,5.9,2.2,16.1,0.22549761886024866,0
Jamal Mashburn,2000,3.1,4.2,17.5,4.8,2.8,20.1,0.2084730707311742,0
Shareef Abdur-Rahim,2000,3.1,2.9,19.1,6.6,2.9,20.5,0.17385110909558804,0
Eddie Jones,2000,3.8,4.0,18.8,4.3,2.1,17.4,0.17130593766035598,0
Michael Finley,2000,3.4,2.9,18.2,4.0,2.3,21.5,0.14288943925782727,0
Peja Stojaković,2000,3.2,3.3,18.4,4.2,1.9,20.4,0.12151520417332942,0
John Stockton,2000,5.3,2.6,22.3,3.4,2.5,11.5,0.11704610327615733,0
Antonio McDyess,2000,2.4,2.6,22.0,6.2,2.3,20.8,0.11128385116965545,0
Tim Duncan,2001,8.0,7.1,27.0,8.5,3.2,25.5,0.9988479175169546,1
Shaquille O'Neal,2001,6.1,4.0,29.7,10.7,2.6,27.2,0.9867609777161513,1
Paul Pierce,2001,6.6,5.6,22.3,7.8,2.9,26.1,0.9855072899802553,3
Allen Iverson,2001,4.5,4.3,21.9,9.8,4.0,31.4,0.9700488111535623,2
Kevin Garnett,2001,7.1,4.9,23.8,5.5,2.8,21.2,0.9555688386108018,2
Tracy McGrady,2001,6.4,3.4,25.1,7.3,2.5,25.6,0.9438744006556451,1
Kobe Bryant,2001,5.2,3.8,23.2,7.4,2.8,25.2,0.8786586144610093,1
Dirk Nowitzki,2001,5.5,3.1,24.1,6.8,1.9,23.4,0.7684668683374818,2
Karl Malone,2001,4.4,4.3,21.1,8.0,3.3,22.4,0.7568066560374905,0
Chris Webber,2001,3.9,3.9,24.4,6.3,2.9,24.5,0.726106535232612,2
Gary Payton,2001,5.9,2.5,22.9,4.1,2.5,22.1,0.6344620495797914,2
Jason Kidd,2001,5.0,5.8,19.1,3.0,3.5,14.7,0.5308969026452303,1
Elton Brand,2001,4.8,3.7,23.6,6.6,2.2,18.2,0.5127651196753029,0
Antoine Walker,2001,3.6,5.2,17.1,4.0,3.1,22.1,0.48416717762127304,0
Eddie Jones,2001,4.6,5.0,17.5,4.4,1.8,18.3,0.3876454042991143,0
Vince Carter,2001,3.9,2.4,20.5,5.1,2.6,24.7,0.3554514012996595,0
Shawn Marion,2001,4.0,5.1,19.8,2.8,1.8,19.1,0.3474692693348344,0
Baron Davis,2001,4.8,3.8,18.2,4.1,3.0,18.1,0.3403656775812408,0
Brent Barry,2001,5.8,3.3,19.3,2.9,2.0,14.4,0.2206303171450713,0
Shareef Abdur-Rahim,2001,2.8,3.1,19.8,6.8,3.2,21.2,0.20980331095353216,0
Ben Wallace,2001,4.8,7.2,18.6,2.9,0.9,7.6,0.19892053180440739,3
Rasheed Wallace,2001,3.7,4.1,19.3,3.5,1.7,19.3,0.1983563931927253,0
Ray Allen,2001,4.4,1.3,21.6,3.6,2.3,21.8,0.16825177316204137,0
Peja Stojaković,2001,3.3,3.0,19.3,4.5,2.0,21.2,0.14788373499936458,0
Jerry Stackhouse,2001,2.4,2.6,19.0,7.6,3.5,21.4,0.14512812554963558,0
Michael Jordan,2001,2.7,2.1,20.7,5.6,2.7,22.9,0.13323485807436825,0
Andre Miller,2001,4.5,1.5,21.8,5.5,3.0,16.5,0.1272662273022466,0
John Stockton,2001,4.8,2.6,21.9,3.9,2.5,13.4,0.11889434615890662,0
Jason Terry,2001,3.9,2.1,19.2,4.4,2.3,19.3,0.10485118364693044,0
David Robinson,2001,3.4,5.1,20.3,5.1,1.3,12.2,0.10355471159287417,0
Tracy McGrady,2002,9.3,2.9,30.3,9.7,2.6,32.1,0.9989651878811193,1
Tim Duncan,2002,7.7,6.9,26.9,7.8,3.1,23.3,0.9971820041142961,1
Kobe Bryant,2002,7.7,4.0,26.2,8.7,3.5,30.0,0.996279183268793,1
Kevin Garnett,2002,8.7,5.8,26.4,6.1,2.8,23.0,0.9959691746774192,1
Dirk Nowitzki,2002,7.3,5.3,25.6,6.9,1.9,25.1,0.9871017764054018,2
Shaquille O'Neal,2002,5.5,3.0,29.5,10.8,2.9,27.5,0.968198747959762,1
Paul Pierce,2002,5.4,4.8,22.7,9.5,3.6,25.9,0.9650561501373944,3
Jason Kidd,2002,6.5,5.8,22.2,5.0,3.7,18.7,0.9364944038430778,2
Allen Iverson,2002,4.8,4.2,21.2,9.0,3.5,27.6,0.9289537235917216,2
Shawn Marion,2002,6.5,5.8,21.3,3.6,1.9,21.2,0.9117151423134464,0
Chris Webber,2002,3.6,5.3,20.9,5.3,3.2,23.0,0.6964701030730408,2
Steve Francis,2002,4.8,3.7,20.6,7.3,3.7,21.0,0.6830619847461363,0
Karl Malone,2002,4.6,4.3,21.7,7.7,2.6,20.6,0.6815830944350045,0
Jermaine O'Neal,2002,3.5,5.2,21.4,6.6,2.3,20.8,0.5622725229858284,3
Stephon Marbury,2002,4.0,2.5,20.1,5.8,3.2,22.3,0.33300739113805317,3
Jamal Mashburn,2002,3.5,3.6,18.0,4.5,2.8,21.6,0.25130131204565875,3
Ray Allen,2002,4.1,1.5,21.3,4.5,2.6,22.5,0.1996219134990007,0
Gary Payton,2002,4.1,2.1,21.1,4.4,2.3,20.4,0.17351340792858505,0
Ben Wallace,2002,4.3,7.9,17.2,2.6,1.2,6.9,0.1682376566963718,2
Steve Nash,2002,4.5,1.9,22.6,4.1,2.3,17.7,0.14628430232520756,3
Elton Brand,2002,3.1,2.7,21.7,5.7,2.6,18.5,0.12336021364625406,0
Andrei Kirilenko,2002,4.4,3.8,21.1,4.6,1.7,12.0,0.1101915586447438,0
Peja Stojaković,2002,3.4,3.3,19.6,3.7,1.4,19.2,0.10579668315684228,0
Michael Jordan,2002,2.8,3.4,19.3,4.0,2.1,20.0,0.10442755291823205,0
Shareef Abdur-Rahim,2002,2.8,2.3,19.9,6.7,2.6,19.9,0.09731007894444588,0
Kenyon Martin,2002,2.0,5.3,16.9,5.1,2.5,16.7,0.09477203529476977,0
Chauncey Billups,2002,3.8,2.9,20.4,4.9,1.8,16.2,0.09349248355857112,0
Metta World Peace,2002,3.1,4.1,17.6,5.4,2.1,15.5,0.08437499268192922,0
Pau Gasol,2002,2.8,2.0,20.7,6.9,2.6,19.0,0.07916406165287573,0
Rasheed Wallace,2002,3.1,3.4,18.5,3.7,1.9,18.1,0.07668567213098308,0
Kevin Garnett,2003,10.0,8.0,29.4,5.7,2.6,24.2,0.9997354788369749,1
Tim Duncan,2003,6.7,7.2,27.1,8.5,2.7,22.3,0.9940905607977507,1
Andrei Kirilenko,2003,7.2,5.0,22.6,6.4,2.8,16.5,0.9075449509322007,0
Shaquille O'Neal,2003,4.1,4.0,24.4,10.1,2.9,21.5,0.7560961992711599,1
Tracy McGrady,2003,5.7,0.4,25.3,7.5,2.7,28.0,0.7507689084173454,2
Kobe Bryant,2003,4.7,3.0,23.7,8.2,2.6,24.0,0.7353043983086345,1
Baron Davis,2003,4.8,3.2,20.7,5.3,3.2,22.9,0.604182047525984,3
Jermaine O'Neal,2003,3.1,6.3,21.1,5.9,2.3,20.1,0.5848685294043819,2
Ben Wallace,2003,4.3,9.1,17.3,3.6,1.5,9.5,0.46189105708025113,2
Peja Stojaković,2003,4.9,2.1,21.8,5.2,1.9,24.2,0.45655025005003635,2
Paul Pierce,2003,3.2,3.4,19.4,7.9,3.8,23.0,0.4426323078961532,0
Vince Carter,2003,3.9,3.4,20.0,5.7,3.1,22.5,0.43728919322154386,0
Sam Cassell,2003,4.6,3.3,22.8,4.1,2.7,19.8,0.42100070464897055,2
Metta World Peace,2003,3.8,5.2,18.2,6.0,2.8,18.3,0.4196345291975432,3
Allen Iverson,2003,2.1,2.3,19.3,9.5,4.4,26.4,0.3425962813623973,0
Lamar Odom,2003,3.8,4.8,18.5,5.7,3.0,17.1,0.3237815216542561,0
Dirk Nowitzki,2003,4.3,2.5,22.5,5.5,1.8,21.8,0.32309173525788326,3
Shawn Marion,2003,4.6,3.8,19.9,3.4,2.0,19.0,0.3045469509327929,0
Yao Ming,2003,3.2,4.8,21.9,5.4,2.5,17.5,0.2926606656400525,3
Elton Brand,2003,4.0,1.8,23.2,7.7,2.8,20.0,0.262235091906674,0
Jason Kidd,2003,4.2,4.4,19.7,3.7,3.2,15.5,0.2575391568015925,1
Chauncey Billups,2003,3.9,4.2,18.6,5.9,2.4,16.9,0.232396082303089,0
Richard Jefferson,2003,3.4,4.4,18.1,5.7,2.4,18.5,0.22717326147844724,0
Stephon Marbury,2003,4.3,1.7,20.4,5.4,3.1,20.2,0.1980683900226712,0
Donyell Marshall,2003,3.6,5.5,18.9,2.2,1.4,14.7,0.13763975419216187,0
Steve Francis,2003,2.7,4.7,15.8,5.5,3.7,16.6,0.1371205784546061,0
Manu Ginóbili,2003,3.8,5.1,18.5,3.9,2.1,12.8,0.13074224946498073,0
Pau Gasol,2003,3.0,2.8,21.7,6.6,2.4,17.7,0.11274775587469048,0
Kenyon Martin,2003,2.2,5.1,18.7,4.5,2.6,16.7,0.11238332959206382,0
Richard Hamilton,2003,2.3,4.4,16.8,4.4,2.7,17.6,0.07964300743811033,0
LeBron James,2004,9.1,4.6,25.7,8.0,3.3,27.2,0.9980153403490466,2
Kevin Garnett,2004,9.1,6.0,28.2,6.7,2.7,22.2,0.9976156558650788,2
Dirk Nowitzki,2004,7.1,5.2,26.1,9.1,2.3,26.1,0.9918723755442183,1
Tracy McGrady,2004,6.9,5.4,22.9,7.1,2.6,25.7,0.9841839713187238,3
Allen Iverson,2004,5.0,3.7,23.2,10.5,4.6,30.7,0.9777849509221008,1
Dwyane Wade,2004,4.9,4.3,23.1,9.9,4.2,24.1,0.9304284501185885,2
Shaquille O'Neal,2004,4.6,4.6,27.0,10.5,2.8,22.9,0.921014669270585,1
Tim Duncan,2004,5.4,5.7,27.0,6.9,1.9,20.3,0.9193972262107094,1
Amar'e Stoudemire,2004,4.7,3.3,26.6,9.9,2.4,26.0,0.8911686309242118,2
Vince Carter,2004,5.7,3.5,22.9,6.0,2.2,24.5,0.8359179880725252,0
Kobe Bryant,2004,4.7,1.0,23.3,10.1,4.1,27.6,0.7655333540632876,3
Gilbert Arenas,2004,5.2,2.3,21.3,8.0,3.0,25.5,0.743430663297891,3
Paul Pierce,2004,4.9,3.6,21.8,8.1,2.8,21.6,0.7075521141672713,0
Shawn Marion,2004,5.1,5.2,21.7,3.4,1.5,19.4,0.6254114855235275,3
Manu Ginóbili,2004,4.9,4.6,22.3,6.0,2.3,16.0,0.5071643514080337,0
Elton Brand,2004,4.2,3.7,22.4,6.0,2.3,20.0,0.44003321415316704,0
Larry Hughes,2004,3.7,3.1,21.6,7.4,2.5,22.0,0.3955729194707212,0
Stephon Marbury,2004,5.1,1.3,21.9,6.7,2.8,21.7,0.3790568559694437,0
Yao Ming,2004,2.8,4.7,23.2,6.2,2.5,18.3,0.3065611604249577,0
Ray Allen,2004,4.8,1.0,20.9,5.5,2.2,23.9,0.2822498381087848,2
Corey Maggette,2004,2.7,2.2,19.9,10.0,3.0,22.2,0.20626366290284612,0
Chauncey Billups,2004,4.5,3.5,19.0,4.8,2.3,16.5,0.20105905812654212,0
Jermaine O'Neal,2004,1.5,2.5,22.9,8.9,3.0,24.3,0.19143537112251904,0
Steve Francis,2004,2.4,2.3,18.9,7.8,4.1,21.3,0.14470859384958465,0
Jason Kidd,2004,4.1,4.2,19.5,2.9,2.5,14.4,0.14161989654657436,0
Tony Parker,2004,2.8,4.5,18.0,4.0,2.7,16.6,0.10673361211790265,0
Andrei Kirilenko,2004,3.8,2.0,24.4,6.3,2.2,15.6,0.10624282177807504,0
Pau Gasol,2004,2.7,2.8,22.5,6.6,2.4,17.8,0.10266708121598471,0
Jason Richardson,2004,3.0,2.4,19.0,4.3,2.3,21.7,0.09927932032269682,0
Mike Bibby,2004,3.6,1.9,19.2,5.2,2.5,19.6,0.09485327315698092,0
LeBron James,2005,9.4,4.3,28.1,10.3,3.3,31.4,0.9995326623655664,1
Kobe Bryant,2005,8.0,3.7,28.0,10.2,3.1,35.4,0.999057908486516,1
Dwyane Wade,2005,7.1,4.2,27.6,10.7,3.6,27.2,0.9945521501420429,2
Dirk Nowitzki,2005,7.9,4.3,28.1,7.4,1.9,26.6,0.9921473391644209,1
Kevin Garnett,2005,7.4,5.9,26.8,6.4,2.4,21.8,0.9873660708198303,0
Elton Brand,2005,6.8,5.5,26.5,7.2,2.2,24.7,0.9859553275360712,2
Gilbert Arenas,2005,6.3,2.6,23.8,10.0,3.7,29.3,0.9721879896905806,3
Allen Iverson,2005,5.3,1.8,25.9,11.5,3.4,33.0,0.9684308404567402,3
Paul Pierce,2005,5.3,3.2,23.6,10.3,3.5,26.8,0.9345014433584492,0
Pau Gasol,2005,6.0,5.4,22.7,7.7,2.9,20.4,0.9313440006589933,0
Tim Duncan,2005,4.9,6.9,23.1,6.7,2.5,18.6,0.8945444120489355,2
Shawn Marion,2005,5.6,5.9,23.6,3.7,1.5,21.8,0.882851907957767,3
Vince Carter,2005,5.2,4.4,21.6,7.6,2.7,24.2,0.8755344685214477,0
Chauncey Billups,2005,6.1,2.8,23.4,6.4,2.1,18.5,0.6097577650759127,2
Andrei Kirilenko,2005,5.6,4.3,20.7,7.2,2.9,15.3,0.5943011692023257,0
Carmelo Anthony,2005,3.5,2.6,22.0,8.9,2.7,26.5,0.5760311706172737,3
Michael Redd,2005,4.6,2.0,21.2,7.1,2.1,25.4,0.5063355461799238,0
Yao Ming,2005,3.2,3.5,25.6,6.9,2.6,22.3,0.48570267177947263,3
Jason Kidd,2005,5.5,5.6,19.2,3.1,2.4,13.3,0.4511718411393369,0
Tracy McGrady,2005,3.3,2.7,21.9,7.2,2.6,24.4,0.38758182792641993,0
Richard Jefferson,2005,3.9,4.1,18.9,7.4,2.2,19.5,0.36023976879444636,0
Steve Nash,2005,4.9,2.1,23.3,3.5,3.5,18.8,0.3129540138660259,1
Jason Richardson,2005,3.7,2.8,19.2,5.5,2.2,23.2,0.2669999519239112,0
Tony Parker,2005,3.3,4.1,20.8,4.5,3.1,18.9,0.26228050049311197,0
Ray Allen,2005,4.9,-0.3,22.2,4.6,2.4,25.1,0.21247966931417542,0
Manu Ginóbili,2005,4.1,3.7,22.4,5.5,1.9,15.1,0.19198485668713358,0
Chris Bosh,2005,3.4,1.1,23.2,8.3,2.2,22.5,0.1815578892029205,0
Shaquille O'Neal,2005,2.1,2.9,24.4,8.0,2.8,20.0,0.16944452372936022,1
Jermaine O'Neal,2005,2.0,3.5,20.4,7.2,3.0,20.1,0.13973510650153675,0
Rasheed Wallace,2005,4.0,4.9,17.6,2.3,1.1,15.1,0.11390751652486325,0
LeBron James,2006,8.1,5.7,24.5,9.0,3.2,27.3,0.9978133964816138,2
Dirk Nowitzki,2006,7.4,4.5,27.6,7.1,2.1,24.6,0.9847471770759,1
Tim Duncan,2006,6.2,6.8,26.1,7.1,2.8,20.0,0.9781283505857274,1
Kobe Bryant,2006,6.1,2.2,26.1,10.0,3.3,31.6,0.977387051081993,1
Dwyane Wade,2006,4.9,2.9,28.9,10.5,4.2,27.4,0.959701975564441,3
Kevin Garnett,2006,5.5,4.9,24.1,6.6,2.7,22.4,0.9075246914681079,3
Tracy McGrady,2006,5.2,4.5,23.2,6.9,3.0,24.6,0.9063611413907708,2
Gilbert Arenas,2006,5.0,1.5,24.0,9.7,3.2,28.4,0.8339173077745758,2
Vince Carter,2006,4.6,3.1,21.8,7.0,2.6,25.2,0.6993912799562543,0
Dwight Howard,2006,3.7,5.8,21.1,8.1,3.9,17.6,0.6869256606630665,3
Elton Brand,2006,4.8,4.3,23.1,5.8,2.5,20.5,0.6822860594667289,0
Yao Ming,2006,2.8,3.4,26.5,8.6,3.5,25.0,0.6714122141713478,2
Manu Ginóbili,2006,5.1,4.3,24.1,5.0,2.1,16.5,0.5277317723461741,0
Carmelo Anthony,2006,2.5,2.1,22.1,8.7,3.6,28.9,0.4968720944028556,3
Carlos Boozer,2006,4.3,3.4,24.1,5.0,2.6,20.9,0.49516197469502665,0
Shawn Marion,2006,4.8,5.3,20.8,3.1,1.4,17.5,0.4528540599491957,0
Chris Bosh,2006,3.1,3.5,22.6,8.6,2.6,22.6,0.4508035522902799,2
Luol Deng,2006,3.9,5.6,18.7,4.4,1.9,18.8,0.4143412825460165,0
Allen Iverson,2006,2.6,2.2,19.6,9.4,4.1,26.3,0.39395230200129994,0
Steve Nash,2006,5.3,1.7,23.8,3.3,3.8,18.6,0.34357192100395845,1
Amar'e Stoudemire,2006,2.6,4.0,23.1,7.1,2.8,20.4,0.3153468742469159,1
Paul Pierce,2006,2.7,1.6,21.7,8.6,3.2,25.0,0.2522280968741814,0
Ben Gordon,2006,3.0,3.9,18.2,5.4,3.0,21.4,0.24764510319743424,0
Andre Iguodala,2006,3.4,3.6,18.1,7.3,3.4,18.2,0.2246791296345802,0
Tony Parker,2006,3.2,3.9,21.4,4.5,2.5,18.6,0.19955831225369466,0
Gerald Wallace,2006,3.7,3.5,19.8,6.2,2.2,18.1,0.1976470847249777,0
Ray Allen,2006,3.2,0.9,21.6,5.6,2.8,26.4,0.19598700311566034,0
Chris Paul,2006,4.2,2.6,22.0,5.6,2.5,17.3,0.18977934072371705,0
Jason Kidd,2006,4.9,4.1,19.4,2.9,2.7,13.0,0.18311730081512914,0
Chauncey Billups,2006,4.3,2.7,21.3,6.2,2.0,17.0,0.17867143226996215,3
LeBron James,2007,9.8,4.6,29.1,10.3,3.4,30.0,0.9996713852598816,1
Chris Paul,2007,9.3,4.6,28.3,4.9,2.5,21.1,0.9922225863168519,1
Kobe Bryant,2007,6.3,4.3,24.2,9.0,3.1,28.3,0.9837280034919904,1
Kevin Garnett,2007,6.0,6.2,25.3,4.7,1.9,18.8,0.9150433073730379,1
Dirk Nowitzki,2007,6.0,4.0,24.6,7.1,2.1,23.6,0.9086366871826588,2
Dwight Howard,2007,3.7,6.4,22.9,10.9,3.2,20.7,0.8934488027681412,1
Amar'e Stoudemire,2007,4.6,3.8,27.6,8.7,2.2,25.2,0.8877250306604484,2
Manu Ginóbili,2007,6.0,4.5,24.3,6.0,2.7,19.5,0.8582216175271343,3
Tim Duncan,2007,4.8,6.2,24.4,5.9,2.3,19.3,0.8544490108656426,2
Paul Pierce,2007,5.0,5.7,19.6,6.1,2.8,19.6,0.7823913901317556,3
Allen Iverson,2007,4.0,2.8,20.9,9.7,3.0,26.4,0.6983672064858307,0
Chauncey Billups,2007,6.2,3.4,23.6,5.6,2.1,17.0,0.6229308677419721,0
Andre Iguodala,2007,4.9,4.4,19.0,6.2,2.6,19.9,0.5931307555028498,0
Chris Bosh,2007,3.9,3.1,23.8,8.3,2.3,22.3,0.5268372187942254,0
Yao Ming,2007,2.8,4.1,22.5,7.4,3.3,22.0,0.46346788748112766,3
Carlos Boozer,2007,3.5,4.3,21.9,4.9,2.6,21.1,0.42292365367547846,3
Carmelo Anthony,2007,2.5,3.0,21.1,7.7,3.3,25.7,0.3925020734078639,0
Baron Davis,2007,4.5,2.8,19.8,5.2,2.8,21.8,0.38145600775899297,0
Josh Smith,2007,3.7,4.6,19.0,5.8,3.0,17.2,0.30249454096048106,0
Deron Williams,2007,4.5,2.3,20.8,5.0,3.4,18.8,0.2530299936987981,2
Dwyane Wade,2007,2.3,1.5,21.5,9.2,4.4,24.6,0.2495476991839515,0
Tracy McGrady,2007,3.1,3.8,18.4,5.4,2.4,21.6,0.2292030041023141,3
Hedo Türkoğlu,2007,3.6,3.5,17.8,4.8,3.0,19.5,0.19750710757908638,0
Jason Richardson,2007,4.0,2.6,18.4,4.0,2.0,21.8,0.17690398807056143,0
David West,2007,2.6,4.0,19.9,4.6,2.2,20.6,0.16224181739237697,0
Caron Butler,2007,3.5,2.4,20.7,4.5,2.6,20.3,0.14345377164547288,0
Antawn Jamison,2007,2.9,3.2,20.3,5.5,1.4,21.4,0.14088022034125594,0
