Player,Season,VORP,DWS,PER,FTA,TOV,PTS,AllNBA_pred_proba,Class
Al Jefferson,2007,2.6,2.9,22.7,4.8,2.0,21.0,0.12858107549249403,0
Rashard Lewis,2007,4.0,3.7,16.7,3.2,1.7,18.2,0.12176472483447745,0
Corey Maggette,2007,2.4,1.8,19.3,9.7,2.8,22.1,0.11968355490858038,0
LeBron James,2008,11.8,6.5,31.7,9.4,3.0,28.4,0.9999687126624736,1
Dwyane Wade,2008,9.6,4.4,30.4,9.8,3.4,30.2,0.9996219488373282,1
Chris Paul,2008,9.9,5.0,30.0,6.7,3.0,22.8,0.9984199045512806,2
Dwight Howard,2008,4.7,7.6,25.4,10.7,3.0,20.6,0.9772895486192866,1
Kobe Bryant,2008,5.9,4.0,24.4,6.9,2.6,26.8,0.9493812535468648,1
Brandon Roy,2008,6.0,2.6,24.0,6.5,1.9,22.6,0.7434018595786542,2
Tim Duncan,2008,4.7,5.0,24.4,6.4,2.2,19.3,0.7360533174859878,2
Dirk Nowitzki,2008,4.2,3.4,23.1,6.7,1.9,25.9,0.6834080929328824,1
Danny Granger,2008,4.2,2.4,21.8,6.9,2.5,25.8,0.551879845386995,0
Pau Gasol,2008,5.0,4.2,22.2,5.4,1.9,18.9,0.5512366319461981,3
Kevin Durant,2008,3.8,2.7,20.8,7.1,3.0,25.3,0.5134167070238537,0
Yao Ming,2008,3.3,5.0,22.7,5.7,3.0,19.7,0.5035503215373685,2
Paul Pierce,2008,3.9,4.8,17.7,6.8,2.8,20.5,0.4956637990943966,2
Chris Bosh,2008,3.5,3.1,22.1,8.0,2.3,22.7,0.4125229930031084,0
Tony Parker,2008,3.5,3.0,23.4,5.0,2.6,22.0,0.3283749839281901,3
Andre Iguodala,2008,4.3,3.5,18.4,6.4,2.7,18.8,0.30581410177680723,0
Gerald Wallace,2008,3.7,4.6,18.6,6.4,2.1,16.6,0.23474701943884385,0
Rashard Lewis,2008,4.1,4.8,16.8,3.4,2.0,17.7,0.22820412675550292,0
Devin Harris,2008,3.0,1.7,21.6,8.8,3.1,21.3,0.17823447441950668,0
Deron Williams,2008,3.8,1.9,21.1,5.6,3.4,19.4,0.16815249585075767,0
Ray Allen,2008,4.3,3.7,17.3,3.2,1.7,18.2,0.15650517280651344,0
Rajon Rondo,2008,4.0,5.1,18.8,3.4,2.6,11.9,0.14127242173493992,0
Joe Johnson,2008,3.1,2.5,18.2,4.6,2.5,21.4,0.10667652634298695,0
Kevin Garnett,2008,3.5,4.1,21.2,2.3,1.6,15.8,0.10163489438330554,0
David West,2008,2.0,3.5,18.9,5.5,2.1,21.0,0.08901584588407206,0
Chauncey Billups,2008,3.8,2.2,18.8,5.8,2.2,17.7,0.0871873649840972,3
Carmelo Anthony,2008,1.5,2.6,19.0,7.1,3.0,22.8,0.08455677479453305,3
Al Jefferson,2008,2.1,2.0,23.1,5.0,1.8,23.1,0.08352372075036389,0
Vince Carter,2008,3.3,1.8,19.3,5.1,2.1,20.8,0.08122562498812502,0
Mo Williams,2008,3.1,3.7,17.2,2.8,2.2,17.8,0.07186184458741374,0
LeBron James,2009,10.3,5.2,31.1,10.2,3.4,29.7,0.9998649266503962,1
Kevin Durant,2009,7.5,5.0,26.2,10.2,3.3,30.1,0.9979791369763739,1
Dwyane Wade,2009,7.9,4.6,28.0,9.1,3.3,26.6,0.9965072424695602,1
Dwight Howard,2009,4.6,7.1,24.0,10.0,3.3,18.3,0.9415131432887511,1
Kobe Bryant,2009,4.4,4.0,21.9,7.4,3.2,27.0,0.8604740012588731,1
Dirk Nowitzki,2009,4.7,3.9,22.9,7.2,1.8,25.0,0.781618346827229,2
Tim Duncan,2009,5.0,4.5,24.7,4.8,1.8,17.9,0.5935884965549542,3
Gerald Wallace,2009,3.7,6.2,18.3,7.2,2.3,18.2,0.5509829471078626,0
Carmelo Anthony,2009,2.9,2.4,22.2,8.9,3.0,28.2,0.5463960010491211,2
Josh Smith,2009,5.1,5.1,21.0,5.2,2.4,15.7,0.5443491470271274,0
Pau Gasol,2009,4.2,4.2,22.9,5.6,2.2,18.3,0.4268844807619364,3
Carlos Boozer,2009,3.7,4.6,21.3,4.9,2.7,19.5,0.41719242854498506,0
Chris Bosh,2009,3.6,1.7,25.0,8.4,2.4,24.0,0.3942080841922828,0
Deron Williams,2009,4.1,3.0,20.6,5.5,3.3,18.7,0.27593955681392013,2
Manu Ginóbili,2009,4.7,3.2,22.5,4.7,2.1,16.5,0.2562396404623474,0
Brandon Roy,2009,4.1,2.1,21.3,6.8,2.0,21.5,0.25252801050096724,3
Danny Granger,2009,2.9,2.7,19.8,6.9,2.5,24.1,0.244243011462609,0
Rajon Rondo,2009,4.2,4.7,19.1,3.5,3.0,13.7,0.20046998540508063,0
David Lee,2009,3.5,2.9,22.2,4.1,2.3,20.2,0.1862313488355416,0
Amar'e Stoudemire,2009,2.2,2.5,22.6,7.7,2.6,23.1,0.1858868884158097,2
Stephen Jackson,2009,1.9,4.6,15.6,5.4,3.2,20.6,0.12938364200066885,0
Chauncey Billups,2009,3.6,1.7,20.2,7.0,2.4,19.5,0.11351159413771626,0
Andrew Bogut,2009,2.8,4.8,20.7,3.4,1.9,15.9,0.11129867893940298,3
Zach Randolph,2009,2.5,2.7,21.2,5.7,2.1,20.8,0.10256854947828271,0
Paul Pierce,2009,3.0,3.3,18.2,6.1,2.3,18.3,0.10255208738510295,0
Joe Johnson,2009,3.4,2.4,19.3,3.5,1.9,21.3,0.10141466220445428,3
Chris Paul,2009,3.5,1.5,23.7,4.2,2.5,18.7,0.08805291120933956,0
Andre Iguodala,2009,3.5,2.8,17.8,5.2,2.7,17.1,0.08459004928240178,0
Derrick Rose,2009,2.7,2.5,18.6,4.3,2.8,20.8,0.0803752529377023,0
Nenê,2009,3.6,3.7,18.9,5.1,1.5,13.8,0.06640192808485748,0
LeBron James,2010,7.8,5.3,27.3,8.4,3.6,26.7,0.9973289472421434,1
Dwight Howard,2010,5.4,7.7,26.1,11.7,3.6,22.9,0.9943586579319927,1
Derrick Rose,2010,6.7,4.8,23.5,6.9,3.4,25.0,0.9776117458243029,1
Dwyane Wade,2010,6.1,4.7,25.6,8.6,3.1,25.5,0.9774644458082448,2
Kevin Durant,2010,5.3,3.3,23.6,8.7,2.8,27.7,0.9213795779835816,1
Kobe Bryant,2010,5.0,3.5,23.9,7.1,3.0,25.3,0.8552505703504225,1
Chris Paul,2010,6.7,4.4,23.7,4.8,2.2,15.9,0.7652073879962147,3
Russell Westbrook,2010,4.4,3.1,23.6,7.7,3.9,21.9,0.6823279570807951,2
Pau Gasol,2010,5.2,4.7,23.3,5.2,1.7,18.8,0.6623284881374633,2
Dirk Nowitzki,2010,4.5,3.3,23.4,6.1,1.9,23.0,0.5816176465397966,2
Paul Pierce,2010,4.6,5.1,19.7,5.6,2.1,18.9,0.5581475898602763,0
Kevin Love,2010,4.2,2.5,24.3,6.8,2.1,20.2,0.346327746024807,0
Amar'e Stoudemire,2010,2.4,2.6,22.7,7.7,3.2,25.3,0.3403763159659593,2
Carmelo Anthony,2010,2.7,2.5,21.7,7.9,2.7,25.6,0.3353861400258943,0
LaMarcus Aldridge,2010,3.4,3.5,21.5,5.5,1.9,21.8,0.28978489580293937,3
Manu Ginóbili,2010,4.5,3.2,21.7,5.1,2.2,17.4,0.25901803203135365,3
Zach Randolph,2010,3.2,3.7,22.6,5.3,2.0,20.1,0.2468423977397125,3
Kevin Martin,2010,3.5,1.5,21.4,8.4,2.3,23.5,0.23566726605113514,0
Kevin Garnett,2010,3.8,5.6,20.6,3.1,1.6,14.9,0.23062139046922175,0
Josh Smith,2010,3.2,4.5,19.2,4.1,2.6,16.5,0.15145939970801497,0
Danny Granger,2010,2.9,3.2,17.8,5.9,2.6,20.5,0.13376565267516663,0
Luol Deng,2010,3.0,5.2,15.5,4.1,1.9,17.4,0.12643231327764892,0
David West,2010,3.0,3.4,20.4,4.7,2.0,18.9,0.11771309614368437,0
Chris Bosh,2010,2.3,4.3,19.4,6.1,1.8,18.7,0.11732573989075089,0
Al Horford,2010,3.9,3.7,20.7,2.4,1.5,15.3,0.09160597035290273,3
Monta Ellis,2010,2.3,1.7,18.6,5.4,3.2,24.1,0.09082096176340376,0
Deron Williams,2010,3.1,1.1,21.1,6.3,3.5,20.1,0.08905641143384606,0
Lamar Odom,2010,3.7,4.0,19.4,3.0,1.7,14.4,0.07956318612054351,0
Ray Allen,2010,3.6,4.2,16.4,2.7,1.5,16.5,0.07862003936650482,0
Tim Duncan,2010,3.5,4.0,21.9,3.4,1.6,13.4,0.07860852756259501,0
LeBron James,2011,7.6,4.5,30.7,8.1,3.4,27.1,0.9966138403223972,1
Kevin Durant,2011,5.8,3.7,26.2,7.6,3.8,28.0,0.9727944803642269,1
Dwight Howard,2011,3.3,4.4,24.2,10.6,3.2,20.6,0.6779714735840989,1
Chris Paul,2011,6.1,2.3,27.0,5.0,2.1,19.8,0.6538051535439705,1
Kevin Love,2011,3.9,2.3,25.4,8.4,2.3,26.0,0.6330343220680832,2
Dwyane Wade,2011,4.0,2.9,26.3,6.1,2.6,22.1,0.5271154997684443,3
Kobe Bryant,2011,2.9,2.0,21.9,7.8,3.5,27.9,0.46324272367472114,1
Josh Smith,2011,3.3,4.9,21.1,4.9,2.5,18.8,0.3393114347444318,0
Russell Westbrook,2011,3.0,2.4,22.9,6.3,3.6,23.6,0.3283148321710651,2
Blake Griffin,2011,3.4,2.6,23.4,7.1,2.3,20.7,0.25477874682290824,2
Paul Pierce,2011,3.2,3.7,19.6,5.6,2.8,19.4,0.20925702295771964,0
Carmelo Anthony,2011,2.7,2.6,21.1,6.7,2.6,22.6,0.18782997630749143,3
Derrick Rose,2011,2.9,2.0,23.0,6.1,3.1,21.8,0.1775237288408342,0
Dirk Nowitzki,2011,3.0,2.6,21.7,5.7,1.9,21.6,0.15331232481770374,3
Andrew Bynum,2011,2.6,3.3,22.9,5.6,2.5,18.7,0.13780161150318418,2
Pau Gasol,2011,3.3,3.1,20.4,4.0,2.2,17.4,0.09146922380002702,0
Kevin Garnett,2011,2.9,4.3,20.4,3.2,1.8,15.8,0.0822276614109991,0
LaMarcus Aldridge,2011,2.5,1.6,22.7,5.0,2.0,21.7,0.06944747581888423,0
Marc Gasol,2011,3.1,4.0,18.4,4.9,1.9,14.6,0.06611858341347086,0
Paul Millsap,2011,3.1,2.9,21.8,4.0,1.8,16.6,0.06509620246837333,0
Al Jefferson,2011,3.0,2.5,22.8,2.9,1.0,19.2,0.06024531531277394,0
Rudy Gay,2011,2.4,3.3,17.8,4.0,2.5,19.0,0.05993088525772326,0
James Harden,2011,3.1,1.8,21.1,6.0,2.2,16.8,0.048928458406045844,0
Andre Iguodala,2011,3.3,4.2,17.6,3.2,1.9,12.4,0.041768746195497725,0
Greg Monroe,2011,2.6,2.7,22.0,4.1,2.4,15.4,0.04058975202306959,0
Carlos Boozer,2011,2.3,4.3,19.7,2.1,1.7,15.0,0.036637803560823655,0
Deron Williams,2011,2.2,0.4,20.3,5.5,4.0,21.0,0.036106669486906655,0
Tony Parker,2011,2.3,1.6,22.0,4.7,2.6,18.3,0.034287499617454226,2
Brandon Jennings,2011,2.8,1.8,18.4,3.6,2.2,19.1,0.032261175465432175,0
Danny Granger,2011,2.5,2.2,18.6,4.7,1.8,18.7,0.032191790354735725,0
LeBron James,2012,9.9,4.7,31.6,7.0,3.0,26.8,0.9993025218191359,1
Kevin Durant,2012,8.9,5.3,28.3,9.3,3.5,28.1,0.9992608044060207,1
James Harden,2012,5.8,3.0,22.9,10.2,3.8,25.9,0.9385007843399045,3
Kobe Bryant,2012,5.0,2.6,23.0,8.0,3.7,27.3,0.8640336861757208,1
Russell Westbrook,2012,4.6,3.9,23.9,7.0,3.3,23.2,0.8013017235851067,2
Chris Paul,2012,6.4,3.4,26.4,4.6,2.3,16.9,0.7079433307556405,1
Carmelo Anthony,2012,3.9,2.0,24.8,7.6,2.6,28.7,0.6878485830414527,2
Stephen Curry,2012,5.6,2.8,21.3,3.7,3.1,22.9,0.6441651917484976,0
Paul George,2012,4.4,6.3,16.8,3.5,2.9,17.4,0.5280399564485656,3
Dwyane Wade,2012,3.8,3.5,24.0,6.2,2.8,21.2,0.4859195731247553,3
Tim Duncan,2012,3.8,4.9,24.4,4.3,2.1,17.8,0.4260521053443514,1
Marc Gasol,2012,5.1,5.4,19.5,4.0,2.0,14.1,0.3981720273382053,2
Blake Griffin,2012,4.0,3.9,22.4,5.3,2.3,18.0,0.32139510327588544,2
David West,2012,3.7,4.7,20.1,4.3,2.2,17.1,0.24833636106859772,0
Mike Conley,2012,4.6,4.7,18.3,3.5,2.4,14.6,0.2329084146272188,0
Paul Pierce,2012,3.6,3.7,19.1,5.5,2.8,18.6,0.2204906560727226,0
Dwight Howard,2012,1.8,4.8,19.4,9.5,3.0,17.1,0.1722617555500674,3
Tony Parker,2012,3.1,2.3,23.0,5.0,2.6,20.3,0.14243410785205082,2
Brook Lopez,2012,3.0,2.6,24.7,5.3,1.8,19.4,0.1352733100415426,0
Deron Williams,2012,4.2,1.8,20.3,4.7,2.8,18.9,0.13494921609066954,0
Josh Smith,2012,2.5,4.5,17.7,4.2,3.0,17.5,0.10989552689053475,0
David Lee,2012,2.8,3.7,19.2,4.1,2.6,18.5,0.1083374112420384,3
Kyrie Irving,2012,3.0,1.1,21.4,4.9,3.2,22.5,0.1010055013291922,0
Al Horford,2012,2.7,4.1,19.8,2.8,2.0,17.4,0.08021758081786845,0
Joakim Noah,2012,3.3,4.7,18.1,3.6,2.7,11.9,0.07039868674332171,0
John Wall,2012,2.4,2.2,20.8,6.2,3.2,18.5,0.06720206498695962,0
LaMarcus Aldridge,2012,2.3,2.3,20.4,4.7,1.9,21.1,0.057997937986678086,0
Greg Monroe,2012,2.6,3.2,19.5,4.8,2.9,16.0,0.05697635244214444,0
Al Jefferson,2012,2.8,3.3,20.9,2.8,1.3,17.8,0.05523728326575381,0
Monta Ellis,2012,2.1,3.3,16.2,4.6,3.1,19.2,0.053908050251921275,0
Kevin Durant,2013,9.6,4.4,29.8,9.9,3.5,32.0,0.9997241752910243,1
LeBron James,2013,7.9,3.7,29.3,7.6,3.5,27.1,0.9946437510319237,1
Kevin Love,2013,7.7,3.7,26.9,8.2,2.5,26.1,0.9877079282711267,2
Stephen Curry,2013,6.7,4.0,24.1,4.5,3.8,24.0,0.9512706178354008,2
DeAndre Liggins,2013,0.0,0.0,129.1,0.0,0.0,2.0,0.9088623733880654,0
Paul George,2013,5.0,6.4,20.1,5.8,2.8,21.7,0.8922029487445223,3
James Harden,2013,5.3,2.7,23.5,9.1,3.6,25.4,0.8751187400607068,1
Blake Griffin,2013,4.7,4.1,23.9,8.4,2.8,24.1,0.85847966563895,2
Carmelo Anthony,2013,5.3,2.5,24.4,7.0,2.6,27.4,0.8497285632353004,0
DeMarcus Cousins,2013,4.2,3.8,26.1,8.4,3.5,22.7,0.8118315054928431,0
Chris Paul,2013,5.8,3.2,25.9,5.6,2.3,19.1,0.695461080590535,1
Joakim Noah,2013,5.2,6.6,20.0,4.2,2.4,12.6,0.5719839323996742,1
Anthony Davis,2013,4.0,3.2,26.5,6.6,1.6,20.8,0.45873934758979623,0
Al Jefferson,2013,3.0,4.7,22.7,3.8,1.7,21.8,0.34775129719305087,3
Dirk Nowitzki,2013,4.7,2.3,23.6,4.7,1.5,21.7,0.3425727994432965,0
John Wall,2013,3.6,4.0,19.5,4.8,3.6,19.3,0.3179401195063677,0
Kyle Lowry,2013,4.8,3.3,20.1,4.9,2.5,17.9,0.30860135899938423,0
Russell Westbrook,2013,2.7,2.3,24.7,6.4,3.8,21.8,0.2591820329272698,0
Dwight Howard,2013,2.3,4.1,21.3,9.0,3.2,18.3,0.23658607168445614,2
LaMarcus Aldridge,2013,2.7,3.5,21.8,5.2,1.8,23.2,0.23563504471312766,3
Goran Dragić,2013,4.0,2.0,21.4,5.5,2.8,20.3,0.20150137088970102,3
DeMar DeRozan,2013,2.8,3.0,18.4,8.0,2.2,22.7,0.19828221397143378,0
Paul Millsap,2013,3.0,4.0,19.8,5.3,2.5,17.9,0.15565460995016228,0
Damian Lillard,2013,3.9,1.8,18.6,5.2,2.4,20.7,0.12061583710734101,3
Kyrie Irving,2013,3.3,2.1,20.1,4.8,2.7,20.8,0.11750987260911434,0
Tim Duncan,2013,2.9,4.6,21.3,4.3,2.1,15.1,0.11706445403145808,0
Isaiah Thomas,2013,3.2,1.3,20.5,5.7,3.0,20.3,0.08333557150079786,0
DeAndre Jordan,2013,3.3,5.8,18.2,4.6,1.5,10.4,0.08155325838635928,0
Mike Conley,2013,3.6,2.7,20.0,3.8,2.1,17.2,0.07899045102834704,0
Rudy Gay,2013,2.4,2.5,18.3,5.3,3.1,20.0,0.06793376856431813,0
James Harden,2014,8.1,4.2,26.7,10.2,4.0,27.4,0.9973205733567774,1
Russell Westbrook,2014,5.8,3.2,29.1,9.8,4.4,28.1,0.9841285426477864,2
Stephen Curry,2014,7.9,4.1,28.0,4.2,3.1,23.8,0.9835131020374478,1
Anthony Davis,2014,6.7,4.2,30.8,6.8,1.4,24.4,0.9726963014974814,1
LeBron James,2014,5.7,2.9,25.9,7.7,3.9,25.3,0.9256663301137111,1
Chris Paul,2014,7.2,3.2,26.0,3.9,2.3,19.1,0.8359713340823361,2
DeMarcus Cousins,2014,3.2,3.2,25.2,9.2,4.3,24.1,0.7071271573094143,2
Marc Gasol,2014,4.8,4.7,21.7,5.4,2.2,17.4,0.5244683842724078,1
Damian Lillard,2014,4.9,3.3,20.7,4.9,2.7,21.0,0.4973430992970757,0
John Wall,2014,4.0,4.2,19.9,4.6,3.8,17.6,0.3550136115918314,0
LaMarcus Aldridge,2014,3.1,3.7,22.8,5.1,1.7,23.4,0.3427221049557972,2
Pau Gasol,2014,3.7,4.4,22.7,4.7,2.0,18.5,0.32932921272369414,2
Jimmy Butler,2014,4.2,3.0,21.3,7.1,1.4,20.0,0.28866031678755594,0
Blake Griffin,2014,3.6,2.4,22.8,6.4,2.3,21.9,0.2720411500545723,3
Kevin Durant,2014,2.8,1.0,27.6,6.3,2.7,25.4,0.2587824100186139,0
Klay Thompson,2014,4.0,3.1,20.8,3.3,1.9,21.7,0.2497770643458657,3
Kyrie Irving,2014,4.2,2.0,21.5,4.9,2.5,21.7,0.2454971418784505,3
Gordon Hayward,2014,4.0,2.9,20.2,6.1,2.7,19.3,0.24501176642205214,0
Kawhi Leonard,2014,4.1,4.4,22.0,3.9,1.5,16.5,0.2419209819601449,0
Tim Duncan,2014,4.0,4.7,22.6,4.0,1.7,13.9,0.1994898659835736,3
Paul Millsap,2014,3.3,4.3,20.0,4.6,2.3,16.7,0.16049382143063926,0
DeAndre Jordan,2014,3.5,5.4,21.0,5.7,1.3,11.5,0.13298310273711308,3
Eric Bledsoe,2014,2.9,2.9,18.4,5.4,3.4,17.0,0.07768882353197205,0
Rudy Gay,2014,2.9,1.3,19.7,5.8,2.7,21.1,0.06689095042389652,0
Al Horford,2014,3.6,3.6,21.4,1.9,1.3,15.2,0.0668191821965041,0
Dwyane Wade,2014,2.1,1.4,21.4,6.0,3.4,21.5,0.06613760849603999,0
Draymond Green,2014,3.5,5.2,16.4,2.5,1.7,11.7,0.05587085310903547,0
Jeff Teague,2014,2.8,2.8,20.6,4.4,2.8,15.9,0.05369740940117268,0
Derrick Favors,2014,2.6,3.3,21.8,4.5,1.6,16.0,0.05221481700462993,0
Kyle Lowry,2014,3.1,2.0,19.3,4.5,2.5,17.8,0.04784192241338877,0
Stephen Curry,2015,9.5,4.1,31.5,5.1,3.3,30.1,0.9991457474791052,1
Kevin Durant,2015,7.8,3.5,28.2,6.9,3.5,28.2,0.993403604390347,2
LeBron James,2015,7.5,4.0,27.5,6.5,3.3,25.3,0.9871219814458192,1
James Harden,2015,6.8,2.6,25.3,10.2,4.6,29.0,0.9870838089982188,0
Russell Westbrook,2015,6.8,4.0,27.6,7.2,4.3,23.5,0.979918085260913,1
Kawhi Leonard,2015,6.7,5.5,26.0,4.6,1.5,21.2,0.9470786597053604,1
Paul George,2015,4.9,4.8,20.9,6.5,3.3,23.1,0.8455907062387082,3
Kyle Lowry,2015,5.7,3.7,22.2,6.4,2.9,21.2,0.7850412335065128,3
Chris Paul,2015,6.0,3.5,26.2,4.4,2.6,19.5,0.7659453361240877,2
DeMarcus Cousins,2015,3.0,3.3,23.6,10.2,3.8,26.9,0.7553451033865491,2
Paul Millsap,2015,4.1,6.0,21.3,5.0,2.4,17.1,0.5631842883734147,0
Draymond Green,2015,5.3,5.1,19.3,4.1,3.2,14.0,0.47052016163526433,2
Damian Lillard,2015,4.3,1.4,22.2,6.2,3.2,25.1,0.4291034777996123,2
Anthony Davis,2015,3.2,2.8,25.0,7.0,2.0,24.3,0.4193609308824541,0
Kemba Walker,2015,4.3,3.6,20.8,5.4,2.1,20.9,0.4041289397153269,0
Isaiah Thomas,2015,4.2,2.5,21.5,6.6,2.7,22.2,0.39225941133202413,0
John Wall,2015,3.9,3.5,19.8,4.5,4.1,19.9,0.35836964603163546,0
DeMar DeRozan,2015,3.2,2.4,21.5,8.4,2.2,23.5,0.2929534481254767,0
Jimmy Butler,2015,3.9,2.7,21.3,7.1,2.0,20.9,0.27896155120368366,0
Hassan Whiteside,2015,3.3,5.3,25.6,4.5,1.9,14.2,0.2683758583547807,0
Pau Gasol,2015,4.0,3.9,21.7,4.0,2.3,16.5,0.21474851372640902,0
Carmelo Anthony,2015,3.4,2.5,20.3,5.6,2.4,21.8,0.186943856600866,0
DeAndre Jordan,2015,3.2,5.5,20.6,8.0,1.4,12.7,0.18131669967092787,1
Gordon Hayward,2015,3.3,3.4,18.3,6.0,2.5,19.7,0.17284218952321506,0
Andre Drummond,2015,2.0,5.5,21.2,7.2,1.9,16.2,0.16683044342856715,3
LaMarcus Aldridge,2015,2.5,4.5,22.4,4.1,1.3,18.0,0.12434019918767851,3
Al Horford,2015,3.9,4.5,19.4,1.6,1.3,15.2,0.1029862962987514,0
Kevin Love,2015,3.3,3.8,19.0,4.1,1.8,16.0,0.08160703453274175,0
Giannis Antetokounmpo,2015,2.9,2.9,18.8,5.1,2.6,16.9,0.06158682051969145,0
Dwyane Wade,2015,2.2,2.6,20.3,5.5,2.7,19.0,0.060146550654803455,0
Russell Westbrook,2016,9.3,4.6,30.6,10.4,5.4,31.6,0.9998407835502329,1
James Harden,2016,8.0,3.6,27.4,10.9,5.7,29.1,0.998497656620536,1
Kawhi Leonard,2016,7.1,4.7,27.6,7.2,2.1,25.5,0.9859638597664597,1
Anthony Davis,2016,5.4,5.1,27.5,8.6,2.4,28.0,0.9818577535235646,1
LeBron James,2016,6.7,3.0,27.0,7.2,4.1,26.4,0.9745475302066812,1
Giannis Antetokounmpo,2016,6.7,4.5,26.1,7.7,2.9,22.9,0.9698474152158272,2
DeMarcus Cousins,2016,5.5,3.8,25.8,9.3,3.7,27.0,0.9671431243811609,0
Jimmy Butler,2016,6.6,3.8,25.1,8.9,2.1,23.9,0.9518026460549849,3
Kevin Durant,2016,5.7,4.0,27.6,6.2,2.2,25.1,0.9326398345176508,2
Stephen Curry,2016,5.9,3.9,24.6,4.6,3.0,25.3,0.917689368373853,2
Isaiah Thomas,2016,5.6,1.6,26.5,8.5,2.8,28.9,0.902258557930253,2
Karl-Anthony Towns,2016,5.2,2.8,25.9,5.2,2.6,25.1,0.7906700630541206,0
John Wall,2016,4.8,3.0,23.2,6.8,4.1,23.1,0.7530052994152571,3
Damian Lillard,2016,4.8,1.5,24.1,7.3,2.6,27.0,0.6689559823227558,0
DeMar DeRozan,2016,3.3,2.4,24.0,8.7,2.4,27.3,0.5785932949456117,3
Rudy Gobert,2016,4.4,6.0,23.3,5.9,1.8,14.0,0.5167885664278978,2
Gordon Hayward,2016,4.5,3.3,22.2,5.9,1.9,21.9,0.48711091509656584,0
Kyle Lowry,2016,4.6,2.3,22.9,6.1,2.9,22.4,0.4831267084523819,0
Mike Conley,2016,5.1,2.5,23.2,5.3,2.3,20.5,0.45069300507573734,0
Chris Paul,2016,5.2,2.6,26.2,4.3,2.4,18.1,0.4320891980045442,0
Marc Gasol,2016,4.6,3.5,20.3,4.5,2.2,19.5,0.343152004937806,0
Paul George,2016,3.4,3.1,20.2,5.0,2.9,23.7,0.33213551139305064,0
Kemba Walker,2016,4.2,2.2,21.3,4.5,2.1,23.2,0.2858833900348622,0
Blake Griffin,2016,3.5,2.4,22.6,6.9,2.3,21.6,0.2554417093928344,0
Kyrie Irving,2016,3.4,1.5,23.0,4.6,2.5,25.2,0.2317667307931142,0
Nikola Jokić,2016,4.8,2.0,26.3,3.1,2.3,16.7,0.20233988453805982,0
Hassan Whiteside,2016,2.2,5.3,22.6,4.6,2.0,17.0,0.16955268953866834,0
Eric Bledsoe,2016,3.1,1.4,20.5,6.9,3.4,21.1,0.12181820825311422,0
Bradley Beal,2016,3.5,1.6,20.1,4.4,2.0,23.1,0.12035166453185031,0
Goran Dragić,2016,2.9,2.6,19.8,5.2,2.9,20.3,0.11608348894279213,0
James Harden,2017,7.7,3.8,29.8,10.1,4.4,30.4,0.9984025235651022,1
LeBron James,2017,8.2,3.0,28.6,6.5,4.2,27.5,0.9938052521940626,1
Anthony Davis,2017,5.9,4.9,28.9,8.0,2.2,28.1,0.9863918394077422,1
Russell Westbrook,2017,6.1,4.5,24.7,7.1,4.8,25.4,0.9785772045112568,2
Giannis Antetokounmpo,2017,5.7,3.6,27.3,8.5,3.0,26.9,0.9627745779283045,2
Damian Lillard,2017,6.3,2.7,25.2,7.4,2.8,26.9,0.9368822542983092,1
Kevin Durant,2017,5.5,2.9,26.0,5.9,3.0,26.4,0.8892308407004788,1
Victor Oladipo,2017,5.0,4.0,23.1,4.9,2.9,23.1,0.7727682267876207,3
DeMarcus Cousins,2017,2.9,3.2,22.6,8.2,5.0,25.2,0.6526404600003958,0
Stephen Curry,2017,4.0,1.8,28.2,5.9,3.0,26.4,0.6448117936038755,3
Karl-Anthony Towns,2017,5.2,3.4,24.9,4.9,1.9,21.3,0.6434767029883381,3
Kyrie Irving,2017,4.5,2.7,25.0,4.4,2.3,24.4,0.5785802759578963,0
Nikola Jokić,2017,5.5,2.9,24.4,4.2,2.8,18.5,0.5224568606441399,0
LaMarcus Aldridge,2017,3.7,3.6,25.0,5.3,1.5,23.1,0.47573804149884935,2
Joel Embiid,2017,2.6,3.8,22.9,7.4,3.7,22.9,0.46696723238476057,2
Andre Drummond,2017,3.4,5.7,22.9,5.1,2.6,15.0,0.36059749629039434,0
Paul George,2017,3.6,3.9,18.7,5.2,2.7,21.9,0.34680943771530565,3
Jimmy Butler,2017,4.2,1.8,23.7,7.2,1.8,22.2,0.3157822968089686,3
DeMar DeRozan,2017,3.2,2.8,21.0,7.0,2.2,23.0,0.2704403972752244,2
Kemba Walker,2017,4.2,2.0,20.6,5.3,2.2,22.1,0.23367114751493748,0
Chris Paul,2017,4.2,2.7,24.4,3.8,2.2,18.6,0.23252822286084726,0
Kyle Lowry,2017,4.5,3.1,19.5,3.3,2.3,16.2,0.13934951979329296,0
Bradley Beal,2017,3.1,2.5,18.4,4.5,2.6,22.6,0.1351358362755487,0
Lou Williams,2017,2.8,1.2,20.2,6.2,3.0,22.6,0.09298128429077152,0
Blake Griffin,2017,2.7,1.8,19.6,5.7,2.8,21.4,0.08130735674713932,0
Clint Capela,2017,2.8,4.1,24.5,3.5,1.4,13.9,0.07215734608595363,0
Jrue Holiday,2017,2.7,2.9,17.8,2.9,2.6,19.0,0.052557343042115935,0
CJ McCollum,2017,2.4,2.9,16.9,3.1,1.9,21.4,0.05018211958087424,0
Dwight Howard,2017,1.2,3.9,20.5,7.2,2.6,16.6,0.05015382424447923,0
