Player,Season,WS/48,PER,PTS,TRB,AST,STL,BLK,AllNBA_pred_proba,Class
Alonzo Mourning,1997,0.185,22.4,19.2,9.6,0.9,0.7,2.2,0.2519236647774115,0
Patrick Ewing,1997,0.168,23.3,20.8,10.2,1.1,0.6,2.2,0.23853199138666337,0
Glen Rice,1997,0.136,17.4,22.3,4.3,2.2,0.9,0.3,0.13359917593114454,3
Reggie Miller,1997,0.206,19.8,19.5,2.9,2.1,1.0,0.1,0.09472816785660208,3
Sam Cassell,1997,0.152,21.0,19.6,3.0,8.0,1.6,0.3,0.08349447512533803,0
Kevin Garnett,1997,0.143,20.4,18.5,9.6,4.2,1.7,1.8,0.07878936450611601,0
John Stockton,1997,0.206,21.8,12.0,2.6,8.5,1.4,0.2,0.07664020445159656,0
Vin Baker,1997,0.169,20.4,19.2,8.0,1.9,1.1,1.0,0.0681231349914893,2
Steve Smith,1997,0.171,18.8,20.1,4.2,4.0,1.0,0.4,0.05980454139169331,0
Jayson Williams,1997,0.172,18.7,12.9,13.6,1.0,0.7,0.8,0.05364793329638831,0
Tom Gugliotta,1997,0.151,20.5,20.1,8.7,4.1,1.5,0.5,0.042302015204036425,0
Glenn Robinson,1997,0.065,16.8,23.4,5.5,2.8,1.2,0.6,0.04162190197413793,0
Michael Finley,1997,0.106,19.3,21.5,5.3,4.9,1.6,0.4,0.039386686323696386,0
Clyde Drexler,1997,0.133,19.8,18.4,4.9,5.5,1.8,0.6,0.03912177870554364,0
Antoine Walker,1997,0.07,17.8,22.4,10.2,3.3,1.7,0.7,0.03866759903423268,0
Arvydas Sabonis,1997,0.2,20.9,16.0,10.0,3.0,0.9,1.1,0.02768090757853808,0
Shareef Abdur-Rahim,1997,0.113,21.1,22.3,7.1,2.6,1.1,0.9,0.02584276281779095,0
Jason Kidd,1998,0.188,22.5,16.9,6.8,10.8,2.3,0.4,0.9763896328530575,1
Shaquille O'Neal,1998,0.255,30.6,26.3,10.7,2.3,0.7,1.7,0.9531755817575146,2
Tim Duncan,1998,0.213,23.2,21.7,11.4,2.4,0.9,2.5,0.9423217024334916,1
Karl Malone,1998,0.252,25.6,23.8,9.4,4.1,1.3,0.6,0.8977713205333026,1
Alonzo Mourning,1998,0.216,24.6,20.1,11.0,1.6,0.7,3.9,0.8817302961657405,1
Allen Iverson,1998,0.173,22.2,26.8,4.9,4.6,2.3,0.1,0.8389194297735095,1
Gary Payton,1998,0.172,23.1,21.7,4.9,8.7,2.2,0.2,0.792555216610699,2
Grant Hill,1998,0.189,23.9,21.1,7.1,6.0,1.6,0.5,0.6631369345198977,2
Chris Webber,1998,0.102,19.5,20.0,13.0,4.1,1.4,2.1,0.6307789850172526,2
Antonio McDyess,1998,0.105,21.7,21.2,10.7,1.6,1.5,2.3,0.620750588872586,3
Hakeem Olajuwon,1998,0.175,23.1,18.9,9.6,1.8,1.6,2.5,0.5849398859695173,3
Dikembe Mutombo,1998,0.206,18.8,10.8,12.2,1.1,0.3,2.9,0.4220245851809697,0
Shawn Kemp,1998,0.205,23.6,20.5,9.2,2.4,1.1,1.1,0.34780967990773715,0
Kevin Garnett,1998,0.146,22.4,20.8,10.4,4.3,1.7,1.8,0.29069438473792975,3
David Robinson,1998,0.261,24.9,15.8,10.0,2.1,1.4,2.4,0.20475408367893302,0
John Stockton,1998,0.217,21.9,11.1,2.9,7.5,1.6,0.3,0.14017097053821778,3
Stephon Marbury,1998,0.134,20.8,21.3,2.9,8.9,1.2,0.2,0.1222161040339469,0
Rod Strickland,1998,0.12,20.2,15.7,4.8,9.9,1.7,0.1,0.07495369600628093,0
Charles Barkley,1998,0.215,23.1,16.1,12.3,4.6,1.0,0.3,0.060323061900133285,0
Shareef Abdur-Rahim,1998,0.108,20.7,23.0,7.5,3.4,1.4,1.1,0.05760640086048068,0
Darrell Armstrong,1998,0.205,22.2,13.8,3.6,6.7,2.2,0.1,0.04128384632857365,0
Reggie Miller,1998,0.172,18.7,18.4,2.7,2.2,0.7,0.2,0.034588312483544825,0
Keith Van Horn,1998,0.113,19.6,21.8,8.5,1.5,1.0,1.3,0.02894315850631572,0
Sam Cassell,1998,0.187,23.1,15.9,1.9,4.5,1.1,0.0,0.02448187533530478,0
Michael Finley,1998,0.126,19.2,20.2,5.3,4.4,1.3,0.3,0.02401009359357318,0
Kobe Bryant,1998,0.13,18.9,19.9,5.3,3.8,1.4,1.0,0.021426583325977556,3
Tim Hardaway,1998,0.146,18.8,17.4,3.2,7.3,1.2,0.1,0.01981562175825561,2
Patrick Ewing,1998,0.123,19.4,17.3,9.9,1.1,0.8,2.6,0.019697899891283215,0
Steve Smith,1998,0.162,17.9,18.7,4.2,3.3,1.0,0.3,0.017741828685412773,0
Jayson Williams,1998,0.102,14.5,8.1,12.0,1.1,0.8,2.0,0.012267303341522576,0
Shaquille O'Neal,1999,0.283,30.6,29.7,13.6,3.8,0.5,3.0,0.9824079587183457,1
Alonzo Mourning,1999,0.226,25.8,21.7,9.5,1.6,0.5,3.7,0.9346519790783416,2
Tim Duncan,1999,0.218,24.8,23.2,12.4,3.2,0.9,2.2,0.9225601243931113,1
Karl Malone,1999,0.249,27.1,25.5,9.5,3.7,1.0,0.9,0.9190783202290004,2
Gary Payton,1999,0.195,23.6,24.2,6.5,8.9,1.9,0.2,0.9022703092182353,1
Chris Webber,1999,0.179,23.4,24.5,10.5,4.6,1.6,1.7,0.8764025187636658,3
Allen Iverson,1999,0.116,20.0,28.4,3.8,4.7,2.1,0.1,0.8598156334735374,2
David Robinson,1999,0.238,24.6,17.8,9.6,1.8,1.2,2.3,0.8478697914543056,3
Kobe Bryant,1999,0.202,21.7,22.5,6.3,4.9,1.6,0.9,0.8398753333328508,2
Kevin Garnett,1999,0.172,23.6,22.9,11.8,5.0,1.5,1.6,0.7849605900678883,1
Grant Hill,1999,0.185,24.5,25.8,6.6,5.2,1.4,0.6,0.6023604628509069,2
Vince Carter,1999,0.182,23.4,25.7,5.8,3.9,1.3,1.1,0.5899523498574262,3
Jason Kidd,1999,0.156,18.4,14.3,7.2,10.1,2.0,0.4,0.5618512566761628,1
Dikembe Mutombo,1999,0.16,19.4,11.5,14.1,1.3,0.3,3.3,0.4535335271516746,0
Eddie Jones,1999,0.172,19.9,20.1,4.8,4.2,2.7,0.7,0.33467262198588826,3
Ray Allen,1999,0.157,20.6,22.1,4.4,3.8,1.3,0.2,0.3167151089750572,0
Stephon Marbury,1999,0.123,20.7,22.2,3.2,8.4,1.5,0.2,0.1302291703460792,3
John Stockton,1999,0.222,22.4,12.1,2.6,8.6,1.7,0.2,0.0944415658108772,0
Terrell Brandon,1999,0.159,20.8,17.1,3.4,8.9,1.9,0.4,0.09010029726961286,0
Sam Cassell,1999,0.152,21.1,18.6,3.7,9.0,1.3,0.1,0.06626885617762811,0
Paul Pierce,1999,0.152,19.8,19.5,5.4,3.0,2.1,0.8,0.04768565877305244,0
Jerry Stackhouse,1999,0.111,18.9,23.6,3.8,4.5,1.3,0.4,0.04405618974526584,0
Michael Finley,1999,0.114,19.2,22.6,6.3,5.3,1.3,0.4,0.04176585359834046,0
Dennis Rodman,1999,0.074,8.4,2.8,14.3,1.2,0.2,0.1,0.026691426352995925,0
Shareef Abdur-Rahim,1999,0.132,20.2,20.3,10.1,3.3,1.1,1.1,0.025558994701590794,0
Darrell Armstrong,1999,0.149,19.5,16.2,3.3,6.1,2.1,0.1,0.017089072534622024,0
Clifford Robinson,1999,0.162,17.3,18.5,4.5,2.8,1.1,0.8,0.015329582944224929,0
Reggie Miller,1999,0.162,17.3,18.1,3.0,2.3,1.0,0.3,0.013838045768112043,0
Anfernee Hardaway,1999,0.165,17.9,16.9,5.8,5.3,1.6,0.6,0.011763592898171374,0
Antoine Walker,1999,0.08,17.8,20.5,8.0,3.7,1.4,0.4,0.010597241362149052,0
Shaquille O'Neal,2000,0.245,30.2,28.7,12.7,3.7,0.6,2.8,0.9744500931414266,1
Allen Iverson,2000,0.19,24.0,31.1,3.8,4.6,2.5,0.3,0.9712527381736171,1
Kobe Bryant,2000,0.196,24.5,28.5,5.9,5.0,1.7,0.6,0.9517650336610433,2
Chris Webber,2000,0.186,24.7,27.1,11.1,4.2,1.3,1.7,0.9366329787838223,1
Vince Carter,2000,0.208,25.0,27.6,5.5,3.9,1.5,1.1,0.9334256611670494,2
Tim Duncan,2000,0.2,23.8,22.2,12.2,3.0,0.9,2.3,0.9105205123138278,1
Karl Malone,2000,0.217,24.7,23.2,8.3,4.5,1.1,0.8,0.8774589793068933,3
Tracy McGrady,2000,0.189,24.9,26.8,7.5,4.6,1.5,1.5,0.8717479418910191,2
Kevin Garnett,2000,0.176,23.9,22.0,11.4,5.0,1.4,1.8,0.8558608042501548,2
Dirk Nowitzki,2000,0.224,22.8,21.8,9.2,2.1,1.0,1.2,0.8115742851536786,3
Ray Allen,2000,0.211,22.9,22.0,5.2,4.6,1.5,0.2,0.7433093630955663,3
Jason Kidd,2000,0.15,19.4,16.9,6.4,9.8,2.2,0.3,0.7181143784721515,1
Gary Payton,2000,0.16,22.1,23.1,4.6,8.1,1.6,0.3,0.5323397047062433,3
Dikembe Mutombo,2000,0.151,17.5,10.0,13.5,1.0,0.4,2.7,0.3732583395159554,2
Paul Pierce,2000,0.16,22.3,25.3,6.4,3.1,1.7,0.8,0.35178856418866633,0
Jerry Stackhouse,2000,0.137,21.8,29.8,3.9,5.1,1.2,0.7,0.28840062179708303,0
Antonio McDyess,2000,0.146,22.0,20.8,12.1,2.1,0.6,1.5,0.2580060834573259,0
Ben Wallace,2000,0.121,14.8,6.4,13.2,1.5,1.3,2.3,0.23088075930314583,0
Stephon Marbury,2000,0.147,22.7,23.9,3.1,7.6,1.2,0.1,0.2283110528347863,0
David Robinson,2000,0.246,23.7,14.4,8.6,1.5,1.0,2.5,0.209391584640807,3
Marcus Camby,2000,0.233,20.9,12.0,11.5,0.8,1.0,2.2,0.2093675373252014,0
Steve Francis,2000,0.184,21.6,19.9,6.9,6.5,1.8,0.4,0.1731256689846907,0
Antoine Walker,2000,0.093,18.9,23.4,8.9,5.5,1.7,0.6,0.14939689657784697,0
Danny Fortson,2000,0.258,24.4,16.7,16.3,0.8,0.3,0.0,0.12422909566201051,0
John Stockton,2000,0.216,22.3,11.5,2.8,8.7,1.6,0.3,0.0944415658108772,0
Peja Stojaković,2000,0.168,18.4,20.4,5.8,2.2,1.2,0.2,0.08101516514712993,0
Rasheed Wallace,2000,0.18,20.9,19.2,7.8,2.8,1.2,1.8,0.06398937721398412,0
Shawn Marion,2000,0.196,21.0,17.3,10.7,2.0,1.7,1.4,0.05926402370628022,0
Michael Finley,2000,0.119,18.2,21.5,5.2,4.4,1.4,0.4,0.04049079758928698,0
Sam Cassell,2000,0.15,20.1,18.2,3.8,7.6,1.2,0.1,0.02838065422929781,0
Shaquille O'Neal,2001,0.262,29.7,27.2,10.7,3.0,0.6,2.0,0.9602864392695263,1
Tim Duncan,2001,0.257,27.0,25.5,12.7,3.7,0.7,2.5,0.948137699265332,1
Paul Pierce,2001,0.187,22.3,26.1,6.9,3.2,1.9,1.0,0.9330557301530253,3
Tracy McGrady,2001,0.189,25.1,25.6,7.9,5.3,1.6,1.0,0.8957593740256856,1
Kobe Bryant,2001,0.199,23.2,25.2,5.5,5.5,1.5,0.4,0.8811293862156553,1
Allen Iverson,2001,0.126,21.9,31.4,4.5,5.5,2.8,0.2,0.8783905662218414,2
Dirk Nowitzki,2001,0.222,24.1,23.4,9.9,2.4,1.1,1.0,0.8527985149694743,2
Chris Webber,2001,0.2,24.4,24.5,10.1,4.8,1.7,1.4,0.8163089007965587,2
Elton Brand,2001,0.216,23.6,18.2,11.6,2.4,1.0,2.0,0.7879140914977444,0
Kevin Garnett,2001,0.194,23.8,21.2,12.1,5.2,1.2,1.6,0.7397540840198574,2
Ben Wallace,2001,0.19,18.6,7.6,13.0,1.4,1.7,3.5,0.6949878277850253,3
Karl Malone,2001,0.155,21.1,22.4,8.6,4.3,1.9,0.7,0.5924215862560318,0
Jason Kidd,2001,0.14,19.1,14.7,7.3,9.9,2.1,0.2,0.5892336683718685,1
Gary Payton,2001,0.183,22.9,22.1,4.8,9.0,1.6,0.3,0.5784851287657168,2
Ray Allen,2001,0.169,21.6,21.8,4.5,3.9,1.3,0.3,0.3799687548537503,0
Andre Miller,2001,0.163,21.8,16.5,4.7,10.9,1.6,0.4,0.3673652631964912,0
Vince Carter,2001,0.14,20.5,24.7,5.2,4.0,1.6,0.7,0.2750376247032336,0
Steve Nash,2001,0.167,20.7,17.9,3.1,7.7,0.6,0.0,0.2459086431008834,3
Peja Stojaković,2001,0.179,19.3,21.2,5.3,2.5,1.1,0.2,0.2284576854692238,0
Jermaine O'Neal,2001,0.113,18.1,19.0,10.5,1.6,0.6,2.3,0.18464876197117777,3
John Stockton,2001,0.2,21.9,13.4,3.2,8.2,1.9,0.3,0.1139146836398636,0
Terrell Brandon,2001,0.186,21.2,12.4,2.9,8.3,1.6,0.2,0.08483151930028393,0
Jason Terry,2001,0.139,19.2,19.3,3.5,5.7,1.8,0.2,0.055325983516568804,0
Michael Jordan,2001,0.075,20.7,22.9,5.7,5.2,1.4,0.4,0.054700098731949705,0
Sam Cassell,2001,0.158,21.3,19.7,4.2,6.7,1.2,0.2,0.0484578398317042,0
Shawn Marion,2001,0.151,19.8,19.1,9.9,2.0,1.8,1.1,0.046159268257021796,0
Steve Francis,2001,0.091,19.1,21.6,7.0,6.4,1.2,0.4,0.03575208442979798,0
Dikembe Mutombo,2001,0.158,16.0,11.5,10.8,1.0,0.4,2.4,0.03312465142392502,3
Brent Barry,2001,0.191,19.3,14.4,5.4,5.3,1.8,0.5,0.032128926705341565,0
Antoine Walker,2001,0.094,17.1,22.1,8.8,5.0,1.5,0.5,0.03190480134634969,0
Shaquille O'Neal,2002,0.25,29.5,27.5,11.1,3.1,0.6,2.4,0.9863841355942967,1
Tim Duncan,2002,0.248,26.9,23.3,12.9,3.9,0.7,2.9,0.9755114877553045,1
Kobe Bryant,2002,0.21,26.2,30.0,6.9,5.9,2.2,0.8,0.9697480617637242,1
Tracy McGrady,2002,0.262,30.3,32.1,6.5,5.5,1.7,0.8,0.9684666104111228,1
Kevin Garnett,2002,0.225,26.4,23.0,13.4,6.0,1.4,1.6,0.9349633514033237,1
Dirk Nowitzki,2002,0.249,25.6,25.1,9.9,3.0,1.4,1.0,0.871294899691261,2
Ben Wallace,2002,0.176,17.2,6.9,15.4,1.6,1.4,3.2,0.8712492307299089,2
Allen Iverson,2002,0.127,21.2,27.6,4.2,5.5,2.7,0.2,0.8558502944939075,2
Steve Nash,2002,0.206,22.6,17.7,2.9,7.3,1.0,0.1,0.8120893233775365,3
Paul Pierce,2002,0.157,22.7,25.9,7.3,4.4,1.8,0.8,0.709542075056372,3
Jason Kidd,2002,0.182,22.2,18.7,6.3,8.9,2.2,0.3,0.6677274190284017,2
Jermaine O'Neal,2002,0.177,21.4,20.8,10.3,2.0,0.9,2.3,0.6139883037573821,3
Chris Webber,2002,0.127,20.9,23.0,10.5,5.4,1.6,1.3,0.4830470348761035,2
Shawn Marion,2002,0.186,21.3,21.2,9.5,2.4,2.3,1.2,0.48274570460964744,0
Stephon Marbury,2002,0.142,20.1,22.3,3.2,8.1,1.3,0.2,0.3775256069161834,3
Elton Brand,2002,0.149,21.7,18.5,11.3,2.5,1.1,2.5,0.3471026920985447,0
Karl Malone,2002,0.182,21.7,20.6,7.8,4.7,1.7,0.4,0.2881040577610074,0
Steve Francis,2002,0.16,20.6,21.0,6.2,6.2,1.7,0.5,0.2744598226229111,0
Ray Allen,2002,0.152,21.3,22.5,5.0,4.4,1.4,0.2,0.20387198312293897,0
Sam Cassell,2002,0.171,22.3,19.7,4.4,5.8,1.1,0.2,0.19105666202229685,0
Jamal Mashburn,2002,0.13,18.0,21.6,6.1,5.6,1.0,0.2,0.158783658438168,3
John Stockton,2002,0.19,21.0,10.8,2.5,7.7,1.7,0.2,0.09482181650064095,0
Gary Payton,2002,0.136,21.1,20.4,4.2,8.3,1.7,0.3,0.09228454053860262,0
Antawn Jamison,2002,0.126,19.0,22.2,7.0,1.9,0.9,0.5,0.08341791992290243,0
Peja Stojaković,2002,0.199,19.6,19.2,5.5,2.0,1.0,0.1,0.0761774380024531,0
Vince Carter,2002,0.136,21.9,20.6,4.4,3.3,1.1,1.0,0.05822112649879969,0
Andrei Kirilenko,2002,0.199,21.1,12.0,5.3,1.7,1.5,2.2,0.04427599286502786,0
Pau Gasol,2002,0.138,20.7,19.0,8.8,2.8,0.4,1.8,0.040510384830096155,0
Chauncey Billups,2002,0.204,20.4,16.2,3.7,3.9,0.9,0.2,0.037716061013773644,0
Jerry Stackhouse,2002,0.114,18.7,21.5,3.7,4.5,0.9,0.4,0.03756004652955341,0
Kevin Garnett,2003,0.272,29.4,24.2,13.9,5.0,1.5,2.2,0.9788760180373335,1
Tim Duncan,2003,0.249,27.1,22.3,12.4,3.1,0.9,2.7,0.9536920964845281,1
Shaquille O'Neal,2003,0.192,24.4,21.5,11.5,2.9,0.5,2.5,0.906432815078047,1
Sam Cassell,2003,0.205,22.8,19.8,3.3,7.3,1.3,0.2,0.7990903466012345,2
Tracy McGrady,2003,0.151,25.3,28.0,6.0,5.5,1.4,0.6,0.7463691714053197,2
Dirk Nowitzki,2003,0.19,22.5,21.8,8.7,2.7,1.2,1.4,0.7436817325635208,3
Ben Wallace,2003,0.16,17.3,9.5,12.4,1.7,1.8,3.0,0.7099915584508703,2
Kobe Bryant,2003,0.21,23.7,24.0,5.5,5.1,1.7,0.4,0.6959243242973083,1
Yao Ming,2003,0.202,21.9,17.5,9.0,1.5,0.3,1.9,0.6440210400969129,3
Peja Stojaković,2003,0.198,21.8,24.2,6.3,2.1,1.3,0.2,0.6081601648782498,2
Baron Davis,2003,0.133,20.7,22.9,4.3,7.5,2.4,0.4,0.4942626268896778,3
Elton Brand,2003,0.174,23.2,20.0,10.3,3.3,0.9,2.2,0.4453494278176088,0
Ray Allen,2003,0.153,21.7,23.0,5.1,4.8,1.3,0.2,0.31081947104199675,0
Michael Redd,2003,0.154,19.9,21.7,5.0,2.3,1.0,0.1,0.2895719317814733,3
Jason Kidd,2003,0.141,19.7,15.5,6.4,9.2,1.8,0.2,0.1963708835179428,1
Andrei Kirilenko,2003,0.192,22.6,16.5,8.1,3.1,1.9,2.8,0.11652656351147045,0
Stephon Marbury,2003,0.134,20.4,20.2,3.2,8.9,1.6,0.1,0.11445958948676194,0
Jermaine O'Neal,2003,0.155,21.1,20.1,10.0,2.1,0.8,2.6,0.09309185601699929,2
Pau Gasol,2003,0.159,21.7,17.7,7.7,2.5,0.6,1.7,0.08717477294072745,0
Allen Iverson,2003,0.066,19.3,26.4,3.7,6.8,2.4,0.1,0.08073470393680424,0
Paul Pierce,2003,0.109,19.4,23.0,6.5,5.1,1.6,0.7,0.07929162362624385,0
Erick Dampier,2003,0.178,20.1,12.3,12.0,0.8,0.4,1.9,0.07287829205961605,0
Carlos Boozer,2003,0.174,20.8,15.5,11.4,2.0,1.0,0.7,0.07221761615483212,0
Corey Maggette,2003,0.157,20.1,20.7,5.9,3.1,0.9,0.2,0.06639898571284844,0
Shawn Marion,2003,0.135,19.9,19.0,9.3,2.7,2.1,1.3,0.06126692513000504,0
Richard Jefferson,2003,0.168,18.1,18.5,5.7,3.8,1.1,0.3,0.04301563654333846,0
Metta World Peace,2003,0.141,18.2,18.3,5.3,3.7,2.1,0.7,0.038417549610468484,3
Vince Carter,2003,0.103,20.0,22.5,4.8,4.8,1.2,0.9,0.03235106708818993,0
Chauncey Billups,2003,0.198,18.6,16.9,3.5,5.7,1.1,0.1,0.029534721207254058,0
Brad Miller,2003,0.184,19.4,14.1,10.3,4.3,0.9,1.2,0.026583101408341168,0
Steve Nash,2004,0.203,22.0,15.5,3.3,11.5,1.0,0.1,0.9612265836919087,1
LeBron James,2004,0.203,25.7,27.2,7.4,7.2,2.2,0.7,0.9480205676410783,2
Dirk Nowitzki,2004,0.248,26.1,26.1,9.7,3.1,1.2,1.5,0.9448007536617032,1
Amar'e Stoudemire,2004,0.243,26.6,26.0,8.9,1.6,1.0,1.6,0.9314204071737187,2
Kevin Garnett,2004,0.248,28.2,22.2,13.5,5.7,1.5,1.4,0.9178506212228018,2
Tim Duncan,2004,0.245,27.0,20.3,11.1,2.7,0.7,2.6,0.9147903229253581,1
Allen Iverson,2004,0.136,23.2,30.7,4.0,7.9,2.4,0.1,0.8706145619172083,1
Shawn Marion,2004,0.191,21.7,19.4,11.3,1.9,2.0,1.5,0.858329984731585,3
Shaquille O'Neal,2004,0.211,27.0,22.9,10.4,2.7,0.5,2.3,0.856046247084454,1
Kobe Bryant,2004,0.145,23.3,27.6,5.9,6.0,1.3,0.8,0.7930414964371045,3
Gilbert Arenas,2004,0.169,21.3,25.5,4.7,5.1,1.7,0.3,0.7567851819267654,3
Dwyane Wade,2004,0.177,23.1,24.1,5.2,6.8,1.6,1.1,0.6793689334954017,2
Tracy McGrady,2004,0.18,22.9,25.7,6.2,5.7,1.7,0.7,0.643208108588893,3
Metta World Peace,2004,0.219,23.5,24.6,6.4,3.1,1.7,0.9,0.574913810114143,0
Stephon Marbury,2004,0.171,21.9,21.7,3.0,8.1,1.5,0.1,0.5313327759319617,0
Larry Hughes,2004,0.157,21.6,22.0,6.3,4.7,2.9,0.3,0.49544046298246913,0
Paul Pierce,2004,0.182,21.8,21.6,6.6,4.2,1.6,0.5,0.49421880125471224,0
Ray Allen,2004,0.168,20.9,23.9,4.4,3.7,1.1,0.1,0.48275099111106473,2
Corey Maggette,2004,0.16,19.9,22.2,6.0,3.4,1.1,0.1,0.32106744263577336,0
Ben Wallace,2004,0.153,17.4,9.7,12.2,1.7,1.4,2.4,0.31916961074657213,3
Yao Ming,2004,0.21,23.2,18.3,8.4,0.8,0.4,2.0,0.30538197450440346,0
Vince Carter,2004,0.159,22.9,24.5,5.2,4.2,1.4,0.6,0.26585338725587027,0
Elton Brand,2004,0.169,22.4,20.0,9.5,2.6,0.8,2.1,0.22715281594799852,0
Pau Gasol,2004,0.184,22.5,17.8,7.3,2.4,0.7,1.7,0.13761730287849985,0
Baron Davis,2004,0.132,20.8,19.2,3.8,7.9,1.8,0.3,0.12604143042711438,0
Michael Redd,2004,0.105,18.3,23.0,4.2,2.3,0.8,0.1,0.056132494965137836,0
Jermaine O'Neal,2004,0.118,22.9,24.3,8.8,1.9,0.6,2.0,0.0515598178012845,0
Rashard Lewis,2004,0.15,19.4,20.5,5.5,1.3,1.1,0.9,0.04860306210038152,0
Andrei Kirilenko,2004,0.197,24.4,15.6,6.2,3.2,1.6,3.3,0.04592002457401692,0
Brad Miller,2004,0.198,20.7,15.6,9.3,3.9,1.2,1.2,0.04018924362058574,0
Kobe Bryant,2005,0.224,28.0,35.4,5.3,4.5,1.8,0.4,0.9761342813678107,1
LeBron James,2005,0.232,28.1,31.4,7.0,6.6,1.6,0.8,0.9755376490494064,1
Dwyane Wade,2005,0.239,27.6,27.2,5.7,6.7,1.9,0.8,0.9370920795643012,2
Elton Brand,2005,0.229,26.5,24.7,10.0,2.6,1.0,2.5,0.9331627808029745,2
Shawn Marion,2005,0.214,23.6,21.8,11.8,1.8,2.0,1.7,0.9207892152393383,3
Dirk Nowitzki,2005,0.275,28.1,26.6,9.0,2.8,0.7,1.0,0.918695153032434,1
Gilbert Arenas,2005,0.193,23.8,29.3,3.5,6.1,2.0,0.3,0.9123255169323171,3
Allen Iverson,2005,0.165,25.9,33.0,3.2,7.4,1.9,0.1,0.8762561783189285,3
Kevin Garnett,2005,0.242,26.8,21.8,12.7,4.1,1.4,1.4,0.8353737605535709,0
Steve Nash,2005,0.212,23.3,18.8,4.2,10.5,0.8,0.2,0.8304872820921143,1
Chauncey Billups,2005,0.254,23.4,18.5,3.1,8.6,0.9,0.1,0.8065652235021268,2
Tim Duncan,2005,0.187,23.1,18.6,11.0,3.2,0.9,2.0,0.7779376377681154,2
Yao Ming,2005,0.211,25.6,22.3,10.2,1.5,0.5,1.6,0.7193726324401946,3
Paul Pierce,2005,0.178,23.6,26.8,6.7,4.7,1.4,0.4,0.5807197079805513,0
Carmelo Anthony,2005,0.153,22.0,26.5,4.9,2.7,1.1,0.5,0.4436324516502435,3
Pau Gasol,2005,0.184,22.7,20.4,8.9,4.6,0.6,1.9,0.40314659458172003,0
Chris Bosh,2005,0.17,23.2,22.5,9.2,2.6,0.7,1.1,0.38362805694280827,0
Ben Wallace,2005,0.168,17.5,7.3,11.3,1.9,1.8,2.2,0.36253532011074296,2
Michael Redd,2005,0.166,21.2,25.4,4.3,2.9,1.2,0.1,0.36167843805821737,0
Ray Allen,2005,0.15,22.2,25.1,4.3,3.7,1.3,0.2,0.2515328197868986,0
Shaquille O'Neal,2005,0.164,24.4,20.0,9.2,1.9,0.4,1.8,0.21414342053683738,1
Vince Carter,2005,0.153,21.6,24.2,5.8,4.3,1.2,0.7,0.1555796370208348,0
Dwight Howard,2005,0.137,19.3,15.8,12.5,1.5,0.8,1.4,0.12180846700982115,0
Richard Jefferson,2005,0.184,18.9,19.5,6.8,3.8,0.8,0.2,0.1073298412458131,0
Jason Richardson,2005,0.122,19.2,23.2,5.8,3.1,1.3,0.5,0.1042493528387921,0
Tony Parker,2005,0.169,20.8,18.9,3.3,5.8,1.0,0.1,0.08297442030610896,0
Marcus Camby,2005,0.141,19.9,12.8,11.9,2.1,1.4,3.3,0.07141019283505722,0
Jermaine O'Neal,2005,0.131,20.4,20.1,9.3,2.6,0.5,2.3,0.0544545177308609,0
Mike Bibby,2005,0.127,17.9,21.1,2.9,5.4,1.0,0.1,0.05177175451129963,0
Tracy McGrady,2005,0.112,21.9,24.4,6.5,4.8,1.3,0.9,0.043794190433089596,0
Dwyane Wade,2006,0.219,28.9,27.4,4.7,7.5,2.1,1.2,0.9690438920858337,3
Gilbert Arenas,2006,0.177,24.0,28.4,4.6,6.0,1.9,0.2,0.9482089487318873,2
Kobe Bryant,2006,0.199,26.1,31.6,5.7,5.4,1.4,0.5,0.9429128568472942,1
Steve Nash,2006,0.225,23.8,18.6,3.5,11.6,0.8,0.1,0.936996627233616,1
Yao Ming,2006,0.22,26.5,25.0,9.4,2.0,0.4,2.0,0.928757945917887,2
LeBron James,2006,0.206,24.5,27.3,6.7,6.0,1.6,0.7,0.8806294498360283,2
Tim Duncan,2006,0.23,26.1,20.0,10.6,3.4,0.8,2.4,0.8602782672491743,1
Dirk Nowitzki,2006,0.278,27.6,24.6,8.9,3.4,0.7,0.8,0.8443156666679401,1
Carmelo Anthony,2006,0.14,22.1,28.9,6.0,3.8,1.2,0.4,0.8401896036130619,3
Kevin Garnett,2006,0.171,24.1,22.4,12.8,4.1,1.2,1.7,0.804678344833252,3
Dwight Howard,2006,0.154,21.1,17.6,12.3,1.9,0.9,1.9,0.5500543747034674,3
Chris Bosh,2006,0.174,22.6,22.6,10.7,2.5,0.6,1.3,0.5192117739109641,2
Tracy McGrady,2006,0.163,23.2,24.6,5.3,6.5,1.3,0.5,0.4791342307488941,2
Amar'e Stoudemire,2006,0.201,23.1,20.4,9.6,1.0,1.0,1.3,0.4044465197253326,1
Vince Carter,2006,0.161,21.8,25.2,6.0,4.8,1.0,0.4,0.3968639935896919,0
Elton Brand,2006,0.18,23.1,20.5,9.3,2.9,1.0,2.2,0.29909821460062835,0
Chris Paul,2006,0.179,22.0,17.3,4.4,8.9,1.8,0.0,0.2855037599013564,0
Chauncey Billups,2006,0.216,21.3,17.0,3.4,7.2,1.2,0.2,0.2775187509830309,3
Paul Pierce,2006,0.148,21.7,25.0,5.9,4.1,1.0,0.3,0.2706068490143325,0
Michael Redd,2006,0.145,22.3,26.7,3.7,2.3,1.2,0.2,0.2644510754767468,0
