Player,Season,WS/48,PER,PTS,TRB,AST,STL,BLK,AllNBA_pred_proba,Class
Sam Cassell,2001,0.158,21.3,19.7,4.2,6.7,1.2,0.2,0.46743753200926486,0
Ben Wallace,2001,0.19,18.6,7.6,13.0,1.4,1.7,3.5,0.45618117827612426,3
Jason Terry,2001,0.139,19.2,19.3,3.5,5.7,1.8,0.2,0.4559360911192703,0
Jason Kidd,2001,0.14,19.1,14.7,7.3,9.9,2.1,0.2,0.4551565677116772,1
John Stockton,2001,0.2,21.9,13.4,3.2,8.2,1.9,0.3,0.43974716831387534,0
Rasheed Wallace,2001,0.158,19.3,19.3,8.2,1.9,1.3,1.3,0.4394251749032432,0
Eddie Jones,2001,0.16,17.5,18.3,4.7,3.2,1.4,1.0,0.4394251749032432,0
Jermaine O'Neal,2001,0.113,18.1,19.0,10.5,1.6,0.6,2.3,0.43389646313115676,3
Alonzo Mourning,2001,0.145,18.9,15.7,8.4,1.2,0.4,2.5,0.4316525190741655,0
Shawn Marion,2001,0.151,19.8,19.1,9.9,2.0,1.8,1.1,0.4280589844065917,0
Jamal Mashburn,2001,0.101,16.9,21.5,6.1,4.3,1.1,0.2,0.42576767302425217,0
Jerry Stackhouse,2001,0.104,19.0,21.4,4.1,5.3,1.0,0.5,0.42576767302425217,0
Kevin Garnett,2002,0.225,26.4,23.0,13.4,6.0,1.4,1.6,0.6065515513655433,1
Tim Duncan,2002,0.248,26.9,23.3,12.9,3.9,0.7,2.9,0.6061890472790364,1
Shaquille O'Neal,2002,0.25,29.5,27.5,11.1,3.1,0.6,2.4,0.5938401824003273,1
Kobe Bryant,2002,0.21,26.2,30.0,6.9,5.9,2.2,0.8,0.5637405725096127,1
Tracy McGrady,2002,0.262,30.3,32.1,6.5,5.5,1.7,0.8,0.5557663946557864,1
Paul Pierce,2002,0.157,22.7,25.9,7.3,4.4,1.8,0.8,0.5485351140909773,3
Jason Kidd,2002,0.182,22.2,18.7,6.3,8.9,2.2,0.3,0.5132996078015731,2
Dirk Nowitzki,2002,0.249,25.6,25.1,9.9,3.0,1.4,1.0,0.5123308264255929,2
Allen Iverson,2002,0.127,21.2,27.6,4.2,5.5,2.7,0.2,0.5000005769211182,2
Steve Francis,2002,0.16,20.6,21.0,6.2,6.2,1.7,0.5,0.49806559621559127,0
Elton Brand,2002,0.149,21.7,18.5,11.3,2.5,1.1,2.5,0.4952557694840193,0
Steve Nash,2002,0.206,22.6,17.7,2.9,7.3,1.0,0.1,0.4945243158941774,3
Chris Webber,2002,0.127,20.9,23.0,10.5,5.4,1.6,1.3,0.49318204361437695,2
Shawn Marion,2002,0.186,21.3,21.2,9.5,2.4,2.3,1.2,0.4885810223227941,0
Stephon Marbury,2002,0.142,20.1,22.3,3.2,8.1,1.3,0.2,0.4882035593401025,3
Karl Malone,2002,0.182,21.7,20.6,7.8,4.7,1.7,0.4,0.4866408484947767,0
Sam Cassell,2002,0.171,22.3,19.7,4.4,5.8,1.1,0.2,0.4866408484947767,0
Ray Allen,2002,0.152,21.3,22.5,5.0,4.4,1.4,0.2,0.48032510550282687,0
Jermaine O'Neal,2002,0.177,21.4,20.8,10.3,2.0,0.9,2.3,0.47900968845509023,3
Eddie Jones,2002,0.162,18.9,18.5,4.8,3.7,1.4,0.7,0.46743753200926486,0
Ben Wallace,2002,0.176,17.2,6.9,15.4,1.6,1.4,3.2,0.45618117827612426,2
Jamal Mashburn,2002,0.13,18.0,21.6,6.1,5.6,1.0,0.2,0.45335917333153497,3
Chauncey Billups,2002,0.204,20.4,16.2,3.7,3.9,0.9,0.2,0.45013091461110694,0
Matt Harpring,2002,0.166,19.3,17.6,6.6,1.7,0.9,0.2,0.4394251749032432,0
Peja Stojaković,2002,0.199,19.6,19.2,5.5,2.0,1.0,0.1,0.4394251749032432,0
Antawn Jamison,2002,0.126,19.0,22.2,7.0,1.9,0.9,0.5,0.4378785185529276,0
Gary Payton,2002,0.136,21.1,20.4,4.2,8.3,1.7,0.3,0.4308808068896028,0
Jerry Stackhouse,2002,0.114,18.7,21.5,3.7,4.5,0.9,0.4,0.42576767302425217,0
Bobby Jackson,2002,0.157,18.4,15.2,3.7,3.1,1.2,0.1,0.4223332241350123,0
Richard Jefferson,2002,0.164,16.6,15.5,6.4,2.5,1.0,0.6,0.4223332241350123,0
Kevin Garnett,2003,0.272,29.4,24.2,13.9,5.0,1.5,2.2,0.6284475414331067,1
Tim Duncan,2003,0.249,27.1,22.3,12.4,3.1,0.9,2.7,0.5789001722308662,1
Shaquille O'Neal,2003,0.192,24.4,21.5,11.5,2.9,0.5,2.5,0.5560419143052128,1
Kobe Bryant,2003,0.21,23.7,24.0,5.5,5.1,1.7,0.4,0.5298741506671065,1
Tracy McGrady,2003,0.151,25.3,28.0,6.0,5.5,1.4,0.6,0.5149576122952334,2
Dirk Nowitzki,2003,0.19,22.5,21.8,8.7,2.7,1.2,1.4,0.5057368826223101,3
Peja Stojaković,2003,0.198,21.8,24.2,6.3,2.1,1.3,0.2,0.5016445710460193,2
Andrei Kirilenko,2003,0.192,22.6,16.5,8.1,3.1,1.9,2.8,0.499595462693417,0
Ray Allen,2003,0.153,21.7,23.0,5.1,4.8,1.3,0.2,0.4995612302701014,0
Elton Brand,2003,0.174,23.2,20.0,10.3,3.3,0.9,2.2,0.49824364071325083,0
Sam Cassell,2003,0.205,22.8,19.8,3.3,7.3,1.3,0.2,0.4945243158941774,2
Baron Davis,2003,0.133,20.7,22.9,4.3,7.5,2.4,0.4,0.4924867247268657,3
Jermaine O'Neal,2003,0.155,21.1,20.1,10.0,2.1,0.8,2.6,0.47900968845509023,2
Yao Ming,2003,0.202,21.9,17.5,9.0,1.5,0.3,1.9,0.4750835829223087,3
Pau Gasol,2003,0.159,21.7,17.7,7.7,2.5,0.6,1.7,0.4750835829223087,0
Michael Redd,2003,0.154,19.9,21.7,5.0,2.3,1.0,0.1,0.46983705758379196,3
Richard Jefferson,2003,0.168,18.1,18.5,5.7,3.8,1.1,0.3,0.46743753200926486,0
Steve Nash,2003,0.162,20.5,14.5,3.0,8.8,0.9,0.1,0.45795054453782624,0
Metta World Peace,2003,0.141,18.2,18.3,5.3,3.7,2.1,0.7,0.4559360911192703,3
Ben Wallace,2003,0.16,17.3,9.5,12.4,1.7,1.8,3.0,0.451440275832262,2
Chauncey Billups,2003,0.198,18.6,16.9,3.5,5.7,1.1,0.1,0.45013091461110694,0
Brad Miller,2003,0.184,19.4,14.1,10.3,4.3,0.9,1.2,0.45013091461110694,0
Carlos Boozer,2003,0.174,20.8,15.5,11.4,2.0,1.0,0.7,0.44923541690316027,0
Jason Kidd,2003,0.141,19.7,15.5,6.4,9.2,1.8,0.2,0.44648683189970395,1
Allen Iverson,2003,0.066,19.3,26.4,3.7,6.8,2.4,0.1,0.4431255060755663,0
Corey Maggette,2003,0.157,20.1,20.7,5.9,3.1,0.9,0.2,0.4394251749032432,0
Donyell Marshall,2003,0.167,18.9,14.7,9.9,1.5,1.1,1.5,0.4386997506889971,0
Vince Carter,2003,0.103,20.0,22.5,4.8,4.8,1.2,0.9,0.43813152657952176,0
Paul Pierce,2003,0.109,19.4,23.0,6.5,5.1,1.6,0.7,0.43813152657952176,0
Mike Bibby,2003,0.151,19.3,18.4,3.4,5.4,1.4,0.2,0.4373734534297929,0
Kevin Garnett,2004,0.248,28.2,22.2,13.5,5.7,1.5,1.4,0.6065515513655433,2
LeBron James,2004,0.203,25.7,27.2,7.4,7.2,2.2,0.7,0.560601084855576,2
Shaquille O'Neal,2004,0.211,27.0,22.9,10.4,2.7,0.5,2.3,0.5414205971445362,1
Tim Duncan,2004,0.245,27.0,20.3,11.1,2.7,0.7,2.6,0.5362293181477273,1
Tracy McGrady,2004,0.18,22.9,25.7,6.2,5.7,1.7,0.7,0.5298741506671065,3
Vince Carter,2004,0.159,22.9,24.5,5.2,4.2,1.4,0.6,0.5298741506671065,0
Dwyane Wade,2004,0.177,23.1,24.1,5.2,6.8,1.6,1.1,0.5298741506671065,2
Amar'e Stoudemire,2004,0.243,26.6,26.0,8.9,1.6,1.0,1.6,0.5289912300156401,2
Dirk Nowitzki,2004,0.248,26.1,26.1,9.7,3.1,1.2,1.5,0.5289912300156401,1
Allen Iverson,2004,0.136,23.2,30.7,4.0,7.9,2.4,0.1,0.5271066913863979,1
Stephon Marbury,2004,0.171,21.9,21.7,3.0,8.1,1.5,0.1,0.5251769929157359,0
Shawn Marion,2004,0.191,21.7,19.4,11.3,1.9,2.0,1.5,0.5211894162527081,3
Paul Pierce,2004,0.182,21.8,21.6,6.6,4.2,1.6,0.5,0.5173049610375713,0
Larry Hughes,2004,0.157,21.6,22.0,6.3,4.7,2.9,0.3,0.5164730920384821,0
Kobe Bryant,2004,0.145,23.3,27.6,5.9,6.0,1.3,0.8,0.5149576122952334,3
Metta World Peace,2004,0.219,23.5,24.6,6.4,3.1,1.7,0.9,0.5123308264255929,0
Gilbert Arenas,2004,0.169,21.3,25.5,4.7,5.1,1.7,0.3,0.5106618704057463,3
Ray Allen,2004,0.168,20.9,23.9,4.4,3.7,1.1,0.1,0.5106618704057463,2
Steve Nash,2004,0.203,22.0,15.5,3.3,11.5,1.0,0.1,0.5089804055135713,1
Corey Maggette,2004,0.16,19.9,22.2,6.0,3.4,1.1,0.1,0.4824055555232048,0
Andrei Kirilenko,2004,0.197,24.4,15.6,6.2,3.2,1.6,3.3,0.4808262207478704,0
Manu Ginóbili,2004,0.24,22.3,16.0,4.4,3.9,1.6,0.4,0.47991041996864214,0
Yao Ming,2004,0.21,23.2,18.3,8.4,0.8,0.4,2.0,0.4750835829223087,0
Pau Gasol,2004,0.184,22.5,17.8,7.3,2.4,0.7,1.7,0.4750835829223087,0
Elton Brand,2004,0.169,22.4,20.0,9.5,2.6,0.8,2.1,0.4750835829223087,0
Brad Miller,2004,0.198,20.7,15.6,9.3,3.9,1.2,1.2,0.45013091461110694,0
Chauncey Billups,2004,0.202,19.0,16.5,3.4,5.8,1.0,0.1,0.45013091461110694,0
Baron Davis,2004,0.132,20.8,19.2,3.8,7.9,1.8,0.3,0.4493879841588069,0
Jason Kidd,2004,0.143,19.5,14.4,7.4,8.3,1.9,0.1,0.44648683189970395,0
Jermaine O'Neal,2004,0.118,22.9,24.3,8.8,1.9,0.6,2.0,0.445699390431892,0
Kobe Bryant,2005,0.224,28.0,35.4,5.3,4.5,1.8,0.4,0.5742254443142697,1
Kevin Garnett,2005,0.242,26.8,21.8,12.7,4.1,1.4,1.4,0.571556995673327,0
Allen Iverson,2005,0.165,25.9,33.0,3.2,7.4,1.9,0.1,0.5714826261070141,3
Gilbert Arenas,2005,0.193,23.8,29.3,3.5,6.1,2.0,0.3,0.5637405725096127,3
Dwyane Wade,2005,0.239,27.6,27.2,5.7,6.7,1.9,0.8,0.5633603370997285,2
Shawn Marion,2005,0.214,23.6,21.8,11.8,1.8,2.0,1.7,0.5622405662266071,3
LeBron James,2005,0.232,28.1,31.4,7.0,6.6,1.6,0.8,0.5557663946557864,1
Elton Brand,2005,0.229,26.5,24.7,10.0,2.6,1.0,2.5,0.5520156170315784,2
Paul Pierce,2005,0.178,23.6,26.8,6.7,4.7,1.4,0.4,0.5298741506671065,0
Yao Ming,2005,0.211,25.6,22.3,10.2,1.5,0.5,1.6,0.5183268207450847,3
Dirk Nowitzki,2005,0.275,28.1,26.6,9.0,2.8,0.7,1.0,0.5123308264255929,1
Chauncey Billups,2005,0.254,23.4,18.5,3.1,8.6,0.9,0.1,0.505212658331529,2
Pau Gasol,2005,0.184,22.7,20.4,8.9,4.6,0.6,1.9,0.503328076780081,0
Steve Nash,2005,0.212,23.3,18.8,4.2,10.5,0.8,0.2,0.5032787064415862,1
Tim Duncan,2005,0.187,23.1,18.6,11.0,3.2,0.9,2.0,0.5024234473835941,2
Chris Bosh,2005,0.17,23.2,22.5,9.2,2.6,0.7,1.1,0.5016445710460193,0
Ray Allen,2005,0.15,22.2,25.1,4.3,3.7,1.3,0.2,0.4995612302701014,0
Michael Redd,2005,0.166,21.2,25.4,4.3,2.9,1.2,0.1,0.4824055555232048,0
Manu Ginóbili,2005,0.234,22.4,15.1,3.5,3.6,1.6,0.4,0.47991041996864214,0
Shaquille O'Neal,2005,0.164,24.4,20.0,9.2,1.9,0.4,1.8,0.4750835829223087,1
Carmelo Anthony,2005,0.153,22.0,26.5,4.9,2.7,1.1,0.5,0.4713275227242788,3
Richard Jefferson,2005,0.184,18.9,19.5,6.8,3.8,0.8,0.2,0.46743753200926486,0
Tony Parker,2005,0.169,20.8,18.9,3.3,5.8,1.0,0.1,0.46743753200926486,0
Vince Carter,2005,0.153,21.6,24.2,5.8,4.3,1.2,0.7,0.4673981823288724,0
Andrei Kirilenko,2005,0.145,20.7,15.3,8.0,4.3,1.5,3.2,0.459575603495757,0
Zydrunas Ilgauskas,2005,0.184,21.9,15.6,7.6,1.2,0.5,1.7,0.4577371911299333,0
Gerald Wallace,2005,0.163,21.3,15.2,7.5,1.7,2.5,2.1,0.457272928785318,0
Tracy McGrady,2005,0.112,21.9,24.4,6.5,4.8,1.3,0.9,0.45716439228603345,0
Mike Bibby,2005,0.127,17.9,21.1,2.9,5.4,1.0,0.1,0.45335917333153497,0
Ben Wallace,2005,0.168,17.5,7.3,11.3,1.9,1.8,2.2,0.451440275832262,2
Kevin Garnett,2006,0.171,24.1,22.4,12.8,4.1,1.2,1.7,0.5734260128404349,3
Dwyane Wade,2006,0.219,28.9,27.4,4.7,7.5,2.1,1.2,0.5711040047512806,3
Gilbert Arenas,2006,0.177,24.0,28.4,4.6,6.0,1.9,0.2,0.5637405725096127,2
Kobe Bryant,2006,0.199,26.1,31.6,5.7,5.4,1.4,0.5,0.5451869949758963,1
Steve Nash,2006,0.225,23.8,18.6,3.5,11.6,0.8,0.1,0.5370290211736348,1
Tim Duncan,2006,0.23,26.1,20.0,10.6,3.4,0.8,2.4,0.5362293181477273,1
LeBron James,2006,0.206,24.5,27.3,6.7,6.0,1.6,0.7,0.5341819920584154,2
Tracy McGrady,2006,0.163,23.2,24.6,5.3,6.5,1.3,0.5,0.5298741506671065,2
Vince Carter,2006,0.161,21.8,25.2,6.0,4.8,1.0,0.4,0.5298741506671065,0
Yao Ming,2006,0.22,26.5,25.0,9.4,2.0,0.4,2.0,0.5289912300156401,2
Chris Bosh,2006,0.174,22.6,22.6,10.7,2.5,0.6,1.3,0.5289726241305744,2
Carmelo Anthony,2006,0.14,22.1,28.9,6.0,3.8,1.2,0.4,0.5149576122952334,3
Dirk Nowitzki,2006,0.278,27.6,24.6,8.9,3.4,0.7,0.8,0.5123308264255929,1
Paul Pierce,2006,0.148,21.7,25.0,5.9,4.1,1.0,0.3,0.4995612302701014,0
Elton Brand,2006,0.18,23.1,20.5,9.3,2.9,1.0,2.2,0.49824364071325083,0
Chris Paul,2006,0.179,22.0,17.3,4.4,8.9,1.8,0.0,0.495876019610667,0
Carlos Boozer,2006,0.185,24.1,20.9,11.7,3.0,0.9,0.3,0.485736879418612,0
Dwight Howard,2006,0.154,21.1,17.6,12.3,1.9,0.9,1.9,0.4831835224581568,3
Rashard Lewis,2006,0.155,20.7,22.4,6.6,2.4,1.1,0.7,0.4824055555232048,0
Manu Ginóbili,2006,0.246,24.1,16.5,4.4,3.5,1.5,0.4,0.47991041996864214,0
Pau Gasol,2006,0.155,24.1,20.8,9.8,3.4,0.5,2.1,0.4750835829223087,0
Shawn Marion,2006,0.191,20.8,17.5,9.8,1.7,2.0,1.5,0.4746171258195027,0
Michael Redd,2006,0.145,22.3,26.7,3.7,2.3,1.2,0.2,0.4713275227242788,0
Chauncey Billups,2006,0.216,21.3,17.0,3.4,7.2,1.2,0.2,0.4685811899068925,3
Ben Gordon,2006,0.152,18.2,21.4,3.1,3.6,0.8,0.2,0.46776182614485096,0
Tony Parker,2006,0.185,21.4,18.6,3.2,5.5,1.1,0.1,0.46743753200926486,0
Allen Iverson,2006,0.108,19.6,26.3,3.0,7.2,1.9,0.2,0.46453756147837816,0
Baron Davis,2006,0.139,21.0,20.1,4.4,8.1,2.1,0.5,0.463771511492052,0
Emeka Okafor,2006,0.147,20.1,14.4,11.3,1.2,0.9,2.6,0.45867698968924053,0
Amar'e Stoudemire,2006,0.201,23.1,20.4,9.6,1.0,1.0,1.3,0.4584683825533455,1
Chris Paul,2007,0.284,28.3,21.1,4.0,11.6,2.7,0.1,0.5856955897353608,1
LeBron James,2007,0.242,29.1,30.0,7.9,7.2,1.8,1.1,0.5819194211211353,1
Kobe Bryant,2007,0.208,24.2,28.3,6.3,5.4,1.8,0.5,0.5637405725096127,1
Yao Ming,2007,0.196,22.5,22.0,10.8,2.3,0.5,2.0,0.545568775884154,3
Dirk Nowitzki,2007,0.223,24.6,23.6,8.6,3.5,0.7,0.9,0.5405095392280097,2
Allen Iverson,2007,0.163,20.9,26.4,3.0,7.1,2.0,0.1,0.5372593659956192,0
Amar'e Stoudemire,2007,0.262,27.6,25.2,9.1,1.5,0.8,2.1,0.5289912300156401,2
Dwight Howard,2007,0.2,22.9,20.7,14.2,1.3,0.9,2.1,0.5259604952252379,1
Tim Duncan,2007,0.201,24.4,19.3,11.3,2.8,0.7,1.9,0.5024234473835941,2
Chris Bosh,2007,0.2,23.8,22.3,8.7,2.6,0.9,1.0,0.5016445710460193,0
Manu Ginóbili,2007,0.232,24.3,19.5,4.8,4.5,1.5,0.4,0.4973264439436821,3
Steve Nash,2007,0.181,21.1,16.9,3.5,11.1,0.7,0.1,0.4897365242480904,2
Carlos Boozer,2007,0.173,21.9,21.1,10.4,2.9,1.2,0.5,0.4890484285377943,3
Al Jefferson,2007,0.127,22.7,21.0,11.1,1.4,0.9,1.5,0.4882574281416498,0
Deron Williams,2007,0.177,20.8,18.8,3.0,10.5,1.1,0.3,0.48403789037396294,2
Kevin Martin,2007,0.183,21.0,23.7,4.5,2.1,1.0,0.1,0.4824055555232048,0
Chauncey Billups,2007,0.257,23.6,17.0,2.7,6.8,1.3,0.2,0.47991041996864214,0
Baron Davis,2007,0.131,19.8,21.8,4.7,7.6,2.3,0.5,0.47989909832286765,0
Lamar Odom,2007,0.159,16.9,14.2,10.6,3.5,1.0,0.9,0.4773406305779588,0
Kevin Garnett,2007,0.265,25.3,18.8,9.2,3.4,1.4,1.3,0.4691006456831025,1
Paul Pierce,2007,0.207,19.6,19.6,5.1,4.5,1.3,0.5,0.46743753200926486,3
Caron Butler,2007,0.15,20.7,20.3,6.7,4.9,2.2,0.3,0.4559360911192703,0
Andre Iguodala,2007,0.143,19.0,19.9,5.4,4.8,2.1,0.6,0.4559360911192703,0
Vince Carter,2007,0.126,18.8,21.3,6.0,5.1,1.2,0.4,0.45335917333153497,0
Carmelo Anthony,2007,0.14,21.1,25.7,7.4,3.4,1.3,0.5,0.4521962015669284,0
Pau Gasol,2007,0.172,21.6,18.9,8.4,3.2,0.5,1.5,0.4431010973550993,0
Antawn Jamison,2007,0.144,20.3,21.4,10.2,1.5,1.3,0.4,0.4397460820070881,0
Corey Maggette,2007,0.133,19.3,22.1,5.6,2.7,1.0,0.1,0.4378785185529276,0
Monta Ellis,2007,0.14,19.0,20.2,5.0,3.9,1.5,0.3,0.4373734534297929,0
Hedo Türkoğlu,2007,0.143,17.8,19.5,5.7,5.0,0.9,0.3,0.4373734534297929,0
Chris Paul,2008,0.292,30.0,22.8,5.5,11.0,2.8,0.1,0.5978682859246831,2
Dwyane Wade,2008,0.232,30.4,30.2,5.0,7.5,2.2,1.3,0.5819194211211353,1
LeBron James,2008,0.318,31.7,28.4,7.6,7.2,1.7,1.1,0.5635403990325164,1
Dwight Howard,2008,0.234,25.4,20.6,13.8,1.4,1.0,2.9,0.5595690540017628,1
Brandon Roy,2008,0.223,24.0,22.6,4.7,5.1,1.1,0.3,0.5405095392280097,2
Tim Duncan,2008,0.191,24.4,19.3,10.7,3.5,0.5,1.7,0.530650186669184,2
Tony Parker,2008,0.168,23.4,22.0,3.1,6.9,0.9,0.1,0.5298741506671065,3
Kobe Bryant,2008,0.206,24.4,26.8,5.2,4.9,1.5,0.5,0.5298741506671065,1
Danny Granger,2008,0.158,21.8,25.8,5.1,2.7,1.0,1.4,0.5183268207450847,0
Chris Bosh,2008,0.159,22.1,22.7,10.0,2.5,0.9,1.0,0.5016445710460193,0
Dirk Nowitzki,2008,0.171,23.1,25.9,8.4,2.4,0.8,0.8,0.5016445710460193,1
Al Jefferson,2008,0.128,23.1,23.1,11.0,1.6,0.8,1.7,0.5008531679927596,0
Pau Gasol,2008,0.223,22.2,18.9,9.6,3.5,0.6,1.0,0.4973264439436821,3
Deron Williams,2008,0.16,21.1,19.4,2.9,10.7,1.1,0.3,0.48403789037396294,0
Shaquille O'Neal,2008,0.166,22.3,17.8,8.4,1.7,0.7,1.4,0.4750835829223087,3
Yao Ming,2008,0.196,22.7,19.7,9.9,1.8,0.4,1.9,0.4750835829223087,2
Manu Ginóbili,2008,0.203,22.9,15.5,4.5,3.6,1.5,0.4,0.4692497060235192,0
Chauncey Billups,2008,0.174,18.8,17.7,3.0,6.4,1.2,0.2,0.46743753200926486,3
Mo Williams,2008,0.165,17.2,17.8,3.4,4.1,0.9,0.1,0.46743753200926486,0
Paul Pierce,2008,0.164,17.7,20.5,5.6,3.6,1.0,0.3,0.46743753200926486,2
Jameer Nelson,2008,0.22,20.6,16.7,3.5,5.4,1.2,0.1,0.46073432922540924,0
Devin Harris,2008,0.145,21.6,21.3,3.3,6.9,1.7,0.2,0.4548770621008285,0
David Lee,2008,0.154,19.0,16.0,11.7,2.1,1.0,0.3,0.44923541690316027,0
Troy Murphy,2008,0.165,17.8,14.3,11.8,2.4,0.8,0.5,0.44923541690316027,0
Amar'e Stoudemire,2008,0.149,20.3,21.4,8.1,2.0,0.9,1.1,0.4397460820070881,0
Rashard Lewis,2008,0.16,16.8,17.7,5.7,2.6,1.0,0.6,0.4394251749032432,0
Ray Allen,2008,0.186,17.3,18.2,3.5,2.8,0.9,0.2,0.4394251749032432,0
Andrew Bynum,2008,0.184,20.0,14.3,8.0,1.4,0.4,1.8,0.4386997506889971,0
Kevin Durant,2008,0.132,20.8,25.3,6.5,2.8,1.3,0.7,0.4378785185529276,0
Antawn Jamison,2008,0.126,20.6,22.2,8.9,1.9,1.2,0.3,0.4378785185529276,0
LeBron James,2009,0.299,31.1,29.7,7.3,8.6,1.6,1.0,0.5635403990325164,1
Dwight Howard,2009,0.223,24.0,18.3,13.2,1.8,0.9,2.8,0.5595690540017628,1
Dwyane Wade,2009,0.224,28.0,26.6,4.8,6.5,1.8,1.1,0.5590996163146182,1
Kobe Bryant,2009,0.16,21.9,27.0,5.4,5.0,1.5,0.3,0.5298741506671065,1
Chris Bosh,2009,0.182,25.0,24.0,10.8,2.4,0.6,1.0,0.5289726241305744,0
Kevin Durant,2009,0.238,26.2,30.1,7.6,2.8,1.4,1.0,0.5277057650604065,1
Chris Paul,2009,0.204,23.7,18.7,4.2,10.7,2.1,0.2,0.5220431045441779,0
David Lee,2009,0.163,22.2,20.2,11.7,3.6,1.0,0.5,0.5139945514268481,0
Pau Gasol,2009,0.22,22.9,18.3,11.3,3.4,0.6,1.7,0.5131092115589033,3
Dirk Nowitzki,2009,0.194,22.9,25.0,7.7,2.7,0.9,1.0,0.5016445710460193,2
Amar'e Stoudemire,2009,0.181,22.6,23.1,8.9,1.0,0.6,1.0,0.5016445710460193,2
Brandon Roy,2009,0.18,21.3,21.5,4.4,4.7,0.9,0.2,0.49806559621559127,3
Carmelo Anthony,2009,0.145,22.2,28.2,6.6,3.2,1.3,0.4,0.4867000159537064,2
Tim Duncan,2009,0.215,24.7,17.9,10.1,3.2,0.6,1.5,0.4857555328549713,3
Deron Williams,2009,0.177,20.6,18.7,4.0,10.5,1.3,0.2,0.48403789037396294,2
Manu Ginóbili,2009,0.216,22.5,16.5,3.8,4.9,1.4,0.3,0.47991041996864214,0
Steve Nash,2009,0.178,21.6,16.5,3.3,11.0,0.5,0.1,0.4767886984520847,2
Joe Johnson,2009,0.14,19.3,21.3,4.6,4.9,1.1,0.1,0.46776182614485096,3
Chauncey Billups,2009,0.182,20.2,19.5,3.1,5.6,1.1,0.1,0.46743753200926486,0
Josh Smith,2009,0.155,21.0,15.7,8.7,4.2,1.6,2.1,0.46670436403066345,0
Carlos Boozer,2009,0.178,21.3,19.5,11.2,3.2,1.1,0.5,0.46653681644959366,0
Andrew Bogut,2009,0.161,20.7,15.9,10.2,1.8,0.6,2.5,0.4616460179447554,3
Monta Ellis,2009,0.023,16.7,25.5,4.0,5.3,2.2,0.4,0.4431255060755663,0
Paul Pierce,2009,0.165,18.2,18.3,4.4,3.1,1.2,0.4,0.4394251749032432,0
Gerald Wallace,2009,0.177,18.3,18.2,10.0,2.1,1.5,1.1,0.4394251749032432,0
Marc Gasol,2009,0.164,19.3,14.6,9.3,2.4,1.0,1.6,0.4386997506889971,0
Andrew Bynum,2009,0.188,20.2,15.0,8.3,1.0,0.5,1.4,0.4386997506889971,0
Danny Granger,2009,0.131,19.8,24.1,5.5,2.8,1.5,0.8,0.4378785185529276,0
Zach Randolph,2009,0.153,21.2,20.8,11.7,1.8,1.0,0.4,0.4364831891904927,0
Greg Oden,2009,0.214,23.1,11.1,8.5,0.9,0.4,2.3,0.4354449121900103,0
Dwight Howard,2010,0.235,26.1,22.9,14.1,1.4,1.4,2.4,0.6016875878779346,1
Russell Westbrook,2010,0.159,23.6,21.9,4.6,8.2,1.9,0.4,0.5563346434785607,2
LeBron James,2010,0.244,27.3,26.7,7.5,7.0,1.6,0.6,0.548333553579281,1
Dwyane Wade,2010,0.218,25.6,25.5,6.4,4.6,1.5,1.1,0.5405095392280097,2
Derrick Rose,2010,0.208,23.5,25.0,4.1,7.7,1.0,0.6,0.5377243769005569,1
Kobe Bryant,2010,0.178,23.9,25.3,5.1,4.7,1.2,0.1,0.5298741506671065,1
Kevin Durant,2010,0.189,23.6,27.7,6.8,2.7,1.1,1.0,0.5170388232221925,1
Chris Paul,2010,0.232,23.7,15.9,4.1,9.8,2.4,0.1,0.5153145410104429,3
Dirk Nowitzki,2010,0.213,23.4,23.0,7.0,2.6,0.5,0.6,0.5123308264255929,2
Kevin Love,2010,0.21,24.3,20.2,15.2,2.5,0.6,0.4,0.5092923333035481,0
Manu Ginóbili,2010,0.195,21.7,17.4,3.7,4.9,1.5,0.4,0.4866408484947767,3
Pau Gasol,2010,0.232,23.3,18.8,10.2,3.3,0.6,1.6,0.4857555328549713,2
Zach Randolph,2010,0.185,22.6,20.1,12.2,2.2,0.8,0.3,0.485736879418612,3
Kevin Martin,2010,0.175,21.4,23.5,3.2,2.5,1.0,0.2,0.4824055555232048,0
Amar'e Stoudemire,2010,0.134,22.7,25.3,8.2,2.6,0.9,1.9,0.47351743517814104,2
LaMarcus Aldridge,2010,0.166,21.5,21.8,8.8,2.1,1.0,1.2,0.46983705758379196,3
Tony Parker,2010,0.156,20.4,17.5,3.1,6.6,1.2,0.0,0.46743753200926486,0
Eric Gordon,2010,0.12,18.5,22.3,2.9,4.4,1.3,0.3,0.46587421939035095,0
Steve Nash,2010,0.153,20.8,14.7,3.5,11.4,0.6,0.1,0.45947562159300664,0
Carmelo Anthony,2010,0.138,21.7,25.6,7.3,2.9,0.9,0.6,0.4569093311146063,0
Deron Williams,2010,0.142,21.1,20.1,4.0,10.3,1.2,0.2,0.45381594069441666,0
Al Horford,2010,0.179,20.7,15.3,9.3,3.5,0.8,1.0,0.45013091461110694,3
Chauncey Billups,2010,0.166,18.7,16.8,2.6,5.4,1.0,0.2,0.45013091461110694,0
Monta Ellis,2010,0.089,18.6,24.1,3.5,5.6,2.1,0.3,0.4431255060755663,0
Paul Pierce,2010,0.201,19.7,18.9,5.4,3.3,1.0,0.6,0.4394251749032432,0
