Player,Season,VORP,DWS,PER,FTA,TOV,PTS,Rookie,RookieNBA_pred_proba,Class
Jalen Green,2021,-0.5,0.2,12.5,3.5,2.0,17.3,1,0.48950049777815935,1
Tre Mann,2021,-0.8,1.0,10.2,1.4,1.2,10.4,1,0.4620657342730642,0
Brandon Williams,2021,-0.6,0.2,11.0,4.0,2.4,12.9,1,0.4620472988855768,0
Terry Taylor,2021,0.2,0.2,19.0,1.5,0.7,9.6,1,0.44551505454220475,0
Davion Mitchell,2021,-0.9,0.6,10.8,1.1,1.5,11.5,1,0.4209277452306569,0
Duane Washington Jr.,2021,-0.7,0.2,10.2,1.3,1.2,9.9,1,0.41565077801372124,0
Brandon Boston Jr.,2021,-0.3,0.9,11.2,1.4,0.6,6.7,1,0.4067412618589784,0
Josh Christopher,2021,-0.5,0.7,12.2,1.5,1.5,7.9,1,0.4067412618589784,0
Cam Thomas,2021,-0.4,0.8,11.7,1.6,0.8,8.5,1,0.4067412618589784,0
Austin Reaves,2021,0.0,0.8,11.5,1.9,0.7,7.3,1,0.4067412618589784,0
Isaiah Jackson,2021,0.0,0.7,20.5,2.4,1.1,8.3,1,0.4067412618589784,0
Zavier Simpson,2021,-0.3,0.1,7.7,1.3,2.5,11.0,1,0.39992605519238106,0
Trendon Watford,2021,0.1,0.5,15.8,2.0,0.9,7.6,1,0.3921045131029184,0
Aaron Wiggins,2021,-0.7,0.8,10.3,1.7,1.1,8.3,1,0.38598046017304805,0
Keon Johnson,2021,-0.7,0.4,8.7,1.4,1.2,7.2,1,0.3674696877900616,0
Day'Ron Sharpe,2021,-0.1,0.5,20.7,1.3,0.9,6.2,1,0.3667719479848285,0
Braxton Key,2021,-0.1,0.3,13.7,1.2,1.0,7.2,1,0.3621424108031572,0
Olivier Sarr,2021,-0.2,0.3,14.0,1.3,1.0,7.0,1,0.3621424108031572,0
Paolo Banchero,2022,0.3,2.6,14.9,7.4,2.8,20.0,1,0.6009346660775947,1
Jalen Williams,2022,1.3,2.6,15.6,2.5,1.6,14.1,1,0.6007386765990946,1
Walker Kessler,2022,2.1,2.5,21.5,2.1,0.8,9.2,1,0.5846370801580418,1
Jabari Smith Jr.,2022,-1.1,1.4,11.2,2.6,1.3,12.8,1,0.5589383355190316,0
Tari Eason,2022,0.1,1.7,15.2,1.8,1.2,9.3,1,0.5424349769134931,2
Jalen Duren,2022,0.5,1.6,17.3,2.3,1.4,9.1,1,0.5424349769134931,2
Mark Williams,2022,0.4,1.3,19.8,2.3,0.9,9.0,1,0.5424349769134931,0
Bennedict Mathurin,2022,-1.0,0.8,13.1,5.8,1.9,16.7,1,0.5278615763437385,1
Jaden Ivey,2022,-0.7,0.8,12.1,4.8,3.2,16.3,1,0.5278615763437385,2
Keegan Murray,2022,0.8,1.7,12.3,1.0,0.8,12.2,1,0.5110362433670236,1
RaiQuan Gray,2022,0.0,0.0,15.5,2.0,4.0,16.0,1,0.48950049777815935,0
Jeremy Sochan,2022,-0.7,0.7,11.4,2.1,1.7,11.0,1,0.48369514219769233,2
Jaden Hardy,2022,0.0,0.5,14.6,1.6,1.0,8.8,1,0.4684759315505081,0
Shaedon Sharpe,2022,-0.6,0.6,11.5,1.3,1.0,9.9,1,0.4597567767803091,0
AJ Griffin,2022,0.4,0.9,12.6,0.7,0.6,8.9,1,0.4358689691943999,0
Andrew Nembhard,2022,-0.6,0.8,10.0,0.8,1.7,9.5,1,0.4146605933639975,0
Jaylin Williams,2022,0.1,1.2,11.2,1.1,0.8,5.9,1,0.3995545202923185,0
Julian Champagnie,2022,-0.1,0.1,13.4,1.0,0.6,9.7,1,0.3985498829804399,0
David Roddy,2022,-0.6,1.4,8.8,0.9,0.8,6.7,1,0.3918895100327103,0
Jeenathan Williams,2022,0.0,0.0,15.5,0.6,0.8,10.6,1,0.38701307952141395,0
Malaki Branham,2022,-1.3,0.2,9.5,1.1,1.2,10.2,1,0.3737590896675439,0
Chance Comanche,2022,0.0,0.0,12.2,4.0,0.0,7.0,1,0.3670253702031113,0
Ochai Agbaji,2022,-0.3,0.4,9.5,1.2,0.7,7.9,1,0.3593594474971545,0
Quenton Jackson,2022,-0.1,0.1,12.2,2.4,0.4,6.2,1,0.35033725651665315,0
Christian Braun,2022,-0.1,1.2,10.3,0.8,0.5,4.7,1,0.3079702891684414,0
Nikola Jović,2022,-0.1,0.2,10.6,1.3,0.7,5.5,1,0.30736084947000997,0
Jamal Cain,2022,0.2,0.3,16.5,1.2,0.3,5.4,1,0.3043926970320892,0
Dyson Daniels,2022,0.0,1.4,8.8,0.7,1.0,3.8,1,0.30418416612625715,0
Bryce McGowens,2022,-0.8,0.4,7.2,1.7,0.9,5.3,1,0.302211225781836,0
Simone Fontecchio,2022,-0.6,0.3,8.0,0.8,0.8,6.3,1,0.2888671815362958,0
Chet Holmgren,2023,3.3,4.4,20.4,3.4,1.6,16.5,1,0.6164706343605098,1
Victor Wembanyama,2023,3.8,4.4,23.1,5.2,3.7,21.4,1,0.6164706343605098,1
Amen Thompson,2023,1.3,2.4,18.2,2.5,1.5,9.5,1,0.5846370801580418,2
Dereck Lively II,2023,0.8,1.8,18.1,1.5,0.9,8.8,1,0.5578785425505276,0
Jaime Jaquez Jr.,2023,0.1,2.7,12.9,2.3,1.5,11.9,1,0.5578785425505276,0
Ausar Thompson,2023,-0.1,1.7,12.8,1.9,1.3,8.8,1,0.5424349769134931,0
Brandon Miller,2023,-0.3,1.0,13.0,2.3,1.8,17.3,1,0.5278615763437385,1
Brandin Podziemski,2023,0.9,2.0,13.0,1.1,1.2,9.2,1,0.5099622619374119,1
GG Jackson II,2023,0.0,1.1,13.7,3.2,1.4,14.6,1,0.5003656694704842,0
Cam Whitmore,2023,0.5,1.1,16.6,2.4,1.0,12.3,1,0.5003656694704842,0
Trayce Jackson-Davis,2023,1.4,1.6,21.6,1.9,0.7,7.9,1,0.49180583822237306,0
Duop Reath,2023,0.3,1.0,15.1,1.4,0.8,9.1,1,0.48369514219769233,0
Scoot Henderson,2023,-1.7,0.9,9.5,3.3,3.4,14.0,1,0.4742353201573615,0
Toumani Camara,2023,-0.5,1.4,10.6,1.4,1.2,7.5,1,0.46454421440689087,0
Keyonte George,2023,-1.2,0.1,10.4,3.0,2.5,13.0,1,0.4405599062239799,2
Cason Wallace,2023,0.9,2.1,12.0,0.5,0.5,6.8,1,0.42049769300361095,2
Vasilije Micić,2023,-0.8,0.4,10.7,1.3,1.7,7.0,1,0.3837804553405668,0
Bilal Coulibaly,2023,-0.9,0.9,8.9,2.1,1.4,8.4,1,0.3817643596896812,0
Jordan Hawkins,2023,-0.3,1.0,10.2,1.2,0.6,7.8,1,0.37770563236573523,0
Javon Freeman-Liberty,2023,-0.3,0.2,10.7,1.6,1.1,7.0,1,0.37027915698589375,0
Tristan Vukcevic,2023,-0.1,0.1,13.9,2.2,1.0,8.5,1,0.37027915698589375,0
Mãozinha Pereira,2023,0.0,0.2,15.7,1.4,0.7,6.9,1,0.37027915698589375,0
Taylor Hendricks,2023,0.1,0.6,11.8,0.7,0.7,7.3,1,0.34724373465187613,0
Trey Jemison,2023,-0.5,0.6,11.8,1.0,1.4,6.8,1,0.34724373465187613,0
Marcus Sasser,2023,-0.2,0.6,11.8,0.9,1.3,8.3,1,0.34724373465187613,0
Anthony Black,2023,-0.3,1.5,8.4,1.2,0.8,4.6,1,0.338539952936158,0
Brice Sensabaugh,2023,-0.5,0.2,8.6,1.3,1.5,7.5,1,0.338342295243024,0
Tosan Evbuomwan,2023,-0.1,0.2,9.9,1.5,0.5,5.9,1,0.33395215296375164,0
Noah Clowney,2023,0.1,0.4,14.2,1.3,0.7,5.8,1,0.327405792389878,0
Gradey Dick,2023,-1.1,0.4,8.9,0.9,0.8,8.5,1,0.3239255217373433,0
