Player,Season,WS/48,PER,PTS,TRB,AST,STL,BLK,AllNBA_pred_proba,Class
Grant Hill,1998,0.189,23.9,21.1,7.1,6.0,1.6,0.5,0.86,2
Jason Kidd,1998,0.188,22.5,16.9,6.8,10.8,2.3,0.4,0.86,1
Antonio McDyess,1998,0.105,21.7,21.2,10.7,1.6,1.5,2.3,0.84,3
Hakeem Olajuwon,1998,0.175,23.1,18.9,9.6,1.8,1.6,2.5,0.82,3
Chris Webber,1998,0.102,19.5,20.0,13.0,4.1,1.4,2.1,0.79,2
Kevin Garnett,1998,0.146,22.4,20.8,10.4,4.3,1.7,1.8,0.74,3
Tim Hardaway,1998,0.146,18.8,17.4,3.2,7.3,1.2,0.1,0.69,2
John Stockton,1998,0.217,21.9,11.1,2.9,7.5,1.6,0.3,0.66,3
Kobe Bryant,1998,0.13,18.9,19.9,5.3,3.8,1.4,1.0,0.63,3
David Robinson,1998,0.261,24.9,15.8,10.0,2.1,1.4,2.4,0.22,0
Darrell Armstrong,1998,0.205,22.2,13.8,3.6,6.7,2.2,0.1,0.16,0
Shawn Kemp,1998,0.205,23.6,20.5,9.2,2.4,1.1,1.1,0.16,0
Dikembe Mutombo,1998,0.206,18.8,10.8,12.2,1.1,0.3,2.9,0.12,0
Stephon Marbury,1998,0.134,20.8,21.3,2.9,8.9,1.2,0.2,0.12,0
Shareef Abdur-Rahim,1998,0.108,20.7,23.0,7.5,3.4,1.4,1.1,0.1,0
Rod Strickland,1998,0.12,20.2,15.7,4.8,9.9,1.7,0.1,0.08,0
Sam Cassell,1998,0.187,23.1,15.9,1.9,4.5,1.1,0.0,0.05,0
Eddie Jones,1998,0.153,18.5,15.6,3.9,3.7,2.5,1.2,0.03,0
Theo Ratliff,1998,0.159,16.9,11.2,8.1,0.6,0.9,3.0,0.03,0
Keith Van Horn,1998,0.113,19.6,21.8,8.5,1.5,1.0,1.3,0.03,0
Charles Barkley,1998,0.215,23.1,16.1,12.3,4.6,1.0,0.3,0.03,0
Ray Allen,1998,0.146,18.9,17.1,4.2,3.6,1.1,0.1,0.02,0
Arvydas Sabonis,1998,0.207,20.4,12.1,7.9,2.4,0.7,1.3,0.02,0
Patrick Ewing,1998,0.123,19.4,17.3,9.9,1.1,0.8,2.6,0.01,0
Karl Malone,1999,0.249,27.1,25.5,9.5,3.7,1.0,0.9,0.99,2
Shaquille O'Neal,1999,0.283,30.6,29.7,13.6,3.8,0.5,3.0,0.98,1
Tim Duncan,1999,0.218,24.8,23.2,12.4,3.2,0.9,2.2,0.97,1
Alonzo Mourning,1999,0.226,25.8,21.7,9.5,1.6,0.5,3.7,0.93,2
Chris Webber,1999,0.179,23.4,24.5,10.5,4.6,1.6,1.7,0.92,3
Kevin Garnett,1999,0.172,23.6,22.9,11.8,5.0,1.5,1.6,0.91,1
Gary Payton,1999,0.195,23.6,24.2,6.5,8.9,1.9,0.2,0.9,1
Vince Carter,1999,0.182,23.4,25.7,5.8,3.9,1.3,1.1,0.87,3
David Robinson,1999,0.238,24.6,17.8,9.6,1.8,1.2,2.3,0.87,3
Kobe Bryant,1999,0.202,21.7,22.5,6.3,4.9,1.6,0.9,0.85,2
Grant Hill,1999,0.185,24.5,25.8,6.6,5.2,1.4,0.6,0.84,2
Jason Kidd,1999,0.156,18.4,14.3,7.2,10.1,2.0,0.4,0.81,1
Allen Iverson,1999,0.116,20.0,28.4,3.8,4.7,2.1,0.1,0.79,2
Stephon Marbury,1999,0.123,20.7,22.2,3.2,8.4,1.5,0.2,0.68,3
Eddie Jones,1999,0.172,19.9,20.1,4.8,4.2,2.7,0.7,0.66,3
Dikembe Mutombo,1999,0.16,19.4,11.5,14.1,1.3,0.3,3.3,0.1,0
Ray Allen,1999,0.157,20.6,22.1,4.4,3.8,1.3,0.2,0.09,0
John Stockton,1999,0.222,22.4,12.1,2.6,8.6,1.7,0.2,0.07,0
Sam Cassell,1999,0.152,21.1,18.6,3.7,9.0,1.3,0.1,0.06,0
Michael Finley,1999,0.114,19.2,22.6,6.3,5.3,1.3,0.4,0.05,0
Paul Pierce,1999,0.152,19.8,19.5,5.4,3.0,2.1,0.8,0.04,0
Darrell Armstrong,1999,0.149,19.5,16.2,3.3,6.1,2.1,0.1,0.03,0
Terrell Brandon,1999,0.159,20.8,17.1,3.4,8.9,1.9,0.4,0.03,0
Jerry Stackhouse,1999,0.111,18.9,23.6,3.8,4.5,1.3,0.4,0.03,0
Shareef Abdur-Rahim,1999,0.132,20.2,20.3,10.1,3.3,1.1,1.1,0.02,0
Theo Ratliff,1999,0.149,16.7,11.9,7.6,0.6,0.6,3.0,0.02,0
Arvydas Sabonis,1999,0.203,20.3,11.8,7.8,1.8,0.7,1.2,0.01,0
Jason Williams,1999,0.026,11.6,12.3,2.8,7.3,1.4,0.1,0.01,0
Charles Barkley,1999,0.148,19.8,14.5,10.5,3.2,0.7,0.2,0.01,0
Tracy McGrady,1999,0.129,20.0,15.4,6.3,3.3,1.1,1.9,0.01,0
Shaquille O'Neal,2000,0.245,30.2,28.7,12.7,3.7,0.6,2.8,0.99,1
Tracy McGrady,2000,0.189,24.9,26.8,7.5,4.6,1.5,1.5,0.96,2
Allen Iverson,2000,0.19,24.0,31.1,3.8,4.6,2.5,0.3,0.96,1
Dirk Nowitzki,2000,0.224,22.8,21.8,9.2,2.1,1.0,1.2,0.95,3
Chris Webber,2000,0.186,24.7,27.1,11.1,4.2,1.3,1.7,0.95,1
Karl Malone,2000,0.217,24.7,23.2,8.3,4.5,1.1,0.8,0.94,3
Vince Carter,2000,0.208,25.0,27.6,5.5,3.9,1.5,1.1,0.92,2
Kobe Bryant,2000,0.196,24.5,28.5,5.9,5.0,1.7,0.6,0.9,2
Kevin Garnett,2000,0.176,23.9,22.0,11.4,5.0,1.4,1.8,0.89,2
Gary Payton,2000,0.16,22.1,23.1,4.6,8.1,1.6,0.3,0.89,3
Tim Duncan,2000,0.2,23.8,22.2,12.2,3.0,0.9,2.3,0.88,1
Ray Allen,2000,0.211,22.9,22.0,5.2,4.6,1.5,0.2,0.81,3
Jason Kidd,2000,0.15,19.4,16.9,6.4,9.8,2.2,0.3,0.81,1
David Robinson,2000,0.246,23.7,14.4,8.6,1.5,1.0,2.5,0.73,3
Dikembe Mutombo,2000,0.151,17.5,10.0,13.5,1.0,0.4,2.7,0.67,2
Paul Pierce,2000,0.16,22.3,25.3,6.4,3.1,1.7,0.8,0.24,0
Jerry Stackhouse,2000,0.137,21.8,29.8,3.9,5.1,1.2,0.7,0.21,0
John Stockton,2000,0.216,22.3,11.5,2.8,8.7,1.6,0.3,0.14,0
Steve Francis,2000,0.184,21.6,19.9,6.9,6.5,1.8,0.4,0.13,0
Rasheed Wallace,2000,0.18,20.9,19.2,7.8,2.8,1.2,1.8,0.13,0
Antoine Walker,2000,0.093,18.9,23.4,8.9,5.5,1.7,0.6,0.12,0
Shawn Marion,2000,0.196,21.0,17.3,10.7,2.0,1.7,1.4,0.12,0
Antonio McDyess,2000,0.146,22.0,20.8,12.1,2.1,0.6,1.5,0.11,0
Antawn Jamison,2000,0.094,19.0,24.9,8.7,2.0,1.4,0.3,0.09,0
Marcus Camby,2000,0.233,20.9,12.0,11.5,0.8,1.0,2.2,0.08,0
Peja Stojaković,2000,0.168,18.4,20.4,5.8,2.2,1.2,0.2,0.08,0
Danny Fortson,2000,0.258,24.4,16.7,16.3,0.8,0.3,0.0,0.08,0
Stephon Marbury,2000,0.147,22.7,23.9,3.1,7.6,1.2,0.1,0.07,0
Michael Finley,2000,0.119,18.2,21.5,5.2,4.4,1.4,0.4,0.05,0
Ben Wallace,2000,0.121,14.8,6.4,13.2,1.5,1.3,2.3,0.05,0
Shaquille O'Neal,2001,0.262,29.7,27.2,10.7,3.0,0.6,2.0,0.99,1
Tim Duncan,2001,0.257,27.0,25.5,12.7,3.7,0.7,2.5,0.98,1
Kobe Bryant,2001,0.199,23.2,25.2,5.5,5.5,1.5,0.4,0.98,1
Tracy McGrady,2001,0.189,25.1,25.6,7.9,5.3,1.6,1.0,0.96,1
Chris Webber,2001,0.2,24.4,24.5,10.1,4.8,1.7,1.4,0.96,2
Paul Pierce,2001,0.187,22.3,26.1,6.9,3.2,1.9,1.0,0.92,3
Kevin Garnett,2001,0.194,23.8,21.2,12.1,5.2,1.2,1.6,0.92,2
Gary Payton,2001,0.183,22.9,22.1,4.8,9.0,1.6,0.3,0.91,2
Dirk Nowitzki,2001,0.222,24.1,23.4,9.9,2.4,1.1,1.0,0.91,2
Ben Wallace,2001,0.19,18.6,7.6,13.0,1.4,1.7,3.5,0.84,3
Allen Iverson,2001,0.126,21.9,31.4,4.5,5.5,2.8,0.2,0.83,2
Jason Kidd,2001,0.14,19.1,14.7,7.3,9.9,2.1,0.2,0.76,1
Dikembe Mutombo,2001,0.158,16.0,11.5,10.8,1.0,0.4,2.4,0.66,3
Jermaine O'Neal,2001,0.113,18.1,19.0,10.5,1.6,0.6,2.3,0.63,3
Steve Nash,2001,0.167,20.7,17.9,3.1,7.7,0.6,0.0,0.62,3
Elton Brand,2001,0.216,23.6,18.2,11.6,2.4,1.0,2.0,0.27,0
Andre Miller,2001,0.163,21.8,16.5,4.7,10.9,1.6,0.4,0.21,0
Karl Malone,2001,0.155,21.1,22.4,8.6,4.3,1.9,0.7,0.15,0
Ray Allen,2001,0.169,21.6,21.8,4.5,3.9,1.3,0.3,0.15,0
John Stockton,2001,0.2,21.9,13.4,3.2,8.2,1.9,0.3,0.14,0
Peja Stojaković,2001,0.179,19.3,21.2,5.3,2.5,1.1,0.2,0.13,0
Antoine Walker,2001,0.094,17.1,22.1,8.8,5.0,1.5,0.5,0.1,0
Vince Carter,2001,0.14,20.5,24.7,5.2,4.0,1.6,0.7,0.1,0
Brent Barry,2001,0.191,19.3,14.4,5.4,5.3,1.8,0.5,0.09,0
Terrell Brandon,2001,0.186,21.2,12.4,2.9,8.3,1.6,0.2,0.08,0
Jamal Mashburn,2001,0.101,16.9,21.5,6.1,4.3,1.1,0.2,0.06,0
Steve Francis,2001,0.091,19.1,21.6,7.0,6.4,1.2,0.4,0.06,0
Michael Jordan,2001,0.075,20.7,22.9,5.7,5.2,1.4,0.4,0.05,0
David Robinson,2001,0.211,20.3,12.2,8.3,1.2,1.1,1.8,0.04,0
Sam Cassell,2001,0.158,21.3,19.7,4.2,6.7,1.2,0.2,0.04,0
Shaquille O'Neal,2002,0.25,29.5,27.5,11.1,3.1,0.6,2.4,1.0,1
Dirk Nowitzki,2002,0.249,25.6,25.1,9.9,3.0,1.4,1.0,0.99,2
Tim Duncan,2002,0.248,26.9,23.3,12.9,3.9,0.7,2.9,0.99,1
Kobe Bryant,2002,0.21,26.2,30.0,6.9,5.9,2.2,0.8,0.96,1
Tracy McGrady,2002,0.262,30.3,32.1,6.5,5.5,1.7,0.8,0.96,1
Steve Nash,2002,0.206,22.6,17.7,2.9,7.3,1.0,0.1,0.94,3
Kevin Garnett,2002,0.225,26.4,23.0,13.4,6.0,1.4,1.6,0.92,1
Ben Wallace,2002,0.176,17.2,6.9,15.4,1.6,1.4,3.2,0.84,2
Allen Iverson,2002,0.127,21.2,27.6,4.2,5.5,2.7,0.2,0.83,2
Chris Webber,2002,0.127,20.9,23.0,10.5,5.4,1.6,1.3,0.82,2
Stephon Marbury,2002,0.142,20.1,22.3,3.2,8.1,1.3,0.2,0.8,3
Paul Pierce,2002,0.157,22.7,25.9,7.3,4.4,1.8,0.8,0.8,3
Jason Kidd,2002,0.182,22.2,18.7,6.3,8.9,2.2,0.3,0.78,2
Jamal Mashburn,2002,0.13,18.0,21.6,6.1,5.6,1.0,0.2,0.7,3
Jermaine O'Neal,2002,0.177,21.4,20.8,10.3,2.0,0.9,2.3,0.69,3
Elton Brand,2002,0.149,21.7,18.5,11.3,2.5,1.1,2.5,0.21,0
Shawn Marion,2002,0.186,21.3,21.2,9.5,2.4,2.3,1.2,0.2,0
Peja Stojaković,2002,0.199,19.6,19.2,5.5,2.0,1.0,0.1,0.14,0
Karl Malone,2002,0.182,21.7,20.6,7.8,4.7,1.7,0.4,0.13,0
John Stockton,2002,0.19,21.0,10.8,2.5,7.7,1.7,0.2,0.12,0
Steve Francis,2002,0.16,20.6,21.0,6.2,6.2,1.7,0.5,0.1,0
Sam Cassell,2002,0.171,22.3,19.7,4.4,5.8,1.1,0.2,0.07,0
Chauncey Billups,2002,0.204,20.4,16.2,3.7,3.9,0.9,0.2,0.06,0
Doug Christie,2002,0.157,15.0,9.4,4.3,4.7,2.3,0.5,0.06,0
Ray Allen,2002,0.152,21.3,22.5,5.0,4.4,1.4,0.2,0.05,0
Antawn Jamison,2002,0.126,19.0,22.2,7.0,1.9,0.9,0.5,0.04,0
Allan Houston,2002,0.111,17.7,22.5,2.8,2.7,0.7,0.1,0.03,0
Jalen Rose,2002,0.052,14.9,22.1,4.3,4.8,0.9,0.3,0.03,0
Andrei Kirilenko,2002,0.199,21.1,12.0,5.3,1.7,1.5,2.2,0.03,0
Michael Jordan,2002,0.099,19.3,20.0,6.1,3.8,1.5,0.5,0.02,0
Tim Duncan,2003,0.249,27.1,22.3,12.4,3.1,0.9,2.7,0.97,1
Kevin Garnett,2003,0.272,29.4,24.2,13.9,5.0,1.5,2.2,0.96,1
Kobe Bryant,2003,0.21,23.7,24.0,5.5,5.1,1.7,0.4,0.96,1
Shaquille O'Neal,2003,0.192,24.4,21.5,11.5,2.9,0.5,2.5,0.92,1
Ben Wallace,2003,0.16,17.3,9.5,12.4,1.7,1.8,3.0,0.92,2
Tracy McGrady,2003,0.151,25.3,28.0,6.0,5.5,1.4,0.6,0.87,2
Sam Cassell,2003,0.205,22.8,19.8,3.3,7.3,1.3,0.2,0.84,2
Dirk Nowitzki,2003,0.19,22.5,21.8,8.7,2.7,1.2,1.4,0.83,3
Peja Stojaković,2003,0.198,21.8,24.2,6.3,2.1,1.3,0.2,0.78,2
Yao Ming,2003,0.202,21.9,17.5,9.0,1.5,0.3,1.9,0.74,3
Metta World Peace,2003,0.141,18.2,18.3,5.3,3.7,2.1,0.7,0.69,3
Michael Redd,2003,0.154,19.9,21.7,5.0,2.3,1.0,0.1,0.69,3
Jason Kidd,2003,0.141,19.7,15.5,6.4,9.2,1.8,0.2,0.66,1
Baron Davis,2003,0.133,20.7,22.9,4.3,7.5,2.4,0.4,0.65,3
Jermaine O'Neal,2003,0.155,21.1,20.1,10.0,2.1,0.8,2.6,0.62,2
Elton Brand,2003,0.174,23.2,20.0,10.3,3.3,0.9,2.2,0.19,0
Andrei Kirilenko,2003,0.192,22.6,16.5,8.1,3.1,1.9,2.8,0.13,0
Ray Allen,2003,0.153,21.7,23.0,5.1,4.8,1.3,0.2,0.12,0
Corey Maggette,2003,0.157,20.1,20.7,5.9,3.1,0.9,0.2,0.09,0
Shawn Marion,2003,0.135,19.9,19.0,9.3,2.7,2.1,1.3,0.09,0
Allen Iverson,2003,0.066,19.3,26.4,3.7,6.8,2.4,0.1,0.08,0
Marcus Camby,2003,0.154,17.8,8.6,10.1,1.8,1.2,2.6,0.05,0
Brad Miller,2003,0.184,19.4,14.1,10.3,4.3,0.9,1.2,0.05,0
Carlos Boozer,2003,0.174,20.8,15.5,11.4,2.0,1.0,0.7,0.04,0
Erick Dampier,2003,0.178,20.1,12.3,12.0,0.8,0.4,1.9,0.04,0
Chauncey Billups,2003,0.198,18.6,16.9,3.5,5.7,1.1,0.1,0.04,0
Paul Pierce,2003,0.109,19.4,23.0,6.5,5.1,1.6,0.7,0.04,0
Steve Nash,2003,0.162,20.5,14.5,3.0,8.8,0.9,0.1,0.03,0
Zydrunas Ilgauskas,2003,0.147,20.2,15.3,8.1,1.3,0.5,2.5,0.03,0
Vince Carter,2003,0.103,20.0,22.5,4.8,4.8,1.2,0.9,0.03,0
Dirk Nowitzki,2004,0.248,26.1,26.1,9.7,3.1,1.2,1.5,0.99,1
Dwyane Wade,2004,0.177,23.1,24.1,5.2,6.8,1.6,1.1,0.98,2
Amar'e Stoudemire,2004,0.243,26.6,26.0,8.9,1.6,1.0,1.6,0.97,2
Tim Duncan,2004,0.245,27.0,20.3,11.1,2.7,0.7,2.6,0.97,1
LeBron James,2004,0.203,25.7,27.2,7.4,7.2,2.2,0.7,0.94,2
Shaquille O'Neal,2004,0.211,27.0,22.9,10.4,2.7,0.5,2.3,0.91,1
Shawn Marion,2004,0.191,21.7,19.4,11.3,1.9,2.0,1.5,0.91,3
Tracy McGrady,2004,0.18,22.9,25.7,6.2,5.7,1.7,0.7,0.9,3
Kevin Garnett,2004,0.248,28.2,22.2,13.5,5.7,1.5,1.4,0.9,2
Kobe Bryant,2004,0.145,23.3,27.6,5.9,6.0,1.3,0.8,0.85,3
Gilbert Arenas,2004,0.169,21.3,25.5,4.7,5.1,1.7,0.3,0.84,3
Steve Nash,2004,0.203,22.0,15.5,3.3,11.5,1.0,0.1,0.84,1
Allen Iverson,2004,0.136,23.2,30.7,4.0,7.9,2.4,0.1,0.83,1
Ray Allen,2004,0.168,20.9,23.9,4.4,3.7,1.1,0.1,0.71,2
Ben Wallace,2004,0.153,17.4,9.7,12.2,1.7,1.4,2.4,0.63,3
Metta World Peace,2004,0.219,23.5,24.6,6.4,3.1,1.7,0.9,0.3,0
Paul Pierce,2004,0.182,21.8,21.6,6.6,4.2,1.6,0.5,0.25,0
Vince Carter,2004,0.159,22.9,24.5,5.2,4.2,1.4,0.6,0.22,0
Larry Hughes,2004,0.157,21.6,22.0,6.3,4.7,2.9,0.3,0.2,0
Stephon Marbury,2004,0.171,21.9,21.7,3.0,8.1,1.5,0.1,0.16,0
Corey Maggette,2004,0.16,19.9,22.2,6.0,3.4,1.1,0.1,0.13,0
Yao Ming,2004,0.21,23.2,18.3,8.4,0.8,0.4,2.0,0.11,0
Jason Kidd,2004,0.143,19.5,14.4,7.4,8.3,1.9,0.1,0.1,0
Richard Jefferson,2004,0.086,16.6,22.2,7.3,4.0,1.0,0.5,0.09,0
Pau Gasol,2004,0.184,22.5,17.8,7.3,2.4,0.7,1.7,0.08,0
Brad Miller,2004,0.198,20.7,15.6,9.3,3.9,1.2,1.2,0.08,0
Andrei Kirilenko,2004,0.197,24.4,15.6,6.2,3.2,1.6,3.3,0.08,0
Jermaine O'Neal,2004,0.118,22.9,24.3,8.8,1.9,0.6,2.0,0.07,0
Michael Redd,2004,0.105,18.3,23.0,4.2,2.3,0.8,0.1,0.05,0
Chauncey Billups,2004,0.202,19.0,16.5,3.4,5.8,1.0,0.1,0.05,0
LeBron James,2005,0.232,28.1,31.4,7.0,6.6,1.6,0.8,0.99,1
Kobe Bryant,2005,0.224,28.0,35.4,5.3,4.5,1.8,0.4,0.99,1
Dirk Nowitzki,2005,0.275,28.1,26.6,9.0,2.8,0.7,1.0,0.98,1
Dwyane Wade,2005,0.239,27.6,27.2,5.7,6.7,1.9,0.8,0.98,2
Elton Brand,2005,0.229,26.5,24.7,10.0,2.6,1.0,2.5,0.94,2
Gilbert Arenas,2005,0.193,23.8,29.3,3.5,6.1,2.0,0.3,0.94,3
Allen Iverson,2005,0.165,25.9,33.0,3.2,7.4,1.9,0.1,0.91,3
Yao Ming,2005,0.211,25.6,22.3,10.2,1.5,0.5,1.6,0.9,3
Shawn Marion,2005,0.214,23.6,21.8,11.8,1.8,2.0,1.7,0.88,3
Chauncey Billups,2005,0.254,23.4,18.5,3.1,8.6,0.9,0.1,0.88,2
Steve Nash,2005,0.212,23.3,18.8,4.2,10.5,0.8,0.2,0.87,1
Tim Duncan,2005,0.187,23.1,18.6,11.0,3.2,0.9,2.0,0.84,2
Carmelo Anthony,2005,0.153,22.0,26.5,4.9,2.7,1.1,0.5,0.79,3
Ben Wallace,2005,0.168,17.5,7.3,11.3,1.9,1.8,2.2,0.74,2
Shaquille O'Neal,2005,0.164,24.4,20.0,9.2,1.9,0.4,1.8,0.64,1
Kevin Garnett,2005,0.242,26.8,21.8,12.7,4.1,1.4,1.4,0.31,0
Paul Pierce,2005,0.178,23.6,26.8,6.7,4.7,1.4,0.4,0.28,0
Chris Bosh,2005,0.17,23.2,22.5,9.2,2.6,0.7,1.1,0.18,0
Michael Redd,2005,0.166,21.2,25.4,4.3,2.9,1.2,0.1,0.17,0
Pau Gasol,2005,0.184,22.7,20.4,8.9,4.6,0.6,1.9,0.14,0
Vince Carter,2005,0.153,21.6,24.2,5.8,4.3,1.2,0.7,0.08,0
Gerald Wallace,2005,0.163,21.3,15.2,7.5,1.7,2.5,2.1,0.08,0
Tracy McGrady,2005,0.112,21.9,24.4,6.5,4.8,1.3,0.9,0.07,0
Mike Bibby,2005,0.127,17.9,21.1,2.9,5.4,1.0,0.1,0.06,0
Tony Parker,2005,0.169,20.8,18.9,3.3,5.8,1.0,0.1,0.06,0
Ray Allen,2005,0.15,22.2,25.1,4.3,3.7,1.3,0.2,0.06,0
Marcus Camby,2005,0.141,19.9,12.8,11.9,2.1,1.4,3.3,0.05,0
Jason Richardson,2005,0.122,19.2,23.2,5.8,3.1,1.3,0.5,0.05,0
Bonzi Wells,2005,0.096,16.6,13.6,7.7,2.8,1.8,0.5,0.04,0
Jermaine O'Neal,2005,0.131,20.4,20.1,9.3,2.6,0.5,2.3,0.04,0
LeBron James,2006,0.206,24.5,27.3,6.7,6.0,1.6,0.7,0.99,2
Dirk Nowitzki,2006,0.278,27.6,24.6,8.9,3.4,0.7,0.8,0.97,1
Dwyane Wade,2006,0.219,28.9,27.4,4.7,7.5,2.1,1.2,0.97,3
Kobe Bryant,2006,0.199,26.1,31.6,5.7,5.4,1.4,0.5,0.96,1
Gilbert Arenas,2006,0.177,24.0,28.4,4.6,6.0,1.9,0.2,0.94,2
Steve Nash,2006,0.225,23.8,18.6,3.5,11.6,0.8,0.1,0.94,1
Tim Duncan,2006,0.23,26.1,20.0,10.6,3.4,0.8,2.4,0.94,1
Yao Ming,2006,0.22,26.5,25.0,9.4,2.0,0.4,2.0,0.92,2
Kevin Garnett,2006,0.171,24.1,22.4,12.8,4.1,1.2,1.7,0.87,3
Tracy McGrady,2006,0.163,23.2,24.6,5.3,6.5,1.3,0.5,0.84,2
Carmelo Anthony,2006,0.14,22.1,28.9,6.0,3.8,1.2,0.4,0.84,3
Amar'e Stoudemire,2006,0.201,23.1,20.4,9.6,1.0,1.0,1.3,0.79,1
Dwight Howard,2006,0.154,21.1,17.6,12.3,1.9,0.9,1.9,0.78,3
Chris Bosh,2006,0.174,22.6,22.6,10.7,2.5,0.6,1.3,0.78,2
Chauncey Billups,2006,0.216,21.3,17.0,3.4,7.2,1.2,0.2,0.7,3
Carlos Boozer,2006,0.185,24.1,20.9,11.7,3.0,0.9,0.3,0.17,0
Ben Gordon,2006,0.152,18.2,21.4,3.1,3.6,0.8,0.2,0.16,0
Michael Redd,2006,0.145,22.3,26.7,3.7,2.3,1.2,0.2,0.16,0
Ray Allen,2006,0.136,21.6,26.4,4.5,4.1,1.5,0.2,0.15,0
Rashard Lewis,2006,0.155,20.7,22.4,6.6,2.4,1.1,0.7,0.15,0
Tony Parker,2006,0.185,21.4,18.6,3.2,5.5,1.1,0.1,0.15,0
Chris Paul,2006,0.179,22.0,17.3,4.4,8.9,1.8,0.0,0.12,0
Paul Pierce,2006,0.148,21.7,25.0,5.9,4.1,1.0,0.3,0.12,0
Kevin Martin,2006,0.173,20.1,20.2,4.3,2.2,1.2,0.1,0.11,0
Zach Randolph,2006,0.112,22.8,23.6,10.1,2.2,0.8,0.2,0.1,0
Emeka Okafor,2006,0.147,20.1,14.4,11.3,1.2,0.9,2.6,0.1,0
Vince Carter,2006,0.161,21.8,25.2,6.0,4.8,1.0,0.4,0.1,0
Elton Brand,2006,0.18,23.1,20.5,9.3,2.9,1.0,2.2,0.09,0
Allen Iverson,2006,0.108,19.6,26.3,3.0,7.2,1.9,0.2,0.09,0
Pau Gasol,2006,0.155,24.1,20.8,9.8,3.4,0.5,2.1,0.08,0
LeBron James,2007,0.242,29.1,30.0,7.9,7.2,1.8,1.1,1.0,1
Dirk Nowitzki,2007,0.223,24.6,23.6,8.6,3.5,0.7,0.9,0.98,2
Chris Paul,2007,0.284,28.3,21.1,4.0,11.6,2.7,0.1,0.98,1
Kobe Bryant,2007,0.208,24.2,28.3,6.3,5.4,1.8,0.5,0.95,1
Tim Duncan,2007,0.201,24.4,19.3,11.3,2.8,0.7,1.9,0.95,2
Amar'e Stoudemire,2007,0.262,27.6,25.2,9.1,1.5,0.8,2.1,0.94,2
Deron Williams,2007,0.177,20.8,18.8,3.0,10.5,1.1,0.3,0.89,2
Yao Ming,2007,0.196,22.5,22.0,10.8,2.3,0.5,2.0,0.86,3
Steve Nash,2007,0.181,21.1,16.9,3.5,11.1,0.7,0.1,0.86,2
Kevin Garnett,2007,0.265,25.3,18.8,9.2,3.4,1.4,1.3,0.85,1
Dwight Howard,2007,0.2,22.9,20.7,14.2,1.3,0.9,2.1,0.84,1
Paul Pierce,2007,0.207,19.6,19.6,5.1,4.5,1.3,0.5,0.81,3
Manu Ginóbili,2007,0.232,24.3,19.5,4.8,4.5,1.5,0.4,0.78,3
Carlos Boozer,2007,0.173,21.9,21.1,10.4,2.9,1.2,0.5,0.74,3
Tracy McGrady,2007,0.115,18.4,21.6,5.1,5.9,1.0,0.5,0.69,3
Kevin Martin,2007,0.183,21.0,23.7,4.5,2.1,1.0,0.1,0.21,0
Carmelo Anthony,2007,0.14,21.1,25.7,7.4,3.4,1.3,0.5,0.18,0
Chauncey Billups,2007,0.257,23.6,17.0,2.7,6.8,1.3,0.2,0.17,0
Chris Bosh,2007,0.2,23.8,22.3,8.7,2.6,0.9,1.0,0.17,0
Allen Iverson,2007,0.163,20.9,26.4,3.0,7.1,2.0,0.1,0.16,0
Baron Davis,2007,0.131,19.8,21.8,4.7,7.6,2.3,0.5,0.14,0
Pau Gasol,2007,0.172,21.6,18.9,8.4,3.2,0.5,1.5,0.13,0
Al Jefferson,2007,0.127,22.7,21.0,11.1,1.4,0.9,1.5,0.13,0
Corey Maggette,2007,0.133,19.3,22.1,5.6,2.7,1.0,0.1,0.11,0
Caron Butler,2007,0.15,20.7,20.3,6.7,4.9,2.2,0.3,0.11,0
Marcus Camby,2007,0.148,17.2,9.1,13.1,3.3,1.1,3.6,0.09,0
Andrew Bynum,2007,0.23,22.6,13.1,10.2,1.7,0.3,2.1,0.09,0
Chris Kaman,2007,0.083,17.5,15.7,12.7,1.9,0.6,2.8,0.08,0
Dwyane Wade,2007,0.082,21.5,24.6,4.2,6.9,1.7,0.7,0.08,0
Antawn Jamison,2007,0.144,20.3,21.4,10.2,1.5,1.3,0.4,0.06,0
LeBron James,2008,0.318,31.7,28.4,7.6,7.2,1.7,1.1,1.0,1
Dwyane Wade,2008,0.232,30.4,30.2,5.0,7.5,2.2,1.3,0.99,1
Kobe Bryant,2008,0.206,24.4,26.8,5.2,4.9,1.5,0.5,0.98,1
Chris Paul,2008,0.292,30.0,22.8,5.5,11.0,2.8,0.1,0.97,2
Tim Duncan,2008,0.191,24.4,19.3,10.7,3.5,0.5,1.7,0.94,2
Dwight Howard,2008,0.234,25.4,20.6,13.8,1.4,1.0,2.9,0.93,1
Tony Parker,2008,0.168,23.4,22.0,3.1,6.9,0.9,0.1,0.83,3
Yao Ming,2008,0.196,22.7,19.7,9.9,1.8,0.4,1.9,0.81,2
Brandon Roy,2008,0.223,24.0,22.6,4.7,5.1,1.1,0.3,0.76,2
Pau Gasol,2008,0.223,22.2,18.9,9.6,3.5,0.6,1.0,0.75,3
Dirk Nowitzki,2008,0.171,23.1,25.9,8.4,2.4,0.8,0.8,0.75,1
Chauncey Billups,2008,0.174,18.8,17.7,3.0,6.4,1.2,0.2,0.73,3
Carmelo Anthony,2008,0.105,19.0,22.8,6.8,3.4,1.1,0.4,0.73,3
