Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Season
Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,
1,Gary Alexander,"Nov 5, '93, MIA vs. ORL",24,1,11,55,8,14,0,0,3,9,7,15,2,3,0,8,10,19,.571,,.333,5.0,1.7,1.4,0.2,0.3,0.0,1993
2,Vin Baker,"Nov 5, '93, MIL @ CLE",22,13,791,25737,4692,9675,39,181,2416,3787,2263,5867,1509,582,798,1756,2560,11839,.485,.215,.638,32.5,15.0,7.4,1.9,0.7,1.0,1993
3,Corie Blount,"Nov 5, '93, CHI @ CHH",25,11,644,9925,959,2038,3,26,366,624,1085,2690,460,328,266,519,1375,2287,.471,.115,.587,15.4,3.6,4.2,0.7,0.5,0.4,1993
4,Shawn Bradley,"Nov 5, '93, PHI vs. WSB",21,12,832,19531,2713,5935,4,39,1322,1847,1743,5268,573,532,2119,1059,2567,6752,.457,.103,.716,23.5,8.1,6.3,0.7,0.6,2.5,1993
5,P.J. Brown,"Nov 5, '93, NJN @ HOU",24,15,1089,33823,3852,8365,8,59,2158,2718,3002,8409,1661,912,1116,1342,3218,9870,.460,.136,.794,31.1,9.1,7.7,1.5,0.8,1.0,1993
6,Evers Burns,"Nov 24, '93, SAC vs. SEA",22,1,23,143,22,55,0,0,12,23,13,30,9,6,3,7,33,56,.400,,.522,6.2,2.4,1.3,0.4,0.3,0.1,1993
7,Scott Burrell,"Nov 23, '93, CHH @ WSB",23,8,383,7592,971,2321,339,909,366,506,395,1332,527,341,180,337,865,2647,.418,.373,.723,19.8,6.9,3.5,1.4,0.9,0.5,1993
8,Mitchell Butler,"Nov 5, '93, WSB @ PHI",23,8,362,5464,707,1613,95,313,359,576,246,717,342,214,53,353,576,1868,.438,.304,.623,15.1,5.2,2.0,0.9,0.6,0.1,1993
9,Sam Cassell,"Nov 5, '93, HOU vs. NJN",24,15,993,29812,5698,12558,672,2029,3567,4144,618,3221,5939,1058,163,2418,2744,15635,.454,.331,.861,30.0,15.7,3.2,6.0,1.1,0.2,1993
10,Calbert Cheaney,"Nov 5, '93, WSB @ PHI",22,13,825,22007,3366,7227,204,684,890,1288,732,2610,1398,659,198,994,2074,7826,.466,.298,.691,26.7,9.5,3.2,1.7,0.8,0.2,1993
11,Michael Curry,"Nov 5, '93, PHI vs. WSB",25,11,667,13208,1094,2448,79,265,719,872,198,1045,804,333,66,459,1523,2986,.447,.298,.825,19.8,4.5,1.6,1.2,0.5,0.1,1993
