Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Season
Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,
1,Cliff Alexander,"Nov 15, '15, POR @ CHO",20,1,8,36,5,10,0,0,0,0,2,6,0,1,2,1,1,10,.500,,,4.5,1.3,0.8,0.0,0.1,0.3,2015
2,Justin Anderson,"Oct 28, '15, DAL @ PHO",22,6,242,3280,454,1106,159,545,217,280,141,621,184,105,80,141,291,1284,.410,.292,.775,13.6,5.3,2.6,0.8,0.4,0.3,2015
3,Thanasis Antetokounmpo,"Jan 29, '16, NYK vs. PHO",23,6,198,1520,200,393,9,63,72,136,128,307,115,55,31,107,208,481,.509,.143,.529,7.7,2.4,1.6,0.6,0.3,0.2,2015
4,Keith Appling,"Jan 18, '16, ORL @ ATL",23,1,5,27,2,8,0,3,2,2,0,1,1,1,0,3,5,6,.250,.000,1.000,5.4,1.2,0.2,0.2,0.2,0.0,2015
5,Nemanja Bjelica,"Oct 28, '15, MIN @ LAL",27,7,449,9172,1279,2746,498,1296,356,469,486,2051,826,288,184,459,1058,3412,.466,.384,.759,20.4,7.6,4.6,1.8,0.6,0.4,2015
6,Devin Booker,"Oct 28, '15, PHO vs. DAL",19,10,673,23149,5749,12390,1424,4024,3530,4042,424,2718,3522,577,190,2035,1972,16452,.464,.354,.873,34.4,24.4,4.0,5.2,0.9,0.3,2015
7,Anthony Brown,"Oct 30, '15, LAL @ SAC",23,3,41,762,58,177,28,98,17,20,17,103,28,19,6,21,49,161,.328,.286,.850,18.6,3.9,2.5,0.7,0.5,0.1,2015
8,Willie Cauley-Stein,"Oct 28, '15, SAC vs. LAC",22,7,422,9276,1552,2853,6,32,565,923,694,2470,598,350,335,384,974,3675,.544,.188,.612,22.0,8.7,5.9,1.4,0.8,0.8,2015
9,Rakeem Christmas,"Apr 13, '16, IND @ MIL",24,2,30,225,21,45,0,0,21,29,27,57,4,3,6,8,38,63,.467,,.724,7.5,2.1,1.9,0.1,0.1,0.2,2015
10,Coty Clarke,"Mar 15, '16, BOS @ IND",23,1,3,6,2,4,2,2,0,0,0,1,0,0,0,1,0,6,.500,1.000,,2.0,2.0,0.3,0.0,0.0,0.0,2015
11,Pat Connaughton,"Oct 30, '15, POR @ PHO",23,10,595,11439,1309,2990,681,1913,280,362,406,2023,829,283,159,329,698,3579,.438,.356,.773,19.2,6.0,3.4,1.4,0.5,0.3,2015
12,Branden Dawson,"Dec 28, '15, LAC @ WAS",22,1,6,29,2,5,0,0,1,1,2,4,0,0,1,0,2,5,.400,,1.000,4.8,0.8,0.7,0.0,0.0,0.2,2015
13,Bryce Dejean-Jones,"Jan 21, '16, NOP vs. DET",23,1,14,279,28,69,12,32,11,21,8,48,15,10,2,11,17,79,.406,.375,.524,19.9,5.6,3.4,1.1,0.7,0.1,2015
14,Sam Dekker,"Oct 28, '15, HOU vs. DEN",21,5,201,3097,451,944,89,309,103,170,191,607,160,101,37,98,201,1094,.478,.288,.606,15.4,5.4,3.0,0.8,0.5,0.2,2015
15,Duje Dukan,"Apr 13, '16, SAC @ HOU",24,1,1,24,2,10,2,5,0,0,2,4,1,1,0,0,2,6,.200,.400,,24.0,6.0,4.0,1.0,1.0,0.0,2015
16,Jarell Eddie,"Dec 26, '15, WAS @ BRK",24,3,34,218,26,86,19,65,16,17,3,31,5,7,1,2,6,87,.302,.292,.941,6.4,2.6,0.9,0.1,0.2,0.0,2015
17,Cristiano Felício,"Nov 9, '15, CHI @ PHI",23,6,252,3554,431,754,0,14,216,321,381,992,183,72,50,155,358,1078,.572,.000,.673,14.1,4.3,3.9,0.7,0.3,0.2,2015
18,Jerian Grant,"Oct 28, '15, NYK @ MIL",23,5,279,4998,593,1442,174,539,332,431,92,530,805,205,33,274,411,1692,.411,.323,.770,17.9,6.1,1.9,2.9,0.7,0.1,2015
19,Montrezl Harrell,"Oct 28, '15, HOU vs. DEN",22,8,515,10545,2506,4050,9,83,1199,1807,930,2588,675,269,404,550,1058,6220,.619,.108,.664,20.5,12.1,5.0,1.3,0.5,0.8,2015
20,Aaron Harrison,"Nov 20, '15, CHO vs. PHI",21,3,35,343,24,92,12,55,19,31,8,42,16,15,2,7,39,79,.261,.218,.613,9.8,2.3,1.2,0.5,0.4,0.1,2015
,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,2015
Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,2015
21,Mario Hezonja,"Oct 28, '15, ORL vs. WAS",20,5,330,6107,854,2047,266,833,310,382,147,1026,415,243,80,371,549,2284,.417,.319,.812,18.5,6.9,3.1,1.3,0.7,0.2,2015
22,Darrun Hilliard,"Nov 23, '15, DET @ MIL",22,3,91,859,104,276,31,102,56,75,7,85,71,22,3,51,74,295,.377,.304,.747,9.4,3.2,0.9,0.8,0.2,0.0,2015
23,Rondae Hollis-Jefferson,"Oct 28, '15, BRK vs. CHI",21,6,305,6759,1004,2238,44,208,708,963,440,1684,579,278,162,392,620,2760,.449,.212,.735,22.2,9.0,5.5,1.9,0.9,0.5,2015
24,Richaun Holmes,"Oct 28, '15, PHI @ BOS",22,10,489,9360,1715,2834,49,182,685,912,854,2606,479,243,449,406,1202,4164,.605,.269,.751,19.1,8.5,5.3,1.0,0.5,0.9,2015
25,Marcelo Huertas,"Oct 28, '15, LAL vs. MIN",32,2,76,1106,122,298,20,80,36,46,20,114,234,36,9,99,92,300,.409,.250,.783,14.6,3.9,1.5,3.1,0.5,0.1,2015
26,Josh Huestis,"Mar 24, '16, OKC vs. UTA",24,3,76,1068,71,205,39,125,6,25,48,180,23,16,48,29,85,187,.346,.312,.240,14.1,2.5,2.4,0.3,0.2,0.6,2015
27,R.J. Hunter,"Nov 4, '15, BOS @ IND",22,4,45,395,49,132,26,88,9,11,3,46,19,18,4,13,39,133,.371,.295,.818,8.8,3.0,1.0,0.4,0.4,0.1,2015
28,Damien Inglis,"Oct 28, '15, MIL vs. NYK",20,1,20,156,13,37,3,13,7,8,2,31,10,6,3,11,11,36,.351,.231,.875,7.8,1.8,1.6,0.5,0.3,0.2,2015
29,Stanley Johnson,"Oct 27, '15, DET @ ATL",19,8,449,8879,1028,2630,340,1114,410,548,253,1404,679,383,106,480,871,2806,.391,.305,.748,19.8,6.2,3.1,1.5,0.9,0.2,2015
30,Nikola Jokić,"Oct 28, '15, DEN @ HOU",20,10,745,23649,6236,11142,814,2264,2924,3550,1983,8141,5383,949,536,2176,1995,16210,.560,.360,.824,31.7,21.8,10.9,7.2,1.3,0.7,2015
31,Tyus Jones,"Nov 10, '15, MIN vs. CHO",19,10,682,14424,2033,4564,692,1833,491,598,191,1374,3022,667,65,557,521,5249,.445,.378,.821,21.1,7.7,2.0,4.4,1.0,0.1,2015
32,Frank Kaminsky,"Oct 28, '15, CHO @ MIA",22,8,413,8160,1306,3034,428,1226,590,791,300,1579,651,174,146,314,609,3630,.430,.349,.746,19.8,8.8,3.8,1.6,0.4,0.4,2015
33,Sasha Kaun,"Oct 28, '15, CLE @ MEM",30,1,25,95,9,17,0,0,5,11,12,26,3,4,5,7,11,23,.529,,.455,3.8,0.9,1.0,0.1,0.2,0.2,2015
34,Kevon Looney,"Jan 27, '16, GSW vs. DAL",19,10,599,10309,1258,2189,12,65,449,738,1280,3391,956,304,322,350,1302,2977,.575,.185,.608,17.2,5.0,5.7,1.6,0.5,0.5,2015
35,Trey Lyles,"Oct 28, '15, UTA @ DET",20,10,650,11971,1772,4018,646,1864,745,1005,584,2826,697,260,229,517,918,4935,.441,.347,.741,18.4,7.6,4.3,1.1,0.4,0.4,2015
36,Boban Marjanović,"Oct 30, '15, SAS vs. BRK",27,9,331,2882,700,1211,10,42,425,558,402,1189,154,60,96,210,344,1835,.578,.238,.762,8.7,5.5,3.6,0.5,0.2,0.3,2015
37,Jarell Martin,"Dec 18, '15, MEM @ DAL",21,4,184,2927,376,867,63,182,183,239,189,639,114,67,73,144,411,998,.434,.346,.766,15.9,5.4,3.5,0.6,0.4,0.4,2015
38,T.J. McConnell,"Oct 28, '15, PHI @ BOS",23,10,706,14921,2407,4663,172,498,410,527,385,2054,3542,849,133,1126,982,5396,.516,.345,.778,21.1,7.6,2.9,5.0,1.2,0.2,2015
