Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Season
Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,
1,Bam Adebayo,"Oct 18, '17, MIA @ ORL",20,8,567,17354,3428,6389,102,325,1965,2598,1266,5024,2044,607,489,1218,1368,8923,.537,.314,.756,30.6,15.7,8.9,3.6,1.1,0.9,2017
2,Jarrett Allen,"Oct 20, '17, BRK vs. ORL",19,8,568,16020,2912,4542,19,116,1445,2030,1619,5239,948,371,703,767,1113,7288,.641,.164,.712,28.2,12.8,9.2,1.7,0.7,1.2,2017
3,Kadeem Allen,"Dec 11, '17, BOS @ CHI",25,3,47,640,90,207,22,63,56,74,14,71,109,24,8,43,68,258,.435,.349,.757,13.6,5.5,1.5,2.3,0.5,0.2,2017
4,Ike Anigbogu,"Oct 20, '17, IND vs. POR",19,2,14,36,4,12,0,0,5,6,6,12,1,1,4,3,1,13,.333,,.833,2.6,0.9,0.9,0.1,0.1,0.3,2017
5,OG Anunoby,"Oct 19, '17, TOR vs. CHI",20,8,492,14854,2382,5021,863,2299,706,928,549,2144,831,637,289,649,1173,6333,.474,.375,.761,30.2,12.9,4.4,1.7,1.3,0.6,2017
6,Ryan Arcidiacono,"Oct 19, '17, CHI @ TOR",23,7,257,3938,358,851,181,491,134,166,53,452,487,122,7,135,359,1031,.421,.369,.807,15.3,4.0,1.8,1.9,0.5,0.0,2017
7,Jamel Artis,"Dec 13, '17, ORL vs. LAC",25,1,15,279,31,79,8,29,7,12,4,38,18,2,3,8,11,77,.392,.276,.583,18.6,5.1,2.5,1.2,0.1,0.2,2017
8,Dwayne Bacon,"Oct 18, '17, CHO @ DET",22,4,207,4012,571,1419,127,404,234,300,58,537,230,96,14,124,273,1503,.402,.314,.780,19.4,7.3,2.6,1.1,0.5,0.1,2017
9,Lonzo Ball,"Oct 19, '17, LAL vs. LAC",20,6,287,8964,1206,3033,662,1828,188,314,287,1565,1678,438,179,678,602,3262,.398,.362,.599,31.2,11.4,5.5,5.8,1.5,0.6,2017
10,Jordan Bell,"Oct 17, '17, GSW vs. HOU",23,5,161,1937,257,466,4,20,75,118,153,497,201,62,122,118,200,593,.552,.200,.636,12.0,3.7,3.1,1.2,0.4,0.8,2017
