Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Season
Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,
1,Kyle Alexander,"Aug 6, '20, MIA @ MIL",23,1,2,13,1,2,0,0,0,0,2,3,0,0,0,1,1,2,.500,,,6.5,1.0,1.5,0.0,0.0,0.0,2019
2,Nickeil Alexander-Walker,"Oct 22, '19, NOP @ TOR",21,6,381,7942,1180,2853,560,1554,338,455,163,948,882,256,150,446,618,3258,.414,.360,.743,20.8,8.6,2.5,2.3,0.7,0.4,2019
3,RJ Barrett,"Oct 23, '19, NYK @ SAS",19,6,387,12814,2652,6019,643,1856,1346,1930,358,2150,1276,259,107,869,897,7293,.441,.346,.697,33.1,18.8,5.6,3.3,0.7,0.3,2019
4,Darius Bazley,"Oct 23, '19, OKC @ UTA",19,5,237,5536,773,1869,234,757,333,492,194,1244,282,138,177,292,230,2113,.414,.309,.677,23.4,8.9,5.2,1.2,0.6,0.7,2019
5,Goga Bitadze,"Oct 26, '19, IND @ CLE",20,6,319,4605,686,1269,62,269,298,450,501,1319,370,137,335,229,587,1732,.541,.230,.662,14.4,5.4,4.1,1.2,0.4,1.1,2019
6,Bol Bol,"Aug 1, '20, DEN vs. MIA",20,6,202,2750,504,925,98,295,137,183,130,709,126,55,153,178,183,1243,.545,.332,.749,13.6,6.2,3.5,0.6,0.3,0.8,2019
7,Marques Bolden,"Feb 1, '20, CLE vs. GSW",21,3,18,153,18,28,0,1,8,12,13,42,4,6,9,5,11,44,.643,.000,.667,8.5,2.4,2.3,0.2,0.3,0.5,2019
8,Jordan Bone,"Nov 4, '19, DET @ WAS",22,2,24,249,28,74,12,42,0,0,4,28,26,3,0,5,17,68,.378,.286,,10.4,2.8,1.2,1.1,0.1,0.0,2019
9,Brian Bowen,"Nov 12, '19, IND vs. OKC",21,2,12,46,4,14,0,3,1,1,1,10,0,0,1,1,4,9,.286,.000,1.000,3.8,0.8,0.8,0.0,0.0,0.1,2019
10,Ky Bowman,"Oct 24, '19, GSW vs. LAC",22,1,45,1015,134,321,33,107,34,41,24,121,131,44,10,70,102,335,.417,.308,.829,22.6,7.4,2.7,2.9,1.0,0.2,2019
11,Jarrell Brantley,"Oct 25, '19, UTA @ LAL",23,3,41,273,43,94,19,50,5,6,12,53,29,10,9,17,27,110,.457,.380,.833,6.7,2.7,1.3,0.7,0.2,0.2,2019
12,Ignas Brazdeikis,"Nov 3, '19, NYK vs. SAC",21,3,64,838,122,293,39,124,35,51,36,122,58,14,7,31,73,318,.416,.315,.686,13.1,5.0,1.9,0.9,0.2,0.1,2019
13,Oshae Brissett,"Nov 18, '19, TOR vs. CHO",21,6,233,4073,504,1204,188,558,334,481,276,899,189,123,74,133,313,1530,.419,.337,.694,17.5,6.6,3.9,0.8,0.5,0.3,2019
14,Charlie Brown Jr.,"Nov 6, '19, ATL vs. CHI",22,4,49,406,31,111,11,49,23,25,20,55,17,16,10,16,45,96,.279,.224,.920,8.3,2.0,1.1,0.3,0.3,0.2,2019
15,Moses Brown,"Nov 10, '19, POR vs. ATL",20,6,163,1911,342,596,0,0,174,320,302,801,25,54,89,103,236,858,.574,,.544,11.7,5.3,4.9,0.2,0.3,0.5,2019
16,Devontae Cacok,"Aug 13, '20, LAL vs. SAC",23,3,36,228,41,66,0,0,9,18,22,79,8,13,11,8,24,91,.621,,.500,6.3,2.5,2.2,0.2,0.4,0.3,2019
17,Vlatko Čančar,"Oct 31, '19, DEN @ NOP",22,5,143,1527,180,381,64,181,61,72,54,251,123,39,22,74,137,485,.472,.354,.847,10.7,3.4,1.8,0.9,0.3,0.2,2019
18,Zylan Cheatham,"Nov 16, '19, NOP @ MIA",24,2,5,56,6,12,0,3,0,0,3,9,3,1,1,4,10,12,.500,.000,,11.2,2.4,1.8,0.6,0.2,0.2,2019
19,Brandon Clarke,"Oct 23, '19, MEM @ MIA",23,6,307,6392,1338,2209,51,192,409,586,556,1683,409,222,246,221,590,3136,.606,.266,.698,20.8,10.2,5.5,1.3,0.7,0.8,2019
20,Nic Claxton,"Nov 8, '19, BRK @ POR",20,6,311,8024,1395,2194,8,40,416,774,687,2397,535,221,534,341,729,3214,.636,.200,.537,25.8,10.3,7.7,1.7,0.7,1.7,2019
,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,2019
Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,2019
21,Chris Clemons,"Nov 3, '19, HOU @ MIA",22,1,33,291,57,142,37,107,10,11,4,30,27,9,6,19,26,161,.401,.346,.909,8.8,4.9,0.9,0.8,0.3,0.2,2019
22,Amir Coffey,"Dec 31, '19, LAC @ SAC",22,6,323,5953,741,1630,307,800,359,429,118,619,366,141,43,167,409,2148,.455,.384,.837,18.4,6.7,1.9,1.1,0.4,0.1,2019
23,Tyler Cook,"Oct 26, '19, CLE vs. IND",22,3,65,692,100,153,1,2,45,75,50,162,21,15,6,31,68,246,.654,.500,.600,10.6,3.8,2.5,0.3,0.2,0.1,2019
24,Jarrett Culver,"Oct 23, '19, MIN @ BRK",20,4,144,2480,367,915,92,333,108,212,127,402,173,100,54,136,239,934,.401,.276,.509,17.2,6.5,2.8,1.2,0.7,0.4,2019
25,Terence Davis,"Oct 22, '19, TOR vs. NOP",22,5,228,3668,661,1525,330,902,166,201,101,625,306,151,51,225,395,1818,.433,.366,.826,16.1,8.0,2.7,1.3,0.7,0.2,2019
26,Luguentz Dort,"Dec 6, '19, OKC vs. MIN",20,6,363,10619,1511,3706,734,2039,686,868,391,1403,585,348,150,406,1059,4442,.408,.360,.790,29.3,12.2,3.9,1.6,1.0,0.4,2019
