Player,Season,WS/48,PER,PTS,TRB,AST,STL,BLK,Rookie,ClassRookie
Jonny Flynn,2009,0.002,13.0,13.5,2.4,4.4,1.0,0.0,1,2
James Harden,2009,0.124,14.0,9.9,3.2,1.8,1.1,0.3,1,2
Taj Gibson,2009,0.103,13.8,9.0,7.5,0.9,0.6,1.3,1,1
DeJuan Blair,2009,0.147,17.7,7.8,6.4,0.8,0.6,0.5,1,2
Jonas Jerebko,2009,0.095,13.9,9.3,6.0,0.7,1.0,0.4,1,2
Reggie Williams,2009,0.105,16.1,15.2,4.6,2.8,1.0,0.3,1,0
Omri Casspi,2009,0.063,13.0,10.3,4.5,1.2,0.7,0.2,1,0
Wesley Matthews,2009,0.108,12.3,9.4,2.3,1.5,0.8,0.2,1,0
Chase Budinger,2009,0.1,14.1,8.9,3.0,1.2,0.5,0.1,1,0
Jrue Holiday,2009,0.032,12.3,8.0,2.6,3.8,1.1,0.2,1,0
Toney Douglas,2009,0.097,14.9,8.6,1.9,2.0,0.8,0.1,1,0
Tyler Hansbrough,2009,0.07,14.6,8.5,4.8,1.0,0.6,0.3,1,0
DeMar DeRozan,2009,0.066,12.5,8.6,2.9,0.7,0.6,0.2,1,0
Alonzo Gee,2009,0.108,16.2,7.4,3.0,0.6,0.6,0.1,1,0
Serge Ibaka,2009,0.134,15.2,6.3,5.4,0.1,0.3,1.3,1,0
Terrence Williams,2009,-0.007,11.5,8.4,4.5,2.9,0.6,0.1,1,0
Ty Lawson,2009,0.135,16.4,8.3,1.9,3.1,0.7,0.0,1,0
Rodrigue Beaubois,2009,0.134,18.5,7.1,1.4,1.3,0.5,0.2,1,0
Monta Ellis,2009,0.023,16.7,25.5,4.0,5.3,2.2,0.4,0,0
Garrett Temple,2009,0.057,10.5,5.0,1.1,0.8,0.5,0.2,1,0
Rasheed Wallace,2009,0.096,13.1,9.0,4.1,1.0,1.0,0.9,0,0
Mo Williams,2009,0.136,16.1,15.8,3.0,5.3,1.0,0.3,0,0
Kevin Love,2009,0.138,20.7,14.0,11.0,2.3,0.7,0.4,0,0
Jon Brockman,2009,0.125,12.4,2.8,4.1,0.4,0.3,0.1,1,0
Shaun Livingston,2009,0.07,12.8,6.9,2.2,3.6,0.5,0.3,0,0
DeMarcus Cousins,2010,0.022,14.6,14.1,8.6,2.5,1.0,0.8,1,1
John Wall,2010,0.041,15.8,16.4,4.6,8.3,1.8,0.5,1,1
Greg Monroe,2010,0.143,18.0,9.4,7.5,1.3,1.2,0.6,1,2
Blake Griffin,2010,0.152,21.9,22.5,12.1,3.8,0.8,0.5,1,1
Landry Fields,2010,0.1,13.5,9.7,6.4,1.9,1.0,0.2,1,1
Paul George,2010,0.091,13.0,7.8,3.7,1.1,1.0,0.4,1,2
Wesley Johnson,2010,0.03,10.2,9.0,3.0,1.9,0.7,0.7,1,2
Eric Bledsoe,2010,0.008,10.8,6.7,2.8,3.6,1.1,0.3,1,2
Derrick Favors,2010,0.091,13.9,6.8,5.3,0.5,0.4,0.9,1,2
Gary Neal,2010,0.099,13.1,9.8,2.5,1.2,0.3,0.1,1,1
Jordan Crawford,2010,-0.026,11.8,11.7,2.5,2.8,0.9,0.1,1,0
Ed Davis,2010,0.119,15.8,7.7,7.1,0.6,0.6,1.0,1,0
Samardo Samuels,2010,0.002,11.7,7.8,4.3,0.5,0.4,0.5,1,0
Semih Erden,2010,0.115,10.3,4.0,2.9,0.5,0.4,0.6,1,0
Patrick Patterson,2010,0.134,16.7,6.3,3.8,0.8,0.3,0.7,1,0
Jeremy Lin,2010,0.078,14.8,2.6,1.2,1.4,1.1,0.3,1,0
Tyler Hansbrough,2010,0.118,16.4,11.0,5.2,0.6,0.5,0.2,0,0
Randy Foye,2010,0.051,11.4,9.8,1.6,2.7,0.7,0.3,0,0
J.J. Hickson,2010,0.032,15.6,13.8,8.7,1.1,0.6,0.7,0,0
Nenad Krstić,2010,0.122,13.1,8.1,4.7,0.4,0.4,0.4,0,0
Udonis Haslem,2010,0.13,12.7,8.0,8.2,0.5,0.5,0.2,0,0
James Johnson,2010,0.036,12.6,7.1,3.7,2.3,0.9,1.0,0,0
Shane Battier,2010,0.103,12.3,7.6,4.5,2.3,0.8,1.0,0,0
Jeff Foster,2010,0.152,14.3,3.3,6.3,0.8,0.4,0.6,0,0
Charlie Villanueva,2010,0.091,15.9,11.1,3.9,0.6,0.6,0.6,0,0
Eddie House,2010,0.108,11.9,6.5,1.6,1.1,0.6,0.1,0,0
Ben Uzoh,2010,0.054,14.7,3.8,1.5,1.6,0.3,0.2,1,0
Gilbert Arenas,2010,0.014,10.8,10.8,2.7,3.9,1.1,0.3,0,0
Jodie Meeks,2010,0.12,12.5,10.5,2.3,1.1,0.9,0.1,0,0
Trevor Booker,2010,0.119,15.3,5.3,3.9,0.5,0.4,0.6,1,0
Ricky Rubio,2011,0.07,14.6,10.6,4.2,8.2,2.2,0.2,1,1
Kyrie Irving,2011,0.125,21.4,18.5,3.7,5.4,1.1,0.4,1,1
Isaiah Thomas,2011,0.124,17.6,11.5,2.6,4.1,0.8,0.1,1,2
Chandler Parsons,2011,0.09,13.3,9.5,4.8,2.1,1.2,0.5,1,2
Kenneth Faried,2011,0.212,21.9,10.2,7.7,0.8,0.7,1.0,1,1
MarShon Brooks,2011,0.022,12.9,12.6,3.6,2.3,0.9,0.3,1,2
Klay Thompson,2011,0.05,14.9,12.5,2.4,2.0,0.7,0.3,1,1
Tristan Thompson,2011,0.038,13.3,8.2,6.5,0.5,0.5,1.0,1,2
Derrick Williams,2011,0.059,12.9,8.8,4.7,0.6,0.5,0.5,1,2
Brandon Knight,2011,0.029,11.7,12.8,3.2,3.8,0.7,0.2,1,0
Kemba Walker,2011,0.009,14.9,12.1,3.5,4.4,0.9,0.3,1,0
Kawhi Leonard,2011,0.171,16.6,7.9,5.1,1.1,1.3,0.4,1,0
Iman Shumpert,2011,0.068,10.8,9.5,3.2,2.8,1.7,0.1,1,0
Gustavo Ayón,2011,0.142,16.7,5.9,4.9,1.4,1.0,0.9,1,0
Ivan Johnson,2011,0.113,14.3,6.4,4.0,0.6,0.8,0.3,1,0
Greg Stiemsma,2011,0.17,13.6,2.9,3.2,0.5,0.7,1.5,1,0
Nikola Vučević,2011,0.109,14.3,5.5,4.8,0.6,0.4,0.7,1,0
Derrick Byars,2011,0.147,14.9,5.0,5.5,0.5,1.0,0.0,1,0
Boris Diaw,2011,0.019,11.2,6.4,4.9,3.6,0.6,0.4,0,0
Jerome Dyson,2011,0.026,11.3,7.4,2.1,2.0,1.2,0.2,1,0
Chris Singleton,2011,0.052,8.3,4.6,3.5,0.7,1.1,0.5,1,0
Markieff Morris,2011,0.059,12.1,7.4,4.4,1.0,0.7,0.7,1,0
Tyrus Thomas,2011,-0.029,9.0,5.6,3.7,0.6,0.7,1.1,0,0
Nate Robinson,2011,0.111,18.0,11.2,2.0,4.5,1.2,0.0,0,0
Patty Mills,2011,0.161,21.5,10.3,1.8,2.4,0.6,0.1,0,0
Jeff Teague,2011,0.131,15.8,12.6,2.4,4.9,1.6,0.6,0,0
Lavoy Allen,2011,0.124,12.7,4.1,4.2,0.8,0.3,0.4,1,0
Dorell Wright,2011,0.099,15.0,10.3,4.6,1.5,1.0,0.4,0,0
Jan Veselý,2011,0.076,11.5,4.7,4.4,0.8,0.7,0.6,1,0
Luke Ridnour,2011,0.09,13.6,12.1,2.7,4.8,1.1,0.3,0,0
Damian Lillard,2012,0.088,16.4,19.0,3.1,6.5,0.9,0.2,1,1
Anthony Davis,2012,0.159,21.7,13.5,8.2,1.0,1.2,1.8,1,1
Bradley Beal,2012,0.082,13.6,13.9,3.8,2.4,0.9,0.5,1,1
Dion Waiters,2012,0.026,13.7,14.7,2.4,3.0,1.0,0.3,1,1
Andre Drummond,2012,0.172,21.6,7.9,7.6,0.5,1.0,1.6,1,2
Harrison Barnes,2012,0.065,11.0,9.2,4.1,1.2,0.6,0.2,1,1
Michael Kidd-Gilchrist,2012,0.051,14.0,9.0,5.8,1.5,0.7,0.9,1,2
Jonas Valančiūnas,2012,0.127,15.6,8.9,6.0,0.7,0.3,1.3,1,2
Kyle Singler,2012,0.048,10.0,8.8,4.0,0.9,0.7,0.5,1,2
Tyler Zeller,2012,0.048,11.0,7.9,5.7,1.2,0.5,0.9,1,2
Maurice Harkless,2012,0.059,12.5,8.2,4.4,0.7,1.2,0.8,1,0
Jared Sullinger,2012,0.146,13.5,6.0,5.9,0.8,0.5,0.5,1,0
Terrence Jones,2012,0.128,17.1,5.5,3.4,0.8,0.6,1.0,1,0
Alexey Shved,2012,0.02,11.0,8.6,2.3,3.7,0.7,0.4,1,0
Patrick Beverley,2012,0.148,15.4,5.6,2.7,2.9,0.9,0.5,1,0
Chris Copeland,2012,0.117,16.8,8.7,2.1,0.5,0.3,0.2,1,0
Andrew Nicholson,2012,0.065,15.1,7.8,3.4,0.6,0.3,0.4,1,0
Quincy Acy,2012,0.157,15.9,4.0,2.7,0.4,0.4,0.5,1,0
Jonas Jerebko,2012,0.107,15.7,7.7,3.8,0.9,0.8,0.2,0,0
C.J. Miles,2012,0.092,15.3,11.2,2.7,1.0,0.8,0.3,0,0
Boris Diaw,2012,0.124,11.9,5.8,3.4,2.4,0.7,0.4,0,0
Mickaël Gelabale,2012,0.114,11.8,5.0,2.8,0.7,0.4,0.1,0,0
Tyson Chandler,2012,0.207,18.9,10.4,10.7,0.9,0.6,1.1,0,0
Avery Bradley,2012,0.012,8.8,9.2,2.2,2.1,1.3,0.4,0,0
Shaun Livingston,2012,0.086,13.0,6.3,2.4,3.3,0.7,0.5,0,0
Kevin Jones,2012,0.032,11.1,3.0,2.4,0.3,0.3,0.2,1,0
Ben Gordon,2012,-0.018,12.7,11.2,1.7,1.9,0.5,0.2,0,0
Jason Thompson,2012,0.075,14.6,10.9,6.7,1.0,0.6,0.7,0,0
Arron Afflalo,2012,0.042,13.0,16.5,3.7,3.2,0.6,0.2,0,0
Samuel Dalembert,2012,0.137,18.6,6.7,5.9,0.4,0.4,1.1,0,0
Victor Oladipo,2013,0.026,13.6,13.8,4.1,4.1,1.6,0.5,1,1
Michael Carter-Williams,2013,0.026,15.5,16.7,6.2,6.3,1.9,0.6,1,1
Trey Burke,2013,0.02,12.6,12.8,3.0,5.7,0.6,0.1,1,1
Gorgui Dieng,2013,0.129,16.5,4.8,5.0,0.7,0.5,0.8,1,2
Kelly Olynyk,2013,0.101,15.2,8.7,5.2,1.6,0.5,0.4,1,2
Mason Plumlee,2013,0.176,19.0,7.4,4.4,0.9,0.7,0.8,1,1
Giannis Antetokounmpo,2013,0.031,10.8,6.8,4.4,1.9,0.8,0.8,1,2
Cody Zeller,2013,0.09,13.1,6.0,4.3,1.1,0.5,0.5,1,2
Steven Adams,2013,0.114,11.2,3.3,4.1,0.5,0.5,0.7,1,2
Ryan Kelly,2013,0.081,12.6,8.0,3.7,1.6,0.5,0.8,1,0
Tim Hardaway Jr.,2013,0.08,12.7,10.2,1.5,0.8,0.5,0.1,1,0
Nate Wolters,2013,0.043,12.7,7.2,2.6,3.2,0.6,0.3,1,0
Hollis Thompson,2013,0.055,9.5,6.0,3.2,0.9,0.7,0.2,1,0
Ben McLemore,2013,0.016,7.7,8.8,2.9,1.0,0.5,0.2,1,0
Pero Antić,2013,0.075,11.7,7.0,4.2,1.2,0.4,0.2,1,0
Dewayne Dedmon,2013,0.07,10.7,3.1,4.1,0.2,0.2,0.7,1,0
Matthew Dellavedova,2013,0.078,10.7,4.7,1.7,2.6,0.5,0.1,1,0
Troy Daniels,2013,0.15,16.0,8.4,0.8,1.0,0.0,0.0,1,0
Kosta Koufos,2013,0.124,16.5,6.4,5.2,0.5,0.4,0.9,0,0
DeAndre Jordan,2013,0.186,18.2,10.4,13.6,0.9,1.0,2.5,0,0
Ryan Anderson,2013,0.138,18.8,19.8,6.5,0.8,0.5,0.3,0,0
Vítor Luiz Faverani,2013,0.031,11.0,4.4,3.5,0.4,0.4,0.7,1,0
Ian Mahinmi,2013,0.129,10.2,3.5,3.3,0.3,0.5,0.9,0,0
Kobe Bryant,2013,-0.097,10.7,13.8,4.3,6.3,1.2,0.2,0,0
Jon Leuer,2013,0.149,17.6,6.2,3.2,0.4,0.4,0.3,0,0
Kendall Marshall,2013,0.029,12.6,8.0,2.9,8.8,0.9,0.1,0,0
Avery Bradley,2013,0.046,12.7,14.9,3.8,1.4,1.1,0.2,0,0
John Henson,2013,0.084,17.9,11.1,7.1,1.6,0.6,1.7,0,0
Jordan Crawford,2013,0.073,14.3,11.0,2.3,3.5,0.6,0.1,0,0
Tyler Hansbrough,2013,0.149,14.2,4.9,4.5,0.3,0.4,0.3,0,0
Andrew Wiggins,2014,0.034,13.9,16.9,4.6,2.1,1.0,0.6,1,1
Nerlens Noel,2014,0.083,15.0,9.9,8.1,1.7,1.8,1.9,1,1
Jordan Clarkson,2014,0.078,16.9,11.9,3.2,3.5,0.9,0.2,1,1
Langston Galloway,2014,0.043,12.3,11.8,4.2,3.3,1.2,0.3,1,2
Nikola Mirotić,2014,0.165,17.9,10.2,4.9,1.2,0.7,0.7,1,1
Elfrid Payton,2014,0.044,13.8,8.9,4.3,6.5,1.7,0.2,1,1
Zach LaVine,2014,-0.018,11.3,10.1,2.8,3.6,0.7,0.1,1,2
Bojan Bogdanović,2014,0.062,11.6,9.0,2.7,0.9,0.4,0.1,1,2
Jusuf Nurkić,2014,0.069,14.8,6.9,6.2,0.8,0.8,1.1,1,2
Marcus Smart,2014,0.077,11.0,7.8,3.3,3.1,1.5,0.3,1,2
Jabari Parker,2014,0.088,14.5,12.3,5.5,1.7,1.2,0.2,1,0
Rodney Hood,2014,0.098,12.3,8.7,2.3,1.7,0.6,0.2,1,0
Jabari Brown,2014,0.033,11.0,11.9,1.9,2.1,0.6,0.1,1,0
Mitch McGary,2014,0.127,16.6,6.3,5.2,0.4,0.5,0.5,1,0
Adreian Payne,2014,-0.033,7.7,6.7,5.1,0.9,0.6,0.3,1,0
K.J. McDaniels,2014,0.02,10.6,7.9,3.2,1.2,0.7,1.1,1,0
Jerami Grant,2014,0.019,8.7,6.3,3.0,1.2,0.6,1.0,1,0
Joakim Noah,2014,0.13,15.3,7.2,9.6,4.7,0.7,1.1,0,0
Aaron Gordon,2014,0.06,11.4,5.2,3.6,0.7,0.4,0.5,1,0
Tarik Black,2014,0.124,14.7,6.0,5.8,0.7,0.3,0.4,1,0
Elijah Millsap,2014,0.02,7.9,5.3,3.2,1.2,1.2,0.3,1,0
Kostas Papanikolaou,2014,0.029,7.8,4.2,2.7,2.0,0.7,0.3,1,0
Dwight Powell,2014,0.122,13.8,3.1,1.7,0.3,0.3,0.2,1,0
Ricky Rubio,2014,0.033,15.2,10.3,5.7,8.8,1.7,0.0,0,0
Omri Casspi,2014,0.091,14.4,8.9,3.9,1.5,0.5,0.1,0,0
Derrick Rose,2014,0.038,15.9,17.7,3.2,4.9,0.7,0.3,0,0
Courtney Lee,2014,0.099,11.5,10.1,2.3,2.0,1.0,0.2,0,0
Dion Waiters,2014,0.025,10.9,11.8,2.4,2.0,1.1,0.3,0,0
Solomon Hill,2014,0.072,10.2,8.9,3.8,2.2,0.8,0.2,0,0
Michael Carter-Williams,2014,0.017,14.1,14.6,5.3,6.7,1.7,0.5,0,0
Karl-Anthony Towns,2015,0.151,22.5,18.3,10.5,2.0,0.7,1.7,1,1
Kristaps Porziņģis,2015,0.102,17.7,14.3,7.3,1.3,0.7,1.9,1,1
Devin Booker,2015,0.043,11.9,13.8,2.5,2.6,0.6,0.3,1,1
Nikola Jokić,2015,0.185,21.5,10.0,7.0,2.4,1.0,0.6,1,1
Jahlil Okafor,2015,0.037,17.1,17.5,7.0,1.2,0.4,1.2,1,1
Myles Turner,2015,0.109,15.4,10.3,5.5,0.7,0.4,1.4,1,2
D'Angelo Russell,2015,0.001,13.2,13.2,3.4,3.3,1.2,0.2,1,2
Emmanuel Mudiay,2015,-0.049,9.9,12.8,3.4,5.5,1.0,0.5,1,2
Willie Cauley-Stein,2015,0.13,15.3,7.0,5.3,0.6,0.7,1.0,1,2
Justise Winslow,2015,0.054,8.4,6.4,5.2,1.5,0.9,0.3,1,2
Frank Kaminsky,2015,0.093,12.5,7.5,4.1,1.2,0.5,0.5,1,0
T.J. McConnell,2015,0.058,14.5,6.1,3.1,4.5,1.2,0.1,1,0
Bobby Portis,2015,0.066,13.8,7.0,5.4,0.8,0.4,0.4,1,0
Rondae Hollis-Jefferson,2015,0.094,14.2,5.8,5.3,1.5,1.3,0.6,1,0
Kobe Bryant,2015,-0.01,14.9,17.6,3.7,2.8,0.9,0.2,0,0
Gerald Green,2015,0.052,10.1,8.9,2.4,0.8,0.6,0.3,0,0
Norman Powell,2015,0.105,13.3,5.6,2.3,1.0,0.6,0.2,1,0
Richaun Holmes,2015,0.103,15.9,5.6,2.6,0.6,0.4,0.8,1,0
Willie Reed,2015,0.134,19.2,4.7,3.1,0.3,0.2,0.8,1,0
Larry Nance Jr.,2015,0.083,13.4,5.5,5.0,0.7,0.9,0.4,1,0
Stanley Johnson,2015,0.018,8.7,8.1,4.2,1.6,0.8,0.2,1,0
Chris McCullough,2015,0.043,12.2,4.7,2.8,0.4,1.2,0.5,1,0
Cristiano Felício,2015,0.175,17.6,3.4,3.3,0.8,0.2,0.4,1,0
Boban Marjanović,2015,0.325,27.7,5.5,3.6,0.4,0.2,0.4,1,0
Bryce Dejean-Jones,2015,0.033,9.6,5.6,3.4,1.1,0.7,0.1,1,0
Kosta Koufos,2015,0.113,15.1,6.8,5.4,0.4,0.5,0.9,0,0
Jonathon Simmons,2015,0.119,11.9,6.0,1.7,1.1,0.4,0.1,1,0
Andrew Goudelock,2015,-0.033,12.3,2.8,0.3,0.5,0.8,0.3,0,0
Ricky Rubio,2015,0.119,17.6,10.1,4.3,8.7,2.1,0.1,0,0
Jonas Valančiūnas,2015,0.211,22.6,12.8,9.1,0.7,0.4,1.3,0,0
Dario Šarić,2016,0.023,12.8,12.8,6.3,2.2,0.7,0.4,1,1
Joel Embiid,2016,0.117,24.1,20.2,7.8,2.1,0.9,2.5,1,1
Willy Hernangómez,2016,0.123,19.0,8.2,7.0,1.3,0.6,0.5,1,1
Malcolm Brogdon,2016,0.1,14.9,10.2,2.8,4.2,1.1,0.2,1,1
Jamal Murray,2016,0.037,11.9,9.9,2.6,2.1,0.6,0.3,1,2
Yogi Ferrell,2016,0.072,13.1,10.0,2.4,3.7,0.9,0.2,1,2
Marquese Chriss,2016,0.05,12.3,9.2,4.2,0.7,0.8,0.9,1,2
Brandon Ingram,2016,-0.007,8.5,9.4,4.0,2.1,0.6,0.5,1,2
Buddy Hield,2016,0.032,11.8,10.6,3.3,1.5,0.5,0.1,1,1
Jaylen Brown,2016,0.053,10.3,6.6,2.8,0.8,0.4,0.2,1,2
Alex Poythress,2016,0.099,13.2,10.7,4.8,0.8,0.5,0.3,1,0
Skal Labissière,2016,0.099,16.8,8.8,4.9,0.8,0.5,0.4,1,0
Caris LeVert,2016,0.07,12.3,8.2,3.3,1.9,0.9,0.1,1,0
Shawn Long,2016,0.195,24.1,8.2,4.7,0.7,0.5,0.5,1,0
Ivica Zubac,2016,0.086,17.0,7.5,4.2,0.8,0.4,0.9,1,0
Isaiah Whitehead,2016,-0.023,7.6,7.4,2.5,2.6,0.6,0.5,1,0
Tyler Ulis,2016,0.029,13.0,7.3,1.6,3.7,0.8,0.1,1,0
Brook Lopez,2016,0.105,20.4,20.5,5.4,2.3,0.5,1.7,0,0
Mindaugas Kuzminskas,2016,0.055,12.4,6.3,1.9,1.0,0.4,0.2,1,0
Josh Huestis,2016,0.265,26.1,7.0,4.5,1.5,0.0,1.5,0,0
Josh Richardson,2016,0.066,10.7,10.2,3.2,2.6,1.1,0.7,0,0
Domantas Sabonis,2016,0.022,6.9,5.9,3.6,1.0,0.5,0.4,1,0
Alan Williams,2016,0.142,19.5,7.4,6.2,0.5,0.6,0.7,0,0
Kris Dunn,2016,0.004,8.1,3.8,2.1,2.4,1.0,0.5,1,0
Justise Winslow,2016,-0.009,8.2,10.9,5.2,3.7,1.4,0.3,0,0
Brice Johnson,2016,-0.165,17.2,1.3,1.0,0.3,0.7,0.3,1,0
Jerryd Bayless,2016,-0.067,8.7,11.0,4.0,4.3,0.0,0.0,0,0
Pascal Siakam,2016,0.089,11.5,4.2,3.4,0.3,0.5,0.8,1,0
Taurean Prince,2016,0.054,9.8,5.7,2.7,0.9,0.7,0.5,1,0
Cheick Diallo,2016,0.111,16.8,5.1,4.3,0.2,0.2,0.4,1,0
Donovan Mitchell,2017,0.095,16.7,20.5,3.7,3.7,1.5,0.3,1,1
Ben Simmons,2017,0.162,20.0,15.8,8.1,8.2,1.7,0.9,1,1
John Collins,2017,0.145,18.3,10.5,7.3,1.3,0.6,1.1,1,2
Jayson Tatum,2017,0.139,15.2,13.9,5.0,1.6,1.0,0.7,1,1
Lauri Markkanen,2017,0.079,15.6,15.2,7.5,1.2,0.6,0.6,1,1
Bogdan Bogdanović,2017,0.064,13.5,11.8,2.9,3.3,0.9,0.2,1,2
Kyle Kuzma,2017,0.077,14.2,16.1,6.3,1.8,0.6,0.4,1,1
Lonzo Ball,2017,0.053,12.5,10.2,6.9,7.2,1.7,0.8,1,2
Josh Jackson,2017,-0.018,11.8,13.1,4.6,1.5,1.0,0.5,1,2
Tyrone Wallace,2017,0.042,10.1,9.7,3.5,2.4,0.9,0.4,1,0
Andre Ingram,2017,0.157,16.3,12.0,3.0,3.5,1.5,1.5,1,0
Dennis Smith Jr.,2017,-0.017,12.8,15.2,3.8,5.2,1.0,0.3,1,0
Damion Lee,2017,0.046,12.0,10.7,4.7,1.9,1.3,0.1,1,0
Mike James,2017,0.017,13.9,9.3,2.5,3.5,0.8,0.2,1,0
Miloš Teodosić,2017,0.058,11.6,9.5,2.8,4.6,0.5,0.1,1,0
Jarrett Allen,2017,0.141,17.5,8.2,5.4,0.7,0.4,1.2,1,0
Josh Hart,2017,0.111,12.2,7.9,4.2,1.3,0.7,0.3,1,0
Dillon Brooks,2017,0.025,9.8,11.0,3.1,1.6,0.9,0.2,1,0
Markelle Fultz,2017,0.043,12.4,7.1,3.1,3.8,0.9,0.3,1,0
Daniel Theis,2017,0.178,16.1,5.3,4.3,0.9,0.5,0.8,1,0
Luke Kennard,2017,0.084,12.1,7.6,2.4,1.7,0.6,0.2,1,0
Bam Adebayo,2017,0.148,15.7,6.9,5.5,1.5,0.5,0.6,1,0
Frank Mason III,2017,0.027,13.0,7.9,2.5,2.8,0.7,0.2,1,0
Jordan Bell,2017,0.174,18.0,4.6,3.6,1.8,0.6,1.0,1,0
De'Aaron Fox,2017,-0.014,11.2,11.6,2.8,4.4,1.0,0.3,1,0
Luke Kornet,2017,0.077,13.6,6.7,3.2,1.3,0.3,0.8,1,0
Shaquille Harrison,2017,0.094,15.6,6.6,2.7,2.4,1.1,0.3,1,0
Khem Birch,2017,0.15,16.4,4.2,4.3,0.8,0.4,0.5,1,0
Johnathan Motley,2017,0.084,17.2,8.7,4.5,0.6,0.3,0.2,1,0
Justin Jackson,2017,0.031,9.2,6.7,2.8,1.1,0.4,0.2,1,0
Deandre Ayton,2018,0.128,20.5,16.3,10.3,1.8,0.9,0.9,1,1
Shai Gilgeous-Alexander,2018,0.074,13.4,10.8,2.8,3.3,1.2,0.5,1,2
Trae Young,2018,0.062,17.0,19.1,3.7,8.1,0.9,0.2,1,1
Luka Dončić,2018,0.101,19.6,21.2,7.8,6.0,1.1,0.3,1,1
Collin Sexton,2018,-0.011,12.0,16.7,2.9,3.0,0.5,0.1,1,2
Mitchell Robinson,2018,0.217,22.0,7.3,6.4,0.6,0.8,2.4,1,2
Landry Shamet,2018,0.095,11.0,9.1,1.7,1.5,0.5,0.1,1,2
Kevin Huerter,2018,0.034,10.1,9.7,3.3,2.9,0.9,0.3,1,2
Wendell Carter Jr.,2018,0.08,15.2,10.3,7.0,1.8,0.6,1.3,1,0
Marvin Bagley III,2018,0.11,18.9,14.9,7.6,1.0,0.5,1.0,1,0
Jaren Jackson Jr.,2018,0.105,16.4,13.8,4.7,1.1,0.9,1.4,1,0
Allonzo Trier,2018,0.03,12.2,10.9,3.1,1.9,0.4,0.2,1,0
Jalen Brunson,2018,0.077,12.8,9.3,2.3,3.2,0.5,0.1,1,0
Kevin Knox,2018,-0.03,8.7,12.8,4.5,1.1,0.6,0.3,1,0
Mikal Bridges,2018,0.058,10.8,8.3,3.2,2.1,1.6,0.5,1,0
Jemerrio Jones,2018,0.084,12.1,4.5,8.2,2.2,1.2,0.8,1,0
Rodions Kurucs,2018,0.059,11.0,8.5,3.9,0.8,0.7,0.4,1,0
Mo Bamba,2018,0.106,14.9,6.2,5.0,0.8,0.3,1.4,1,0
Harry Giles,2018,0.056,14.4,7.0,3.8,1.5,0.5,0.4,1,0
De'Anthony Melton,2018,0.002,9.9,5.0,2.7,3.2,1.4,0.5,1,0
Kenrich Williams,2018,0.053,9.7,6.1,4.8,1.8,1.0,0.4,1,0
Miles Bridges,2018,0.083,13.1,7.5,4.0,1.2,0.7,0.6,1,0
Omari Spellman,2018,0.07,12.4,5.9,4.2,1.0,0.6,0.5,1,0
Josh Okogie,2018,0.034,9.4,7.7,2.9,1.2,1.2,0.4,1,0
Kenneth Faried,2018,0.193,21.6,10.4,6.8,0.5,0.5,0.6,0,0
Jerami Grant,2018,0.134,13.8,13.6,5.2,1.0,0.8,1.3,0,0
Walt Lemon Jr.,2018,0.026,16.3,14.3,4.5,5.0,1.8,0.2,0,0
Christian Wood,2018,0.151,21.9,8.2,4.0,0.4,0.3,0.5,0,0
Billy Garrett,2018,-0.019,9.8,6.5,0.8,1.8,0.3,0.3,1,0
Reggie Jackson,2018,0.105,15.2,15.4,2.6,4.2,0.7,0.1,0,0
Ja Morant,2019,0.088,17.4,17.8,3.9,7.3,0.9,0.3,1,1
Tyler Herro,2019,0.05,12.5,13.5,4.1,2.2,0.6,0.2,1,2
P.J. Washington,2019,0.054,12.4,12.2,5.4,2.1,0.9,0.8,1,2
Zion Williamson,2019,0.141,24.1,22.5,6.3,2.1,0.7,0.4,1,1
Rui Hachimura,2019,0.06,13.5,13.5,6.1,1.8,0.8,0.2,1,2
Kendrick Nunn,2019,0.049,12.9,15.3,2.7,3.3,0.8,0.2,1,1
Eric Paschall,2019,0.062,14.5,14.0,4.6,2.1,0.5,0.2,1,1
Coby White,2019,0.026,11.9,13.2,3.5,2.7,0.8,0.1,1,2
Brandon Clarke,2019,0.183,20.9,12.1,5.9,1.4,0.6,0.8,1,1
Terence Davis,2019,0.122,13.8,7.5,3.3,1.6,0.5,0.2,1,2
Naz Reid,2019,0.074,15.3,9.0,4.1,1.2,0.6,0.7,1,0
Cam Reddish,2019,-0.011,9.0,10.5,3.7,1.5,1.1,0.5,1,0
Michael Porter Jr.,2019,0.154,19.8,9.3,4.7,0.8,0.5,0.5,1,0
Jordan McLaughlin,2019,0.13,16.3,7.6,1.6,4.2,1.1,0.1,1,0
RJ Barrett,2019,-0.015,10.7,14.3,5.0,2.6,1.0,0.3,1,0
Jarrett Culver,2019,-0.004,9.6,9.2,3.4,1.7,0.9,0.6,1,0
Kevin Porter Jr.,2019,0.012,10.8,10.0,3.2,2.2,0.9,0.3,1,0
Keldon Johnson,2019,0.174,19.1,9.1,3.4,0.9,0.8,0.1,1,0
Mychal Mulder,2019,0.017,7.8,11.0,3.3,1.1,0.3,0.1,1,0
Cameron Johnson,2019,0.102,12.9,8.8,3.3,1.2,0.6,0.4,1,0
Jaxson Hayes,2019,0.171,17.6,7.4,4.0,0.9,0.4,0.9,1,0
Darius Garland,2019,-0.034,8.5,12.3,1.9,3.9,0.7,0.1,1,0
