iter	MultiClass
181	0.2615551554
182	0.2609323376
183	0.2605538273
184	0.2601227669
185	0.2595271565
186	0.2589935512
187	0.258608327
188	0.2578190709
189	0.2570171113
190	0.2565843855
191	0.2558267914
192	0.2550031554
193	0.2540846504
194	0.2536048659
195	0.2528780975
196	0.2519176266
197	0.2513084177
198	0.2505935094
199	0.2496903801
200	0.2488673633
201	0.2481868847
202	0.2476654005
203	0.2468844765
204	0.2461363761
205	0.245651392
206	0.2449917422
207	0.2444956563
208	0.2439407653
209	0.2435579336
210	0.2432343695
211	0.2429833844
212	0.2425731988
213	0.2416203877
214	0.240359647
215	0.2398937274
216	0.238819975
217	0.2377695054
218	0.2369917316
219	0.2363434918
220	0.235717414
221	0.2352352377
222	0.2347389846
223	0.2338772992
224	0.2333712812
225	0.2324611364
226	0.2318053045
227	0.2307282339
228	0.2300103488
229	0.2292379653
230	0.2286669822
231	0.2283263243
232	0.2273367095
233	0.2267018444
234	0.2260773564
235	0.2251592235
236	0.224440024
237	0.2236540493
238	0.223079318
239	0.2227818604
240	0.2223301557
241	0.2218975307
242	0.2213629515
243	0.2208647528
244	0.2202479409
245	0.219616302
246	0.2190423082
247	0.2184978288
248	0.2179961269
249	0.2171134197
250	0.2162826813
251	0.2156522303
252	0.2150241412
253	0.2146091754
254	0.2141452305
255	0.21361302
256	0.2132109802
257	0.2122825929
258	0.2118464681
259	0.2114962313
260	0.2109217027
261	0.2105470261
262	0.209891724
263	0.2089572973
264	0.2081509504
265	0.207919276
266	0.2073118786
267	0.2066104788
268	0.2060984769
269	0.2057558913
270	0.204879943
271	0.2041335529
272	0.2036467485
273	0.2034894413
274	0.203058646
275	0.20250634
276	0.2019661628
277	0.2016815203
278	0.2010759046
279	0.2006877944
280	0.1999148197
281	0.1990683157
282	0.198660959
283	0.1980448312
284	0.1976327393
285	0.196995954
286	0.1963303035
287	0.1959619218
288	0.1954969122
289	0.1948873424
290	0.1946143767
291	0.1935725622
292	0.1928269473
293	0.1922538502
294	0.1919623933
295	0.1912739729
296	0.1905235187
297	0.1899162901
298	0.1893781643
299	0.1890072328
300	0.1881759092
301	0.1877072603
302	0.1872478037
303	0.1867394368
304	0.1865231071
305	0.1861664032
306	0.1857078978
307	0.1850605145
308	0.1847041915
309	0.184363477
310	0.1837196932
311	0.1831060279
312	0.182625381
313	0.182320623
314	0.1819849052
315	0.1815293318
316	0.1810089667
317	0.1806524794
318	0.1800509644
319	0.1792375273
320	0.1789655542
321	0.1787077549
322	0.1782815619
323	0.1778945199
324	0.1771749878
325	0.1765139113
326	0.1762653353
327	0.1757516526
328	0.175578616
329	0.1749494442
330	0.1744569914
331	0.1741448363
332	0.1736546981
333	0.1731360675
334	0.1727467165
335	0.1725343121
336	0.172189164
337	0.1716285268
338	0.1712291559
339	0.1708542204
340	0.1704830594
341	0.1699567726
342	0.1694780298
343	0.1692814202
344	0.1687418369
345	0.1681941829
346	0.1678677644
347	0.1674060067
348	0.1667167356
349	0.1666059368
350	0.1661102375
351	0.1659879002
352	0.1656990482
353	0.165438071
354	0.1652689417
355	0.1647945551
356	0.1643646927
357	0.164042746
358	0.1636627371
359	0.1632141336
360	0.1626926402
361	0.1626304912
362	0.1622107161
363	0.1619477892
364	0.1615725819
365	0.161031783
366	0.1607109911
367	0.1605257992
368	0.1599557932
369	0.1596587097
370	0.1594858568
371	0.15924575
372	0.1588996203
373	0.1585618641
374	0.1580718369
375	0.1575836165
376	0.1571048096
377	0.1569017837
378	0.1566218766
379	0.1564091466
380	0.1563011915
381	0.1559967694
382	0.155558942
383	0.1554420621
384	0.1550554093
385	0.1548034889
386	0.1544580612
387	0.1540810426
388	0.1537026345
389	0.1534266669
390	0.1529816374
391	0.152706344
392	0.1522116321
393	0.1518499539
394	0.1515496148
395	0.151210402
396	0.1509121232
397	0.150595703
398	0.1503981315
399	0.15012771
400	0.1495485723
401	0.1491451288
402	0.1490438352
403	0.148454434
404	0.1480816309
405	0.1479601591
406	0.1475846846
407	0.1470311112
408	0.1468809132
409	0.1464402962
410	0.1460752783
411	0.1454898417
412	0.1450764033
413	0.1447223029
414	0.1443202063
415	0.144022102
416	0.1436714762
417	0.1434789373
418	0.1432568157
419	0.1429873309
420	0.1428189088
421	0.142516905
422	0.1423614005
423	0.1420997125
424	0.1418668491
425	0.1415941724
426	0.141143415
427	0.1408538526
428	0.1404386694
429	0.1400656312
430	0.1396632422
431	0.13938216
432	0.1391243707
433	0.138997317
434	0.138516461
435	0.1383593265
436	0.1380925287
437	0.1380633508
438	0.1377323344
439	0.1373224081
440	0.1368413775
441	0.1367488522
442	0.1364640532
443	0.136242243
444	0.1359373305
445	0.1357898096
446	0.1354698916
447	0.1351917941
448	0.1347930209
449	0.1345972747
450	0.1343192398
451	0.1339942731
452	0.1336926296
453	0.1334795732
454	0.1332744101
455	0.1330417731
456	0.1324887487
457	0.1321600527
458	0.1319240023
459	0.1316155327
460	0.1314269268
461	0.1312608702
462	0.1308667755
463	0.1306656906
464	0.1304208245
465	0.1301120285
466	0.1299151588
467	0.1297467787
468	0.1294393887
469	0.1293679011
470	0.1292114129
471	0.128896617
472	0.1285953213
473	0.1283332461
474	0.1280778054
475	0.1278730464
476	0.1276919673
477	0.1274449128
478	0.1273606546
479	0.1270095521
480	0.1266267264
481	0.1264509875
482	0.1261948064
483	0.1259109223
484	0.1257349341
485	0.1255328289
486	0.1253953539
487	0.1251765114
488	0.1248868018
489	0.1246898754
490	0.124345408
491	0.1239925595
492	0.1237127278
493	0.1236096943
494	0.1234097442
495	0.1232229311
496	0.1231296128
497	0.122840017
498	0.122636683
499	0.1223827455
500	0.1218917014
501	0.1217729227
502	0.1216529095
503	0.1215016931
504	0.1214034663
505	0.1212089467
506	0.1209133166
507	0.1206628701
508	0.1204151706
509	0.1202186751
510	0.12008065
511	0.1199444859
512	0.1197509912
513	0.1196632545
514	0.1193374113
515	0.119137596
516	0.1188603209
517	0.1187803668
518	0.1186103934
519	0.1182859113
520	0.1180556166
521	0.1178696312
522	0.1176609417
523	0.1175309069
524	0.1172846637
525	0.1168958001
526	0.1167373937
527	0.1164626042
528	0.1163334463
529	0.1161225697
530	0.115903059
531	0.1157207223
532	0.1154651392
533	0.1151486588
534	0.1150391228
535	0.1148462369
536	0.1147620686
537	0.1144181775
538	0.1142496257
539	0.1140837311
540	0.1137691908
541	0.113576741
542	0.1133173108
543	0.1129964589
544	0.1128480159
545	0.1126446583
546	0.1124781698
547	0.1123251376
548	0.1119635675
549	0.1118320325
550	0.1116331675
551	0.1114872849
552	0.111402172
553	0.1111932107
554	0.1109555709
555	0.1107755572
556	0.1105696179
557	0.1103564603
558	0.1100303161
559	0.1099877696
560	0.1098848211
561	0.1095877059
562	0.1093761799
563	0.1091565674
564	0.1091115746
565	0.1088766987
566	0.1087354944
567	0.1086615361
568	0.1086073395
569	0.1084574306
570	0.1083120774
571	0.1080884548
572	0.1079441657
573	0.1076625122
574	0.1074671302
575	0.1072805694
576	0.1070993522
577	0.1069456702
578	0.1068104387
579	0.1067039561
580	0.1065506983
581	0.1063430708
582	0.1061820505
583	0.1059153814
584	0.1056716279
585	0.1056406721
586	0.1054323388
587	0.1052392431
588	0.1050736961
589	0.1049737986
590	0.1047196617
591	0.1045180485
592	0.1043290802
593	0.1040780994
594	0.1039130555
595	0.1036349393
596	0.1034607548
597	0.1033856596
598	0.1031564741
599	0.1028954831
600	0.1026969076
601	0.1024967419
602	0.1023364923
603	0.1021710494
604	0.102044874
605	0.1019199084
606	0.1016969544
607	0.1015807967
608	0.1013931591
609	0.1012415684
610	0.1011457164
611	0.1009477339
612	0.1007805676
613	0.1006699946
614	0.1004957578
615	0.1003686239
616	0.1002073407
617	0.1000531937
618	0.09988355094
619	0.09975472443
620	0.09954829107
621	0.0993807137
622	0.09915250544
623	0.09900401503
624	0.09889587151
625	0.09873976623
626	0.09862355254
627	0.0985301913
628	0.09837381328
629	0.09816413897
630	0.09793774514
631	0.09770933477
632	0.09755452874
633	0.09738480898
634	0.09722923163
635	0.09701243136
636	0.09688080552
637	0.09659153701
638	0.09642975903
639	0.09629027422
640	0.09621006599
641	0.09605978324
642	0.09586685859
643	0.0956217152
644	0.09539207781
645	0.09526228705
646	0.09511086972
647	0.09493438644
648	0.0948455348
649	0.09470989501
650	0.09450637921
651	0.09437757087
652	0.09415592717
653	0.09399481279
654	0.09376573579
655	0.09361144782
656	0.09346955278
657	0.093198044
658	0.09302127034
659	0.09276278649
660	0.09270105092
661	0.09259101714
662	0.09231965288
663	0.09208354953
664	0.09192171331
665	0.09170871848
666	0.09157255468
667	0.09143917295
668	0.09130272302
669	0.0911418201
670	0.091043681
671	0.0909421932
672	0.09085559789
673	0.09069126885
674	0.09048593351
675	0.09021428712
676	0.09003652872
677	0.08996446131
678	0.08987774336
679	0.08975486102
680	0.08964064291
681	0.08943859596
682	0.08920666721
683	0.08897454074
684	0.08875392443
685	0.08864425893
686	0.08857414296
687	0.08848631841
688	0.08839594479
689	0.08834169014
690	0.08824697043
691	0.08818343378
692	0.08809443411
693	0.08798093838
694	0.08791716694
695	0.08774509856
696	0.08766234569
697	0.08744525528
698	0.08727573797
699	0.08714465419
700	0.08702414704
701	0.08694087735
702	0.08664750689
703	0.08644783343
704	0.08629395735
705	0.08621128281
706	0.08607282827
707	0.08591462225
708	0.08578493634
709	0.08562532411
710	0.08550027425
711	0.08541523786
712	0.08523018234
713	0.08514277684
714	0.08501091276
715	0.08488471541
716	0.08477489732
717	0.0845711199
718	0.08439087245
719	0.08432164016
720	0.08411245859
721	0.08400994297
722	0.0838250585
723	0.08372133764
724	0.08358628924
725	0.08348935235
726	0.08337592901
727	0.08323132484
728	0.08312870261
729	0.08296832317
730	0.08285168255
731	0.08269506373
732	0.08252758944
733	0.08243276031
734	0.08237304709
735	0.08222389402
736	0.08214196785
737	0.08200954912
738	0.08182287067
739	0.08166260065
740	0.08146129506
741	0.08136368317
742	0.08125487504
743	0.08117528905
744	0.08102610545
745	0.08091662808
746	0.0807876107
747	0.08071298118
748	0.08053606348
749	0.08042690749
750	0.08021654865
751	0.08003753975
752	0.07990439864
753	0.07975933032
754	0.07964187078
755	0.07951916218
756	0.07937656537
757	0.07928851235
758	0.07917713584
759	0.07907705345
760	0.07897942732
761	0.07878331797
762	0.07861481291
763	0.07849582141
764	0.07834065043
765	0.07815946505
766	0.07810450235
767	0.07794073219
768	0.07779694757
769	0.07767130715
770	0.07751456049
771	0.07736384385
772	0.07726450518
773	0.07720309693
774	0.07710465647
775	0.07699744691
776	0.07684110441
777	0.07673611661
778	0.0766884207
779	0.07653065085
780	0.07638198537
781	0.07628600231
782	0.07616763646
783	0.07605784721
784	0.07593397925
785	0.07580333788
786	0.07573224585
787	0.07557081678
788	0.07544663252
789	0.07524917952
790	0.07508300165
791	0.07499684886
792	0.07485941462
793	0.07475080581
794	0.07462753522
795	0.07450986287
796	0.07438354269
797	0.0742246312
798	0.07407792294
799	0.0739974115
800	0.07388925939
801	0.07373758123
802	0.07361191246
803	0.07348701654
804	0.07339272678
805	0.07331102857
806	0.07315897325
807	0.07294294222
808	0.0728432677
809	0.07270868594
810	0.07259695736
811	0.07251519983
812	0.07238328477
813	0.07229749435
814	0.07219175518
815	0.07203853675
816	0.0718841798
817	0.07177439702
818	0.07168660148
819	0.07155942933
820	0.07143209702
821	0.07132523412
822	0.07123656527
823	0.0711340066
824	0.07106017572
825	0.07099245713
826	0.07078241441
827	0.07069983404
828	0.07053549755
829	0.07039992895
830	0.0703163983
831	0.0702724501
832	0.0701434875
833	0.07007127303
834	0.06991484136
835	0.06981374411
836	0.06971861695
837	0.06963121179
838	0.0695261394
839	0.06944943412
840	0.06934776497
841	0.06926158157
842	0.06921011444
843	0.06909274037
844	0.06888805732
845	0.06878988111
846	0.06870770577
847	0.06864793844
848	0.0685142278
849	0.06844413341
850	0.0683558061
851	0.06824845011
852	0.06815188864
853	0.06806625555
854	0.06797251095
855	0.06783124574
856	0.06775212535
857	0.06764286247
858	0.0674775358
859	0.06733912394
860	0.06715711309
861	0.06703537079
862	0.06688879724
863	0.06682204598
864	0.06672958592
865	0.06660374575
866	0.06653078469
867	0.06642327775
868	0.06625005756
869	0.06613697745
870	0.06605070292
871	0.06590972244
872	0.06576220438
873	0.06560828197
874	0.06550440638
875	0.06538513542
876	0.06529904917
877	0.06521724319
878	0.06515264897
879	0.06503110632
880	0.06493362292
881	0.06489891603
882	0.06481558332
883	0.06471976219
884	0.06461115098
885	0.06454327684
886	0.06451303218
887	0.06444660052
888	0.06430786377
889	0.0641767686
890	0.06411865108
891	0.06399983165
892	0.06392221979
893	0.06386032053
894	0.06378632871
895	0.06373589825
896	0.06359845728
897	0.06353059783
898	0.06340753472
899	0.06330824505
900	0.06323502018
901	0.06317623597
902	0.06310314506
903	0.06299721512
904	0.06293775821
905	0.06287954705
906	0.06276639867
907	0.06268301166
908	0.06257430031
909	0.06252569884
910	0.06244134255
911	0.06236342549
912	0.06223195497
913	0.06212573135
914	0.06199940272
915	0.061922368
916	0.06184673963
917	0.06178178194
918	0.06171246784
919	0.06157951002
920	0.06145747634
921	0.06132192219
922	0.06122980837
923	0.06119574423
924	0.06113152542
925	0.06102079106
926	0.06087222068
927	0.0607981405
928	0.06075668196
929	0.06070118759
930	0.06065108812
931	0.06055874811
932	0.06049287162
933	0.06038848481
934	0.06030381219
935	0.06018265944
936	0.06014299048
937	0.06004022449
938	0.05994220635
939	0.05990637139
940	0.05981796531
941	0.05968356459
942	0.05965294324
943	0.0596050959
944	0.05954666619
945	0.05947675649
946	0.05940761571
947	0.05931379202
948	0.05923604922
949	0.05915492112
950	0.05909065598
951	0.05897866821
952	0.05891257566
953	0.05882094246
954	0.05877188677
955	0.0585979148
956	0.05852722445
957	0.0584223493
958	0.05837211069
959	0.05825943756
960	0.05822724263
961	0.05817563811
962	0.0581166269
963	0.05805703004
964	0.05794600986
965	0.05788409472
966	0.0577607906
967	0.05766744825
968	0.0576284515
969	0.05751473736
970	0.0574396964
971	0.05738128124
972	0.05734005366
973	0.05726122131
974	0.05716408837
975	0.05708376628
976	0.05697344851
977	0.05687420197
978	0.05683079464
979	0.0567679045
980	0.05672750148
981	0.05664319184
982	0.05659681706
983	0.05656537368
984	0.05650185449
985	0.05639329015
986	0.056368393
987	0.05632448913
988	0.05623457985
989	0.05610219324
990	0.05598324807
991	0.05589830419
992	0.05579549046
993	0.05573257064
994	0.05562113249
995	0.05552466154
996	0.05545832907
997	0.05538027594
998	0.05532898006
999	0.05524774
