Player,Season,VORP,DWS,PER,G,FTA,TOV,PTS,DRB,AllNBA,Class
Ben Simmons,2018,3.8,3.6,20.0,79.0,5.4,3.5,16.9,6.6,0,0
DeMar DeRozan,2018,2.2,2.6,19.6,77.0,5.7,2.6,21.2,5.3,0,0
LaMarcus Aldridge,2018,2.6,2.9,22.9,81.0,5.1,1.8,21.3,6.1,0,0
Steven Adams,2018,2.1,4.0,18.5,80.0,3.7,1.7,13.9,4.6,0,0
Klay Thompson,2018,1.2,2.3,16.6,78.0,2.0,1.5,21.5,3.4,0,0
Andre Drummond,2018,2.7,5.9,23.4,79.0,5.2,2.2,17.3,10.2,0,0
Aaron Gordon,2018,1.7,3.3,15.1,78.0,3.2,2.1,16.0,5.7,0,0
Russell Westbrook,2018,4.7,5.0,21.1,73.0,6.2,4.5,22.9,9.6,1,3
Blake Griffin,2018,4.7,2.9,21.0,75.0,7.3,3.4,24.5,6.2,1,3
Buddy Hield,2018,2.7,1.6,17.5,82.0,2.4,1.8,20.7,3.7,0,0
Jerami Grant,2018,1.5,3.3,13.8,80.0,2.8,0.8,13.6,4.0,0,0
Justin Holiday,2018,0.1,2.5,10.0,82.0,1.3,1.3,10.5,3.4,0,0
Donovan Mitchell,2018,2.2,3.7,17.2,77.0,5.1,2.8,23.8,3.3,0,0
Rudy Gobert,2018,4.8,5.7,24.6,81.0,6.4,1.6,15.9,9.0,1,3
Bojan Bogdanović,2018,1.7,2.8,16.1,81.0,3.8,1.7,18.0,3.7,0,0
Joe Ingles,2018,2.2,3.6,13.4,82.0,1.5,2.4,12.1,3.6,0,0
Evan Fournier,2018,-0.3,2.5,12.3,81.0,2.1,1.9,15.1,2.7,0,0
Pascal Siakam,2018,2.8,3.6,18.7,80.0,3.8,1.9,16.9,5.3,0,0
De'Aaron Fox,2018,2.3,2.5,18.1,81.0,5.1,2.8,17.3,3.2,0,0
Karl-Anthony Towns,2018,5.1,3.2,26.3,77.0,5.8,3.1,24.4,9.0,0,0
Andrew Wiggins,2018,-0.6,1.3,12.4,73.0,4.1,1.9,18.1,3.7,0,0
Josh Richardson,2018,1.5,2.6,14.0,73.0,3.2,1.5,16.6,2.9,0,0
Harrison Barnes,2018,0.4,1.6,12.8,77.0,3.6,1.3,16.4,3.9,0,0
Nikola Vučević,2018,5.5,4.7,25.5,80.0,2.8,2.0,20.8,9.2,0,0
Nikola Jokić,2018,7.0,4.3,26.3,80.0,4.4,3.1,20.1,8.0,1,1
Thaddeus Young,2018,2.2,3.9,16.2,81.0,1.7,1.5,12.6,4.1,0,0
Jayson Tatum,2018,1.1,3.4,15.1,79.0,2.9,1.5,15.7,5.2,0,0
D'Angelo Russell,2018,3.4,2.6,19.4,81.0,2.5,3.1,21.1,3.2,0,0
Jamal Murray,2018,1.6,2.3,16.0,75.0,3.0,2.1,18.2,3.4,0,0
Cedi Osman,2018,-0.8,0.2,11.5,76.0,2.4,1.5,13.0,4.1,0,0
Marc Gasol,2018,3.1,4.0,16.7,79.0,3.2,2.0,13.6,6.9,0,0
Jrue Holiday,2018,3.1,1.9,19.4,67.0,4.0,3.1,21.2,3.9,0,0
Khris Middleton,2018,1.7,3.6,16.5,77.0,3.4,2.3,18.3,5.3,0,0
JJ Redick,2018,1.3,1.2,15.1,76.0,3.4,1.3,18.1,2.2,0,0
CJ McCollum,2018,1.8,1.7,17.0,70.0,2.7,1.5,21.0,3.1,0,0
Giannis Antetokounmpo,2018,7.4,5.5,30.9,72.0,9.5,3.7,27.7,10.3,1,1
Nicolas Batum,2018,1.0,1.7,11.9,75.0,1.2,1.6,9.3,4.3,0,0
Trevor Ariza,2018,0.4,1.2,12.1,69.0,2.4,1.5,12.5,4.7,0,0
Mike Conley,2018,3.9,2.3,21.4,70.0,5.8,1.9,21.1,2.8,0,0
Stephen Curry,2018,5.1,2.5,24.4,69.0,4.2,2.8,27.3,4.7,1,1
Brook Lopez,2018,2.4,4.3,14.6,81.0,1.6,1.0,12.5,4.5,0,0
Dennis Schröder,2018,0.0,2.4,12.7,79.0,2.9,2.2,15.5,3.1,0,0
Kyle Kuzma,2018,0.4,1.9,14.0,70.0,3.6,1.9,18.7,4.6,0,0
Bryn Forbes,2018,0.5,1.3,12.0,82.0,1.0,1.0,11.8,2.7,0,0
Joe Harris,2018,1.4,1.7,13.5,76.0,1.8,1.6,13.7,3.1,0,0
Al-Farouq Aminu,2018,1.5,2.8,13.2,81.0,2.1,0.9,9.4,6.1,0,0
Reggie Jackson,2018,1.4,1.9,15.2,82.0,2.9,1.8,15.4,2.1,0,0
Eric Bledsoe,2018,2.9,3.7,19.3,78.0,3.0,2.1,15.9,3.6,0,0
D.J. Augustin,2018,1.4,1.9,15.7,81.0,2.6,1.6,11.7,2.0,0,0
Jeremy Lamb,2018,1.8,2.0,17.3,79.0,3.3,1.0,15.3,4.7,0,0
Clint Capela,2018,2.8,3.0,23.8,67.0,3.9,1.4,16.6,8.2,0,0
Devin Booker,2018,1.7,0.3,20.2,64.0,7.1,4.1,26.6,3.5,0,0
Julius Randle,2018,2.0,1.9,20.9,73.0,6.7,2.8,21.4,6.5,0,0
Danny Green,2018,2.2,2.9,13.0,80.0,0.6,0.9,10.3,3.2,0,0
Jordan Clarkson,2018,0.8,-0.1,16.8,81.0,2.4,1.7,16.8,2.3,0,0
Kyrie Irving,2018,5.1,2.9,24.3,67.0,3.7,2.6,23.8,3.9,1,2
Willie Cauley-Stein,2018,1.8,2.9,18.0,81.0,3.1,1.0,11.9,6.1,0,0
Kyle Lowry,2018,2.4,3.0,16.5,65.0,3.0,2.8,14.2,4.2,0,0
Marcus Smart,2018,1.5,3.1,13.1,80.0,1.6,1.5,8.9,2.2,0,0
Jimmy Butler,2018,3.2,2.5,20.2,65.0,5.6,1.5,18.7,3.4,0,0
Zach LaVine,2018,1.5,1.1,18.7,63.0,6.0,3.4,23.7,4.0,0,0
Jae Crowder,2018,1.2,3.1,12.1,80.0,2.5,1.1,11.9,4.1,0,0
Tomáš Satoranský,2018,0.7,0.9,14.1,80.0,2.0,1.5,8.9,2.5,0,0
Montrezl Harrell,2018,2.9,2.6,23.4,82.0,5.0,1.6,16.6,4.3,0,0
Eric Gordon,2018,0.4,1.0,12.2,68.0,2.2,1.3,16.2,1.9,0,0
Joel Embiid,2018,3.8,3.8,26.1,64.0,10.1,3.5,27.5,11.1,1,2
Terrence Ross,2018,1.5,2.6,15.4,81.0,1.8,1.1,15.1,3.1,0,0
Darren Collison,2018,2.1,2.9,16.7,76.0,2.5,1.6,11.2,2.6,0,0
Patrick Beverley,2018,1.5,2.0,11.8,78.0,1.6,1.1,7.6,4.0,0,0
Marvin Williams,2018,0.9,1.9,12.6,75.0,1.1,0.6,10.1,4.4,0,0
Myles Turner,2018,2.4,4.4,18.0,74.0,2.7,1.4,13.3,5.8,0,0
Jeff Green,2018,0.3,0.8,13.6,77.0,2.7,1.3,12.3,3.3,0,0
Jarrett Allen,2018,1.9,3.3,18.5,80.0,3.5,1.3,10.9,6.0,0,0
Marcus Morris,2018,0.6,2.5,14.2,75.0,2.3,1.2,13.9,5.1,0,0
Wesley Matthews,2018,0.1,1.5,10.3,69.0,2.4,1.3,12.2,2.0,0,0
Draymond Green,2018,1.8,3.2,12.9,66.0,1.4,2.6,7.4,6.4,0,0
Cory Joseph,2018,0.9,2.9,11.0,82.0,0.5,1.0,6.5,2.9,0,0
Danilo Gallinari,2018,3.3,1.8,21.0,68.0,6.0,1.5,19.8,5.3,0,0
Tim Hardaway Jr.,2018,0.0,0.9,13.6,65.0,4.2,1.6,18.1,2.9,0,0
DeAndre Jordan,2018,2.1,3.1,19.0,69.0,3.8,2.2,11.0,9.8,0,0
Kawhi Leonard,2018,4.7,3.4,25.8,60.0,7.1,2.0,26.6,6.0,1,2
Garrett Temple,2018,-0.4,2.0,8.5,75.0,1.4,0.9,7.8,2.5,0,0
Kentavious Caldwell-Pope,2018,0.8,1.8,12.9,82.0,1.9,0.8,11.4,2.3,0,0
Austin Rivers,2018,-1.1,0.8,7.7,76.0,1.3,0.9,8.1,1.8,0,0
Dario Šarić,2018,0.2,1.2,13.1,81.0,1.9,1.2,10.6,4.1,0,0
Serge Ibaka,2018,1.2,3.3,18.7,74.0,2.4,1.5,15.0,6.0,0,0
Damyean Dotson,2018,-0.3,0.9,10.8,73.0,1.3,1.0,10.7,3.1,0,0
Jonathan Isaac,2018,0.8,3.1,13.0,75.0,1.8,1.0,9.6,4.2,0,0
Lou Williams,2018,2.1,1.2,21.2,75.0,6.5,2.4,20.0,2.4,0,0
Josh Jackson,2018,-1.3,1.1,10.6,79.0,2.7,2.2,11.5,3.6,0,0
Dorian Finney-Smith,2018,0.3,2.0,11.0,81.0,1.3,0.9,7.5,3.1,0,0
Jusuf Nurkić,2018,2.8,3.3,23.4,72.0,5.1,2.3,15.6,7.0,0,0
Al Horford,2018,3.6,2.9,20.2,68.0,1.4,1.5,13.6,5.0,0,0
Monte Morris,2018,1.7,1.8,16.2,82.0,1.0,0.6,10.4,1.9,0,0
Ryan Arcidiacono,2018,0.1,0.9,11.6,81.0,1.3,0.8,6.7,2.4,0,0
Justise Winslow,2018,0.7,2.6,12.8,66.0,2.1,2.2,12.6,4.4,0,0
Bogdan Bogdanović,2018,0.7,1.4,14.1,70.0,2.3,1.7,14.1,2.9,0,0
LeBron James,2018,4.9,2.6,25.6,55.0,7.6,3.6,27.4,7.4,1,3
Kelly Oubre Jr.,2018,0.4,1.3,15.2,69.0,3.5,1.5,15.2,3.7,0,0
DeAndre' Bembry,2018,-0.2,1.7,10.8,82.0,1.7,1.7,8.4,3.7,0,0
Terrance Ferguson,2018,-0.9,1.6,6.4,74.0,0.7,0.6,6.9,1.5,0,0
Spencer Dinwiddie,2018,1.3,1.4,16.3,68.0,5.2,2.2,16.8,2.1,0,0
Bam Adebayo,2018,1.8,3.4,17.9,82.0,2.8,1.5,8.9,5.3,0,0
Jaylen Brown,2018,0.0,2.4,13.5,74.0,2.7,1.3,13.0,3.4,0,0
Patty Mills,2018,0.8,1.2,13.2,82.0,1.3,1.1,9.9,1.9,0,0
Avery Bradley,2018,-0.8,1.0,7.6,63.0,0.8,1.4,9.9,2.1,0,0
Ricky Rubio,2018,0.9,2.8,14.0,68.0,3.4,2.6,12.7,3.1,0,0
Paul Millsap,2018,1.8,2.9,17.9,70.0,3.6,1.4,12.6,5.0,0,0
Rodney Hood,2018,0.0,0.5,12.3,72.0,2.2,0.8,11.2,1.8,0,0
Dwyane Wade,2018,1.2,2.3,15.8,72.0,3.2,2.3,15.0,3.0,0,0
Malik Beasley,2018,1.0,1.6,14.2,81.0,0.8,0.7,11.3,2.0,0,0
Reggie Bullock,2018,0.4,1.4,10.5,63.0,1.3,1.0,11.3,2.4,0,0
Gordon Hayward,2018,1.3,2.3,15.6,72.0,2.6,1.5,11.5,3.8,0,0
Chris Paul,2018,2.8,2.2,19.7,58.0,3.5,2.6,15.6,3.9,0,0
Anthony Davis,2018,5.3,3.1,30.3,56.0,7.7,2.0,25.9,8.9,0,0
Rudy Gay,2018,1.6,2.2,17.5,69.0,2.1,1.7,13.7,5.9,0,0
Domantas Sabonis,2018,2.4,3.3,21.9,74.0,3.9,2.2,14.1,6.8,0,0
Malcolm Brogdon,2018,1.9,2.3,17.8,64.0,2.4,1.4,15.6,3.5,0,0
John Collins,2018,1.3,1.0,21.8,61.0,4.4,2.0,19.5,6.2,0,0
Marco Belinelli,2018,0.1,1.1,11.9,79.0,1.6,0.9,10.5,2.3,0,0
Kelly Olynyk,2018,1.2,2.5,14.4,79.0,2.3,1.4,10.0,3.8,0,0
Larry Nance Jr.,2018,2.0,1.6,18.6,67.0,2.0,1.4,9.4,5.7,0,0
Terry Rozier,2018,0.8,2.3,12.9,79.0,1.2,0.9,9.0,3.5,0,0
Nemanja Bjelica,2018,1.3,1.9,15.4,77.0,1.2,1.1,9.6,4.1,0,0
Derrick Favors,2018,2.4,3.5,21.8,76.0,3.0,1.1,11.8,4.6,0,0
Fred VanVleet,2018,1.1,1.9,13.7,64.0,1.8,1.3,11.0,2.3,0,0
Brandon Ingram,2018,0.0,1.4,13.4,52.0,5.6,2.5,18.3,4.3,0,0
Darius Miller,2018,-0.4,0.6,8.4,69.0,1.0,0.9,8.2,1.7,0,0
Langston Galloway,2018,0.2,1.3,10.7,80.0,1.2,0.3,8.4,1.5,0,0
Mason Plumlee,2018,1.8,2.9,17.8,82.0,2.4,1.5,7.8,4.4,0,0
Derrick White,2018,1.3,1.9,14.8,67.0,1.8,1.4,9.9,3.2,0,0
Jabari Parker,2018,0.2,1.3,15.5,64.0,2.9,2.4,14.5,5.3,0,0
Noah Vonleh,2018,0.6,1.7,13.9,68.0,2.3,1.3,8.4,6.1,0,0
Josh Hart,2018,0.3,1.9,9.3,67.0,1.2,0.9,7.8,3.2,0,0
DeMarre Carroll,2018,0.2,1.6,12.1,67.0,3.6,1.1,11.1,4.2,0,0
Delon Wright,2018,1.5,2.4,15.5,75.0,2.0,1.0,8.7,2.6,0,0
Taj Gibson,2018,0.8,1.4,17.8,70.0,2.5,1.0,10.8,4.1,0,0
Otto Porter Jr.,2018,1.2,1.5,15.9,56.0,1.7,1.2,13.9,4.6,0,0
Lauri Markkanen,2018,0.7,1.5,17.1,52.0,3.8,1.6,18.7,7.6,0,0
Hassan Whiteside,2018,1.8,4.0,23.5,72.0,3.4,1.3,12.3,7.8,0,0
Royce O'Neale,2018,0.6,2.5,9.0,82.0,0.5,0.9,5.2,3.2,0,0
JaVale McGee,2018,1.4,2.9,21.8,75.0,2.0,1.4,12.0,4.9,0,0
Dwight Powell,2018,2.1,1.9,20.4,77.0,3.3,0.9,10.6,3.5,0,0
Kent Bazemore,2018,-0.1,1.4,11.9,67.0,2.6,1.8,11.6,3.3,0,0
Enes Freedom,2018,1.2,1.6,22.3,67.0,2.9,1.8,13.7,6.0,0,0
Gary Harris,2018,0.2,1.5,12.2,57.0,2.5,1.2,12.9,2.1,0,0
Dāvis Bertāns,2018,1.4,1.5,13.0,76.0,0.8,0.6,8.0,3.2,0,0
Justin Jackson,2018,0.2,0.9,11.3,81.0,1.0,0.4,7.2,2.1,0,0
Dewayne Dedmon,2018,1.0,1.9,16.0,64.0,1.8,1.3,10.8,5.9,0,0
Emmanuel Mudiay,2018,0.0,0.7,14.6,59.0,3.2,2.4,14.8,2.8,0,0
Robin Lopez,2018,0.0,0.7,15.9,74.0,1.7,1.3,9.5,2.0,0,0
Evan Turner,2018,0.3,1.5,11.6,73.0,1.5,1.6,6.8,4.0,0,0
Andre Iguodala,2018,1.5,1.8,13.1,68.0,1.0,0.8,5.7,3.0,0,0
Tyus Jones,2018,0.6,0.9,13.7,68.0,1.0,0.7,6.9,1.6,0,0
Taurean Prince,2018,0.0,0.7,11.9,55.0,2.1,1.8,13.5,3.2,0,0
Rodney McGruder,2018,-0.1,1.6,9.4,66.0,1.1,1.0,7.6,2.7,0,0
Alex Len,2018,0.3,1.0,17.2,77.0,2.8,1.3,11.1,3.5,0,0
Tyler Johnson,2018,0.6,1.4,12.4,57.0,2.2,1.4,10.9,2.4,0,0
Dennis Smith Jr.,2018,0.0,1.2,12.3,53.0,2.9,2.9,13.6,2.3,0,0
Torrey Craig,2018,0.0,1.7,10.4,75.0,0.9,0.6,5.7,2.3,0,0
Maxi Kleber,2018,0.9,1.8,13.1,71.0,1.0,0.8,6.8,3.4,0,0
Thomas Bryant,2018,1.5,1.3,21.0,72.0,1.9,0.8,10.5,4.7,0,0
Kevon Looney,2018,0.9,1.8,17.3,80.0,1.3,0.6,6.3,2.8,0,0
Iman Shumpert,2018,0.0,1.2,9.1,62.0,0.7,0.8,7.5,2.5,0,0
Gerald Green,2018,0.1,1.0,11.4,73.0,0.9,0.8,9.2,2.1,0,0
T.J. McConnell,2018,0.4,1.7,13.4,76.0,0.5,1.2,6.4,1.9,0,0
E'Twaun Moore,2018,-0.1,0.5,11.5,53.0,1.1,1.1,11.9,1.7,0,0
Ed Davis,2018,0.7,2.5,17.3,81.0,2.0,0.8,5.8,5.9,0,0
Wayne Selden,2018,-1.2,0.8,8.3,75.0,1.2,1.1,6.9,1.9,0,0
Luke Kennard,2018,0.3,1.3,11.9,63.0,1.0,0.9,9.7,2.7,0,0
Jeremy Lin,2018,-0.1,0.9,13.5,74.0,2.8,1.7,9.6,2.1,0,0
Shaquille Harrison,2018,0.2,1.6,12.4,73.0,1.7,0.8,6.5,2.6,0,0
Lonzo Ball,2018,0.6,1.7,11.7,47.0,1.0,2.2,9.9,4.2,0,0
Maurice Harkless,2018,1.0,1.9,13.2,60.0,1.2,0.8,7.7,3.2,0,0
Tyreke Evans,2018,-0.2,2.0,11.5,69.0,2.3,1.7,10.2,2.4,0,0
Seth Curry,2018,0.3,0.9,11.4,74.0,0.7,0.8,7.9,1.3,0,0
Mike Scott,2018,-0.2,1.2,8.6,79.0,0.4,0.6,5.8,2.9,0,0
Derrick Rose,2018,1.2,0.3,19.5,51.0,3.1,1.6,18.0,2.1,0,0
Kris Dunn,2018,-0.2,1.2,12.4,46.0,1.5,2.3,11.3,3.7,0,0
Alec Burks,2018,0.3,0.8,12.7,64.0,2.2,1.0,8.8,3.2,0,0
JaMychal Green,2018,0.1,1.9,14.7,65.0,1.6,1.3,9.4,4.7,0,0
Rajon Rondo,2018,0.2,1.5,12.1,46.0,0.8,2.8,9.2,4.5,0,0
T.J. Warren,2018,0.6,0.5,16.3,43.0,2.9,1.2,18.0,3.3,0,0
Juancho Hernangómez,2018,0.3,1.4,11.0,70.0,1.2,0.5,5.8,2.9,0,0
Zach Collins,2018,0.3,1.5,13.5,77.0,1.6,1.0,6.6,2.8,0,0
OG Anunoby,2018,-0.1,1.7,9.8,67.0,0.9,0.8,7.0,2.1,0,0
Doug McDermott,2018,0.2,1.1,11.6,77.0,1.0,0.5,7.3,1.2,0,0
Kyle Korver,2018,0.5,1.3,11.2,70.0,1.0,0.8,8.6,2.2,0,0
Vince Carter,2018,0.5,0.7,11.8,76.0,0.9,0.6,7.4,2.1,0,0
Jake Layman,2018,0.5,1.2,13.5,71.0,1.0,0.6,7.6,2.3,0,0
Mike Muscala,2018,0.3,1.2,10.8,64.0,1.3,0.8,7.0,2.9,0,0
Tony Snell,2018,0.4,1.6,10.7,74.0,0.6,0.3,6.0,1.7,0,0
George Hill,2018,0.2,1.3,12.1,60.0,1.4,0.9,7.6,1.8,0,0
Bobby Portis,2018,-0.1,1.1,16.1,50.0,1.9,1.5,14.2,5.9,0,0
Wayne Ellington,2018,0.7,1.4,11.8,53.0,0.9,0.8,10.3,1.8,0,0
Kyle Anderson,2018,0.9,1.8,12.8,43.0,1.5,1.3,8.0,4.7,0,0
Jakob Poeltl,2018,1.3,1.6,19.4,77.0,1.2,0.6,5.5,3.0,0,0
Markieff Morris,2018,-0.2,1.1,11.7,58.0,1.6,0.9,9.4,3.5,0,0
Jeff Teague,2018,0.5,0.5,15.4,42.0,3.6,2.3,12.1,2.1,0,0
Pat Connaughton,2018,1.0,1.9,13.6,61.0,0.7,0.5,6.9,3.2,0,0
Malik Monk,2018,-0.3,0.7,11.8,73.0,1.4,1.2,8.9,1.7,0,0
Ish Smith,2018,0.0,1.1,11.8,56.0,1.1,1.1,8.9,2.2,0,0
Elfrid Payton,2018,0.2,0.9,14.0,42.0,1.8,2.7,10.6,4.1,0,0
Shelvin Mack,2018,-0.3,1.1,10.4,57.0,1.5,1.2,7.5,1.5,0,0
Nikola Mirotić,2018,1.1,1.4,17.2,46.0,2.7,1.0,15.2,6.1,0,0
Cody Zeller,2018,0.7,1.2,17.2,49.0,2.9,1.3,10.1,4.6,0,0
Rondae Hollis-Jefferson,2018,-0.2,1.7,12.5,59.0,3.1,1.2,8.9,3.8,0,0
Wes Iwundu,2018,-0.4,1.4,8.7,68.0,1.5,0.6,5.0,2.2,0,0
Ersan İlyasova,2018,-0.1,1.9,11.6,67.0,1.1,0.7,6.8,3.1,0,0
James Ennis III,2018,0.1,1.0,11.0,58.0,1.4,0.6,6.7,2.1,0,0
Jared Dudley,2018,0.1,1.2,7.8,59.0,0.8,0.7,4.9,2.1,0,0
Jonas Jerebko,2018,0.4,1.2,13.5,73.0,1.1,0.6,6.3,3.0,0,0
Jamal Crawford,2018,-0.6,0.0,11.7,64.0,1.7,1.5,7.9,1.2,0,0
Stanley Johnson,2018,0.0,1.6,9.6,66.0,1.0,1.2,6.9,2.8,0,0
Mario Hezonja,2018,-0.5,1.1,10.8,58.0,2.0,1.5,8.8,3.6,0,0
Robert Covington,2018,1.1,1.6,13.3,35.0,2.5,1.3,13.3,4.7,0,0
Tristan Thompson,2018,0.4,0.5,18.4,43.0,2.5,1.4,10.9,6.2,0,0
Will Barton,2018,0.0,1.1,11.0,43.0,1.7,1.5,11.5,3.9,0,0
Richaun Holmes,2018,0.8,1.1,20.7,70.0,2.5,0.7,8.2,3.1,0,0
Michael Kidd-Gilchrist,2018,-0.1,1.0,13.3,64.0,1.9,0.7,6.7,2.5,0,0
Wilson Chandler,2018,-0.2,1.0,8.5,51.0,0.5,0.9,6.0,3.3,0,0
James Johnson,2018,0.2,1.5,10.9,55.0,1.3,1.3,7.8,2.8,0,0
Derrick Jones Jr.,2018,0.4,1.7,14.0,60.0,2.0,0.7,7.0,2.4,0,0
Victor Oladipo,2018,1.4,1.9,17.6,36.0,3.9,2.3,18.8,5.0,0,0
Dion Waiters,2018,0.3,1.1,11.4,44.0,1.0,1.5,12.0,2.5,0,0
Allen Crabbe,2018,-0.2,1.0,7.7,43.0,1.3,1.1,9.6,3.1,0,0
Norman Powell,2018,0.4,1.4,13.3,60.0,1.3,1.1,8.6,2.1,0,0
Trey Burke,2018,0.6,0.5,16.5,58.0,2.1,0.8,10.9,1.2,0,0
Lance Stephenson,2018,0.1,1.2,11.8,68.0,1.1,1.3,7.2,2.7,0,0
Trey Lyles,2018,-0.1,1.4,12.7,64.0,1.8,1.1,8.5,3.2,0,0
Tim Frazier,2018,0.1,0.7,11.7,59.0,0.9,1.3,5.3,2.2,0,0
John Wall,2018,0.8,0.7,18.0,32.0,5.5,3.8,20.7,3.2,0,0
Jonas Valančiūnas,2018,1.3,1.9,24.4,49.0,3.8,1.8,15.6,6.4,0,0
Ante Žižić,2018,-0.3,0.3,16.2,59.0,2.2,1.0,7.8,3.6,0,0
Anthony Tolliver,2018,-0.1,0.5,8.6,65.0,0.9,0.6,5.0,2.5,0,0
Devin Harris,2018,-0.1,0.9,10.7,68.0,2.0,0.8,6.3,1.5,0,0
Yogi Ferrell,2018,0.2,0.6,12.7,71.0,0.9,0.6,5.9,1.4,0,0
Jonathon Simmons,2018,-0.6,1.1,8.5,56.0,1.7,1.2,6.5,1.8,0,0
Caris LeVert,2018,0.6,1.2,14.9,40.0,3.1,1.7,13.7,2.9,0,0
Quinn Cook,2018,0.0,0.8,13.1,74.0,0.4,0.7,6.9,1.8,0,0
Nerlens Noel,2018,1.1,2.5,19.3,77.0,1.0,0.6,4.9,2.6,0,0
Ivica Zubac,2018,0.4,1.3,18.9,59.0,2.1,1.2,8.9,4.2,0,0
Sterling Brown,2018,0.1,1.4,10.9,58.0,0.7,0.8,6.4,2.7,0,0
Gorgui Dieng,2018,0.7,1.3,18.1,76.0,1.4,0.8,6.4,3.0,0,0
Nik Stauskas,2018,0.0,0.5,10.9,68.0,0.9,0.8,5.9,1.6,0,0
Alfonzo McKinnie,2018,-0.4,0.9,11.2,72.0,0.7,0.4,4.7,2.3,0,0
Tony Parker,2018,-0.1,0.3,15.3,56.0,2.2,1.3,9.5,1.2,0,0
Goran Dragić,2018,0.2,1.0,13.9,36.0,2.8,2.0,13.7,2.5,0,0
David Nwaba,2018,0.0,0.3,12.5,51.0,1.7,0.6,6.5,2.4,0,0
Shabazz Napier,2018,0.9,1.0,15.3,56.0,2.5,1.2,9.4,1.5,0,0
Danuel House Jr.,2018,0.4,0.7,12.2,39.0,1.8,0.9,9.4,2.9,0,0
Ian Clark,2018,-0.8,0.3,8.3,60.0,0.6,1.0,6.7,1.3,0,0
Thon Maker,2018,0.2,1.5,11.3,64.0,1.3,0.5,5.0,2.5,0,0
Shaun Livingston,2018,0.2,0.9,11.7,64.0,0.8,0.6,4.0,1.2,0,0
Jerian Grant,2018,0.1,1.1,10.8,60.0,0.7,0.9,4.2,1.3,0,0
Jahlil Okafor,2018,0.1,0.8,17.9,59.0,1.5,0.9,8.2,3.3,0,0
Dante Cunningham,2018,0.3,0.9,10.2,64.0,0.3,0.3,3.0,2.2,0,0
Daniel Theis,2018,0.5,1.3,17.0,66.0,1.2,0.5,5.7,2.1,0,0
Frank Ntilikina,2018,-0.9,0.4,6.0,43.0,0.7,1.3,5.7,1.7,0,0
Cheick Diallo,2018,0.2,1.2,17.5,64.0,1.0,0.8,6.0,4.0,0,0
D.J. Wilson,2018,0.0,1.4,10.3,48.0,1.0,0.7,5.8,3.7,0,0
Zaza Pachulia,2018,0.2,1.3,13.7,68.0,1.8,0.8,3.9,2.4,0,0
Meyers Leonard,2018,0.8,0.9,15.8,61.0,0.8,0.7,5.9,3.0,0,0
Solomon Hill,2018,-0.3,0.4,6.8,44.0,0.7,0.7,4.3,2.3,0,0
Tyson Chandler,2018,0.0,1.2,11.2,55.0,1.6,0.8,3.1,3.9,0,0
Patrick Patterson,2018,-0.1,0.9,8.1,63.0,0.5,0.3,3.6,1.7,0,0
C.J. Miles,2018,-0.2,0.9,9.0,53.0,1.1,0.6,6.4,1.5,0,0
Antonio Blakeney,2018,-0.7,0.3,10.6,57.0,1.3,0.6,7.3,1.7,0,0
Dragan Bender,2018,-0.5,0.4,9.5,46.0,1.2,0.8,5.0,3.2,0,0
Aron Baynes,2018,0.1,1.1,14.0,51.0,1.2,0.8,5.6,3.0,0,0
Willy Hernangómez,2018,0.4,0.8,20.4,58.0,2.5,1.0,7.3,3.3,0,0
Matthew Dellavedova,2018,-0.5,0.0,11.1,48.0,1.1,1.4,5.9,1.5,0,0
Bruno Caboclo,2018,0.2,0.9,12.4,34.0,1.5,1.1,8.3,3.4,0,0
Dirk Nowitzki,2018,-0.4,0.8,9.6,51.0,1.0,0.4,7.3,3.0,0,0
Jordan Bell,2018,0.2,1.1,12.9,68.0,0.6,0.6,3.3,1.9,0,0
Sam Dekker,2018,0.1,0.5,13.3,47.0,1.0,0.5,6.1,2.0,0,0
Luke Kornet,2018,0.8,0.7,14.8,46.0,1.0,0.5,7.0,2.3,0,0
Bismack Biyombo,2018,-0.1,0.8,14.4,54.0,1.7,0.6,4.4,3.1,0,0
Lance Thomas,2018,-0.7,0.3,6.4,46.0,0.8,0.5,4.5,2.1,0,0
DeMarcus Cousins,2018,1.0,1.5,21.4,30.0,4.8,2.4,16.3,6.8,0,0
Troy Daniels,2018,-0.3,0.1,9.8,51.0,0.5,0.5,6.2,1.2,0,0
Dwayne Bacon,2018,-0.3,0.3,11.7,43.0,1.1,0.4,7.3,1.9,0,0
Frank Kaminsky,2018,0.4,0.5,16.8,47.0,2.3,0.9,8.6,2.6,0,0
J.J. Barea,2018,0.3,0.6,16.3,38.0,2.1,1.9,10.9,2.2,0,0
Marcin Gortat,2018,0.1,0.8,12.8,47.0,1.0,1.1,5.0,4.1,0,0
Cristiano Felício,2018,-0.4,0.4,13.4,60.0,1.2,0.6,4.0,2.3,0,0
Chasson Randle,2018,-0.4,0.2,9.9,49.0,1.3,0.9,5.5,0.9,0,0
Brandon Knight,2018,-0.6,0.0,8.9,39.0,0.9,0.8,6.8,1.3,0,0
Kenneth Faried,2018,0.3,0.9,21.6,37.0,2.7,0.9,10.4,4.1,0,0
Ivan Rabb,2018,0.1,0.9,16.1,49.0,1.4,0.7,5.8,2.8,0,0
