Player,Season,TS%,WS/48,VORP,PTS,TRB,AST,STL,BLK,AllNBA
Anthony Tolliver,2009,0.531,0.084,0.1,11.7,7.0,1.9,0.7,0.7,0
Nick Young,2009,0.519,0.046,-0.6,8.6,1.4,0.6,0.4,0.1,0
Rafer Alston,2009,0.443,-0.013,-0.6,8.2,2.5,3.4,1.0,0.2,0
Darius Songaila,2009,0.522,0.044,-0.6,7.2,3.1,0.9,0.8,0.2,0
Antoine Wright,2009,0.502,0.011,-0.4,6.5,2.8,1.1,0.4,0.2,0
Wayne Ellington,2009,0.527,0.014,-0.5,6.6,2.1,1.0,0.3,0.1,0
Sonny Weems,2009,0.533,0.044,0.0,7.5,2.8,1.5,0.6,0.4,0
Zydrunas Ilgauskas,2009,0.491,0.088,-0.6,7.4,5.4,0.8,0.2,0.8,0
Serge Ibaka,2009,0.562,0.134,0.2,6.3,5.4,0.1,0.3,1.3,0
Joel Anthony,2009,0.546,0.111,0.1,2.7,3.1,0.2,0.3,1.4,0
Sam Young,2009,0.518,0.044,-0.4,7.4,2.5,0.7,0.4,0.3,0
Ty Lawson,2009,0.6,0.135,1.0,8.3,1.9,3.1,0.7,0.0,0
Maurice Evans,2009,0.539,0.114,0.4,5.7,1.9,0.6,0.4,0.2,0
Jerryd Bayless,2009,0.534,0.098,0.1,8.5,1.6,2.3,0.4,0.1,0
Erick Dampier,2009,0.637,0.14,0.5,6.0,7.3,0.6,0.3,1.4,0
Eric Maynor,2009,0.478,0.071,0.1,4.7,1.6,3.3,0.5,0.1,0
Shaquille O'Neal,2009,0.565,0.119,0.6,12.0,6.7,1.5,0.3,1.2,0
Craig Smith,2009,0.599,0.117,0.4,7.8,3.8,1.1,0.4,0.3,0
Ryan Hollins,2009,0.6,0.048,-0.8,6.1,2.8,0.7,0.3,0.5,0
Kris Humphries,2009,0.495,0.074,-0.5,7.1,5.5,0.5,0.5,0.7,0
Tyrus Thomas,2009,0.511,0.103,0.9,9.4,6.2,1.0,1.2,1.6,0
Eddie House,2009,0.495,0.042,0.0,7.0,1.6,1.3,0.6,0.1,0
T.J. Ford,2009,0.507,0.058,0.2,10.3,3.2,3.8,0.9,0.2,0
Gilbert Arenas,2009,0.511,0.072,1.1,22.6,4.2,7.2,1.3,0.3,0
Lou Amundson,2009,0.562,0.118,0.3,4.7,4.4,0.4,0.3,0.9,0
Tyson Chandler,2009,0.643,0.12,0.0,6.5,6.3,0.3,0.3,1.1,0
Matt Bonner,2009,0.581,0.153,1.3,7.0,3.3,1.0,0.5,0.4,0
DeAndre Jordan,2009,0.571,0.061,-0.5,4.8,5.0,0.3,0.2,0.9,0
Marco Belinelli,2009,0.543,0.049,0.2,7.1,1.4,1.3,0.6,0.1,0
Earl Boykins,2009,0.498,0.042,-0.1,6.6,1.1,2.6,0.4,0.0,0
Larry Hughes,2009,0.472,0.03,0.0,9.1,3.2,3.0,1.2,0.3,0
Nate Robinson,2009,0.543,0.095,0.7,10.1,2.0,2.9,0.9,0.1,0
Trenton Hassell,2009,0.465,-0.003,-0.9,4.5,2.9,1.0,0.3,0.2,0
Zaza Pachulia,2009,0.539,0.121,-0.1,4.3,3.8,0.5,0.5,0.4,0
Marcin Gortat,2009,0.563,0.151,0.6,3.6,4.2,0.2,0.2,0.9,0
Toney Douglas,2009,0.571,0.097,0.5,8.6,1.9,2.0,0.8,0.1,0
Daniel Gibson,2009,0.613,0.117,0.5,6.3,1.3,1.3,0.4,0.1,0
Devin Brown,2009,0.5,0.017,-0.2,8.0,2.5,1.3,0.7,0.1,0
Jamario Moon,2009,0.555,0.131,0.9,4.9,3.1,0.8,0.6,0.5,0
Kurt Thomas,2009,0.489,0.095,-0.1,3.0,4.2,0.7,0.4,0.7,0
Sergio Rodríguez,2009,0.554,0.053,0.2,6.6,1.3,3.2,0.8,0.1,0
Josh Boone,2009,0.509,0.084,0.0,4.0,5.0,0.5,0.5,0.8,0
Jarvis Hayes,2009,0.521,0.038,-0.2,7.8,2.4,0.9,0.6,0.2,0
Marreese Speights,2009,0.524,0.101,-0.2,8.6,4.1,0.6,0.5,0.5,0
Robin Lopez,2009,0.621,0.158,0.4,8.4,4.9,0.1,0.2,1.0,0
Nazr Mohammed,2009,0.578,0.174,0.6,7.9,5.2,0.5,0.3,0.7,0
James Singleton,2009,0.452,0.056,-0.3,4.5,4.8,0.5,0.5,0.8,0
Jason Kapono,2009,0.527,0.023,-0.5,5.7,1.2,0.7,0.4,0.1,0
Morris Peterson,2009,0.503,0.039,-0.3,7.1,2.7,0.9,0.5,0.1,0
Keyon Dooling,2009,0.519,0.035,-0.2,6.9,1.0,2.5,0.6,0.0,0
JaVale McGee,2009,0.539,0.105,0.3,6.4,4.1,0.2,0.3,1.7,0
Kyle Korver,2009,0.62,0.13,0.8,7.2,2.1,1.7,0.5,0.2,0
Ime Udoka,2009,0.47,0.041,0.0,3.6,2.8,0.8,0.5,0.1,0
Marquis Daniels,2009,0.526,0.064,-0.2,5.6,1.9,1.3,0.5,0.1,0
Glen Davis,2009,0.5,0.084,-0.6,6.3,3.8,0.6,0.4,0.3,0
Nicolas Batum,2009,0.646,0.181,1.4,10.1,3.8,1.2,0.6,0.7,0
Josh Howard,2009,0.496,0.054,-0.3,12.7,3.6,1.4,0.7,0.3,0
Austin Daye,2009,0.546,0.067,0.1,5.1,2.5,0.5,0.4,0.4,0
Ryan Anderson,2009,0.574,0.161,1.0,7.7,3.2,0.6,0.4,0.2,0
David Andersen,2009,0.497,0.07,-0.1,5.8,3.3,0.7,0.2,0.2,0
Vladimir Radmanović,2009,0.449,-0.002,-0.4,6.2,4.3,1.1,0.7,0.2,0
Tony Allen,2009,0.54,0.1,0.5,6.1,2.7,1.3,1.1,0.4,0
Hasheem Thabeet,2009,0.605,0.109,0.2,3.1,3.6,0.2,0.2,1.3,0
DeShawn Stevenson,2009,0.381,-0.022,-0.8,2.1,1.4,0.9,0.3,0.1,0
Sasha Pavlović,2009,0.422,-0.063,-0.9,3.7,1.6,0.8,0.3,0.1,0
Marcus Williams,2009,0.456,0.002,-0.2,4.3,1.5,2.6,0.5,0.0,0
Ronny Turiaf,2009,0.574,0.078,0.5,4.9,4.5,2.1,0.5,1.3,0
Julian Wright,2009,0.518,0.044,0.0,3.8,2.1,0.6,0.4,0.3,0
A.J. Price,2009,0.53,0.065,0.3,7.3,1.6,1.9,0.6,0.1,0
Allen Iverson,2009,0.515,0.037,-0.2,13.8,2.8,4.0,0.7,0.1,0
Anthony Carter,2009,0.482,0.051,0.3,3.3,1.6,3.0,0.7,0.2,0
Rodney Carney,2009,0.515,0.082,0.2,4.7,2.0,0.5,0.4,0.3,0
Jerry Stackhouse,2009,0.517,0.048,0.1,8.5,2.4,1.7,0.5,0.2,0
Jannero Pargo,2009,0.429,-0.015,-0.6,5.5,1.2,1.4,0.5,0.0,0
Luther Head,2009,0.53,0.034,-0.1,7.6,1.7,1.5,0.4,0.2,0
Theo Ratliff,2009,0.511,0.084,0.0,3.6,3.2,0.5,0.2,1.2,0
Ronnie Price,2009,0.476,0.056,0.1,4.3,1.2,2.1,0.7,0.2,0
Stephen Graham,2009,0.551,0.094,0.1,4.2,1.9,0.3,0.3,0.1,0
Shaun Livingston,2009,0.563,0.07,0.1,6.9,2.2,3.6,0.5,0.3,0
DeMarre Carroll,2009,0.426,0.031,-0.4,2.9,2.1,0.5,0.4,0.1,0
Leandro Barbosa,2009,0.526,0.065,0.0,9.5,1.6,1.5,0.5,0.3,0
Chris Hunter,2009,0.546,0.08,-0.4,4.5,2.8,0.6,0.2,0.6,0
Reggie Williams,2009,0.588,0.105,0.3,15.2,4.6,2.8,1.0,0.3,0
Henry Walker,2009,0.649,0.121,0.3,9.4,2.5,1.1,0.7,0.1,0
Andris Biedriņš,2009,0.561,0.101,0.4,5.0,7.8,1.7,0.6,1.3,0
Devean George,2009,0.56,0.084,0.2,5.4,2.5,0.7,0.9,0.2,0
Joey Graham,2009,0.568,0.072,-0.2,4.2,2.0,0.3,0.4,0.1,0
James Johnson,2009,0.532,0.054,-0.1,3.9,2.0,0.7,0.3,0.7,0
Anthony Randolph,2009,0.521,0.098,0.3,11.6,6.5,1.3,0.8,1.5,0
Jawad Williams,2009,0.496,0.069,-0.4,4.1,1.5,0.6,0.2,0.1,0
Travis Outlaw,2009,0.503,0.062,0.2,9.1,3.6,1.0,0.5,0.5,0
Jeff Teague,2009,0.459,0.042,-0.3,3.2,0.9,1.7,0.5,0.2,0
Jodie Meeks,2009,0.493,0.06,0.0,4.7,1.7,0.7,0.3,0.1,0
Michael Finley,2009,0.53,0.066,0.1,4.4,1.5,0.9,0.2,0.1,0
Dante Cunningham,2009,0.517,0.129,0.0,3.9,2.5,0.2,0.4,0.3,0
Rodrigue Beaubois,2009,0.617,0.134,0.6,7.1,1.4,1.3,0.5,0.2,0
Daequan Cook,2009,0.422,0.01,-0.2,5.0,1.8,1.0,0.3,0.2,0
Darko Miličić,2009,0.497,0.05,0.1,6.7,4.7,1.5,0.7,1.1,0
Eduardo Nájera,2009,0.501,0.058,-0.2,3.4,2.5,0.6,0.6,0.3,0
Joel Przybilla,2009,0.567,0.101,0.1,4.1,7.9,0.3,0.3,1.4,0
Solomon Jones,2009,0.499,0.058,-0.4,4.0,2.8,0.6,0.3,0.7,0
Tracy McGrady,2009,0.466,0.018,0.0,8.2,3.1,3.3,0.5,0.5,0
Kwame Brown,2009,0.47,-0.009,-0.6,3.3,3.7,0.5,0.3,0.3,0
Sebastian Telfair,2009,0.479,0.02,-0.4,4.8,1.0,2.9,0.6,0.1,0
Jason Smith,2009,0.491,0.048,-0.4,3.4,2.4,0.6,0.4,0.5,0
Jon Brockman,2009,0.564,0.125,-0.2,2.8,4.1,0.4,0.3,0.1,0
Fabricio Oberto,2009,0.654,0.047,-0.4,1.5,1.8,0.9,0.2,0.2,0
Brandon Bass,2009,0.556,0.147,0.2,5.8,2.5,0.4,0.2,0.5,0
Chucky Atkins,2009,0.477,0.017,-0.4,4.0,0.7,2.3,0.4,0.0,0
Jordan Hill,2009,0.528,0.105,-0.2,5.2,3.7,0.4,0.3,0.4,0
Shelden Williams,2009,0.612,0.162,0.1,3.7,2.7,0.4,0.2,0.4,0
Joe Smith,2009,0.453,0.077,-0.5,3.0,2.5,0.3,0.1,0.3,0
Jamaal Tinsley,2009,0.438,-0.027,-0.3,3.5,1.7,2.8,0.9,0.1,0
Josh Powell,2009,0.407,0.001,-0.6,2.7,1.8,0.6,0.1,0.1,0
Sasha Vujačić,2009,0.518,0.12,0.2,2.8,1.2,0.6,0.3,0.1,0
Francisco García,2009,0.55,0.081,0.3,8.1,2.6,1.8,0.4,0.8,0
Quinton Ross,2009,0.393,-0.008,-0.6,1.8,0.9,0.2,0.3,0.1,0
Derrick Brown,2009,0.52,0.114,0.2,3.3,1.4,0.3,0.4,0.2,0
Josh McRoberts,2009,0.55,0.134,0.2,4.3,3.0,1.0,0.4,0.4,0
Bobby Brown,2009,0.441,-0.05,-0.4,4.8,0.8,2.0,0.3,0.0,0
Tyler Hansbrough,2009,0.448,0.07,-0.2,8.5,4.8,1.0,0.6,0.3,0
James Jones,2009,0.556,0.099,0.1,4.1,1.3,0.5,0.3,0.1,0
Greg Oden,2009,0.647,0.214,0.7,11.1,8.5,0.9,0.4,2.3,0
Ricky Davis,2009,0.504,0.005,-0.2,4.4,1.6,1.1,0.3,0.1,0
Michael Redd,2009,0.444,0.059,0.2,11.9,3.0,2.2,1.1,0.1,0
Brian Scalabrine,2009,0.445,0.019,-0.3,1.5,0.9,0.5,0.2,0.1,0
Mardy Collins,2009,0.404,-0.049,-0.4,2.6,1.2,1.0,0.5,0.0,0
Darrell Arthur,2009,0.449,0.031,-0.2,4.5,3.4,0.5,0.4,0.4,0
Malik Allen,2009,0.431,0.009,-0.4,2.1,1.6,0.3,0.2,0.1,0
Oleksiy Pecherov,2009,0.487,0.01,-0.3,4.5,2.8,0.3,0.2,0.3,0
Chris Wilcox,2009,0.532,0.022,-0.2,4.5,3.4,0.4,0.4,0.4,0
Johan Petro,2009,0.553,0.089,-0.2,3.4,3.6,0.4,0.3,0.4,0
Rasho Nesterović,2009,0.539,0.089,0.1,3.9,2.1,0.6,0.2,0.4,0
Nathan Jawai,2009,0.485,0.031,-0.2,3.2,2.7,0.6,0.3,0.2,0
Kyrylo Fesenko,2009,0.533,0.07,-0.3,2.6,1.8,0.3,0.1,0.4,0
Anthony Johnson,2009,0.543,0.116,0.2,4.2,1.5,2.0,0.4,0.0,0
Mikki Moore,2009,0.606,0.071,0.0,5.0,3.0,1.6,0.2,0.6,0
DaJuan Summers,2009,0.457,0.002,-0.3,3.0,1.0,0.4,0.2,0.2,0
Jeff Ayres,2009,0.705,0.156,-0.1,2.7,2.5,0.0,0.2,0.4,0
Bobby Simmons,2009,0.485,0.014,-0.2,5.3,2.7,0.7,0.7,0.1,0
Cartier Martin,2009,0.473,0.011,-0.2,7.8,3.8,0.9,0.6,0.1,0
Earl Clark,2009,0.42,-0.033,-0.3,2.7,1.2,0.4,0.1,0.3,0
Steve Novak,2009,0.505,0.043,-0.2,2.1,0.6,0.1,0.1,0.0,0
Jamaal Magloire,2009,0.47,0.078,-0.3,2.1,3.4,0.0,0.3,0.3,0
D.J. Mbenga,2009,0.471,0.084,-0.2,2.1,1.8,0.2,0.1,0.6,0
Gerald Henderson,2009,0.453,0.056,0.0,2.6,1.3,0.3,0.2,0.2,0
Hilton Armstrong,2009,0.381,-0.017,-0.4,2.2,2.5,0.6,0.5,0.4,0
Garrett Temple,2009,0.553,0.057,-0.1,5.0,1.1,0.8,0.5,0.2,0
Sean May,2009,0.492,0.044,-0.1,3.3,1.9,0.5,0.3,0.2,0
Royal Ivey,2009,0.527,0.086,0.1,2.1,0.8,0.6,0.4,0.0,0
Etan Thomas,2009,0.483,0.028,-0.2,3.3,2.8,0.0,0.2,0.7,0
Malik Hairston,2009,0.555,0.107,0.0,2.1,1.0,0.3,0.1,0.2,0
Dan Gadzuric,2009,0.44,0.077,-0.2,2.8,2.9,0.4,0.3,0.4,0
Kenny Thomas,2009,0.509,0.059,-0.1,1.6,3.3,0.6,0.4,0.4,0
Reggie Evans,2009,0.498,0.033,-0.2,3.4,3.8,0.3,0.5,0.1,0
Aaron Gray,2009,0.551,0.142,0.1,3.3,3.3,0.7,0.3,0.3,0
Dominic McGuire,2009,0.345,-0.038,-0.3,0.7,1.5,0.2,0.1,0.1,0
Jermaine Taylor,2009,0.46,0.015,-0.2,4.1,1.5,0.5,0.3,0.1,0
Jonathan Bender,2009,0.529,-0.001,-0.2,4.7,2.1,0.6,0.1,0.7,0
Tim Thomas,2009,0.579,0.12,0.1,7.5,2.3,0.8,0.6,0.1,0
Luke Walton,2009,0.402,0.047,0.0,2.4,1.3,1.4,0.3,0.0,0
Brian Cardinal,2009,0.546,0.071,-0.2,1.7,1.0,0.8,0.3,0.1,0
Kevin Ollie,2009,0.453,0.059,0.0,1.8,1.0,0.8,0.4,0.0,0
DeSagana Diop,2009,0.485,0.072,0.0,1.2,2.4,0.2,0.2,0.5,0
Jarron Collins,2009,0.405,0.01,-0.3,1.0,1.8,0.2,0.1,0.1,0
Jeff Foster,2009,0.49,0.085,-0.1,3.1,5.1,1.3,0.2,0.3,0
Marcus Banks,2009,0.635,0.095,0.1,5.0,1.0,1.2,0.5,0.1,0
Adam Morrison,2009,0.418,0.009,-0.2,2.4,1.0,0.6,0.1,0.1,0
Hamed Haddadi,2009,0.441,-0.002,-0.3,1.7,2.1,0.3,0.0,0.4,0
J.R. Giddens,2009,0.492,0.021,-0.2,2.2,1.6,0.4,0.3,0.1,0
Leon Powe,2009,0.515,0.097,-0.2,4.0,3.1,0.0,0.3,0.1,0
Acie Law,2009,0.585,0.115,0.1,4.3,0.7,1.0,0.4,0.0,0
Earl Barron,2009,0.508,0.091,-0.1,11.7,11.0,1.1,0.6,0.6,0
Kelenna Azubuike,2009,0.623,0.148,0.2,13.9,4.6,1.1,0.6,1.0,0
Sean Williams,2009,0.453,-0.036,-0.3,2.6,2.3,0.1,0.4,1.0,0
Chris Richard,2009,0.547,0.067,-0.2,2.1,3.3,0.4,0.4,0.2,0
Chris Quinn,2009,0.477,0.025,0.0,2.2,0.6,1.2,0.4,0.0,0
Sundiata Gaines,2009,0.518,0.121,0.2,3.3,0.9,1.2,0.4,0.0,0
Alonzo Gee,2009,0.564,0.108,0.2,7.4,3.0,0.6,0.6,0.1,0
Raja Bell,2009,0.57,0.131,0.2,11.8,3.8,2.2,0.7,0.3,0
Kosta Koufos,2009,0.494,0.014,-0.2,1.5,1.3,0.2,0.1,0.1,0
Ian Mahinmi,2009,0.667,0.206,0.1,3.9,2.0,0.1,0.1,0.3,0
Steven Hunter,2009,0.45,0.018,-0.1,2.5,2.0,0.0,0.0,0.5,0
Kyle Weaver,2009,0.505,0.106,0.1,3.0,1.5,0.9,0.5,0.5,0
Mario West,2009,0.591,0.106,0.0,0.8,0.7,0.2,0.2,0.0,0
Tony Battie,2009,0.405,-0.014,-0.2,2.4,1.5,0.2,0.3,0.1,0
Lester Hudson,2009,0.494,0.029,0.0,2.3,0.7,0.5,0.3,0.1,0
Randolph Morris,2009,0.586,0.108,-0.1,2.2,1.4,0.1,0.2,0.1,0
Brian Skinner,2009,0.456,-0.006,-0.2,1.6,1.7,0.0,0.2,0.3,0
Darnell Jackson,2009,0.352,-0.104,-0.3,0.8,0.8,0.1,0.1,0.1,0
Lindsey Hunter,2009,0.21,-0.117,-0.3,1.0,1.1,0.7,0.1,0.0,0
Matt Carroll,2009,0.437,-0.029,-0.2,1.8,0.5,0.2,0.2,0.0,0
Pops Mensah-Bonsu,2009,0.448,0.006,-0.1,2.0,1.8,0.2,0.2,0.5,0
Jason Collins,2009,0.335,-0.044,-0.2,0.7,0.6,0.2,0.1,0.1,0
Danny Green,2009,0.48,0.083,0.1,2.0,0.9,0.3,0.3,0.2,0
Coby Karl,2009,0.404,-0.076,-0.1,4.0,2.6,2.1,0.4,0.1,0
Marcus Landry,2009,0.487,-0.034,-0.1,2.4,1.1,0.0,0.1,0.1,0
Joey Dorsey,2009,0.455,0.062,-0.1,1.5,2.9,0.1,0.2,0.1,0
D.J. White,2009,0.65,0.276,0.2,4.9,1.9,0.3,0.4,0.3,0
Roko Ukić,2009,0.574,0.101,0.0,3.1,0.2,0.9,0.1,0.0,0
Mike Harris,2009,0.416,-0.037,-0.1,2.2,1.8,0.2,0.4,0.1,0
Alando Tucker,2009,0.529,0.061,0.0,3.4,0.7,0.3,0.0,0.0,0
Primož Brezec,2009,0.332,-0.007,-0.2,0.9,1.2,0.0,0.0,0.1,0
Renaldo Balkman,2009,0.339,-0.001,0.0,1.1,1.8,0.5,0.6,0.2,0
Sean Marks,2009,0.49,0.104,-0.1,0.7,1.6,0.1,0.0,0.2,0
Cedric Jackson,2009,0.396,-0.111,-0.1,1.7,0.7,1.2,0.3,0.2,0
Othyus Jeffers,2009,0.495,0.067,0.0,2.6,1.4,0.1,0.3,0.0,0
Desmond Mason,2009,0.472,-0.007,-0.1,2.6,2.6,0.4,0.2,0.2,0
Francisco Elson,2009,0.349,0.022,-0.1,1.0,1.2,0.2,0.1,0.0,0
Eddy Curry,2009,0.456,-0.258,-0.3,3.7,1.9,0.0,0.0,0.1,0
Mike Wilks,2009,0.581,0.023,-0.1,4.0,1.0,1.0,0.0,0.0,0
Kareem Rush,2009,0.409,-0.019,0.0,1.3,0.9,0.6,0.3,0.4,0
Byron Mullens,2009,0.368,-0.077,-0.1,1.1,0.8,0.1,0.2,0.0,0
Shavlik Randolph,2009,0.371,-0.013,-0.1,2.3,2.3,0.2,0.2,0.2,0
Patrick O'Bryant,2009,0.539,-0.009,-0.1,1.7,1.0,0.1,0.2,0.4,0
Travis Diener,2009,0.255,0.019,0.0,0.7,0.3,0.9,0.4,0.0,0
Mike James,2009,0.383,-0.14,0.0,4.5,0.8,1.3,0.8,0.0,0
Brian Cook,2009,0.403,-0.191,-0.1,1.4,0.6,0.1,0.0,0.1,0
Marcus Haislip,2009,0.539,0.065,0.0,2.5,1.0,0.0,0.0,0.2,0
Yakhouba Diawara,2009,0.25,-0.124,-0.1,0.8,0.7,0.5,0.2,0.0,0
Patty Mills,2009,0.48,-0.036,-0.1,2.6,0.2,0.5,0.0,0.0,0
Will Conroy,2009,0.276,-0.192,-0.1,1.2,0.6,1.4,0.0,0.0,0
Othello Hunter,2009,0.4,-0.031,-0.1,1.6,1.7,0.0,0.0,0.1,0
Taylor Griffin,2009,0.425,-0.039,-0.1,1.3,0.3,0.1,0.0,0.3,0
Alexis Ajinça,2009,0.479,-0.013,0.0,1.7,0.7,0.0,0.2,0.2,0
Joe Alexander,2009,0.273,0.03,0.0,0.5,0.6,0.3,0.1,0.1,0
Oliver Lafayette,2009,0.583,0.098,0.0,7.0,4.0,2.0,0.0,0.0,0
Jason Hart,2009,0.5,-0.003,0.0,0.4,0.4,1.2,0.4,0.2,0
Antonio Anderson,2009,0.333,-0.104,0.0,2.0,1.0,0.0,0.0,0.0,0
Paul Davis,2009,0.512,0.295,0.0,2.5,0.0,1.5,0.0,0.5,0
Ryan Bowen,2009,1.064,0.509,0.0,4.0,2.0,0.0,1.0,0.0,0
Dwayne Jones,2009,,0.045,0.0,0.0,1.0,0.0,0.0,0.0,0
Trey Gilder,2009,1.0,0.336,0.0,1.0,0.5,0.0,0.5,0.0,0
JamesOn Curry,2009,,,0.0,0.0,0.0,0.0,0.0,0.0,0
Monta Ellis,2010,0.536,0.089,2.3,24.1,3.5,5.6,2.1,0.3,0
LaMarcus Aldridge,2010,0.549,0.166,3.4,21.8,8.8,2.1,1.0,1.2,3
Luol Deng,2010,0.549,0.149,3.0,17.4,5.8,2.8,1.0,0.6,0
Dorell Wright,2010,0.539,0.088,2.2,16.4,5.3,3.0,1.5,0.8,0
Blake Griffin,2010,0.549,0.152,3.6,22.5,12.1,3.8,0.8,0.5,0
LeBron James,2010,0.594,0.244,7.8,26.7,7.5,7.0,1.6,0.6,1
Kevin Durant,2010,0.589,0.189,5.3,27.7,6.8,2.7,1.1,1.0,1
Pau Gasol,2010,0.589,0.232,5.2,18.8,10.2,3.3,0.6,1.6,2
Derrick Rose,2010,0.55,0.208,6.7,25.0,4.1,7.7,1.0,0.6,1
Al Jefferson,2010,0.528,0.128,1.9,18.6,9.7,1.8,0.6,1.9,0
Dwight Howard,2010,0.616,0.235,5.4,22.9,14.1,1.4,1.4,2.4,1
Jrue Holiday,2010,0.525,0.094,2.0,14.0,4.0,6.5,1.5,0.4,0
Ray Allen,2010,0.615,0.166,3.6,16.5,3.4,2.7,1.0,0.2,0
Brook Lopez,2010,0.549,0.105,1.9,20.4,6.0,1.6,0.6,1.5,0
Chris Paul,2010,0.578,0.232,6.7,15.9,4.1,9.8,2.4,0.1,3
Mike Conley,2010,0.521,0.111,2.3,13.7,3.0,6.5,1.8,0.2,0
Amar'e Stoudemire,2010,0.565,0.134,2.4,25.3,8.2,2.6,0.9,1.9,2
DeMar DeRozan,2010,0.53,0.055,-0.3,17.2,3.8,1.8,1.0,0.4,0
Russell Westbrook,2010,0.538,0.159,4.4,21.9,4.6,8.2,1.9,0.4,2
Dwyane Wade,2010,0.581,0.218,6.1,25.5,6.4,4.6,1.5,1.1,2
Elton Brand,2010,0.553,0.161,2.4,15.0,8.3,1.5,1.1,1.3,0
Chris Bosh,2010,0.569,0.177,2.3,18.7,8.3,1.9,0.8,0.6,0
Kobe Bryant,2010,0.548,0.178,5.0,25.3,5.1,4.7,1.2,0.1,1
Boris Diaw,2010,0.558,0.082,1.8,11.3,5.0,4.1,0.9,0.6,0
Paul Pierce,2010,0.62,0.201,4.6,18.9,5.4,3.3,1.0,0.6,0
Danny Granger,2010,0.554,0.12,2.9,20.5,5.4,2.6,1.1,0.8,0
Wesley Matthews,2010,0.582,0.126,2.0,15.9,3.1,2.0,1.2,0.1,0
D.J. Augustin,2010,0.541,0.108,1.5,14.4,2.7,6.1,0.7,0.0,0
Carmelo Anthony,2010,0.557,0.138,2.7,25.6,7.3,2.9,0.9,0.6,0
Raymond Felton,2010,0.524,0.094,1.8,15.5,3.6,8.3,1.7,0.1,0
Beno Udrih,2010,0.587,0.126,1.7,13.7,3.4,4.9,1.2,0.1,0
Zach Randolph,2010,0.552,0.185,3.2,20.1,12.2,2.2,0.8,0.3,3
Jason Richardson,2010,0.555,0.123,2.5,15.6,4.1,1.8,1.2,0.2,0
Al Horford,2010,0.587,0.179,3.9,15.3,9.3,3.5,0.8,1.0,3
Gerald Wallace,2010,0.548,0.111,2.4,15.7,8.0,2.4,1.5,0.9,0
Jason Kidd,2010,0.5,0.116,3.3,7.9,4.4,8.2,1.7,0.4,0
Andre Miller,2010,0.529,0.127,2.4,12.7,3.7,7.0,1.4,0.1,0
Josh Smith,2010,0.54,0.116,3.2,16.5,8.5,3.3,1.3,1.6,0
Lamar Odom,2010,0.589,0.184,3.7,14.4,8.7,3.0,0.6,0.7,0
David Lee,2010,0.549,0.11,1.1,16.5,9.8,3.2,1.0,0.4,0
Kevin Love,2010,0.593,0.21,4.2,20.2,15.2,2.5,0.6,0.4,0
John Wall,2010,0.494,0.041,0.8,16.4,4.6,8.3,1.8,0.5,0
Paul Millsap,2010,0.578,0.143,2.5,17.3,7.6,2.5,1.4,0.9,0
Kevin Martin,2010,0.601,0.175,3.5,23.5,3.2,2.5,1.0,0.2,0
Trevor Ariza,2010,0.487,0.062,1.0,11.0,5.4,2.2,1.6,0.4,0
Marc Gasol,2010,0.58,0.146,2.8,11.7,7.0,2.5,0.9,1.7,0
Jason Terry,2010,0.545,0.1,1.9,15.8,1.9,4.1,1.1,0.2,0
Kyle Lowry,2010,0.55,0.13,2.6,13.5,4.1,6.7,1.4,0.3,0
Tayshaun Prince,2010,0.511,0.062,0.7,14.1,4.2,2.8,0.4,0.5,0
John Salmons,2010,0.51,0.081,1.1,14.0,3.6,3.5,1.0,0.4,0
Joe Johnson,2010,0.517,0.08,1.1,18.2,4.0,4.7,0.7,0.1,0
Landry Fields,2010,0.598,0.1,1.4,9.7,6.4,1.9,1.0,0.2,0
Channing Frye,2010,0.557,0.09,1.1,12.7,6.7,1.2,0.6,1.0,0
Hedo Türkoğlu,2010,0.555,0.129,2.3,10.8,4.4,4.2,0.9,0.4,0
Tony Parker,2010,0.569,0.156,2.4,17.5,3.1,6.6,1.2,0.0,0
Rajon Rondo,2010,0.495,0.126,3.2,10.6,4.4,11.2,2.3,0.2,0
Nicolas Batum,2010,0.563,0.126,2.0,12.4,4.5,1.5,0.9,0.6,0
Dirk Nowitzki,2010,0.612,0.213,4.5,23.0,7.0,2.6,0.5,0.6,2
Steve Nash,2010,0.601,0.153,3.3,14.7,3.5,11.4,0.6,0.1,0
Stephen Curry,2010,0.595,0.128,2.7,18.6,3.9,5.8,1.5,0.3,0
Andre Iguodala,2010,0.53,0.13,3.2,14.1,5.8,6.3,1.5,0.6,0
Deron Williams,2010,0.566,0.142,3.1,20.1,4.0,10.3,1.2,0.2,0
Richard Jefferson,2010,0.612,0.115,1.4,11.0,3.8,1.3,0.5,0.4,0
David West,2010,0.558,0.152,3.0,18.9,7.6,2.3,1.0,0.9,0
Jeff Green,2010,0.538,0.095,0.5,13.3,4.8,1.4,0.7,0.5,0
Manu Ginóbili,2010,0.581,0.195,4.5,17.4,3.7,4.9,1.5,0.4,3
Luis Scola,2010,0.538,0.11,1.0,18.3,8.2,2.5,0.6,0.6,0
Metta World Peace,2010,0.485,0.088,1.3,8.5,3.3,2.1,1.5,0.4,0
Grant Hill,2010,0.563,0.087,0.9,13.2,4.2,2.5,0.8,0.4,0
Stephen Jackson,2010,0.52,0.039,0.9,18.5,4.5,3.6,1.2,0.4,0
