Player,Season,VORP,DWS,PER,G,FTA,TOV,PTS,DRB,RookieNBA,ClassRookie,Rookie
Dwight Buycks,2013,0.0,0.2,7.2,14.0,0.6,0.7,3.1,1.4,0,0,1
Nemanja Nedović,2013,-0.3,0.1,-1.7,24.0,0.3,0.5,1.1,0.5,0,0,1
Chris Babb,2013,-0.1,0.1,3.7,14.0,0.0,0.2,1.6,0.9,0,0,1
Casper Ware,2013,0.0,0.1,13.0,9.0,0.7,0.6,5.3,1.0,0,0,1
Glen Rice Jr.,2013,0.0,0.2,6.6,11.0,0.6,0.8,2.9,1.5,0,0,1
Allen Crabbe,2013,-0.1,0.1,7.7,15.0,0.3,0.2,2.2,0.5,0,0,1
Ognjen Kuzmić,2013,-0.2,0.1,3.4,21.0,0.5,0.5,0.7,0.5,0,0,1
Tony Mitchell,2013,0.0,0.1,18.1,21.0,0.0,0.0,2.0,0.0,0,0,1
Troy Daniels,2013,0.0,0.0,16.0,5.0,0.0,0.6,8.4,0.8,0,0,1
Justin Hamilton,2013,0.0,0.1,11.9,8.0,0.6,0.5,3.3,0.4,0,0,1
Erik Murphy,2013,-0.1,0.1,0.2,24.0,0.0,0.1,0.3,0.3,0,0,1
Carrick Felix,2013,0.0,0.0,13.3,7.0,0.6,0.6,2.7,0.7,0,0,1
Adonis Thomas,2013,0.0,0.0,7.3,6.0,0.2,0.2,2.3,0.5,0,0,1
Robert Covington,2013,0.0,0.0,15.0,7.0,0.0,0.1,2.3,0.4,0,0,1
Ricky Ledo,2013,0.0,0.0,12.7,11.0,0.4,0.2,1.7,0.2,0,0,1
James Southerland,2013,0.0,0.0,11.8,4.0,0.5,0.3,3.5,2.0,0,0,1
Arinze Onuaku,2013,0.0,0.0,3.8,5.0,0.4,0.2,0.6,1.2,0,0,1
Vander Blue,2013,0.0,0.0,0.5,3.0,1.7,0.7,1.7,1.0,0,0,1
D.J. Stephens,2013,0.0,0.0,16.1,3.0,0.3,0.0,2.3,1.3,0,0,1
Seth Curry,2013,0.0,0.0,13.8,2.0,0.0,0.0,1.5,0.5,0,0,1
Shane Edwards,2013,0.0,0.0,-1.0,2.0,0.0,0.5,1.0,0.5,0,0,1
Elias Harris,2013,0.0,0.0,7.6,2.0,0.0,0.0,0.0,0.0,0,0,1
Royce White,2013,0.0,0.0,-8.3,3.0,0.0,0.0,0.0,0.0,0,0,1
Scotty Hopson,2013,0.0,0.0,-6.5,2.0,1.0,0.0,0.5,0.0,0,0,1
Chris Smith,2013,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,1
Andrew Wiggins,2014,-0.3,0.0,13.9,82.0,5.7,2.2,16.9,2.9,1,1,1
Elfrid Payton,2014,0.5,2.3,13.8,82.0,2.6,2.5,8.9,3.0,1,1,1
Nerlens Noel,2014,1.0,4.2,15.0,75.0,3.1,1.9,9.9,5.7,1,1,1
Zach LaVine,2014,-1.3,0.0,11.3,77.0,2.3,2.5,10.1,2.4,1,2,1
Bojan Bogdanović,2014,0.1,0.7,11.6,78.0,1.4,1.0,9.0,2.1,1,2,1
Dante Exum,2014,-1.1,1.0,5.7,82.0,0.4,1.4,4.8,1.3,0,0,1
Marcus Smart,2014,0.7,2.2,11.0,67.0,1.9,1.3,7.8,2.4,1,2,1
Joe Ingles,2014,0.3,1.6,9.6,79.0,0.5,1.2,5.0,1.9,0,0,1
Nikola Mirotić,2014,1.8,2.7,17.9,82.0,3.5,1.1,10.2,4.2,1,1,1
Jordan Clarkson,2014,0.8,0.4,16.9,59.0,2.7,1.6,11.9,2.3,1,1,1
Langston Galloway,2014,-0.1,0.6,12.3,45.0,1.7,1.4,11.8,3.4,1,2,1
Jerami Grant,2014,-0.5,1.4,8.7,65.0,3.0,1.3,6.3,2.3,0,0,1
K.J. McDaniels,2014,-0.3,1.5,10.6,62.0,2.1,1.7,7.9,2.2,0,0,1
Tarik Black,2014,0.0,0.9,14.7,63.0,1.9,0.8,6.0,3.6,0,0,1
JaKarr Sampson,2014,-0.6,1.1,9.4,74.0,1.3,1.0,5.2,1.7,0,0,1
Nik Stauskas,2014,-0.4,0.2,7.5,73.0,0.9,0.5,4.4,1.1,0,0,1
Jusuf Nurkić,2014,-0.2,1.8,14.8,62.0,2.1,1.4,6.9,4.1,1,2,1
Rodney Hood,2014,0.3,0.9,12.3,50.0,1.6,0.9,8.7,2.2,0,0,1
James Ennis III,2014,0.1,0.8,11.5,62.0,1.5,0.6,5.0,2.0,0,0,1
Damjan Rudež,2014,-0.1,0.7,8.2,68.0,0.3,0.7,4.8,0.6,0,0,1
Shabazz Napier,2014,-0.3,0.8,9.3,51.0,1.1,1.6,5.1,1.9,0,0,1
Elijah Millsap,2014,-0.3,1.4,7.9,47.0,1.8,1.4,5.3,2.6,0,0,1
Aaron Gordon,2014,-0.2,0.7,11.4,47.0,1.3,0.8,5.2,2.6,0,0,1
Kostas Papanikolaou,2014,0.0,0.9,7.8,43.0,0.4,1.3,4.2,1.8,0,0,1
Markel Brown,2014,-0.1,0.7,9.1,47.0,1.2,0.6,4.6,1.9,0,0,1
Adreian Payne,2014,-0.9,0.2,7.7,32.0,1.4,1.4,6.7,3.6,0,0,1
Jabari Parker,2014,0.3,1.0,14.5,25.0,2.6,1.9,12.3,3.5,0,0,1
Gary Harris,2014,-0.6,0.5,4.9,55.0,0.9,0.7,3.4,0.8,0,0,1
P.J. Hairston,2014,-0.1,0.8,8.9,45.0,0.8,0.5,5.6,1.6,0,0,1
Travis Wear,2014,-0.6,0.2,8.5,51.0,0.5,0.7,3.9,1.5,0,0,1
Cleanthony Early,2014,-0.5,0.4,8.4,39.0,1.2,1.0,5.4,1.9,0,0,1
T.J. Warren,2014,0.2,0.4,14.0,40.0,0.5,0.7,6.1,1.1,0,0,1
Tyler Johnson,2014,0.2,0.7,12.0,32.0,1.5,0.9,5.9,2.1,0,0,1
Jabari Brown,2014,-0.3,0.0,11.0,19.0,4.5,1.7,11.9,1.7,0,0,1
Furkan Aldemir,2014,-0.2,0.7,12.0,41.0,0.7,0.4,2.3,2.4,0,0,1
Cory Jefferson,2014,-0.1,0.6,13.2,50.0,1.1,0.4,3.7,2.0,0,0,1
Joe Harris,2014,-0.4,0.2,5.6,51.0,0.3,0.5,2.7,0.7,0,0,1
Mitch McGary,2014,0.0,0.7,16.6,32.0,1.3,1.0,6.3,3.5,0,0,1
Spencer Dinwiddie,2014,-0.1,0.4,10.2,34.0,1.0,1.0,4.3,1.3,0,0,1
Tyler Ennis,2014,-0.2,0.5,7.3,33.0,0.2,1.3,3.7,0.8,0,0,1
Erick Green,2014,-0.2,0.1,8.9,43.0,0.3,0.3,3.4,0.6,0,0,1
Johnny O'Bryant,2014,-0.7,0.3,3.8,34.0,0.8,0.7,2.9,1.1,0,0,1
Kyle Anderson,2014,0.1,0.6,8.2,33.0,0.4,0.3,2.2,2.0,0,0,1
James Young,2014,-0.1,0.3,8.5,31.0,0.9,0.2,3.4,1.1,0,0,1
Doug McDermott,2014,-0.3,0.2,6.1,36.0,0.4,0.5,3.0,1.0,0,0,1
Joffrey Lauvergne,2014,-0.2,0.3,10.5,24.0,1.2,0.9,3.9,2.1,0,0,1
Nick Johnson,2014,-0.3,0.2,4.8,28.0,0.9,0.7,2.6,0.9,0,0,1
Glenn Robinson III,2014,-0.2,0.1,8.5,35.0,0.7,0.3,2.1,0.7,0,0,1
Noah Vonleh,2014,-0.1,0.4,13.2,25.0,1.0,0.4,3.3,2.3,0,0,1
Jordan Adams,2014,0.2,0.4,12.8,30.0,0.8,0.5,3.1,0.6,0,0,1
Tim Frazier,2014,-0.2,0.2,8.1,11.0,1.9,2.3,5.2,2.0,0,0,1
Dwight Powell,2014,0.1,0.3,13.8,29.0,1.1,0.4,3.1,1.1,0,0,1
Larry Drew II,2014,-0.4,0.1,4.5,12.0,0.3,2.1,3.8,1.2,0,0,1
Devyn Marble,2014,-0.1,0.2,5.9,16.0,1.0,0.6,2.3,1.6,0,0,1
JaMychal Green,2014,0.0,0.3,14.9,24.0,0.4,0.6,2.6,1.1,0,0,1
Bryce Cotton,2014,0.0,0.1,14.5,15.0,1.2,0.8,5.3,1.0,0,0,1
James Michael McAdoo,2014,0.0,0.3,17.7,15.0,1.7,0.4,4.1,1.5,0,0,1
Jarnell Stokes,2014,0.0,0.2,18.6,19.0,1.5,0.4,3.0,0.9,0,0,1
Shayne Whittington,2014,0.1,0.2,20.0,20.0,1.2,0.3,2.9,1.0,0,0,1
C.J. Wilcox,2014,-0.1,0.1,8.5,21.0,0.1,0.5,2.0,0.3,0,0,1
Clint Capela,2014,-0.1,0.2,12.1,12.0,1.9,0.4,2.7,2.2,0,0,1
Jack Cooley,2014,-0.1,0.2,11.4,16.0,1.3,0.2,1.7,0.9,0,0,1
Zoran Dragić,2014,-0.1,0.0,8.2,16.0,0.3,0.3,1.8,0.2,0,0,1
Sean Kilpatrick,2014,0.0,0.0,10.0,4.0,1.0,0.5,5.5,1.3,0,0,1
Drew Gordon,2014,-0.1,0.1,3.7,9.0,0.2,0.9,1.9,1.2,0,0,1
Will Cherry,2014,-0.1,0.1,5.8,8.0,0.8,0.5,1.9,0.5,0,0,1
Russ Smith,2014,-0.1,0.1,5.2,12.0,1.1,1.0,2.5,0.4,0,0,1
Cameron Bairstow,2014,-0.1,0.0,2.1,18.0,0.3,0.2,0.6,0.1,0,0,1
Grant Jerrett,2014,-0.1,0.1,1.5,8.0,0.1,0.4,2.0,0.9,0,0,1
Jerel McNeal,2014,-0.1,0.1,1.2,6.0,0.3,0.8,1.5,0.5,0,0,1
David Stockton,2014,0.0,0.0,10.8,3.0,2.0,1.3,2.7,0.7,0,0,1
Patrick Christopher,2014,-0.1,0.0,-2.6,4.0,0.0,0.3,1.5,1.0,0,0,1
Bruno Caboclo,2014,-0.1,0.0,-1.8,8.0,0.0,0.5,1.3,0.1,0,0,1
Lucas Nogueira,2014,0.0,0.1,5.2,6.0,0.7,0.3,1.0,1.5,0,0,1
Andre Dawkins,2014,-0.1,0.0,-5.0,4.0,0.0,0.3,0.8,0.5,0,0,1
Alex Kirk,2014,0.0,0.0,8.5,5.0,0.4,0.0,0.8,0.0,0,0,1
Julius Randle,2014,0.0,0.0,-7.5,1.0,2.0,1.0,2.0,0.0,0,0,1
David Wear,2014,0.0,0.0,2.4,2.0,0.0,0.0,0.0,0.0,0,0,1
Kalin Lucas,2014,0.0,0.0,-0.7,1.0,0.0,0.0,0.0,0.0,0,0,1
Sim Bhullar,2014,0.0,0.0,44.3,3.0,0.0,0.0,0.7,0.3,0,0,1
Jerrelle Benimon,2014,0.0,0.0,4.7,2.0,0.0,0.5,0.0,1.0,0,0,1
Eric Moreland,2014,0.0,0.0,40.8,3.0,0.0,0.0,0.7,0.3,0,0,1
Karl-Anthony Towns,2015,2.7,2.8,22.5,82.0,3.4,2.2,18.3,7.7,1,1,1
D'Angelo Russell,2015,-0.1,0.7,13.2,80.0,2.4,2.5,13.2,2.8,1,2,1
Justise Winslow,2015,-0.3,2.7,8.4,78.0,1.5,1.2,6.4,4.1,1,2,1
Devin Booker,2015,-0.5,0.7,11.9,76.0,3.4,2.1,13.8,2.1,1,1,1
Emmanuel Mudiay,2015,-1.2,1.2,9.9,68.0,3.1,3.2,12.8,2.9,1,2,1
Kristaps Porziņģis,2015,1.5,2.9,17.7,72.0,3.3,1.7,14.3,5.5,1,1,1
Nikola Jokić,2015,2.6,2.2,21.5,80.0,2.4,1.3,10.0,4.7,1,1,1
Frank Kaminsky,2015,0.5,2.1,12.5,81.0,1.8,0.7,7.5,3.3,0,0,1
Stanley Johnson,2015,-0.5,1.9,8.7,73.0,1.4,1.6,8.1,3.4,0,0,1
T.J. McConnell,2015,0.3,1.4,14.5,81.0,0.5,1.7,6.1,2.6,0,0,1
Jahlil Okafor,2015,-0.1,0.9,17.1,53.0,3.7,2.3,17.5,4.7,1,1,1
Raul Neto,2015,0.0,1.6,10.2,81.0,0.9,1.3,5.9,1.3,0,0,1
Mario Hezonja,2015,-0.4,1.0,9.4,79.0,0.7,1.2,6.1,1.9,0,0,1
Willie Cauley-Stein,2015,0.4,1.4,15.3,66.0,1.9,0.7,7.0,3.3,1,2,1
Trey Lyles,2015,0.1,1.7,11.6,80.0,1.0,0.8,6.1,3.0,0,0,1
Myles Turner,2015,0.1,2.3,15.4,60.0,2.0,1.1,10.3,4.4,1,2,1
Larry Nance Jr.,2015,0.2,0.9,13.4,63.0,0.7,0.7,5.5,3.3,0,0,1
Jerian Grant,2015,-0.3,1.0,11.2,76.0,1.6,1.1,5.6,1.6,0,0,1
Josh Richardson,2015,0.5,1.2,11.4,52.0,1.2,0.7,6.6,1.7,0,0,1
Bobby Portis,2015,-0.4,1.3,13.8,62.0,1.1,0.9,7.0,3.5,0,0,1
Nemanja Bjelica,2015,0.3,0.6,11.2,60.0,0.9,0.8,5.1,2.7,0,0,1
Rashad Vaughn,2015,-0.9,0.4,4.2,70.0,0.2,0.4,3.1,1.1,0,0,1
Marcelo Huertas,2015,-0.7,0.1,10.4,53.0,0.5,1.5,4.5,1.4,0,0,1
Jonathon Simmons,2015,-0.2,1.3,11.9,55.0,1.7,1.0,6.0,1.5,0,0,1
Norman Powell,2015,0.3,0.9,13.3,49.0,1.1,0.7,5.6,1.9,0,0,1
Richaun Holmes,2015,0.1,0.5,15.9,51.0,1.5,0.6,5.6,1.4,0,0,1
Cameron Payne,2015,0.2,0.8,12.9,57.0,0.4,0.8,5.0,1.3,0,0,1
Kelly Oubre Jr.,2015,-0.5,0.7,8.2,63.0,0.8,0.5,3.7,1.7,0,0,1
Justin Anderson,2015,0.4,0.8,12.3,55.0,1.0,0.4,3.8,2.1,0,0,1
Rondae Hollis-Jefferson,2015,0.4,0.7,14.2,29.0,1.8,0.9,5.8,4.0,0,0,1
Anthony Brown,2015,-0.5,0.1,4.9,29.0,0.7,0.5,4.0,2.1,0,0,1
Tyus Jones,2015,-0.1,0.3,11.2,37.0,1.1,0.9,4.2,1.1,0,0,1
Boban Marjanović,2015,0.8,1.2,27.7,54.0,2.1,0.5,5.5,2.2,0,0,1
Willie Reed,2015,0.2,0.3,19.2,39.0,1.4,0.4,4.7,1.9,0,0,1
Salah Mejri,2015,0.2,0.7,16.8,34.0,1.4,0.7,3.7,2.4,0,0,1
Lamar Patterson,2015,-0.3,0.5,5.1,35.0,0.6,0.7,2.4,1.3,0,0,1
Joe Young,2015,-0.3,0.5,9.9,41.0,0.6,0.8,3.8,1.1,0,0,1
Darrun Hilliard,2015,0.0,0.3,10.7,38.0,1.1,0.5,4.0,1.1,0,0,1
Jarell Martin,2015,-0.2,0.2,14.0,27.0,2.3,0.7,5.7,1.7,0,0,1
Montrezl Harrell,2015,0.1,0.2,14.6,39.0,1.2,0.4,3.6,1.0,0,0,1
Chris McCullough,2015,0.0,0.4,12.2,24.0,1.0,0.6,4.7,1.8,0,0,1
Cristiano Felício,2015,0.2,0.4,17.6,31.0,1.1,0.4,3.4,2.3,0,0,1
R.J. Hunter,2015,0.0,0.4,7.7,36.0,0.2,0.3,2.7,1.0,0,0,1
Terry Rozier,2015,-0.3,0.3,5.0,39.0,0.3,0.5,1.8,1.0,0,0,1
Axel Toupane,2015,-0.2,0.1,7.1,21.0,0.8,0.3,3.6,1.1,0,0,1
Bryce Dejean-Jones,2015,0.0,0.2,9.6,14.0,1.5,0.8,5.6,2.9,0,0,1
Xavier Munford,2015,0.0,0.2,9.9,14.0,1.0,1.1,5.7,2.0,0,0,1
Delon Wright,2015,0.2,0.2,17.8,27.0,1.3,0.6,3.8,1.1,0,0,1
Jordan McRae,2015,0.0,0.1,14.2,22.0,1.3,0.7,4.5,0.7,0,0,1
Briante Weber,2015,-0.1,0.2,8.9,7.0,0.6,1.3,4.4,2.4,0,0,1
Damien Inglis,2015,-0.1,0.2,6.7,20.0,0.4,0.6,1.8,1.5,0,0,1
Jarell Eddie,2015,0.0,0.1,11.0,26.0,0.3,0.0,2.4,0.8,0,0,1
Christian Wood,2015,0.1,0.1,16.4,17.0,1.2,0.1,3.6,1.5,0,0,1
Pat Connaughton,2015,-0.2,0.1,4.6,34.0,0.1,0.3,1.1,0.6,0,0,1
Sasha Kaun,2015,0.0,0.2,12.5,25.0,0.4,0.3,0.9,0.6,0,0,1
Aaron Harrison,2015,-0.1,0.1,4.3,21.0,0.6,0.2,0.9,0.5,0,0,1
Tibor Pleiß,2015,-0.2,0.1,3.5,12.0,0.2,0.7,2.0,0.8,0,0,1
Edy Tavares,2015,0.0,0.1,14.4,11.0,0.7,0.5,2.3,1.3,0,0,1
Alex Stepheson,2015,0.0,0.1,14.8,8.0,1.5,0.0,2.8,1.1,0,0,1
Alan Williams,2015,0.0,0.2,21.1,10.0,1.4,0.6,2.9,2.4,0,0,1
Jordan Mickey,2015,0.0,0.1,15.3,16.0,0.6,0.1,1.3,0.4,0,0,1
Josh Huestis,2015,0.0,0.1,6.7,5.0,0.8,0.6,2.8,1.6,0,0,1
Luis Montero,2015,-0.1,0.0,-2.7,12.0,0.3,0.3,1.2,0.3,0,0,1
Cliff Alexander,2015,0.0,0.0,11.6,8.0,0.0,0.1,1.3,0.5,0,0,1
Branden Dawson,2015,0.0,0.0,7.1,6.0,0.2,0.0,0.8,0.3,0,0,1
Keith Appling,2015,-0.1,0.0,-4.8,5.0,0.4,0.6,1.2,0.2,0,0,1
Duje Dukan,2015,0.0,0.0,4.2,1.0,0.0,0.0,6.0,2.0,0,0,1
Kevon Looney,2015,0.0,0.0,18.6,5.0,0.0,0.2,1.8,1.2,0,0,1
Coty Clarke,2015,0.0,0.0,23.9,3.0,0.0,0.3,2.0,0.3,0,0,1
Sam Dekker,2015,0.0,0.0,10.8,3.0,0.0,0.0,0.0,0.3,0,0,1
Thanasis Antetokounmpo,2015,0.0,0.0,32.9,2.0,0.0,0.0,3.0,0.5,0,0,1
J.J. O'Brien,2015,0.0,0.0,1.3,2.0,0.0,0.0,0.0,0.5,0,0,1
Rakeem Christmas,2015,0.0,0.0,32.0,1.0,0.0,0.0,4.0,0.0,0,0,1
Brandon Ingram,2016,-1.4,0.7,8.5,79.0,2.7,1.5,9.4,3.2,1,2,1
Dario Šarić,2016,-0.2,2.2,12.8,81.0,2.7,2.3,12.8,5.0,1,1,1
Malcolm Brogdon,2016,0.8,1.5,14.9,75.0,1.7,1.5,10.2,2.2,1,1,1
Rodney McGruder,2016,0.0,1.7,9.1,78.0,0.9,0.7,6.4,2.1,0,0,1
Buddy Hield,2016,0.0,1.3,11.8,82.0,0.9,1.2,10.6,2.9,1,1,1
Jamal Murray,2016,0.0,0.7,11.9,82.0,1.5,1.4,9.9,2.1,1,2,1
Marquese Chriss,2016,-0.1,1.5,12.3,82.0,2.2,1.3,9.2,3.1,1,2,1
Isaiah Whitehead,2016,-1.3,0.9,7.6,73.0,1.5,1.9,7.4,2.1,0,0,1
Dorian Finney-Smith,2016,-0.3,1.5,7.7,81.0,0.8,0.6,4.3,2.1,0,0,1
Domantas Sabonis,2016,-1.0,1.8,6.9,81.0,0.8,1.0,5.9,3.0,0,0,1
Andrew Harrison,2016,-0.5,1.5,8.7,72.0,2.7,1.2,5.9,1.6,0,0,1
Jaylen Brown,2016,-0.6,1.3,10.3,78.0,1.6,0.9,6.6,2.2,1,2,1
Kris Dunn,2016,-0.3,1.3,8.1,78.0,0.8,1.1,3.8,1.8,0,0,1
Willy Hernangómez,2016,0.6,1.6,19.0,72.0,1.7,1.4,8.2,4.6,1,1,1
Malcolm Delaney,2016,-1.1,1.3,7.5,73.0,1.3,1.3,5.4,1.5,0,0,1
Caris LeVert,2016,0.3,1.0,12.3,57.0,1.6,1.0,8.2,2.9,0,0,1
Yogi Ferrell,2016,0.3,1.0,13.1,46.0,1.9,1.5,10.0,2.0,1,2,1
Timothé Luwawu-Cabarrot,2016,-0.8,0.8,8.5,69.0,1.8,1.1,6.4,1.8,0,0,1
Tyler Ulis,2016,-0.1,0.4,13.0,61.0,1.2,1.3,7.3,1.2,0,0,1
Patrick McCaw,2016,-0.1,1.2,8.6,71.0,0.5,0.5,4.0,1.1,0,0,1
Álex Abrines,2016,0.1,0.9,10.1,68.0,0.7,0.5,6.0,1.0,0,0,1
Mindaugas Kuzminskas,2016,0.0,0.4,12.4,68.0,1.0,0.8,6.3,1.2,0,0,1
Taurean Prince,2016,0.0,1.5,9.8,59.0,1.6,1.0,5.7,2.2,0,0,1
Denzel Valentine,2016,-0.3,1.1,7.3,57.0,0.3,0.9,5.1,2.5,0,0,1
Semaj Christon,2016,-0.8,0.8,5.7,64.0,0.5,0.7,2.9,1.1,0,0,1
Pascal Siakam,2016,-0.1,1.2,11.5,55.0,0.6,0.6,4.2,2.2,0,0,1
Ron Baker,2016,-0.6,0.5,7.5,52.0,0.8,1.1,4.1,1.7,0,0,1
Paul Zipser,2016,-0.5,0.8,6.9,44.0,0.9,0.9,5.5,2.5,0,0,1
Juancho Hernangómez,2016,0.4,0.6,13.4,62.0,1.2,0.5,4.9,2.3,0,0,1
Dāvis Bertāns,2016,0.7,1.2,12.9,67.0,0.5,0.5,4.5,1.1,0,0,1
Joel Embiid,2016,1.3,1.5,24.1,31.0,7.9,3.8,20.2,5.9,1,1,1
Tomáš Satoranský,2016,-0.1,0.5,8.5,57.0,0.6,0.7,2.7,1.0,0,0,1
Jakob Poeltl,2016,-0.2,0.7,12.2,54.0,1.1,0.5,3.1,1.6,0,0,1
Skal Labissière,2016,0.0,0.5,16.8,33.0,2.2,1.1,8.8,3.4,0,0,1
Ivica Zubac,2016,0.0,0.5,17.0,38.0,1.3,0.8,7.5,3.1,0,0,1
Dragan Bender,2016,-0.4,0.3,5.3,43.0,0.3,0.7,3.4,1.9,0,0,1
Thon Maker,2016,0.0,0.5,14.0,57.0,0.9,0.3,4.0,1.3,0,0,1
Troy Williams,2016,-0.3,0.7,9.0,30.0,1.1,1.1,6.2,1.8,0,0,1
Derrick Jones Jr.,2016,0.0,0.2,12.0,32.0,1.3,0.4,5.3,1.3,0,0,1
Nicolás Brussino,2016,0.1,0.6,10.7,54.0,0.4,0.5,2.8,1.3,0,0,1
Okaro White,2016,-0.1,0.5,7.5,35.0,0.6,0.5,2.8,1.6,0,0,1
Wade Baldwin,2016,-0.3,0.5,6.5,33.0,1.1,1.2,3.2,1.1,0,0,1
David Nwaba,2016,0.0,0.2,12.2,20.0,2.0,0.6,6.0,2.3,0,0,1
Kay Felder,2016,0.0,0.4,11.4,42.0,1.2,0.7,4.0,0.9,0,0,1
DeAndre' Bembry,2016,-0.1,0.4,8.8,38.0,0.4,0.4,2.7,1.2,0,0,1
Georgios Papagiannis,2016,-0.2,0.3,12.7,22.0,0.6,1.1,5.6,2.8,0,0,1
Maurice Ndour,2016,-0.1,0.3,11.3,32.0,0.8,0.4,3.1,1.3,0,0,1
Dejounte Murray,2016,-0.2,0.5,9.6,38.0,0.8,1.0,3.4,0.9,0,0,1
Chasson Randle,2016,0.0,0.1,13.6,26.0,1.7,0.7,5.3,1.0,0,0,1
Fred VanVleet,2016,0.0,0.4,10.5,37.0,0.6,0.4,2.9,1.0,0,0,1
Sheldon Mac,2016,0.0,0.2,10.1,30.0,0.9,0.2,3.0,1.0,0,0,1
Bryn Forbes,2016,-0.2,0.2,5.9,36.0,0.2,0.3,2.6,0.6,0,0,1
Jake Layman,2016,-0.3,0.1,4.9,35.0,0.5,0.3,2.2,0.5,0,0,1
Deyonta Davis,2016,-0.2,0.4,10.6,36.0,0.5,0.2,1.6,1.1,0,0,1
Wayne Selden,2016,-0.2,0.2,6.9,14.0,1.6,0.9,5.1,1.1,0,0,1
Shawn Long,2016,0.2,0.3,24.1,18.0,1.9,0.7,8.2,2.4,0,0,1
Jonathan Gibson,2016,-0.1,0.2,9.5,17.0,1.7,1.2,6.2,1.2,0,0,1
Cheick Diallo,2016,-0.1,0.3,16.8,17.0,1.2,0.4,5.1,2.9,0,0,1
Malachi Richardson,2016,-0.1,0.1,9.6,22.0,0.9,0.4,3.6,0.9,0,0,1
Treveon Graham,2016,0.1,0.2,10.6,27.0,0.6,0.1,2.1,0.6,0,0,1
Quinn Cook,2016,-0.1,0.1,11.8,14.0,0.4,0.9,5.6,0.4,0,0,1
Nicolás Laprovíttola,2016,-0.1,0.2,8.4,18.0,0.5,1.1,3.3,0.5,0,0,1
Marshall Plumlee,2016,-0.1,0.1,10.9,21.0,0.9,0.6,1.9,1.3,0,0,1
Malik Beasley,2016,0.1,0.1,13.7,22.0,0.5,0.4,3.8,0.5,0,0,1
A.J. Hammons,2016,-0.2,0.2,8.4,22.0,0.9,0.5,2.2,1.3,0,0,1
Alex Poythress,2016,0.0,0.1,13.2,6.0,1.7,0.5,10.7,3.0,0,0,1
Henry Ellenson,2016,-0.1,0.2,7.5,19.0,0.4,0.7,3.2,1.7,0,0,1
Jarrod Uthoff,2016,0.0,0.1,13.9,9.0,0.8,0.3,4.4,1.6,0,0,1
Stephen Zimmerman,2016,-0.2,0.1,7.3,19.0,0.3,0.2,1.2,1.3,0,0,1
Gary Payton II,2016,-0.1,0.1,4.5,6.0,0.8,1.7,3.3,2.0,0,0,1
Georges Niang,2016,-0.2,0.1,0.1,23.0,0.1,0.2,0.9,0.7,0,0,1
Damian Jones,2016,-0.2,0.1,5.3,10.0,1.0,0.6,1.9,1.4,0,0,1
Pierre Jackson,2016,-0.1,0.1,13.0,8.0,0.9,0.4,4.4,1.0,0,0,1
Tim Quarterman,2016,0.0,0.1,10.2,16.0,0.2,0.7,1.9,0.6,0,0,1
Daniel Ochefu,2016,-0.1,0.1,6.6,19.0,0.1,0.2,1.3,0.9,0,0,1
Joel Bolomboy,2016,0.1,0.1,19.7,12.0,0.5,0.2,1.8,1.1,0,0,1
Chinanu Onuaku,2016,0.0,0.1,12.3,5.0,0.8,0.8,2.8,1.6,0,0,1
Isaiah Taylor,2016,-0.1,0.0,0.3,4.0,0.5,0.0,0.8,0.5,0,0,1
Marcus Georges-Hunt,2016,0.0,0.0,10.2,5.0,2.0,0.4,2.8,1.6,0,0,1
Kyle Wiltjer,2016,0.0,0.1,6.7,14.0,0.1,0.4,0.9,0.4,0,0,1
Patricio Garino,2016,-0.2,0.0,-9.2,5.0,0.0,0.6,0.0,1.2,0,0,1
Michael Gbinije,2016,-0.1,0.0,-2.1,9.0,0.2,0.0,0.4,0.1,0,0,1
Mike Tobey,2016,0.0,0.0,-0.1,2.0,0.0,0.5,1.0,0.5,0,0,1
Diamond Stone,2016,-0.1,0.0,-1.2,7.0,0.6,0.3,1.4,0.7,0,0,1
Demetrius Jackson,2016,0.1,0.0,30.8,5.0,1.2,0.0,2.0,0.4,0,0,1
Ben Bentil,2016,-0.1,0.0,-17.6,3.0,0.0,0.3,0.0,0.7,0,0,1
Brice Johnson,2016,0.0,0.0,17.2,3.0,0.0,0.3,1.3,0.7,0,0,1
Danuel House Jr.,2016,0.0,0.0,12.2,1.0,0.0,0.0,0.0,1.0,0,0,1
Ben Simmons,2017,4.5,5.0,20.0,81.0,4.2,3.4,15.8,6.3,1,1,1
Donovan Mitchell,2017,2.2,3.8,16.7,79.0,3.8,2.7,20.5,3.1,1,1,1
Jayson Tatum,2017,2.0,4.0,15.2,80.0,3.2,1.4,13.9,4.4,1,1,1
Kyle Kuzma,2017,0.8,2.3,14.2,77.0,2.7,1.8,16.1,5.1,1,1,1
Dillon Brooks,2017,-1.2,1.1,9.8,82.0,2.0,1.5,11.0,2.5,0,0,1
Bogdan Bogdanović,2017,0.3,1.1,13.5,78.0,1.5,1.6,11.8,2.5,1,2,1
Dennis Smith Jr.,2017,-0.2,1.7,12.8,69.0,2.8,2.8,15.2,3.0,0,0,1
De'Aaron Fox,2017,-1.1,1.0,11.2,73.0,2.7,2.4,11.6,2.3,0,0,1
