Player,Season,VORP,DWS,PER,G,FTA,TOV,PTS,DRB,RookieNBA,ClassRookie,Rookie
Charlie Bell,2001,-0.1,0.0,-1.8,7.0,0.3,0.7,1.1,0.4,0,0,1
Jamison Brewer,2001,0.0,0.1,10.0,13.0,0.0,0.2,0.3,0.5,0,0,1
Joseph Forte,2001,0.0,0.1,2.8,8.0,0.5,0.4,0.8,0.6,0,0,1
Jeryl Sasser,2001,0.0,0.1,7.0,7.0,0.7,0.3,1.4,0.6,0,0,1
Ernest Brown,2001,-0.1,0.0,-9.7,3.0,1.3,1.0,1.0,1.7,0,0,1
Ratko Varda,2001,0.0,0.0,15.0,1.0,1.0,1.0,5.0,1.0,0,0,1
Caron Butler,2002,1.8,3.6,15.1,78.0,4.8,2.5,15.4,3.4,1,1,1
Amar'e Stoudemire,2002,0.4,3.6,16.2,82.0,5.9,2.3,13.5,5.7,1,1,1
Yao Ming,2002,2.5,3.5,20.6,82.0,4.5,2.1,13.5,5.8,1,1,1
Nenê,2002,1.6,3.8,15.4,80.0,4.3,2.3,10.5,3.5,0,0,1
Gordan Giriček,2002,-0.5,0.7,12.1,76.0,2.4,1.9,12.3,2.7,1,2,1
Carlos Boozer,2002,1.0,1.8,17.9,81.0,2.4,1.3,10.0,5.0,1,2,1
Junior Harrington,2002,-1.6,2.4,6.4,82.0,1.4,1.9,5.1,2.5,0,0,1
Jay Williams,2002,0.0,1.3,12.2,75.0,2.1,2.3,9.5,2.2,1,2,1
Drew Gooden,2002,-0.4,1.3,15.0,70.0,3.0,2.1,12.5,4.2,1,1,1
Rasual Butler,2002,-0.2,1.4,9.5,72.0,1.4,1.1,7.5,2.2,0,0,1
J.R. Bremer,2002,0.6,1.2,12.7,64.0,1.7,0.9,8.3,2.0,1,2,1
Manu Ginóbili,2002,1.4,2.4,14.7,69.0,2.5,1.4,7.6,1.7,1,2,1
Dajuan Wagner,2002,-0.9,0.1,10.9,47.0,3.4,1.8,13.4,1.3,0,0,1
Vincent Yarbrough,2002,-0.1,1.7,9.5,59.0,1.1,1.4,6.9,2.1,0,0,1
Marko Jarić,2002,0.8,1.3,14.4,66.0,1.6,1.6,7.4,1.9,0,0,1
Mehmet Okur,2002,0.5,2.1,14.8,72.0,1.8,0.9,6.9,3.0,0,0,1
Reggie Evans,2002,-0.3,1.7,10.4,67.0,2.3,0.8,3.2,4.1,0,0,1
Nikoloz Tskitishvili,2002,-1.2,1.3,4.9,81.0,0.8,1.0,3.9,1.4,0,0,1
Mike Dunleavy,2002,0.4,0.4,12.5,82.0,1.2,1.0,5.7,1.8,0,0,1
Mike Batiste,2002,-0.5,0.7,12.2,75.0,1.2,0.9,6.4,2.3,0,0,1
Casey Jacobsen,2002,-0.1,0.7,9.2,72.0,1.5,0.8,5.1,0.8,0,0,1
Smush Parker,2002,-0.4,0.5,11.3,66.0,1.8,2.0,6.2,1.4,0,0,1
Kareem Rush,2002,-0.9,0.3,5.8,76.0,0.3,0.8,3.0,0.9,0,0,1
Melvin Ely,2002,-0.4,0.4,10.8,52.0,1.4,1.0,4.5,2.1,0,0,1
Pat Burke,2002,-0.9,0.6,8.3,62.0,0.9,0.8,4.3,1.4,0,0,1
Dan Gadzuric,2002,-0.3,0.7,11.2,49.0,1.1,0.6,3.4,2.7,0,0,1
Mike Wilks,2002,0.0,0.4,9.3,46.0,1.0,0.6,3.2,1.1,0,0,1
Juaquin Hawkins,2002,-0.1,0.7,7.3,58.0,0.3,0.5,2.3,1.1,0,0,1
Lonny Baxter,2002,-0.6,0.5,11.3,55.0,1.9,0.8,4.8,1.8,0,0,1
Chris Jefferies,2002,-0.7,0.2,6.8,51.0,0.8,0.9,3.9,0.8,0,0,1
Juan Dixon,2002,-0.3,0.5,11.0,42.0,1.1,1.0,6.4,1.4,0,0,1
Dan Dickau,2002,-0.4,0.1,9.9,50.0,0.5,1.1,3.7,0.7,0,0,1
John Salmons,2002,0.1,0.4,9.5,64.0,0.5,0.5,2.1,0.7,0,0,1
Sean Lampley,2002,0.0,0.4,12.4,35.0,2.3,0.7,4.8,1.6,0,0,1
Chris Wilcox,2002,-0.1,0.3,12.5,46.0,1.1,0.6,3.7,1.6,0,0,1
Ryan Humphrey,2002,-0.8,0.4,4.1,48.0,0.8,0.5,1.9,1.4,0,0,1
Marcus Haislip,2002,-0.4,0.1,9.6,39.0,1.0,0.5,4.1,0.8,0,0,1
Tayshaun Prince,2002,0.2,0.6,11.7,42.0,0.4,0.5,3.3,1.0,0,0,1
Jannero Pargo,2002,-0.3,0.2,7.3,34.0,0.1,0.7,2.5,0.8,0,0,1
Qyntel Woods,2002,-0.2,0.4,11.2,53.0,0.4,0.4,2.4,0.7,0,0,1
Jared Jeffries,2002,0.0,0.2,11.1,20.0,1.5,1.1,4.0,1.6,0,0,1
Tamar Slay,2002,-0.2,0.5,7.1,36.0,0.3,0.6,2.6,0.6,0,0,1
Predrag Savović,2002,-0.2,0.3,6.0,27.0,1.1,0.8,3.1,0.6,0,0,1
Igor Rakočević,2002,-0.2,0.1,8.4,42.0,0.9,0.5,1.9,0.3,0,0,1
Jiří Welsch,2002,-0.3,0.0,4.5,37.0,0.8,0.5,1.6,0.4,0,0,1
Frank Williams,2002,-0.1,0.1,6.4,21.0,0.3,0.8,1.3,0.7,0,0,1
Ken Johnson,2002,-0.2,0.2,6.1,16.0,0.4,0.4,2.0,1.8,0,0,1
Efthimios Rentzias,2002,-0.1,0.2,10.6,35.0,0.3,0.1,1.5,0.5,0,0,1
Fred Jones,2002,0.0,0.1,5.5,19.0,0.2,0.3,1.2,0.3,0,0,1
Roger Mason,2002,-0.1,0.1,7.4,17.0,0.1,0.3,1.8,0.6,0,0,1
Adam Harrington,2002,-0.1,0.1,7.4,19.0,0.2,0.1,1.6,0.4,0,0,1
Maceo Baston,2002,0.1,0.2,18.0,16.0,0.8,0.4,2.5,1.2,0,0,1
Devin Brown,2002,-0.1,0.1,6.9,10.0,0.8,0.9,3.0,1.0,0,0,1
Antoine Rigaudeau,2002,-0.3,0.1,-2.4,11.0,0.0,0.5,1.5,0.4,0,0,1
Cezary Trybański,2002,-0.2,0.0,-1.4,15.0,0.7,0.5,0.9,0.5,0,0,1
Boštjan Nachbar,2002,-0.1,0.1,5.8,14.0,0.7,0.4,2.1,0.6,0,0,1
Nate Huffman,2002,-0.1,0.1,11.8,7.0,1.1,0.4,3.3,2.0,0,0,1
Robert Archibald,2002,-0.2,0.0,2.4,12.0,1.5,0.6,1.6,0.9,0,0,1
Ronald Murray,2002,-0.1,0.0,6.6,14.0,0.6,0.6,1.9,0.3,0,0,1
Tito Maddox,2002,0.0,0.1,11.2,9.0,0.9,0.3,1.2,0.7,0,0,1
Jamal Sampson,2002,0.0,0.0,8.4,5.0,0.0,0.0,0.0,0.2,0,0,1
Chris Owens,2002,0.0,0.0,20.1,1.0,0.0,1.0,4.0,0.0,0,0,1
Paul Shirley,2002,0.0,0.0,-28.0,2.0,0.0,0.0,0.0,0.5,0,0,1
Guy Rucker,2002,0.0,0.0,7.8,3.0,0.0,0.0,0.0,0.3,0,0,1
LeBron James,2003,2.9,2.6,18.3,79.0,5.8,3.5,20.9,4.2,1,1,1
Carmelo Anthony,2003,1.6,2.4,17.6,82.0,6.4,3.0,21.0,3.8,1,1,1
Kirk Hinrich,2003,0.8,1.9,13.1,76.0,2.2,2.7,12.0,2.9,1,1,1
Chris Bosh,2003,0.8,3.8,15.1,75.0,3.8,1.4,11.5,4.9,1,1,1
Dwyane Wade,2003,1.9,2.3,17.6,61.0,5.1,3.2,16.2,2.7,1,1,1
Jarvis Hayes,2003,-1.1,1.1,9.4,70.0,1.4,1.6,9.6,2.8,1,2,1
Boris Diaw,2003,-0.2,1.1,8.8,76.0,1.2,1.7,4.5,3.0,0,0,1
Chris Kaman,2003,-1.0,0.9,9.6,82.0,1.7,1.9,6.1,4.1,0,0,1
Udonis Haslem,2003,0.0,2.1,13.7,75.0,2.4,1.0,7.3,3.8,1,2,1
Keith Bogans,2003,-0.2,0.0,11.0,73.0,1.4,1.0,6.8,2.9,0,0,1
Raül López,2003,-0.3,1.2,12.0,82.0,1.4,2.1,7.0,1.6,0,0,1
Josh Howard,2003,0.8,1.2,15.7,67.0,2.1,1.0,8.6,3.3,1,2,1
Leandro Barbosa,2003,0.5,1.0,12.7,70.0,0.9,1.7,7.9,1.4,0,0,1
T.J. Ford,2003,-0.1,0.9,12.1,55.0,1.8,2.5,7.1,2.5,1,2,1
Steve Blake,2003,-0.2,0.7,10.9,75.0,0.9,1.7,5.9,1.3,0,0,1
Marcus Banks,2003,-0.4,1.4,11.0,81.0,1.6,1.5,5.9,1.3,0,0,1
Sasha Pavlović,2003,-0.6,1.1,8.7,79.0,1.1,0.8,4.8,1.5,0,0,1
Luke Ridnour,2003,0.2,0.2,13.1,69.0,1.1,1.2,5.5,1.1,0,0,1
Marquis Daniels,2003,1.1,0.4,20.1,56.0,1.4,0.8,8.5,1.4,1,2,1
Darius Songaila,2003,0.2,0.9,14.6,73.0,1.2,0.6,4.6,1.8,0,0,1
David West,2003,0.4,1.3,15.9,71.0,1.1,0.7,3.8,2.5,0,0,1
Ronald Dupree,2003,-0.5,0.9,9.7,47.0,2.2,1.1,6.2,2.4,0,0,1
Kyle Korver,2003,0.3,0.8,10.1,74.0,0.3,0.6,4.5,1.1,0,0,1
Francisco Elson,2003,0.0,1.2,11.2,62.0,0.7,0.6,3.5,2.2,0,0,1
Mo Williams,2003,-0.4,0.5,9.4,57.0,1.0,0.9,5.0,0.9,0,0,1
Willie Green,2003,-0.3,0.6,10.8,53.0,1.5,1.1,6.9,0.9,0,0,1
Mickaël Piétrus,2003,0.3,0.7,12.9,53.0,1.4,0.8,5.3,1.3,0,0,1
Linton Johnson,2003,-0.2,1.1,9.6,41.0,0.9,0.9,4.2,3.0,0,0,1
Luke Walton,2003,0.5,0.9,12.7,72.0,0.6,0.6,2.4,1.2,0,0,1
Matt Barnes,2003,0.0,0.3,10.6,38.0,1.6,1.2,4.5,2.6,0,0,1
Zaza Pachulia,2003,-0.6,0.2,10.8,59.0,1.5,0.6,3.3,1.8,0,0,1
Žarko Čabarkapa,2003,-0.5,0.3,8.4,49.0,1.1,1.1,4.1,1.5,0,0,1
Travis Hansen,2003,-0.5,0.1,7.2,41.0,0.7,0.4,3.0,1.0,0,0,1
Mike Sweetney,2003,0.1,0.7,17.2,42.0,1.4,0.8,4.3,2.1,0,0,1
Zoran Planinić,2003,-0.2,0.6,10.0,49.0,1.2,0.7,3.1,0.8,0,0,1
Richie Frahm,2003,0.4,0.1,15.7,54.0,0.5,0.1,3.4,0.8,0,0,1
Brian Cook,2003,0.1,0.7,14.0,35.0,0.8,0.5,4.4,2.0,0,0,1
Jason Kapono,2003,-0.1,0.2,10.2,41.0,0.6,0.5,3.5,0.9,0,0,1
Brandon Hunter,2003,0.0,0.4,12.6,36.0,1.2,0.6,3.5,1.9,0,0,1
Keith McLeod,2003,-0.2,0.5,8.1,33.0,1.3,0.9,2.7,0.9,0,0,1
Reece Gaines,2003,-0.4,0.0,6.1,38.0,0.7,0.5,1.8,0.8,0,0,1
Britton Johnsen,2003,-0.4,0.0,2.6,20.0,0.8,0.7,2.1,1.5,0,0,1
Curtis Borchardt,2003,-0.1,0.3,7.9,16.0,1.1,1.1,3.6,2.6,0,0,1
Maciej Lampe,2003,-0.2,0.1,12.2,21.0,0.6,0.7,4.6,1.7,0,0,1
Theron Smith,2003,-0.1,0.2,8.4,20.0,0.4,0.7,2.2,1.4,0,0,1
Ben Handlogten,2003,0.0,0.2,17.1,17.0,1.6,0.6,4.0,1.9,0,0,1
Darko Miličić,2003,-0.3,0.5,6.1,34.0,0.7,0.4,1.4,0.9,0,0,1
Dahntay Jones,2003,-0.2,0.2,2.5,20.0,0.6,0.6,1.8,0.8,0,0,1
Torraye Braggs,2003,-0.1,0.2,9.5,15.0,0.8,0.9,2.7,1.4,0,0,1
Omar Cook,2003,-0.1,0.1,4.7,17.0,0.0,0.6,0.8,0.2,0,0,1
Maurice Carter,2003,-0.2,0.0,5.8,10.0,2.0,0.9,4.2,0.9,0,0,1
Desmond Penigar,2003,-0.1,0.0,12.9,10.0,0.4,0.6,3.2,1.8,0,0,1
Matt Carroll,2003,-0.1,0.0,3.8,16.0,0.4,0.4,1.2,0.3,0,0,1
Hiram Fuller,2003,-0.1,0.0,3.6,4.0,1.5,1.0,2.0,1.8,0,0,1
Kendrick Perkins,2003,0.0,0.0,22.8,10.0,0.9,0.5,2.2,0.9,0,0,1
Troy Bell,2003,-0.2,0.0,-4.5,6.0,0.5,1.0,1.8,0.2,0,0,1
Ndudi Ebi,2003,0.0,0.0,9.3,17.0,0.2,0.2,0.8,0.1,0,0,1
Desmond Ferguson,2003,0.0,0.0,11.3,7.0,0.3,0.1,1.9,0.6,0,0,1
Ime Udoka,2003,0.0,0.1,6.7,4.0,1.0,0.8,2.0,1.0,0,0,1
James Jones,2003,0.0,0.0,4.9,6.0,0.3,0.0,1.2,0.3,0,0,1
Josh Davis,2003,0.0,0.0,2.1,4.0,0.3,0.5,1.3,1.0,0,0,1
Travis Outlaw,2003,0.0,0.0,16.4,8.0,0.5,0.1,1.0,0.3,0,0,1
Kirk Penney,2003,-0.1,0.0,-7.2,2.0,0.0,1.5,1.5,0.5,0,0,1
Alex Garcia,2003,0.0,0.0,-4.7,2.0,1.0,0.5,1.5,0.0,0,0,1
Kaniel Dickens,2003,0.0,0.0,23.1,3.0,0.7,0.3,2.3,0.0,0,0,1
Jerome Beasley,2003,0.0,0.0,5.9,2.0,0.0,0.0,1.0,0.5,0,0,1
Slavko Vraneš,2003,0.0,0.0,-20.4,1.0,0.0,0.0,0.0,0.0,0,0,1
Andre Iguodala,2004,2.3,4.0,13.5,82.0,2.6,1.7,9.0,4.6,1,1,1
Dwight Howard,2004,1.4,3.5,17.2,82.0,5.0,2.0,12.0,6.5,1,1,1
Emeka Okafor,2004,0.0,3.1,16.3,73.0,4.7,1.7,15.1,7.1,1,1,1
Josh Childress,2004,0.8,0.9,15.2,80.0,2.9,1.3,10.1,3.6,1,2,1
Chris Duhon,2004,0.7,3.3,9.8,82.0,0.8,1.5,5.9,2.3,0,0,1
Josh Smith,2004,0.8,1.8,15.4,74.0,3.2,1.8,9.7,4.2,1,2,1
Ben Gordon,2004,1.4,2.7,14.9,82.0,3.3,2.3,15.1,2.0,1,1,1
Nenad Krstić,2004,-0.6,2.5,13.4,75.0,3.4,1.5,10.0,3.2,1,2,1
Andrés Nocioni,2004,0.0,3.3,10.1,81.0,2.7,1.7,8.4,3.9,0,0,1
J.R. Smith,2004,-0.4,0.9,10.9,76.0,2.1,1.4,10.3,1.5,0,0,1
Luol Deng,2004,1.3,2.9,14.2,61.0,2.7,1.9,11.7,3.8,1,1,1
Quinton Ross,2004,-0.3,1.3,8.9,78.0,1.4,0.7,5.1,1.9,0,0,1
Jameer Nelson,2004,0.5,1.3,14.5,79.0,1.4,1.5,8.7,1.8,1,2,1
Matt Bonner,2004,0.5,0.9,14.7,82.0,0.9,0.5,7.2,2.2,0,0,1
Nick Collison,2004,0.1,1.2,15.0,82.0,1.4,0.8,5.6,2.7,0,0,1
Trevor Ariza,2004,0.5,1.3,13.3,80.0,2.2,0.9,5.9,1.9,0,0,1
Sebastian Telfair,2004,-1.3,0.5,9.7,68.0,2.0,1.8,6.8,1.4,0,0,1
Tony Allen,2004,0.7,1.6,14.7,77.0,2.0,1.0,6.4,1.8,0,0,1
Devin Harris,2004,1.2,1.6,14.7,76.0,1.4,1.1,5.7,1.0,0,0,1
Beno Udrih,2004,0.9,1.8,14.3,80.0,1.1,1.0,5.9,0.8,0,0,1
Al Jefferson,2004,-0.1,1.4,16.6,71.0,1.9,0.9,6.7,2.7,1,2,1
Kirk Snyder,2004,-0.5,0.4,8.6,68.0,1.4,0.9,5.0,1.0,0,0,1
Kris Humphries,2004,-0.6,0.7,9.5,67.0,1.5,0.8,4.1,1.9,0,0,1
Anderson Varejão,2004,0.5,1.4,17.0,54.0,2.4,0.5,4.9,2.7,0,0,1
Shaun Livingston,2004,-0.1,0.7,10.4,30.0,2.0,2.5,7.4,2.2,0,0,1
Royal Ivey,2004,-0.7,0.4,8.9,62.0,1.1,0.9,3.5,1.0,0,0,1
David Harrison,2004,-0.2,1.1,12.9,43.0,2.1,1.2,6.1,2.0,0,0,1
Rafael Araújo,2004,-1.0,0.7,7.1,59.0,0.9,0.9,3.3,2.1,0,0,1
Jackson Vroman,2004,-0.5,0.8,9.6,46.0,1.6,1.4,4.6,2.4,0,0,1
Viktor Khryapa,2004,-0.3,0.6,9.0,32.0,1.3,1.0,4.2,2.5,0,0,1
Damien Wilkins,2004,0.3,0.3,13.4,29.0,1.2,0.6,6.3,1.3,0,0,1
Delonte West,2004,0.2,0.5,12.3,39.0,0.7,0.6,4.5,1.3,0,0,1
Andre Barrett,2004,-0.1,0.5,8.6,38.0,0.5,0.7,3.1,0.8,0,0,1
Carlos Delfino,2004,-0.1,0.8,8.6,30.0,1.3,0.8,3.9,1.4,0,0,1
Kevin Martin,2004,-0.2,0.2,8.7,45.0,1.2,0.5,2.9,0.6,0,0,1
Matt Freije,2004,-0.4,0.3,4.1,23.0,0.3,0.7,4.0,2.0,0,0,1
Donta Smith,2004,-0.2,0.2,10.6,38.0,1.3,0.7,3.3,0.9,0,0,1
Lionel Chalmers,2004,-0.4,0.2,6.5,36.0,0.7,0.7,3.1,0.8,0,0,1
Sasha Vujačić,2004,-0.2,0.1,8.9,35.0,0.5,0.4,2.9,1.4,0,0,1
Andris Biedriņš,2004,0.0,0.6,14.8,30.0,1.3,0.4,3.6,2.4,0,0,1
Mario Kasun,2004,-0.3,0.4,12.0,45.0,1.0,0.6,2.6,1.7,0,0,1
Billy Thomas,2004,-0.1,0.4,8.2,25.0,0.4,0.4,3.7,1.2,0,0,1
Bernard Robinson,2004,-0.1,0.2,9.8,31.0,0.8,0.6,3.0,1.1,0,0,1
Pape Sow,2004,-0.2,0.3,7.8,27.0,1.0,0.4,2.3,1.4,0,0,1
Antonio Burks,2004,0.1,0.3,12.8,24.0,0.8,0.5,3.0,0.5,0,0,1
John Edwards,2004,-0.2,0.1,5.1,25.0,0.6,0.3,1.2,0.4,0,0,1
Jared Reiner,2004,-0.2,0.3,2.3,19.0,0.2,0.5,1.1,1.3,0,0,1
Justin Reed,2004,0.0,0.1,13.7,23.0,0.7,0.2,1.8,0.3,0,0,1
James Thomas,2004,0.0,0.1,14.0,11.0,0.5,0.6,2.4,1.8,0,0,1
Mark Jones,2004,-0.1,0.1,4.4,10.0,1.0,0.3,2.3,0.7,0,0,1
Corsley Edwards,2004,-0.1,0.1,8.6,10.0,1.2,0.2,2.7,1.3,0,0,1
Ha Seung-Jin,2004,-0.3,0.1,2.5,19.0,0.6,0.6,1.4,0.6,0,0,1
Horace Jenkins,2004,-0.1,0.2,10.2,15.0,0.9,0.5,2.8,0.4,0,0,1
Luis Flores,2004,0.0,0.0,10.1,16.0,0.1,0.7,2.2,0.1,0,0,1
Erik Daniels,2004,-0.1,0.1,4.6,21.0,0.0,0.3,0.6,0.5,0,0,1
Robert Swift,2004,-0.1,0.1,5.2,16.0,0.6,0.3,0.9,0.3,0,0,1
D.J. Mbenga,2004,-0.1,0.1,3.8,15.0,0.3,0.3,1.0,0.3,0,0,1
Luke Jackson,2004,0.0,0.0,16.3,10.0,0.6,0.2,2.9,0.4,0,0,1
Awvee Storey,2004,0.0,0.0,6.9,9.0,0.2,0.0,0.9,0.1,0,0,1
Andre Emmett,2004,-0.1,0.0,0.9,8.0,0.6,0.1,0.9,0.3,0,0,1
Dorell Wright,2004,0.0,0.1,5.2,3.0,0.3,1.0,2.3,0.3,0,0,1
Peter John Ramos,2004,0.0,0.0,8.2,6.0,0.3,0.5,1.8,0.5,0,0,1
Maurice Baker,2004,0.0,0.0,-0.2,5.0,0.0,0.2,0.0,0.2,0,0,1
Yuta Tabuse,2004,0.0,0.0,15.6,4.0,1.0,0.3,1.8,0.5,0,0,1
Geno Carlisle,2004,0.0,0.0,18.1,6.0,1.0,0.2,1.3,0.0,0,0,1
Ibo Kutluay,2004,-0.1,0.0,-12.9,5.0,0.0,0.4,0.0,0.2,0,0,1
Tony Bobbitt,2004,0.0,0.0,11.7,2.0,0.0,0.0,2.5,1.5,0,0,1
Pavel Podkolzin,2004,0.0,0.0,-12.1,5.0,0.4,0.4,0.2,0.4,0,0,1
Jackie Butler,2004,0.1,0.0,90.3,3.0,0.7,0.3,3.3,0.0,0,0,1
Brandin Knight,2004,0.0,0.0,-1.2,1.0,0.0,0.0,0.0,0.0,0,0,1
Chris Paul,2005,5.1,3.6,22.1,78.0,6.0,2.3,16.1,4.3,1,1,1
Raymond Felton,2005,0.8,1.8,14.2,80.0,2.8,2.3,11.9,2.4,1,2,1
Charlie Villanueva,2005,0.6,1.0,16.4,81.0,2.0,1.2,13.0,4.2,1,1,1
Andrew Bogut,2005,1.4,2.4,15.2,82.0,2.4,1.5,9.4,4.7,1,1,1
Luther Head,2005,1.1,2.9,11.2,80.0,1.5,1.5,8.8,2.9,1,2,1
Deron Williams,2005,0.2,1.3,12.4,80.0,1.7,1.8,10.8,2.0,1,1,1
Marvin Williams,2005,-0.7,0.7,12.2,79.0,3.2,1.1,8.5,3.3,1,2,1
Danny Granger,2005,1.4,3.0,14.7,78.0,1.9,1.0,7.5,3.2,1,2,1
Jarrett Jack,2005,-0.4,0.1,12.3,79.0,2.0,1.3,6.7,1.8,0,0,1
Joey Graham,2005,-0.7,0.3,10.2,80.0,1.7,1.2,6.7,2.3,0,0,1
Channing Frye,2005,0.5,0.9,18.1,65.0,3.5,1.5,12.3,3.6,1,1,1
Šarūnas Jasikevičius,2005,0.9,1.7,12.9,75.0,1.8,1.5,7.3,1.8,0,0,1
Nate Robinson,2005,-0.1,0.5,12.6,72.0,2.8,1.6,9.3,1.5,0,0,1
José Calderón,2005,-0.3,0.0,11.4,64.0,1.4,1.6,5.5,1.7,0,0,1
Ryan Gomes,2005,0.3,1.2,14.0,61.0,2.4,0.9,7.6,3.2,1,2,1
Rashad McCants,2005,0.1,1.4,12.6,79.0,1.3,1.1,7.9,1.4,0,0,1
Francisco García,2005,0.4,1.6,10.3,67.0,1.5,1.1,5.6,2.2,0,0,1
Johan Petro,2005,-0.9,0.2,10.4,68.0,1.1,0.9,5.2,2.8,0,0,1
Salim Stoudamire,2005,-0.2,0.0,12.5,61.0,1.8,1.3,9.7,1.7,0,0,1
Orien Greene,2005,-0.8,1.4,6.4,80.0,0.9,1.4,3.2,1.4,0,0,1
David Lee,2005,0.6,0.8,15.4,67.0,1.8,0.8,5.1,2.9,0,0,1
Martell Webster,2005,-0.1,0.1,11.6,61.0,1.2,0.7,6.6,1.7,0,0,1
Ike Diogu,2005,0.0,1.0,15.8,69.0,2.4,1.1,7.0,1.9,0,0,1
Daniel Ewing,2005,-0.3,1.0,7.6,66.0,0.7,0.9,3.8,0.9,0,0,1
Monta Ellis,2005,0.1,0.8,11.1,49.0,1.2,1.2,6.8,1.7,0,0,1
James Singleton,2005,0.4,1.1,13.6,59.0,0.8,0.5,3.4,2.3,0,0,1
Hakim Warrick,2005,-0.5,1.1,11.0,68.0,1.7,0.8,4.1,1.5,0,0,1
Alan Anderson,2005,-0.2,0.3,10.4,36.0,1.1,0.9,5.8,1.3,0,0,1
Chuck Hayes,2005,0.5,1.1,18.0,40.0,1.1,0.3,3.7,2.8,0,0,1
Linas Kleiza,2005,-0.2,0.6,13.2,61.0,1.3,0.3,3.5,1.3,0,0,1
Esteban Batista,2005,-0.7,0.3,7.1,57.0,0.9,0.7,1.8,1.5,0,0,1
Fabricio Oberto,2005,-0.2,0.9,9.3,59.0,0.5,0.5,1.7,1.1,0,0,1
Shavlik Randolph,2005,-0.1,0.5,12.6,57.0,1.2,0.4,2.3,1.4,0,0,1
Donell Taylor,2005,0.0,0.5,10.1,51.0,0.8,0.7,2.7,0.7,0,0,1
Josh Powell,2005,-0.2,0.4,9.2,37.0,1.2,0.6,3.0,1.4,0,0,1
Wayne Simien,2005,-0.2,0.5,11.5,43.0,0.8,0.6,3.4,1.2,0,0,1
Sean May,2005,0.0,0.5,15.3,23.0,2.8,1.4,8.2,2.9,0,0,1
Gerald Green,2005,-0.1,0.3,13.1,32.0,1.2,0.7,5.2,1.0,0,0,1
Antoine Wright,2005,-0.6,0.3,0.7,39.0,0.6,0.5,1.8,0.6,0,0,1
Sergei Monia,2005,-0.3,0.1,6.3,26.0,0.5,0.5,3.0,1.6,0,0,1
Kevin Burleson,2005,-0.4,0.4,5.1,39.0,0.4,0.6,1.8,0.6,0,0,1
Andrew Bynum,2005,-0.4,0.4,7.4,46.0,0.6,0.4,1.6,1.0,0,0,1
Brandon Bass,2005,-0.2,0.3,9.1,29.0,0.7,0.4,2.3,1.7,0,0,1
Travis Diener,2005,0.2,0.1,12.6,23.0,0.3,0.4,3.8,0.7,0,0,1
Rawle Marshall,2005,0.0,0.3,10.1,23.0,1.3,0.7,3.1,1.0,0,0,1
Gerald Fitch,2005,-0.1,0.3,10.2,18.0,1.3,0.8,4.7,1.3,0,0,1
Robert Whaley,2005,-0.2,0.3,7.6,23.0,0.3,0.6,2.1,1.2,0,0,1
Andre Owens,2005,-0.3,0.1,5.2,23.0,0.8,0.6,3.0,0.4,0,0,1
C.J. Miles,2005,0.0,0.2,13.8,23.0,1.0,0.4,3.4,0.9,0,0,1
Lawrence Roberts,2005,-0.1,0.3,13.8,33.0,0.7,0.2,1.5,0.7,0,0,1
Andray Blatche,2005,-0.1,0.2,10.1,29.0,0.4,0.4,2.2,0.9,0,0,1
Stephen Graham,2005,-0.2,0.2,6.9,22.0,0.7,0.6,2.6,1.0,0,0,1
Will Bynum,2005,-0.1,0.1,8.7,15.0,1.1,0.9,3.6,0.6,0,0,1
Ronny Turiaf,2005,0.0,0.2,12.2,23.0,1.2,0.3,2.0,1.1,0,0,1
Jason Maxiell,2005,-0.3,0.2,8.0,26.0,1.6,0.4,2.3,0.6,0,0,1
Boniface N'Dong,2005,-0.1,0.2,11.0,23.0,0.4,0.3,2.2,1.0,0,0,1
Ronnie Price,2005,0.0,0.1,10.5,29.0,0.4,0.3,2.1,0.3,0,0,1
Luke Schenscher,2005,0.0,0.2,9.3,20.0,0.7,0.3,1.8,1.1,0,0,1
Lou Williams,2005,-0.2,0.1,9.0,30.0,0.4,0.4,1.9,0.5,0,0,1
Chris Taft,2005,0.0,0.1,15.6,17.0,0.4,0.1,2.8,1.0,0,0,1
Eddie Basden,2005,0.0,0.3,10.3,19.0,0.5,0.5,2.1,1.1,0,0,1
Devin Green,2005,-0.2,0.1,4.7,27.0,0.8,0.2,0.9,0.5,0,0,1
Arvydas Macijauskas,2005,-0.1,0.1,8.3,19.0,0.8,0.4,2.3,0.4,0,0,1
Bracey Wright,2005,0.0,0.1,12.1,7.0,2.3,1.1,8.9,2.1,0,0,1
Yaroslav Korolev,2005,-0.1,0.1,4.8,24.0,0.4,0.3,1.1,0.3,0,0,1
Aaron Miles,2005,-0.1,0.1,6.0,19.0,0.2,0.6,0.8,0.7,0,0,1
Melvin Sanders,2005,-0.1,0.2,10.5,16.0,0.6,0.5,2.6,1.2,0,0,1
Anthony Grundy,2005,0.0,0.1,16.6,12.0,1.2,0.8,4.3,1.3,0,0,1
John Lucas III,2005,-0.1,0.1,7.7,13.0,0.0,0.5,2.3,0.2,0,0,1
Anthony Roberson,2005,0.0,0.1,11.7,16.0,0.1,0.2,2.2,0.4,0,0,1
Dwayne Jones,2005,-0.1,0.1,9.2,14.0,0.9,0.2,1.0,1.5,0,0,1
Noel Felix,2005,-0.2,0.0,-1.1,12.0,0.7,0.7,1.5,0.8,0,0,1
